회사명,거래소코드,회계년도,기말자본금(*)(IFRS)(천원),기초자본금(IFRS)(천원),기말자본금(*)(IFRS연결)(천원),기초자본금(IFRS연결)(천원),매출액(수익)(*)(IFRS)(천원),매출액(수익)(*)(IFRS연결)(천원)
(주)심텍,222800,2018/12,12173292,12173292,12173292,12173292,798613750,1007545639
(주)심텍,222800,2019/12,12173292,12173292,12173292,12173292,848246657,1000187191
(주)심텍홀딩스,036710,2011/12,14683334,14525001,14683334,14525001,612339092,613753605
(주)심텍홀딩스,036710,2012/12,16100000,14683334,16100000,14683334,630588093,631437004
(주)심텍홀딩스,036710,2013/12,16100000,16100000,16100000,16100000,521543187,526259501
(주)심텍홀딩스,036710,2014/12,16737118,16100000,16737118,16100000,653707533,663839497
(주)심텍홀딩스,036710,2015/12,17447917,16737118,17447916,16737118,565859,156144133
(주)심텍홀딩스,036710,2016/12,17447917,17447917,17447916,17447916,3706416,789990045
(주)심텍홀딩스,036710,2017/12,19501304,17447917,19501304,17447916,3312567,812440662
(주)심텍홀딩스,036710,2018/12,19501304,19501304,19501304,19501304,4906567,1007097365
(주)심텍홀딩스,036710,2019/12,19901007,19501304,19901007,19501304,4019018,1000340255
(주)싸이맥스,160980,2015/12,2702932,1857500,2702932,1857500,55440224,55440224
(주)싸이맥스,160980,2016/12,2715432,2702932,2715432,2702932,73175922,73175922
(주)싸이맥스,160980,2017/12,5288147,2715432,5288147,2715432,162316317,164085573
(주)싸이맥스,160980,2018/12,5288147,5288147,5288147,5288147,123623214,133459369
(주)싸이맥스,160980,2019/12,5288147,5288147,5288147,5288147,74288393,83475335
(주)싸이토젠,217330,2018/12,2816932,2198932,,,1225483,
(주)싸이토젠,217330,2019/12,2816932,2816932,,,798925,
(주)쌍방울,102280,2011/12,41557605,41557605,41557605,41557605,150463259,158821269
(주)쌍방울,102280,2012/12,41557605,41557605,41557605,41557605,148450980,158740451
(주)쌍방울,102280,2013/12,41557605,41557605,41557605,41557605,125890721,136171407
(주)쌍방울,102280,2014/12,43809855,41557605,43809855,41557605,125022012,138949722
(주)쌍방울,102280,2015/12,64562107,43809855,64562107,43809855,123036482,142637428
(주)쌍방울,102280,2016/12,64562107,64562107,64562107,64562107,97410338,113768432
(주)쌍방울,102280,2017/12,64562107,64562107,64562107,64562107,97187843,109639024
(주)쌍방울,102280,2018/12,64562107,64562107,64562107,64562107,95330410,101656747
(주)쌍방울,102280,2019/12,64562107,64562107,64562107,64562107,88048219,96543475
(주)썸에이지,208640,2014/12,,,,,,
(주)썸에이지,208640,2015/12,,,,,,
(주)썸에이지,208640,2016/12,7431053,5602053,7431053,5602053,6014041,6052265
(주)썸에이지,208640,2017/12,7602053,7431053,7602053,7431053,3169449,3554861
(주)썸에이지,208640,2018/12,7628019,7602053,7628019,7602053,3365918,3554558
(주)썸에이지,208640,2019/12,12492173,7628019,12492173,7628019,3531537,3647939
(주)쎄노텍,222420,2015/12,,,,,,
(주)쎄노텍,222420,2016/12,3820966,3425966,,,40158048,
(주)쎄노텍,222420,2017/12,3918392,3820966,,,40468377,
(주)쎄노텍,222420,2018/12,3978346,3918392,,,32797207,
(주)쎄노텍,222420,2019/12,4015818,3978346,,,28207532,
(주)쎄니트,037760,2011/12,11867466,11867466,11867466,11867466,26312596,53035709
(주)쎄니트,037760,2012/12,11867466,11867466,11867466,11867466,31461142,62689530
(주)쎄니트,037760,2013/12,16192466,11867466,16192466,11867466,32822378,67749067
(주)쎄니트,037760,2014/12,16192466,16192466,16192466,16192466,30741830,70554101
(주)쎄니트,037760,2015/12,16192466,16192466,16192466,16192466,50826543,97717678
(주)쎄니트,037760,2016/12,16192466,16192466,16192466,16192466,64290579,115747171
(주)쎄니트,037760,2017/12,16916461,16192466,16916461,16192466,71397755,126227417
(주)쎄니트,037760,2018/12,16916461,16916461,16916461,16916461,69930265,113737745
(주)쎄니트,037760,2019/12,16916461,16916461,16916461,16916461,68034838,109747055
(주)쎄트렉아이,099320,2011/12,1829995,1825085,,,28641907,
(주)쎄트렉아이,099320,2012/12,1829995,1825085,,,36072609,
(주)쎄트렉아이,099320,2013/12,1829995,1829995,,,31618081,
(주)쎄트렉아이,099320,2014/12,1829995,1829995,1829995,1829995,25325116,26091106
(주)쎄트렉아이,099320,2015/12,1829995,1829995,1829995,1829995,26328316,30512360
(주)쎄트렉아이,099320,2016/12,1829995,1829995,1829995,1829995,29629299,34238374
(주)쎄트렉아이,099320,2017/12,1829995,1829995,1829995,1829995,37505777,42762139
(주)쎄트렉아이,099320,2018/12,1829995,1829995,1829995,1829995,39917944,46132147
(주)쎄트렉아이,099320,2019/12,3634244,1829995,3634244,1829995,63126204,70228243
(주)쎌마테라퓨틱스,015540,2011/12,12275972,12275972,12275972,12275972,6150659,152335016
(주)쎌마테라퓨틱스,015540,2012/12,19275972,12275972,19275972,12275972,7757974,103311510
(주)쎌마테라퓨틱스,015540,2013/12,20900086,19275972,20900086,19275972,5560923,87441136
(주)쎌마테라퓨틱스,015540,2014/12,10312758,20900086,10312758,20900086,6567873,99535589
(주)쎌마테라퓨틱스,015540,2015/12,14488327,10312758,14488327,10312758,11577059,102248331
(주)쎌마테라퓨틱스,015540,2016/12,1732057,14488327,1732057,14488327,11733428,69565657
(주)쎌마테라퓨틱스,015540,2017/12,2174119,1732057,2174119,1732057,16587387,66582365
(주)쎌마테라퓨틱스,015540,2018/12,2756413,2174119,2756413,2174119,11533367,37779934
(주)쎌마테라퓨틱스,015540,2019/12,4668565,2756413,4668565,2756413,7499246,7742246
(주)쎌바이오텍,049960,2011/12,4700000,4700000,4700000,4700000,21455440,23318062
(주)쎌바이오텍,049960,2012/12,4700000,4700000,4700000,4700000,25147488,25889190
(주)쎌바이오텍,049960,2013/12,4700000,4700000,4700000,4700000,31409550,31597824
(주)쎌바이오텍,049960,2014/12,4700000,4700000,4700000,4700000,40461684,40767744
(주)쎌바이오텍,049960,2015/12,4700000,4700000,4700000,4700000,49024774,49504516
(주)쎌바이오텍,049960,2016/12,4700000,4700000,4700000,4700000,56495597,58275831
(주)쎌바이오텍,049960,2017/12,4700000,4700000,4700000,4700000,58870734,61056741
(주)쎌바이오텍,049960,2018/12,4700000,4700000,4700000,4700000,60466045,62543665
(주)쎌바이오텍,049960,2019/12,4700000,4700000,4700000,4700000,44005368,45959678
(주)쏠리드,050890,2011/12,8341000,8341000,8341000,8341000,62473251,63932334
(주)쏠리드,050890,2012/12,8832342,8341000,8832342,8341000,150575850,151578156
(주)쏠리드,050890,2013/12,9467462,8832342,9467462,8832342,161938152,172047012
(주)쏠리드,050890,2014/12,10737703,9467462,10737703,9467462,183088302,200568713
(주)쏠리드,050890,2015/12,10737703,10737703,10737703,10737703,172411650,189958710
(주)쏠리드,050890,2016/12,15737703,10737703,15737703,10737703,168360838,291489405
(주)쏠리드,050890,2017/12,22638538,15737703,22638538,15737703,169279702,259308877
(주)쏠리드,050890,2018/12,24945956,22638538,24945956,22638538,162042944,222581331
(주)쏠리드,050890,2019/12,26092588,24945956,26092588,24945956,161767640,229279898
(주)씨씨에스충북방송,066790,2011/12,23540000,23540000,23540000,23540000,20147283,32943793
(주)씨씨에스충북방송,066790,2012/12,32566500,23540000,32566500,23540000,21124213,33111426
(주)씨씨에스충북방송,066790,2013/12,32566861,32566500,32566861,32566500,21650791,29664565
(주)씨씨에스충북방송,066790,2014/12,37069161,32566861,37069161,32566861,20835621,26957021
(주)씨씨에스충북방송,066790,2015/12,39569161,37069161,39569161,37069161,21203583,24575210
(주)씨씨에스충북방송,066790,2016/12,39569161,39569161,39569161,39569161,20916836,20908297
(주)씨씨에스충북방송,066790,2017/12,40483168,39569161,40483168,39569161,21263187,21259587
(주)씨씨에스충북방송,066790,2018/12,42782168,40483168,42782168,40483168,21016148,21012548
(주)씨씨에스충북방송,066790,2019/12,45976168,42782168,45976168,42782168,20321890,20318290
(주)씨아이테크,004920,2011/12,8000000,8000000,,,6296933,
(주)씨아이테크,004920,2012/12,8815400,8000000,,,5891227,
(주)씨아이테크,004920,2013/12,10100900,8815400,10100900,8815400,5398623,7463942
(주)씨아이테크,004920,2014/12,12122400,10100900,12122400,10100900,4778994,13467103
(주)씨아이테크,004920,2015/12,18480014,12122400,18480014,12122400,11495370,21279200
(주)씨아이테크,004920,2016/12,22393769,18480014,22393769,18480014,8568828,18515714
(주)씨아이테크,004920,2017/12,22393769,22393769,22393769,22393769,8679568,21725114
(주)씨아이테크,004920,2018/12,27106158,22393769,27106158,22393769,12162305,32283987
(주)씨아이테크,004920,2019/12,27106158,27106158,27106158,27106158,15662771,40719368
(주)씨에스,065770,2011/12,6000000,6000000,6000000,6000000,45395378,60102183
(주)씨에스,065770,2012/12,6000000,6000000,6000000,6000000,59316526,82151262
(주)씨에스,065770,2013/12,6000000,6000000,6000000,6000000,51520398,62503737
(주)씨에스,065770,2014/12,6000000,6000000,6000000,6000000,85267847,86207051
(주)씨에스,065770,2015/12,6000000,6000000,6000000,6000000,50947720,54836921
(주)씨에스,065770,2016/12,9417575,6000000,9417575,6000000,48436321,48504592
(주)씨에스,065770,2017/12,9417575,9417575,9417575,9417575,43326430,43330916
(주)씨에스,065770,2018/12,9417575,9417575,9417575,9417575,58726389,58746314
(주)씨에스,065770,2019/12,9417575,9417575,9417575,9417575,32156921,32157824
(주)씨에스에이코스믹,083660,2011/12,3893000,3893000,3893000,3893000,33982283,34274998
(주)씨에스에이코스믹,083660,2012/12,4091250,3893000,4091250,3893000,32047707,32240413
(주)씨에스에이코스믹,083660,2013/12,4351559,4091250,4351559,4091250,20633506,20633506
(주)씨에스에이코스믹,083660,2014/12,4351559,4351559,4351559,4351559,18614644,18614644
(주)씨에스에이코스믹,083660,2015/12,6980517,4351559,,,19997860,
(주)씨에스에이코스믹,083660,2016/12,9602574,6980517,,,34487398,
(주)씨에스에이코스믹,083660,2017/12,9873821,9602574,9873821,9602574,30497697,31466024
(주)씨에스에이코스믹,083660,2018/12,9873821,9873821,9873821,9873821,62457277,63526515
(주)씨에스에이코스믹,083660,2019/12,9873821,9873821,9873821,9873821,57196967,64289801
(주)씨엔플러스,115530,2011/12,2261505,1375000,2261505,1375000,53829146,55411190
(주)씨엔플러스,115530,2012/12,2261505,2261505,2261505,2261505,54245288,54986598
(주)씨엔플러스,115530,2013/12,2361505,2261505,2361505,2261505,41561984,42719560
(주)씨엔플러스,115530,2014/12,2361505,2361505,2361505,2361505,32944973,34233267
(주)씨엔플러스,115530,2015/12,2473088,2361505,2473088,2361505,27332897,27882191
(주)씨엔플러스,115530,2016/12,2571707,2473088,2571707,2473088,24036246,24797770
(주)씨엔플러스,115530,2017/12,2795491,2571707,2795491,2571707,26853889,28849965
(주)씨엔플러스,115530,2018/12,4268168,2795490,4268168,2795490,23878976,25398180
(주)씨엔플러스,115530,2019/12,6009473,4268168,6009473,4268168,16364900,19619973
(주)씨유메디칼시스템,115480,2011/12,3057061,2417045,,,23013298,
(주)씨유메디칼시스템,115480,2012/12,3057061,3057061,3057061,3057061,20823413,21643920
(주)씨유메디칼시스템,115480,2013/12,3307061,3057061,3307061,3057061,19153077,23672604
(주)씨유메디칼시스템,115480,2014/12,3307061,3307061,3307061,3307061,21086395,24699804
(주)씨유메디칼시스템,115480,2015/12,3326615,3307061,3326615,3307061,22410080,25680606
(주)씨유메디칼시스템,115480,2016/12,7197051,3326615,7197051,3326615,50583903,54576580
(주)씨유메디칼시스템,115480,2017/12,7785062,7197051,7785062,7197051,55088654,58347211
(주)씨유메디칼시스템,115480,2018/12,7945490,7785062,7945490,7785062,68753333,76304066
(주)씨유메디칼시스템,115480,2019/12,9177438,7945490,9177438,7945490,68976185,81794149
(주)씨제이이엔엠,035760,2011/12,31016325,30360780,31016325,30360780,894723604,1597814866
(주)씨제이이엔엠,035760,2012/12,31018190,31016325,31018190,31016325,1077330427,1991958555
(주)씨제이이엔엠,035760,2013/12,31026360,31018190,31026360,31018190,1260652344,2513495630
(주)씨제이이엔엠,035760,2014/12,31035325,31026360,31035325,31026360,1277323863,2604907441
(주)씨제이이엔엠,035760,2015/12,31077590,31035325,31077590,31035325,1119374858,2308605390
(주)씨제이이엔엠,035760,2016/12,31077590,31077590,31077590,31077590,1095911240,2208596188
(주)씨제이이엔엠,035760,2017/12,31077590,31077590,31077590,31077590,1136458706,2260006796
(주)씨제이이엔엠,035760,2018/12,110563520,31077590,110563520,31077590,2017373340,3426817049
(주)씨제이이엔엠,035760,2019/12,110577370,110563520,110577370,110563520,3157133395,3789723950
(주)씨젠,096530,2011/12,6536300,6483550,,,39399418,
(주)씨젠,096530,2012/12,6548050,6536300,,,51712797,
(주)씨젠,096530,2013/12,8426216,6548050,,,58992832,
(주)씨젠,096530,2014/12,12652560,8426216,12652560,8426216,52530013,64410877
(주)씨젠,096530,2015/12,13117010,12652560,13117010,12652560,53864051,65136597
(주)씨젠,096530,2016/12,13117010,13117010,13117010,13117010,58186498,73693589
(주)씨젠,096530,2017/12,13117010,13117010,13117010,13117010,70031261,87662545
(주)씨젠,096530,2018/12,13117010,13117010,13117010,13117010,83937581,102264773
(주)씨젠,096530,2019/12,13117010,13117010,13117010,13117010,97156071,121953287
(주)씨티씨바이오,060590,2011/12,6156187,4175534,6156187,4175534,72356867,93963627
(주)씨티씨바이오,060590,2012/12,7120543,6156187,7120543,6156187,100244333,129783288
(주)씨티씨바이오,060590,2013/12,8712567,7120543,8712567,7120543,92879887,123386850
(주)씨티씨바이오,060590,2014/12,8712567,8712567,8712567,8712567,94535062,121854804
(주)씨티씨바이오,060590,2015/12,8712567,8712567,8712567,8712567,94474409,118990587
(주)씨티씨바이오,060590,2016/12,8737567,8712567,8737567,8712567,93553652,123145793
(주)씨티씨바이오,060590,2017/12,8787567,8737567,8787567,8737567,91354880,130558989
(주)씨티씨바이오,060590,2018/12,9655261,8787567,9655261,8787567,101513825,138400059
(주)씨티씨바이오,060590,2019/12,9655261,9655261,9655261,9655261,104824069,136123660
(주)씨티케이,260930,2017/12,5061076,519730,5061076,519730,112990498,112990498
(주)씨티케이,260930,2018/12,5061076,5061076,5061076,5061076,109723276,110467178
(주)씨티케이,260930,2019/12,5061076,5061076,5061076,5061076,108931323,116328076
(주)아가방앤컴퍼니,013990,2011/12,14000000,14000000,14000000,14000000,197088008,204696072
(주)아가방앤컴퍼니,013990,2012/12,14000000,14000000,14000000,14000000,191827908,203038104
(주)아가방앤컴퍼니,013990,2013/12,14000000,14000000,14000000,14000000,183714039,194571961
(주)아가방앤컴퍼니,013990,2014/12,16380000,14000000,16380000,14000000,154233511,160143023
(주)아가방앤컴퍼니,013990,2015/12,16443768,16380000,16443768,16380000,150273083,157317306
(주)아가방앤컴퍼니,013990,2016/12,16443768,16443768,16443768,16443768,142243066,150255367
(주)아가방앤컴퍼니,013990,2017/12,16443768,16443768,16443768,16443768,134128796,140860568
(주)아가방앤컴퍼니,013990,2018/12,16443768,16443768,16443768,16443768,107135895,112860687
(주)아가방앤컴퍼니,013990,2019/12,16443768,16443768,16443768,16443768,129047307,134236271
(주)아나패스,123860,2011/12,5061620,1687120,,,100722799,
(주)아나패스,123860,2012/12,5063685,5061620,,,98186736,
(주)아나패스,123860,2013/12,5063850,5063685,,,91143025,
(주)아나패스,123860,2014/12,5063850,5063850,,,134040808,
(주)아나패스,123860,2015/12,5063850,5063850,,,99424411,
(주)아나패스,123860,2016/12,5063850,5063850,,,99299891,
(주)아나패스,123860,2017/12,5063850,5063850,,,87058623,
(주)아나패스,123860,2018/12,5063850,5063850,,,51496711,
(주)아나패스,123860,2019/12,5063850,5063850,,,60833182,
(주)아난티,025980,2011/12,5495505,5495505,,,20976519,
(주)아난티,025980,2012/12,5495505,5495505,5495506,5495506,27485841,27485841
(주)아난티,025980,2013/12,5495506,5495506,5495506,5495506,20759915,20759915
(주)아난티,025980,2014/12,5495506,5495506,5495506,5495506,47960493,47198563
(주)아난티,025980,2015/12,8232092,5495506,8232092,5495506,89829837,125224022
(주)아난티,025980,2016/12,8232092,8232092,8232092,8232092,40949167,134925438
(주)아난티,025980,2017/12,8232092,8232092,8232092,8232092,39910347,150455721
(주)아난티,025980,2018/12,8232092,8232092,8232092,8232092,64116852,162183239
(주)아난티,025980,2019/12,8464500,8232092,8464500,8232092,71418465,142703754
(주)아리온테크놀로지,058220,2011/12,3332900,2924145,,,66584608,
(주)아리온테크놀로지,058220,2012/12,3332900,3332900,,,100491257,
(주)아리온테크놀로지,058220,2013/12,4999350,3332900,,,60113309,
(주)아리온테크놀로지,058220,2014/12,4999350,4999350,,,88502296,
(주)아리온테크놀로지,058220,2015/12,5110833,4999350,,,88748885,
(주)아리온테크놀로지,058220,2016/12,13941073,5110833,13941073,5110833,42631874,46037493
(주)아리온테크놀로지,058220,2017/12,15531985,13941073,15531985,13941073,40595527,51742898
(주)아리온테크놀로지,058220,2018/12,17893128,15531985,17893128,15531985,33380297,45886089
(주)아리온테크놀로지,058220,2019/12,18114612,17893128,18114612,17893128,23341145,33038989
(주)아모그린텍,125210,2015/12,,,,,,
(주)아모그린텍,125210,2016/12,,,,,,
(주)아모그린텍,125210,2017/12,,,,,,
(주)아모그린텍,125210,2019/12,8248395,6546890,,,93385523,
(주)아모레퍼시픽,090430,2011/12,34508160,34508160,34508160,34508160,2293407081,2554722780
(주)아모레퍼시픽,090430,2012/12,34508160,34508160,34508160,34508160,2510394369,2849462499
(주)아모레퍼시픽,090430,2013/12,34508160,34508160,34508160,34508160,2667649502,3100413236
(주)아모레퍼시픽,090430,2014/12,34508160,34508160,34508160,34508160,3182316594,3874007758
(주)아모레퍼시픽,090430,2015/12,34508160,34508160,34508160,34508160,3757959212,4766627213
(주)아모레퍼시픽,090430,2016/12,34508160,34508160,34508160,34508160,4270867000,5645440161
(주)아모레퍼시픽,090430,2017/12,34508160,34508160,34508160,34508160,3627543045,5123825882
(주)아모레퍼시픽,090430,2018/12,34508160,34508160,34508160,34508160,3670704957,5277844562
(주)아모레퍼시픽,090430,2019/12,34508160,34508160,34508160,34508160,3913830166,5580142193
(주)아모레퍼시픽그룹,002790,2011/12,44450975,44450975,44450975,44450975,28495362,3058512976
(주)아모레퍼시픽그룹,002790,2012/12,44450975,44450975,44450975,44450975,37521115,3431733414
(주)아모레퍼시픽그룹,002790,2013/12,44450975,44450975,44450975,44450975,48608561,3895390626
(주)아모레퍼시픽그룹,002790,2014/12,44450975,44450975,44450975,44450975,81552739,4711946901
(주)아모레퍼시픽그룹,002790,2015/12,44450975,44450975,44450975,44450975,68570023,5661205541
(주)아모레퍼시픽그룹,002790,2016/12,44450975,44450975,44450975,44450975,83127891,6697560670
(주)아모레퍼시픽그룹,002790,2017/12,44450975,44450975,44450975,44450975,100241557,6029063927
(주)아모레퍼시픽그룹,002790,2018/12,44450975,44450975,44450975,44450975,73339514,6078179209
(주)아모레퍼시픽그룹,002790,2019/12,47997075,44450975,47997075,44450975,153702106,6284255176
(주)아모텍,052710,2011/12,4842000,4842000,4842000,4842000,93252621,97857109
(주)아모텍,052710,2012/12,4842000,4842000,4842000,4842000,180030067,187424447
(주)아모텍,052710,2013/12,4871703,4842000,4871703,4842000,236161988,247996982
(주)아모텍,052710,2014/12,4871703,4871703,4871703,4871703,163592533,178526173
(주)아모텍,052710,2015/12,4871703,4871703,4871703,4871703,279226777,314002602
(주)아모텍,052710,2016/12,4871703,4871703,4871703,4871703,266596340,295988037
(주)아모텍,052710,2017/12,4871703,4871703,4871703,4871703,288584654,315448056
(주)아모텍,052710,2018/12,4871703,4871703,4871703,4871703,232516206,253421810
(주)아모텍,052710,2019/12,4871703,4871703,4871703,4871703,232205689,248551605
(주)아미노로직스,074430,2011/12,5119575,4219575,5119575,4219575,4028760,19436159
(주)아미노로직스,074430,2012/12,5119575,5119575,5119575,5119575,3440869,9124919
(주)아미노로직스,074430,2013/12,7325232,5119575,7325232,5119575,3275784,3275784
(주)아미노로직스,074430,2014/12,7325232,7325232,7325232,7325232,3541054,3541054
(주)아미노로직스,074430,2015/12,8782684,7325232,8782684,7325232,10996731,10996731
(주)아미노로직스,074430,2016/12,8782684,8782684,8782684,8782684,16365960,16365960
(주)아미노로직스,074430,2017/12,8782684,8782684,8782684,8782684,16835420,16835420
(주)아미노로직스,074430,2018/12,8782684,8782684,8782684,8782684,18449736,18449736
(주)아미노로직스,074430,2019/12,8782684,8782684,8782684,8782684,18980396,18980396
(주)아바코,083930,2011/12,5118602,5118602,5118602,5118602,248709935,248709935
(주)아바코,083930,2012/12,7998253,5118602,7998253,5118602,94725637,94732399
(주)아바코,083930,2013/12,7998253,7998253,7998253,7998253,166864355,166890779
(주)아바코,083930,2014/12,7998253,7998253,7998253,7998253,148969022,149373648
(주)아바코,083930,2015/12,7998253,7998253,7998253,7998253,136646060,137697414
(주)아바코,083930,2016/12,7998253,7998253,7998253,7998253,199612659,199678325
(주)아바코,083930,2017/12,7998253,7998253,7998253,7998253,185505840,186078757
(주)아바코,083930,2018/12,7998253,7998253,7998253,7998253,243240951,243484967
(주)아바코,083930,2019/12,7998253,7998253,7998253,7998253,225139216,226084847
(주)아바텍,149950,2012/12,8153750,6525000,8153750,6525000,82999354,86272595
(주)아바텍,149950,2013/12,8153750,8153750,8153750,8153750,102630269,106206649
(주)아바텍,149950,2014/12,8153750,8153750,8153750,8153750,117572933,120928175
(주)아바텍,149950,2015/12,8153750,8153750,8153750,8153750,75418829,76001361
(주)아바텍,149950,2016/12,8153750,8153750,8153750,8153750,78863764,78863764
(주)아바텍,149950,2017/12,8153750,8153750,8153750,8153750,95628780,95628780
(주)아바텍,149950,2018/12,8153750,8153750,,,74333390,
(주)아바텍,149950,2019/12,8153750,8153750,8153750,8153750,75410526,75410526
(주)아세아텍,050860,2011/06,8750000,8750000,8750000,8750000,97629853,98016840
(주)아세아텍,050860,2012/06,8750000,8750000,8750000,8750000,105511065,105768142
(주)아세아텍,050860,2013/06,8750000,8750000,8750000,8750000,115765900,115934025
(주)아세아텍,050860,2014/06,8750000,8750000,8750000,8750000,107347003,107632806
(주)아세아텍,050860,2015/06,8750000,8750000,8750000,8750000,99437507,99447048
(주)아세아텍,050860,2016/06,8750000,8750000,8750000,8750000,102929714,103013266
(주)아세아텍,050860,2017/06,8750000,8750000,8750000,8750000,101623710,101708479
(주)아세아텍,050860,2018/06,8750000,8750000,,,100646768,
(주)아세아텍,050860,2019/06,8750000,8750000,,,102765788,
(주)아센디오,012170,2011/12,7927007,7283210,,,100606197,
(주)아센디오,012170,2012/12,13708746,7927007,13708746,7927007,62071528,62071528
(주)아센디오,012170,2013/12,25434860,13708746,25434860,13708746,14109499,18080040
(주)아센디오,012170,2014/12,35932463,25434860,35932463,25434860,7606517,7606517
(주)아센디오,012170,2015/12,44881318,35932463,44881318,35932463,5677606,5677606
(주)아센디오,012170,2016/12,68614904,44881318,,,5787957,
(주)아센디오,012170,2017/12,78359856,68614904,78359856,68614904,34526626,35867441
(주)아센디오,012170,2018/12,98642325,78359856,98642325,78359856,8399543,18081555
(주)아센디오,012170,2019/12,98642325,98642325,98642325,98642325,23296229,31358064
(주)아스타,246720,2017/12,4701262,3800012,4701262,3800012,2073930,1033962
(주)아스타,246720,2018/12,5741262,4701262,5741262,4701262,1099476,1742000
(주)아스타,246720,2019/12,5741262,5741262,5741262,5741262,1817622,1250848
(주)아스트,067390,2014/12,6258147,3667720,,,66551246,
(주)아스트,067390,2015/12,6898827,6258147,,,80804413,
(주)아스트,067390,2016/12,7211620,6898827,7211620,6898827,90103341,87889701
(주)아스트,067390,2017/12,7369620,7211620,7369620,7211620,92788560,97205917
(주)아스트,067390,2018/12,7857549,7369620,7857549,7369620,116937659,117013394
(주)아스트,067390,2019/12,12839826,7857549,12839826,7857549,145441532,144613767
(주)아시아경제,127710,2015/12,12622015,9990215,12622015,9990215,34475334,80516285
(주)아시아경제,127710,2016/12,12622015,12622015,12622015,12622015,33960861,60334065
(주)아시아경제,127710,2017/12,12622015,12622015,12622015,12622015,35016236,54258166
(주)아시아경제,127710,2018/12,12622015,12622015,12622015,12622015,37279579,38402070
(주)아시아경제,127710,2019/12,12754367,12622015,12754367,12622015,37224621,38372830
(주)아우딘퓨쳐스,227610,2017/12,5000000,2450000,,,51015104,
(주)아우딘퓨쳐스,227610,2018/12,5000000,5000000,,,89405999,
(주)아우딘퓨쳐스,227610,2019/12,5000000,5000000,5000000,5000000,44450166,54122517
(주)아이디스,143160,2011/12,1553100,1553100,1553100,1553100,65484032,64613631
(주)아이디스,143160,2012/12,1553100,1553100,1553100,1553100,151909812,152362966
(주)아이디스,143160,2013/12,5358195,1553100,5358195,1553100,117079672,117594446
(주)아이디스,143160,2014/12,5358195,5358195,5358195,5358195,117047229,117446040
(주)아이디스,143160,2015/12,5358195,5358195,5358195,5358195,137685525,146564371
(주)아이디스,143160,2016/12,5358195,5358195,5358195,5358195,106710351,129510825
(주)아이디스,143160,2017/12,5358195,5358195,5358195,5358195,93642353,95158879
(주)아이디스,143160,2018/12,5358195,5358195,5358195,5358195,105771036,109219202
(주)아이디스,143160,2019/12,5358195,5358195,5358195,5358195,108050710,111875143
(주)아이디스홀딩스,054800,2011/12,3456900,5010000,3456900,5010000,3811039,13585177
(주)아이디스홀딩스,054800,2012/12,5173878,3456900,5173878,3456900,5412961,27824034
(주)아이디스홀딩스,054800,2013/12,5173878,5173878,5173878,5173878,9051512,300028869
(주)아이디스홀딩스,054800,2014/12,5173878,5173878,5173878,5173878,10135090,277848350
(주)아이디스홀딩스,054800,2015/12,5173878,5173878,5173878,5173878,9759961,400014263
(주)아이디스홀딩스,054800,2016/12,5173878,5173878,5173878,5173878,10135284,441398463
(주)아이디스홀딩스,054800,2017/12,5173878,5173878,5173878,5173878,10190466,438219714
(주)아이디스홀딩스,054800,2018/12,5173878,5173878,5173878,5173878,7916598,556267195
(주)아이디스홀딩스,054800,2019/12,5173878,5173878,5173878,5173878,7863296,507776368
(주)아이마켓코리아,122900,2011/12,18166670,18166670,,,1682327249,
(주)아이마켓코리아,122900,2012/12,18166670,18166670,18166670,18166670,2045239942,2045538123
(주)아이마켓코리아,122900,2013/12,18166670,18166670,18166670,18166670,2451766901,2496830273
(주)아이마켓코리아,122900,2014/12,18166670,18166670,18166670,18166670,2456139078,2733773271
(주)아이마켓코리아,122900,2015/12,18166670,18166670,18166670,18166670,2605008144,3143908415
(주)아이마켓코리아,122900,2016/12,18166670,18166670,18166670,18166670,2682496235,3400004480
(주)아이마켓코리아,122900,2017/12,18166670,18166670,18166670,18166670,2307870564,3080451880
(주)아이마켓코리아,122900,2018/12,18166670,18166670,18166670,18166670,2248879468,2935242220
(주)아이마켓코리아,122900,2019/12,18166670,18166670,18166670,18166670,2226137935,2923787986
(주)아이비김영,339950,2019/12,,,,,,
(주)아이센스,099190,2013/12,4526630,4034817,4526630,4034817,82555007,82862590
(주)아이센스,099190,2014/12,4549645,4526630,4549645,4526630,91974574,95608058
(주)아이센스,099190,2015/12,6857039,4549645,6857039,4549645,101028825,101920703
(주)아이센스,099190,2016/12,6860429,6857039,6860429,6857039,124070742,132468197
(주)아이센스,099190,2017/12,6867119,6860429,6867119,6860429,137479379,156963801
(주)아이센스,099190,2018/12,6868619,6867119,6868619,6867119,149179805,172996579
(주)아이센스,099190,2019/12,6868619,6868619,6868619,6868619,161094187,189844257
(주)아이스크림에듀,289010,2019/12,6432019,5593686,,,106436331,
(주)아이씨디,040910,2011/09,3877416,2805916,,,143149138,
(주)아이씨디,040910,2012/09,7759832,3877416,,,81236542,
(주)아이씨디,040910,2013/09,7999832,7759832,,,81040019,
(주)아이씨디,040910,2014/09,8222032,7999832,,,7560535,
(주)아이씨디,040910,2015/09,8225332,8222032,,,23887023,
(주)아이씨디,040910,2016/12,8225332,8225332,8225332,8225332,230909154,230909154
