회사명,거래소코드,회계년도,당기순이익(손실)(IFRS)(천원),당기순이익(손실)(비교)(IFRS)(천원),당기순이익(손실)(IFRS연결)(천원),당기순이익(손실)(비교)(IFRS연결)(천원)
(주)동일기연,032960,2011/12,7676013,7676013,7149550,7149550
(주)동일기연,032960,2012/12,6841642,6841642,6289564,6289564
(주)동일기연,032960,2013/12,5710273,5710273,4485300,4485300
(주)동일기연,032960,2014/12,4520457,4520457,4147569,4147569
(주)동일기연,032960,2015/12,4603579,4603579,3509020,3509020
(주)동일기연,032960,2016/12,5774504,5774504,5318183,5318183
(주)동일기연,032960,2017/12,4769933,4769933,7272078,7272078
(주)동일기연,032960,2018/12,-424350,-424350,-783480,-783480
(주)동일기연,032960,2019/12,1934036,1934036,2078974,2078974
(주)동진쎄미켐,005290,2011/12,-5559273,-5559273,-6716170,-6716170
(주)동진쎄미켐,005290,2012/12,13093239,13093239,7172486,7172486
(주)동진쎄미켐,005290,2013/12,17100322,17100322,3803260,3803260
(주)동진쎄미켐,005290,2014/12,10167058,10167058,10636398,10636398
(주)동진쎄미켐,005290,2015/12,12488733,12488733,19937728,19937728
(주)동진쎄미켐,005290,2016/12,18611660,18611660,26377438,26377438
(주)동진쎄미켐,005290,2017/12,37822419,37822419,44996646,44996646
(주)동진쎄미켐,005290,2018/12,39569460,39569460,47958364,47958364
(주)동진쎄미켐,005290,2019/12,44752979,44752979,58693162,58693162
(주)두산,000150,2011/12,155323332,155323332,352411421,352411421
(주)두산,000150,2012/12,80922579,85407214,109803056,201507513
(주)두산,000150,2013/12,149688056,149688056,130167997,130167997
(주)두산,000150,2014/12,186399330,186399330,33249467,33249467
(주)두산,000150,2015/12,123323660,123323660,-1700809954,-1700809954
(주)두산,000150,2016/12,153802056,153802056,50416444,50416444
(주)두산,000150,2017/12,205100275,205100275,45949111,45949111
(주)두산,000150,2018/12,158613281,158613281,-340510995,-340510995
(주)두산,000150,2019/12,633803582,633803582,433106773,433106773
(주)두산테스나,131970,2013/12,10910114,10910114,,
(주)두산테스나,131970,2014/12,4692764,4692764,,
(주)두산테스나,131970,2015/12,-4189973,-4189973,,
(주)두산테스나,131970,2016/12,739889,739889,,
(주)두산테스나,131970,2017/12,8992438,8992438,,
(주)두산테스나,131970,2018/12,16231655,16231655,,
(주)두산테스나,131970,2019/12,21415215,21415215,,
(주)두올,016740,2016/12,13295300,13295300,12737353,12737353
(주)두올,016740,2017/12,14072594,16027432,14208753,14208753
(주)두올,016740,2018/12,8879571,8879571,14876313,14876313
(주)두올,016740,2019/12,11257212,11257212,13087165,13087165
(주)듀오백,073190,2011/12,2848914,2848914,2170489,2170489
(주)듀오백,073190,2012/12,715666,715666,-142094,-142094
(주)듀오백,073190,2013/12,11635,11635,-923357,-923357
(주)듀오백,073190,2014/12,-5350343,-5350343,-4188353,-4188353
(주)듀오백,073190,2015/12,-3534829,-3534829,-3456863,-3456863
(주)듀오백,073190,2016/12,-6232957,-6232957,-5516585,-5516585
(주)듀오백,073190,2017/12,1144419,1144419,1330283,1330283
(주)듀오백,073190,2018/12,-3020578,-3020578,-3201023,-3201023
(주)듀오백,073190,2019/12,-3010567,-3010567,-2956674,-2956674
(주)드래곤플라이,030350,2011/12,10119766,10119766,6651725,6651725
(주)드래곤플라이,030350,2012/12,-6356920,-6356920,-7544230,-7544230
(주)드래곤플라이,030350,2013/12,-39059107,-39059107,-33369164,-33369164
(주)드래곤플라이,030350,2014/12,-9237831,-9237831,-9275096,-9275096
(주)드래곤플라이,030350,2015/12,-9834777,-9834777,-7804337,-7804337
(주)드래곤플라이,030350,2016/12,-315661,-300982,-300982,
(주)드래곤플라이,030350,2017/12,-9731229,-9731229,,
(주)드래곤플라이,030350,2018/12,-8688033,-8688033,,-8688033
(주)드래곤플라이,030350,2019/12,-5569461,-5569461,-5749731,-5749731
(주)드림시큐리티,203650,2014/12,,,,
(주)드림시큐리티,203650,2015/12,,,,
(주)드림시큐리티,203650,2016/12,,,,
(주)드림시큐리티,203650,2017/12,-2226331,-2226331,-1595965,-1595965
(주)드림시큐리티,203650,2018/12,2738191,2738191,3139200,3139200
(주)드림시큐리티,203650,2019/12,1721708,1721708,2526906,2526906
(주)드림어스컴퍼니,060570,2011/12,-38307456,-38307456,-40528032,-40528032
(주)드림어스컴퍼니,060570,2012/12,-18434282,-18434282,-9835282,-9835282
(주)드림어스컴퍼니,060570,2013/12,-4597991,-4597991,-8427833,-8427833
(주)드림어스컴퍼니,060570,2014/12,2000306,2000306,2344852,2344852
(주)드림어스컴퍼니,060570,2015/12,1630079,1630079,635015,635015
(주)드림어스컴퍼니,060570,2016/12,-9965795,-9965795,-9986957,-9986957
(주)드림어스컴퍼니,060570,2017/12,-12766634,-12766634,-14092021,-14092021
(주)드림어스컴퍼니,060570,2018/12,-22011255,-22011255,-21314254,-21314254
(주)드림어스컴퍼니,060570,2019/12,-48581156,-48581156,-48005522,-48005522
(주)드림텍,192650,2019/12,9518819,9518819,23400364,23400364
(주)디딤,217620,2015/12,,,,
(주)디딤,217620,2016/12,,,,
(주)디딤,217620,2017/12,2422022,2422022,2319186,2319186
(주)디딤,217620,2018/12,3362064,3362064,2609675,2609675
(주)디딤,217620,2019/12,2230709,2230709,1357911,1357911
(주)디모아,016670,2011/12,3721606,3721606,,3721606
(주)디모아,016670,2012/12,3358448,3358448,3620120,3620120
(주)디모아,016670,2013/12,5040374,5040374,6149745,6149745
(주)디모아,016670,2014/12,7226575,7226575,8351774,8351774
(주)디모아,016670,2015/12,2547925,2547925,2646224,2646224
(주)디모아,016670,2016/12,1267818,1267818,1796750,1796750
(주)디모아,016670,2017/12,863321,863321,1725894,1725894
(주)디모아,016670,2018/12,538374,538374,1968028,1968028
(주)디모아,016670,2019/12,-8685574,-8685574,-1737755,-1737755
(주)디바이스이엔지,187870,2017/12,7527859,7527859,,
(주)디바이스이엔지,187870,2018/12,13929056,13929056,,
(주)디바이스이엔지,187870,2019/12,4649753,4649753,,
(주)디비아이엔씨,012030,2011/12,-4558929,-4609047,4798467,5080545
(주)디비아이엔씨,012030,2012/12,1141361,1141361,2952394,2952394
(주)디비아이엔씨,012030,2013/12,-32833207,-32833207,-63801967,-63801967
(주)디비아이엔씨,012030,2014/12,-137310541,-137310541,-124525731,-124525731
(주)디비아이엔씨,012030,2015/12,12572191,12572191,13186937,13186937
(주)디비아이엔씨,012030,2016/12,-20712779,-20712779,-20712779,-20712779
(주)디비아이엔씨,012030,2017/12,-755638,-936712,-776258,-957332
(주)디비아이엔씨,012030,2018/12,6331326,6331326,-3975420,-3975420
(주)디비아이엔씨,012030,2019/12,14285269,14285269,4404486,4404486
(주)디스플레이테크,066670,2011/12,5962040,5962040,,
(주)디스플레이테크,066670,2012/12,17049952,17049952,,
(주)디스플레이테크,066670,2013/12,26550008,26550008,,
(주)디스플레이테크,066670,2014/12,15700599,15700599,,
(주)디스플레이테크,066670,2015/12,14999232,14999232,,
(주)디스플레이테크,066670,2016/12,3972166,3972166,,
(주)디스플레이테크,066670,2017/12,4710640,4710640,,
(주)디스플레이테크,066670,2018/12,2996126,2996126,,
(주)디스플레이테크,066670,2019/12,5393286,5393286,,5393286
(주)디아이,003160,2011/12,-3073499,-3073499,-14371233,-14371233
(주)디아이,003160,2012/12,-3057615,-3057615,2492316,2492316
(주)디아이,003160,2013/12,2509516,2509516,2664986,2664986
(주)디아이,003160,2014/12,2754426,2754426,3238225,3238225
(주)디아이,003160,2015/12,482014,482014,1425500,1425500
(주)디아이,003160,2016/12,-2036574,-2036574,1699862,1699862
(주)디아이,003160,2017/12,13892621,13892621,19445185,19445185
(주)디아이,003160,2018/12,1969093,1969093,14684625,14684625
(주)디아이,003160,2019/12,4244909,4244909,505376,505376
(주)디아이씨,092200,2011/12,9513073,9513073,9197764,9197764
(주)디아이씨,092200,2012/12,5436284,5436284,3300985,3300985
(주)디아이씨,092200,2013/12,3321938,3321938,4684967,4684967
(주)디아이씨,092200,2014/12,-3957436,-3957436,3822261,3822261
(주)디아이씨,092200,2015/12,11450461,11450461,13499570,13499570
(주)디아이씨,092200,2016/12,657798,657798,11105070,8371242
(주)디아이씨,092200,2017/12,-19499217,-19499217,4481636,946275
(주)디아이씨,092200,2018/12,2723344,2723344,-6970010,-6970010
(주)디아이씨,092200,2019/12,-81762227,-81762227,-55659588,-55659588
(주)디아크,078590,2011/12,2442175,2442175,,
(주)디아크,078590,2012/12,796618,796618,,
(주)디아크,078590,2013/12,-725212,-725212,,
(주)디아크,078590,2014/12,675613,675613,,
(주)디아크,078590,2015/12,1319839,1319839,,
(주)디아크,078590,2016/12,2493577,2493577,,
(주)디아크,078590,2017/12,2597855,2597855,,2597855
(주)디아크,078590,2018/12,-6992292,-6992292,-6626223,-6626223
(주)디아크,078590,2019/12,-6766841,-6766841,-6047456,-6047456
(주)디알비동일,004840,2011/12,21945842,21945842,28175622,28175622
(주)디알비동일,004840,2012/12,20087410,20087410,29877375,
(주)디알비동일,004840,2013/12,21261008,21261008,30256316,30256316
(주)디알비동일,004840,2014/12,9726516,9726516,48312861,48312861
(주)디알비동일,004840,2015/12,10100221,10100221,52578799,52578799
(주)디알비동일,004840,2016/12,9595624,9595624,48913644,48913644
(주)디알비동일,004840,2017/12,9678793,9678793,19130817,19130817
(주)디알비동일,004840,2018/12,6965958,7307941,10986419,11328402
(주)디알비동일,004840,2019/12,3484424,3484424,13479792,13479792
(주)디알젬,263690,2018/12,4784482,4784482,4653262,4653262
(주)디알젬,263690,2019/12,5750800,5750800,5470786,5470786
(주)디알텍,214680,2015/12,,,,
(주)디알텍,214680,2016/12,-19187,-19187,-435440,-435440
(주)디알텍,214680,2017/12,-1993321,-1993321,-1814795,-1814795
(주)디알텍,214680,2018/12,1650478,1650478,1245747,1245747
(주)디알텍,214680,2019/12,1638451,1638451,944606,944606
(주)디앤씨미디어,263720,2017/12,4536199,4536199,,4536199
(주)디앤씨미디어,263720,2018/12,5567466,5567466,4917413,4917413
(주)디앤씨미디어,263720,2019/12,4535360,4535360,4852476,4852476
(주)디에스앤엘,141020,2013/12,-4519896,-4519896,-4556762,-4556762
(주)디에스앤엘,141020,2014/12,-6864557,-6864557,-8213942,-8213942
(주)디에스앤엘,141020,2015/12,-12501544,-12501544,-12651176,-12651176
(주)디에스앤엘,141020,2016/12,-22903580,-22903580,-22679518,-22679518
(주)디에스앤엘,141020,2017/12,2363896,2363896,2450792,2450792
(주)디에스앤엘,141020,2018/12,-13288275,-51425154,-12954962,-12954962
(주)디에스앤엘,141020,2019/12,-43718062,-43718062,-34274970,-33146548
(주)디에스케이,109740,2011/12,4804137,4804137,4848898,4848898
(주)디에스케이,109740,2012/12,-725250,-725250,-985664,-985664
(주)디에스케이,109740,2013/12,2691720,2691720,2595518,2595518
(주)디에스케이,109740,2014/12,2342921,2342921,2533132,2533132
(주)디에스케이,109740,2015/12,8879461,8879461,9401952,9401952
(주)디에스케이,109740,2016/12,7187904,7187904,2725574,2725574
(주)디에스케이,109740,2017/12,-25604152,-25604152,-42306056,-42306056
(주)디에스케이,109740,2018/12,20131592,20131592,17026727,17026727
(주)디에스케이,109740,2019/12,10095750,10095750,3891897,3891897
(주)디에이테크놀로지,196490,2014/12,2818822,2818822,2798968,2798968
(주)디에이테크놀로지,196490,2015/12,3309971,3309971,3393736,3393736
(주)디에이테크놀로지,196490,2016/12,4127560,4127560,3991393,3991393
(주)디에이테크놀로지,196490,2017/12,786538,786538,1127985,1127985
(주)디에이테크놀로지,196490,2018/12,-17379095,-17379095,-17223005,-17223005
(주)디에이테크놀로지,196490,2019/12,-20670950,-20670950,-20783129,-20783129
(주)디에이피,066900,2011/12,2612801,2612801,,
(주)디에이피,066900,2012/12,20933343,20933343,,
(주)디에이피,066900,2013/12,20608617,20608617,,
(주)디에이피,066900,2014/12,-1715202,-1715202,,
(주)디에이피,066900,2015/12,7638157,7638157,,
(주)디에이피,066900,2016/12,2443882,2443882,,
(주)디에이피,066900,2017/12,5277713,5277713,,
(주)디에이피,066900,2018/12,7510631,7510631,,
(주)디에이피,066900,2019/12,996179,996179,,
(주)디엔에이링크,127120,2011/12,1457513,1457513,,
(주)디엔에이링크,127120,2012/12,269945,431002,,
(주)디엔에이링크,127120,2013/12,-7210899,-7210899,,
(주)디엔에이링크,127120,2014/12,-4459033,-4459033,,-4459033
(주)디엔에이링크,127120,2015/12,-7874492,-7874492,-9053992,-9053992
(주)디엔에이링크,127120,2016/12,-11922464,-11922464,-9811455,-9811455
(주)디엔에이링크,127120,2017/12,1361306,1361306,337624,337624
(주)디엔에이링크,127120,2018/12,-3751618,-3751618,-3753038,-3753038
(주)디엔에이링크,127120,2019/12,-13745362,-13745362,-13118204,-13118204
(주)디엔에프,092070,2011/12,1856452,1856452,,
(주)디엔에프,092070,2012/12,468978,468978,,
(주)디엔에프,092070,2013/12,-13446050,-13446050,,
(주)디엔에프,092070,2014/12,10164762,10164762,,
(주)디엔에프,092070,2015/12,17275227,17275227,,
(주)디엔에프,092070,2016/12,10436018,10436018,,
(주)디엔에프,092070,2017/12,13231627,13231627,,
(주)디엔에프,092070,2018/12,14116309,14116309,,
(주)디엔에프,092070,2019/12,2231167,2231167,,2231167
(주)디엔오토모티브,007340,2011/12,29480904,29212555,53052040,52783691
(주)디엔오토모티브,007340,2012/12,35633961,35633961,57994697,
(주)디엔오토모티브,007340,2013/12,31217314,31217314,48548951,48548951
(주)디엔오토모티브,007340,2014/12,23450806,23450806,44820210,44820210
(주)디엔오토모티브,007340,2015/12,27281473,27281473,74664005,74664005
(주)디엔오토모티브,007340,2016/12,22735163,22735163,83981344,83981344
(주)디엔오토모티브,007340,2017/12,15009181,15009181,53477949,53477949
(주)디엔오토모티브,007340,2018/12,67744647,67744647,58472496,58472496
(주)디엔오토모티브,007340,2019/12,12779939,12779939,68290130,68290130
(주)디엠에스,068790,2011/12,4644691,4644691,-5648709,-5648709
(주)디엠에스,068790,2012/12,-49901398,-49901398,-43710805,-43710805
(주)디엠에스,068790,2013/12,1120564,1120564,-10480621,-10480621
(주)디엠에스,068790,2014/12,-41008385,-41008385,-36066416,-36066416
(주)디엠에스,068790,2015/12,21013338,21013338,11679681,11679681
(주)디엠에스,068790,2016/12,18174541,18174541,36113776,36113776
(주)디엠에스,068790,2017/12,7232563,7232563,3857602,3857602
(주)디엠에스,068790,2018/12,18180467,18180467,15184129,15184129
(주)디엠에스,068790,2019/12,12539995,12539995,17236233,17236233
(주)디오,039840,2011/12,487722,487722,5032041,5032041
(주)디오,039840,2012/12,-6585868,-6585868,-4108929,-4108929
(주)디오,039840,2013/12,-6284839,-6284839,-8391200,-8391200
(주)디오,039840,2014/12,-1081612,-1081612,-3705875,-3705875
(주)디오,039840,2015/12,5292374,5292374,9062521,9062521
(주)디오,039840,2016/12,20029864,20029864,20929300,20929300
(주)디오,039840,2017/12,15010076,13952334,11076568,9656217
(주)디오,039840,2018/12,2557998,2557998,7185684,7185684
(주)디오,039840,2019/12,11508058,11508058,25601661,25601661
(주)디와이디,219550,2015/12,,,,
(주)디와이디,219550,2016/12,,,,
(주)디와이디,219550,2017/12,6432242,6432242,,
(주)디와이디,219550,2018/12,3999899,3999899,,3999899
(주)디와이디,219550,2019/12,-3142621,-3142621,-2888567,-2888567
(주)디이엔티,079810,2011/12,-1027597,-1027597,,
(주)디이엔티,079810,2012/12,1000409,1000409,,
(주)디이엔티,079810,2013/12,-1505340,-1505340,,-1505340
(주)디이엔티,079810,2014/12,-2184208,-2184208,-2187461,-2187461
(주)디이엔티,079810,2015/12,3690275,3690275,3705449,3705449
(주)디이엔티,079810,2016/12,-6265983,-6265983,-5961423,-5961423
(주)디이엔티,079810,2017/12,2771883,2771883,3077776,3077776
(주)디이엔티,079810,2018/12,-10942949,-10942949,-11330232,-11330232
(주)디이엔티,079810,2019/12,-6982922,-6982922,-7152406,-7152406
(주)디지아이,043360,2011/12,154391,154391,,
(주)디지아이,043360,2012/12,868273,868273,,
(주)디지아이,043360,2013/12,-1350380,-1350380,,-1350380
(주)디지아이,043360,2014/12,1683334,1557299,1557299,
(주)디지아이,043360,2015/12,-241796,-241796,,
(주)디지아이,043360,2016/12,-2230708,-2230708,,
(주)디지아이,043360,2017/12,540970,540970,,
(주)디지아이,043360,2018/12,-591742,-591742,,
(주)디지아이,043360,2019/12,-3365623,-3365623,,
(주)디지캡,197140,2018/12,1132202,1132202,,1132202
(주)디지캡,197140,2019/12,1142824,1142824,1177494,1177494
(주)디지털대성,068930,2011/12,2399876,2399876,,
(주)디지털대성,068930,2012/12,3156691,3156691,,
(주)디지털대성,068930,2013/12,4684614,4684614,,
(주)디지털대성,068930,2014/12,5011686,5011686,,5011686
(주)디지털대성,068930,2015/12,4155483,4155483,5363617,5363617
(주)디지털대성,068930,2016/12,4571336,4571336,7979841,7979841
(주)디지털대성,068930,2017/12,5096927,5096927,8260611,8260611
(주)디지털대성,068930,2018/12,1229559,1229559,9853176,9853176
(주)디지털대성,068930,2019/12,11134433,11134433,18980099,18980099
(주)디지틀조선일보,033130,2011/12,3567717,3567717,4169607,4169607
(주)디지틀조선일보,033130,2012/12,6262805,6262805,6408924,6408924
(주)디지틀조선일보,033130,2013/12,4263566,4263566,4222671,4222671
(주)디지틀조선일보,033130,2014/12,3795418,3795418,3586897,3586897
(주)디지틀조선일보,033130,2015/12,4887625,4887625,5003365,5003365
(주)디지틀조선일보,033130,2016/12,4479253,4479253,4656305,4656305
(주)디지틀조선일보,033130,2017/12,4982346,4982346,5300249,5300249
(주)디지틀조선일보,033130,2018/12,5134187,5134187,5140110,5140110
(주)디지틀조선일보,033130,2019/12,3061539,3061539,3463027,3463027
(주)디케이앤디,263020,2018/12,2741666,2741666,3731735,3731735
(주)디케이앤디,263020,2019/12,2694766,2694766,2829968,2829968
(주)디케이티,290550,2018/12,-5591436,-5591436,-1680585,-1680585
(주)디케이티,290550,2019/12,3179761,3179761,7942696,7942696
(주)디티앤씨,187220,2014/12,7240194,7240194,,7240194
(주)디티앤씨,187220,2015/12,2906416,2906416,3596494,3596494
(주)디티앤씨,187220,2016/12,2395825,2395825,2407706,2407706
(주)디티앤씨,187220,2017/12,3607018,3607018,4091811,4091811
(주)디티앤씨,187220,2018/12,4628496,4628496,1669283,1669283
(주)디티앤씨,187220,2019/12,-7226228,-7226228,-4250363,-4250363
(주)딜리,131180,2011/12,4174384,4174384,3982515,3982515
(주)딜리,131180,2012/12,3508299,3508299,3456126,3456126
(주)딜리,131180,2013/12,3431464,3431464,3201439,3201439
(주)딜리,131180,2014/12,4060965,4060965,3423501,3423501
(주)딜리,131180,2015/12,5570117,5570117,5645457,5645457
(주)딜리,131180,2016/12,3648343,3648343,4134825,4134825
(주)딜리,131180,2017/12,2507623,2507623,2541071,2541071
(주)딜리,131180,2018/12,1932094,1932094,2556101,2556101
(주)딜리,131180,2019/12,2219035,2219035,2092005,2092005
(주)라닉스,317120,2019/12,-131591,-131591,,
(주)라온테크,232680,2015/12,,,,
(주)라온테크,232680,2016/12,,,,
(주)라온테크,232680,2017/12,,-820047,,
(주)라온테크,232680,2018/12,-248739,-248739,,
(주)라온테크,232680,2019/12,-1431915,-1431915,,
(주)라이온켐텍,171120,2013/12,14584543,14584543,,
(주)라이온켐텍,171120,2014/12,10037123,10037123,,
(주)라이온켐텍,171120,2015/12,17859987,17859987,,
(주)라이온켐텍,171120,2016/12,16538174,16538174,,
(주)라이온켐텍,171120,2017/12,3788088,3788088,,
(주)라이온켐텍,171120,2018/12,1880001,1880001,,
(주)라이온켐텍,171120,2019/12,10706648,10706648,,
(주)라이트론,069540,2011/12,3481505,3481505,4826225,4826225
(주)라이트론,069540,2012/12,4763871,4763871,5318762,5318762
(주)라이트론,069540,2013/12,1688648,1688648,2477636,2477636
(주)라이트론,069540,2014/12,3029857,3029857,3224103,3224103
(주)라이트론,069540,2015/12,-4233261,-4233261,-4386330,-4386330
(주)라이트론,069540,2016/12,1530647,1530647,525386,525386
(주)라이트론,069540,2017/12,-1883700,-1883700,-3042593,-3042593
(주)라이트론,069540,2018/12,-43286833,-41963987,-40865539,-39542693
(주)라이트론,069540,2019/12,3189837,3189837,3379374,3379374
(주)라파스,214260,2019/12,133284,133284,184359,184359
(주)락앤락,115390,2011/12,14390940,14390940,50564938,50564938
(주)락앤락,115390,2012/12,7017597,7017597,59832017,59832017
(주)락앤락,115390,2013/12,7975350,7975350,45035794,45035794
(주)락앤락,115390,2014/12,21297835,21297835,14976132,14976132
(주)락앤락,115390,2015/12,16641590,16641590,12548486,12548486
(주)락앤락,115390,2016/12,60040867,60040867,46975527,46975527
(주)락앤락,115390,2017/12,40747516,40747516,34933560,34933560
(주)락앤락,115390,2018/12,-5415548,-5415548,30432116,30432116
(주)락앤락,115390,2019/12,16048808,16048808,16377108,16377108
(주)랩지노믹스,084650,2014/12,2420131,2420131,,
(주)랩지노믹스,084650,2015/12,1626384,1626384,,
(주)랩지노믹스,084650,2016/12,723513,723513,,
(주)랩지노믹스,084650,2017/12,-3436502,-3436502,,
(주)랩지노믹스,084650,2018/12,-3972844,-3972844,,
(주)랩지노믹스,084650,2019/12,962422,962422,,962422
(주)러셀,217500,2015/12,,,,
(주)러셀,217500,2016/12,,,,
(주)러셀,217500,2017/12,,,,
(주)러셀,217500,2018/12,41422,41422,,
(주)러셀,217500,2019/12,4208125,4208125,,4208125
(주)레고켐바이오사이언스,141080,2013/12,-5835328,-5835328,,
(주)레고켐바이오사이언스,141080,2014/12,-8685694,-8685694,,-8685694
(주)레고켐바이오사이언스,141080,2015/12,-8237360,-8237360,-8237360,-8237360
(주)레고켐바이오사이언스,141080,2016/12,-14146046,-14146046,-14724669,-14724669
(주)레고켐바이오사이언스,141080,2017/12,-8292905,-8292905,-12933665,-12933665
(주)레고켐바이오사이언스,141080,2018/12,-24897430,-24897430,-26072683,-26072683
(주)레고켐바이오사이언스,141080,2019/12,16003664,12475508,12475508,
(주)레드로버,060300,2011/12,-2735324,-2735324,,
(주)레드로버,060300,2012/12,-10460456,-10460456,,
(주)레드로버,060300,2013/12,2194102,2194102,,
(주)레드로버,060300,2014/12,2245888,2245888,,2245888
(주)레드로버,060300,2015/12,-7242387,-7242387,-8949074,-8949074
(주)레드로버,060300,2016/12,1528727,1528727,709286,709286
(주)레드로버,060300,2017/12,-9091706,-9091706,-10607049,-10607049
(주)레드로버,060300,2018/12,-48552400,-44527720,-49940729,-45916049
(주)레드로버,060300,2019/12,-96861395,-96861395,-93252771,-93252771
(주)레드캡투어,038390,2011/12,19296113,19296113,19299419,19299419
(주)레드캡투어,038390,2012/12,14917273,14917273,15129627,15129627
(주)레드캡투어,038390,2013/12,15808570,15808570,15853757,15853757
(주)레드캡투어,038390,2014/12,16885900,16885900,16885950,16885950
(주)레드캡투어,038390,2015/12,13909541,13909541,13834934,13834934
(주)레드캡투어,038390,2016/12,11466583,11466583,11401753,11401753
(주)레드캡투어,038390,2017/12,8633096,8633096,8555788,8555788
(주)레드캡투어,038390,2018/12,14128215,14128215,14077599,14077599
(주)레드캡투어,038390,2019/12,21518592,21518592,22234639,22234639
(주)레이,228670,2019/12,11479305,11479305,11555269,11555269
(주)레이언스,228850,2016/12,15338223,15338223,14666168,14666168
(주)레이언스,228850,2017/12,15511036,15511036,14396760,14396760
(주)레이언스,228850,2018/12,19536109,19536109,15566221,15566221
(주)레이언스,228850,2019/12,17386040,17386040,13826669,13826669
(주)레이크머티리얼즈,281740,2017/12,,,,
(주)레이크머티리얼즈,281740,2018/12,,,,
(주)레이크머티리얼즈,281740,2019/12,,,,
(주)로보로보,215100,2015/12,,,,
(주)로보로보,215100,2016/12,,,,
(주)로보로보,215100,2017/12,-1114407,-1114407,-1114407,-1114407
(주)로보로보,215100,2018/12,2555385,2555385,2555385,2555385
(주)로보로보,215100,2019/12,1090473,1090473,1088824,1088824
(주)로보스타,090360,2011/12,6055151,6055151,6278376,6278376
(주)로보스타,090360,2012/12,-3773374,-3773373,-3384764,-3384764
(주)로보스타,090360,2013/12,1102050,1102050,1108040,1108040
(주)로보스타,090360,2014/12,2408941,2408941,1891467,1891467
(주)로보스타,090360,2015/12,9912074,9912074,9341915,9341915
(주)로보스타,090360,2016/12,6647009,6647009,6786443,6786443
(주)로보스타,090360,2017/12,7526296,7526296,7478064,7478064
(주)로보스타,090360,2018/12,-2484707,-2484707,-1194092,-1194092
(주)로보스타,090360,2019/12,-4703596,-4703596,-4513023,-4513023
(주)로보티즈,108490,2018/12,2821981,2821981,2363346,2363346
(주)로보티즈,108490,2019/12,2257230,2257230,2481001,2481001
(주)로지시스,067730,2015/12,603200,603200,,
(주)로지시스,067730,2016/12,582732,582732,,
(주)로지시스,067730,2017/12,664509,664509,,
(주)로지시스,067730,2018/12,741696,741696,,
(주)로지시스,067730,2019/12,-994711,-994711,,
(주)루멘스,038060,2011/12,14664997,14664997,21901563,21901563
(주)루멘스,038060,2012/12,17312338,17312338,19535845,19535845
(주)루멘스,038060,2013/12,32210593,32210593,32418843,32418843
(주)루멘스,038060,2014/12,9708378,9708378,11741932,11741932
(주)루멘스,038060,2015/12,-10609635,-10609635,-7928527,-7928527
(주)루멘스,038060,2016/12,-6804663,-6804663,-6229836,-6229836
(주)루멘스,038060,2017/12,-14851401,-14851401,1165674,1165674
(주)루멘스,038060,2018/12,-25489821,-25489821,-31484982,-31484982
(주)루멘스,038060,2019/12,-55560680,-55560680,-61111244,-61111244
(주)루트로닉,085370,2011/12,1793413,1793413,-2437207,-2437207
(주)루트로닉,085370,2012/12,1005714,1005714,40902,40902
(주)루트로닉,085370,2013/12,745908,745908,-689094,-689094
(주)루트로닉,085370,2014/12,5201836,5201836,869609,869609
(주)루트로닉,085370,2015/12,8093638,8093638,5259335,5259335
(주)루트로닉,085370,2016/12,13197840,13197840,5301821,5301821
(주)루트로닉,085370,2017/12,3950525,3950525,-7003472,-7003472
(주)루트로닉,085370,2018/12,855688,855688,-15375356,-15375356
(주)루트로닉,085370,2019/12,-20169,-25526518,-11540733,-20370256
(주)룽투코리아,060240,2011/12,-5361698,-5361698,-8040075,-8040075
(주)룽투코리아,060240,2012/12,-1109183,-1109183,847430,847430
(주)룽투코리아,060240,2013/12,-780123,-780123,-1413528,-1413528
(주)룽투코리아,060240,2014/12,-2476287,-2476287,-3007655,-3007655
(주)룽투코리아,060240,2015/12,12817368,1371587,808326,808326
(주)룽투코리아,060240,2016/12,-427835,-427835,1899496,1899496
(주)룽투코리아,060240,2017/12,-20163479,-20163479,-36640517,-36640517
(주)룽투코리아,060240,2018/12,9944483,9944483,21507233,21507233
(주)룽투코리아,060240,2019/12,10186236,10186236,1636986,1636986
(주)리노스,039980,2011/12,5608502,5608502,,
(주)리노스,039980,2012/12,6384642,6384642,,
(주)리노스,039980,2013/12,2812068,2736478,,2812068
(주)리노스,039980,2014/12,4040737,5830511,5830511,
(주)리노스,039980,2015/12,15122663,15986703,,15122663
(주)리노스,039980,2016/12,3024766,3024766,2825505,2825505
(주)리노스,039980,2017/12,4275044,4275044,4975237,4975237
(주)리노스,039980,2018/12,2284245,2284245,2177007,2177007
(주)리노스,039980,2019/12,-77023,-77023,-442556,-442556
(주)리더스코스메틱,016100,2011/12,14805643,14805643,,
(주)리더스코스메틱,016100,2012/12,-2918186,-2702049,,-5055172
(주)리더스코스메틱,016100,2013/12,-4544184,-4544184,-2181617,-2181617
(주)리더스코스메틱,016100,2014/12,14987864,14987864,17080071,17080071
(주)리더스코스메틱,016100,2015/12,21937170,21937170,8900792,8900792
(주)리더스코스메틱,016100,2016/12,4348019,4348019,7723802,7723802
(주)리더스코스메틱,016100,2017/12,-5573819,-5573819,-7918235,-7918235
(주)리더스코스메틱,016100,2018/12,-10602374,-10602374,-13738957,-13738957
