회사명,거래소코드,회계년도,영업이익(개별),영업이익(연결)
(주)서전기전,189860,Dec-16,2378699,2001442
(주)서전기전,189860,Dec-17,2263202,0
(주)서전기전,189860,Dec-18,5127706,0
(주)서전기전,189860,Dec-19,1074529,0
(주)서진시스템,178320,Dec-17,1678102,17846981
(주)서진시스템,178320,Dec-18,5778657,36869438
(주)서진시스템,178320,Dec-19,2444034,54397094
(주)서진오토모티브,122690,Dec-10,0,0
(주)서진오토모티브,122690,Dec-11,0,0
(주)서진오토모티브,122690,Dec-12,3378669,11805316
(주)서진오토모티브,122690,Dec-13,6055951,16213757
(주)서진오토모티브,122690,Dec-14,5319872,20013609
(주)서진오토모티브,122690,Dec-15,761130,15788754
(주)서진오토모티브,122690,Dec-16,309836,12364014
(주)서진오토모티브,122690,Dec-17,-5131341,-7734906
(주)서진오토모티브,122690,Dec-18,-8894841,-12452881
(주)서진오토모티브,122690,Dec-19,-7451639,5263782
(주)서플러스글로벌,140070,Dec-17,25822313,26727702
(주)서플러스글로벌,140070,Dec-18,25594481,27164179
(주)서플러스글로벌,140070,Dec-19,2636902,2718688
(주)서한,11370,Dec-10,4256049,0
(주)서한,11370,Dec-11,-6393217,0
(주)서한,11370,Dec-12,5598420,0
(주)서한,11370,Dec-13,15704400,0
(주)서한,11370,Dec-14,35126076,0
(주)서한,11370,Dec-15,39594625,0
(주)서한,11370,Dec-16,89474953,0
(주)서한,11370,Dec-17,103111932,0
(주)서한,11370,Dec-18,65199904,0
(주)서한,11370,Dec-19,24032013,0
(주)서흥,8490,Dec-10,20855150,25524802
(주)서흥,8490,Dec-11,20868372,26909950
(주)서흥,8490,Dec-12,4438749,14425658
(주)서흥,8490,Dec-13,15723175,25155456
(주)서흥,8490,Dec-14,21697658,29128232
(주)서흥,8490,Dec-15,24393515,33833825
(주)서흥,8490,Dec-16,24215132,40113698
(주)서흥,8490,Dec-17,18209714,37286555
(주)서흥,8490,Dec-18,20543905,39306802
(주)서흥,8490,Dec-19,26733638,47404023
(주)서희건설,35890,Dec-10,5998572,5053018
(주)서희건설,35890,Dec-11,22149351,14216297
(주)서희건설,35890,Dec-12,7069375,7170400
(주)서희건설,35890,Dec-13,7784797,18851825
(주)서희건설,35890,Dec-14,28957803,40600593
(주)서희건설,35890,Dec-15,31245446,34645091
(주)서희건설,35890,Dec-16,59878978,82342081
(주)서희건설,35890,Dec-17,91870306,88123170
(주)서희건설,35890,Dec-18,77996948,83069600
(주)서희건설,35890,Dec-19,115299746,118232064
(주)선광,3100,Dec-10,44297050,43238154
(주)선광,3100,Dec-11,92901317,87312379
(주)선광,3100,Dec-12,19871153,19367874
(주)선광,3100,Dec-13,16771119,17140825
(주)선광,3100,Dec-14,17582129,15275930
(주)선광,3100,Dec-15,11723939,8287188
(주)선광,3100,Dec-16,14369690,13332830
(주)선광,3100,Dec-17,19671660,20935614
(주)선광,3100,Dec-18,14039213,15760343
(주)선광,3100,Dec-19,17958278,24254814
(주)선앤엘,2820,Dec-10,5049446,5050206
(주)선앤엘,2820,Dec-11,10969897,9951709
(주)선앤엘,2820,Dec-12,438028,-4358047
(주)선앤엘,2820,Dec-13,1232282,4486865
(주)선앤엘,2820,Dec-14,3476890,2476949
(주)선앤엘,2820,Dec-15,7886394,11571653
(주)선앤엘,2820,Dec-16,9083158,13913702
(주)선앤엘,2820,Dec-17,-2626185,2460296
(주)선앤엘,2820,Dec-18,-5414838,-7142089
(주)선앤엘,2820,Dec-19,-22456529,-18748460
(주)선익시스템,171090,Dec-17,14551633,14538590
(주)선익시스템,171090,Dec-18,8521503,8494074
(주)선익시스템,171090,Dec-19,11509294,11430479
(주)선진,136490,Dec-11,18881741,0
(주)선진,136490,Dec-12,25938080,0
(주)선진,136490,Dec-13,28481763,28198197
(주)선진,136490,Dec-14,27221414,26674017
(주)선진,136490,Dec-15,27944125,27870887
(주)선진,136490,Dec-16,31589479,42295519
(주)선진,136490,Dec-17,25559830,54706105
(주)선진,136490,Dec-18,23304778,34785401
(주)선진,136490,Dec-19,41419440,40117085
(주)성광벤드,14620,Dec-10,24501153,25798131
(주)성광벤드,14620,Dec-11,28796575,35189787
(주)성광벤드,14620,Dec-12,72270301,76263188
(주)성광벤드,14620,Dec-13,88898087,90335808
(주)성광벤드,14620,Dec-14,53519162,53703536
(주)성광벤드,14620,Dec-15,20715843,22758036
(주)성광벤드,14620,Dec-16,687556,2893930
(주)성광벤드,14620,Dec-17,-18122103,-18641619
(주)성광벤드,14620,Dec-18,-12831230,-14507706
(주)성광벤드,14620,Dec-19,9097646,6972728
(주)성도이엔지,37350,Dec-10,11879475,66643399
(주)성도이엔지,37350,Dec-11,14250877,2548672
(주)성도이엔지,37350,Dec-12,9015154,62676036
(주)성도이엔지,37350,Dec-13,12889020,36149676
(주)성도이엔지,37350,Dec-14,5085383,14588199
(주)성도이엔지,37350,Dec-15,2989713,7723294
(주)성도이엔지,37350,Dec-16,15082086,26288873
(주)성도이엔지,37350,Dec-17,18775013,24856280
(주)성도이엔지,37350,Dec-18,22058945,20565535
(주)성도이엔지,37350,Dec-19,21264338,19008641
(주)성안,11300,Dec-10,3230366,17743700
(주)성안,11300,Dec-11,3064279,19459051
(주)성안,11300,Dec-12,1759682,8317370
(주)성안,11300,Dec-13,650624,3246198
(주)성안,11300,Dec-14,-3238492,-20073
(주)성안,11300,Dec-15,-600201,-256009
(주)성안,11300,Dec-16,270951,-6707796
(주)성안,11300,Dec-17,-4214637,-4950042
(주)성안,11300,Dec-18,-4806670,-10685943
(주)성안,11300,Dec-19,-7948134,-12934285
(주)성우하이텍,15750,Dec-10,30691223,190322918
(주)성우하이텍,15750,Dec-11,18240993,164422655
(주)성우하이텍,15750,Dec-12,28456590,200083358
(주)성우하이텍,15750,Dec-13,37337670,213480448
(주)성우하이텍,15750,Dec-14,54359183,193033372
(주)성우하이텍,15750,Dec-15,61384157,145269708
(주)성우하이텍,15750,Dec-16,62737426,140122401
(주)성우하이텍,15750,Dec-17,73181328,60837597
(주)성우하이텍,15750,Dec-18,35050497,75393190
(주)성우하이텍,15750,Dec-19,58551984,73354787
(주)성창오토텍,80470,Dec-10,4174430,4174430
(주)성창오토텍,80470,Dec-11,4988466,4988466
(주)성창오토텍,80470,Dec-12,5772808,5579840
(주)성창오토텍,80470,Dec-13,5193748,5337918
(주)성창오토텍,80470,Dec-14,1366029,1049565
(주)성창오토텍,80470,Dec-15,2062553,1593008
(주)성창오토텍,80470,Dec-16,327524,2587818
(주)성창오토텍,80470,Dec-17,1124444,962143
(주)성창오토텍,80470,Dec-18,2996625,171718
(주)성창오토텍,80470,Dec-19,1302838,-372965
(주)세경하이테크,148150,Dec-19,19374342,23378046
(주)세동,53060,Dec-10,3540898,5454774
(주)세동,53060,Dec-11,478204,770015
(주)세동,53060,Dec-12,1304637,1593893
(주)세동,53060,Dec-13,1702717,1731160
(주)세동,53060,Dec-14,-313139,-1888217
(주)세동,53060,Dec-15,386129,-3376785
(주)세동,53060,Dec-16,-978253,-4251216
(주)세동,53060,Dec-17,-6540756,-5727607
(주)세동,53060,Dec-18,-4861520,-2364861
(주)세동,53060,Dec-19,2395007,-270863
(주)세림비앤지,340440,Dec-19,0,0
(주)세보엠이씨,11560,Dec-10,8827561,9159452
(주)세보엠이씨,11560,Dec-11,11272000,11394670
(주)세보엠이씨,11560,Dec-12,7600244,8623737
(주)세보엠이씨,11560,Dec-13,6192292,8466124
(주)세보엠이씨,11560,Dec-14,7073153,9934990
(주)세보엠이씨,11560,Dec-15,12799490,16968836
(주)세보엠이씨,11560,Dec-16,19264496,19740813
(주)세보엠이씨,11560,Dec-17,29217039,29088951
(주)세보엠이씨,11560,Dec-18,27514233,27985353
(주)세보엠이씨,11560,Dec-19,-7734598,-8949532
(주)세아베스틸지주,1430,Dec-10,208985640,0
(주)세아베스틸지주,1430,Dec-11,297346296,0
(주)세아베스틸지주,1430,Dec-12,171773005,0
(주)세아베스틸지주,1430,Dec-13,143852131,0
(주)세아베스틸지주,1430,Dec-14,175255871,0
(주)세아베스틸지주,1430,Dec-15,173841275,222292064
(주)세아베스틸지주,1430,Dec-16,80813009,143463964
(주)세아베스틸지주,1430,Dec-17,125918910,188523884
(주)세아베스틸지주,1430,Dec-18,13076974,55861842
(주)세아베스틸지주,1430,Dec-19,1369125,43988893
(주)세아제강,306200,Dec-18,11201394,0
(주)세아제강,306200,Dec-19,45911982,0
(주)세아제강지주,3030,Dec-10,129162685,149980040
(주)세아제강지주,3030,Dec-11,99620155,142233479
(주)세아제강지주,3030,Dec-12,118894912,173449901
(주)세아제강지주,3030,Dec-13,92690765,154607297
(주)세아제강지주,3030,Dec-14,96866481,164172447
(주)세아제강지주,3030,Dec-15,48591327,77705366
(주)세아제강지주,3030,Dec-16,65650890,77248357
(주)세아제강지주,3030,Dec-17,108089542,119142397
(주)세아제강지주,3030,Dec-18,3655660,80535316
(주)세아제강지주,3030,Dec-19,2774572,63138665
(주)세아특수강,19440,Dec-11,44208642,47006667
(주)세아특수강,19440,Dec-12,31228638,33866501
(주)세아특수강,19440,Dec-13,47210420,50978997
(주)세아특수강,19440,Dec-14,43863975,48037008
(주)세아특수강,19440,Dec-15,32751045,34876834
(주)세아특수강,19440,Dec-16,36054113,40389665
(주)세아특수강,19440,Dec-17,33267031,35057763
(주)세아특수강,19440,Dec-18,18179600,19690400
(주)세아특수강,19440,Dec-19,17813699,19471042
(주)세아홀딩스,58650,Dec-10,15876176,284190223
(주)세아홀딩스,58650,Dec-11,30078151,348296074
(주)세아홀딩스,58650,Dec-12,17897771,214410026
(주)세아홀딩스,58650,Dec-13,-107036148,197041412
(주)세아홀딩스,58650,Dec-14,74593488,255646237
(주)세아홀딩스,58650,Dec-15,32167692,287551536
(주)세아홀딩스,58650,Dec-16,30527083,234786264
(주)세아홀딩스,58650,Dec-17,29368124,274575666
(주)세아홀딩스,58650,Dec-18,34031400,117512340
(주)세아홀딩스,58650,Dec-19,31682990,89528018
(주)세우글로벌,13000,Dec-10,1751381,546760
(주)세우글로벌,13000,Dec-11,2064719,723626
(주)세우글로벌,13000,Dec-12,2234636,1281150
(주)세우글로벌,13000,Dec-13,2672035,1864016
(주)세우글로벌,13000,Dec-14,3058294,2483091
(주)세우글로벌,13000,Dec-15,2023223,1585591
(주)세우글로벌,13000,Dec-16,1935161,785440
(주)세우글로벌,13000,Dec-17,1835102,1674232
(주)세우글로벌,13000,Dec-18,1528253,470258
(주)세우글로벌,13000,Dec-19,1080528,1135908
(주)세운메디칼,100700,Dec-10,6512381,6977269
(주)세운메디칼,100700,Dec-11,5172852,5722274
(주)세운메디칼,100700,Dec-12,6372161,7144763
(주)세운메디칼,100700,Dec-13,10030454,10625242
(주)세운메디칼,100700,Dec-14,9896033,10351499
(주)세운메디칼,100700,Dec-15,10410173,9454647
(주)세운메디칼,100700,Dec-16,11998079,11737007
(주)세운메디칼,100700,Dec-17,14105584,12474436
(주)세운메디칼,100700,Dec-18,14785861,13767800
(주)세운메디칼,100700,Dec-19,12896370,16907878
(주)세원물산,24830,Dec-10,11265447,0
(주)세원물산,24830,Dec-11,10559427,0
(주)세원물산,24830,Dec-12,-1264671,0
(주)세원물산,24830,Dec-13,-5887723,0
(주)세원물산,24830,Dec-14,-5307135,0
(주)세원물산,24830,Dec-15,4523491,0
(주)세원물산,24830,Dec-16,2781782,0
(주)세원물산,24830,Dec-17,4909434,0
(주)세원물산,24830,Dec-18,3054677,0
(주)세원물산,24830,Dec-19,12606492,0
(주)세원정공,21820,Jun-10,12654547,48723541
(주)세원정공,21820,Jun-11,13630943,53018047
(주)세원정공,21820,Jun-12,10751959,72849218
(주)세원정공,21820,Jun-13,1590597,71083140
(주)세원정공,21820,Jun-14,-788169,65006974
(주)세원정공,21820,Jun-15,-5107076,60125566
(주)세원정공,21820,Jun-16,-2070989,54293592
(주)세원정공,21820,Jun-17,2795452,-9514033
(주)세원정공,21820,Jun-18,-1280514,-21986851
(주)세원정공,21820,Jun-19,681141,-26153002
(주)세이브존아이앤씨,67830,Dec-10,24800655,23043150
(주)세이브존아이앤씨,67830,Dec-11,29852801,29827058
(주)세이브존아이앤씨,67830,Dec-12,29972626,29945909
(주)세이브존아이앤씨,67830,Dec-13,32346503,32324659
(주)세이브존아이앤씨,67830,Dec-14,35913671,35884606
(주)세이브존아이앤씨,67830,Dec-15,35063032,35458956
(주)세이브존아이앤씨,67830,Dec-16,36886611,36876511
(주)세이브존아이앤씨,67830,Dec-17,35974430,36205371
(주)세이브존아이앤씨,67830,Dec-18,33694013,33912125
(주)세이브존아이앤씨,67830,Dec-19,29634272,29537829
(주)세종메디칼,258830,Dec-18,4324202,3195311
(주)세종메디칼,258830,Dec-19,4218481,3764308
(주)세중,39310,Dec-10,7701988,11346109
(주)세중,39310,Dec-11,9746088,14716045
(주)세중,39310,Dec-12,10650150,17840079
(주)세중,39310,Dec-13,8113369,14842888
(주)세중,39310,Dec-14,4174726,11741030
(주)세중,39310,Dec-15,3934190,11590602
(주)세중,39310,Dec-16,4290734,12580855
(주)세중,39310,Dec-17,1734745,7972016
(주)세중,39310,Dec-18,-2245759,659789
(주)세중,39310,Dec-19,-233058,3935149
(주)세진중공업,75580,Dec-15,36228828,43026208
(주)세진중공업,75580,Dec-16,19205936,19733656
(주)세진중공업,75580,Dec-17,6987423,7133313
(주)세진중공업,75580,Dec-18,7280553,8379608
(주)세진중공업,75580,Dec-19,7054365,9354575
(주)세진티에스,67770,Dec-10,977676,2530692
(주)세진티에스,67770,Dec-11,946357,1680478
(주)세진티에스,67770,Dec-12,-3449913,-1303435
(주)세진티에스,67770,Dec-13,-2988071,-4887298
(주)세진티에스,67770,Dec-14,115511,374765
(주)세진티에스,67770,Dec-15,-3062867,-3580360
(주)세진티에스,67770,Dec-16,175969,-723245
(주)세진티에스,67770,Dec-17,-1924867,-2428928
(주)세진티에스,67770,Dec-18,-1555888,-1435741
(주)세진티에스,67770,Dec-19,-557312,-252119
(주)세코닉스,53450,Dec-10,8476441,11009668
(주)세코닉스,53450,Dec-11,3212787,4112012
(주)세코닉스,53450,Dec-12,14766587,15363716
(주)세코닉스,53450,Dec-13,24827540,25707003
(주)세코닉스,53450,Dec-14,15582514,18039834
(주)세코닉스,53450,Dec-15,13304013,12784102
(주)세코닉스,53450,Dec-16,12828728,13966525
(주)세코닉스,53450,Dec-17,4045624,1642502
(주)세코닉스,53450,Dec-18,12785527,8366994
(주)세코닉스,53450,Dec-19,5902830,1077836
(주)세토피아,222810,Dec-15,0,0
(주)세토피아,222810,Dec-16,-3137630,0
(주)세토피아,222810,Dec-17,-953150,0
(주)세토피아,222810,Dec-18,-4964480,0
(주)세토피아,222810,Dec-19,-3966398,-6117680
(주)세화피앤씨,252500,Dec-16,0,0
(주)세화피앤씨,252500,Dec-17,1435910,0
(주)세화피앤씨,252500,Dec-18,682138,0
(주)세화피앤씨,252500,Dec-19,512085,0
(주)센트랄모텍,308170,Dec-19,4194188,10298111
(주)센트럴인사이트,12600,Dec-10,-14460307,-13416186
(주)센트럴인사이트,12600,Dec-11,-34317847,-36375431
(주)센트럴인사이트,12600,Dec-12,-11154093,-11905825
(주)센트럴인사이트,12600,Dec-13,-19659925,-20142799
(주)센트럴인사이트,12600,Dec-14,-11119589,-11269693
(주)센트럴인사이트,12600,Dec-15,-10452564,-5835869
(주)센트럴인사이트,12600,Dec-16,-7849042,-5665793
(주)센트럴인사이트,12600,Dec-17,-5723632,-7005772
(주)센트럴인사이트,12600,Dec-18,-6237917,-6037761
(주)센트럴인사이트,12600,Dec-19,-7564779,-7953240
(주)셀루메드,49180,Dec-10,3489282,-2999555
(주)셀루메드,49180,Dec-11,-8855114,-12527743
(주)셀루메드,49180,Dec-12,2641756,1582680
(주)셀루메드,49180,Dec-13,1669941,863609
(주)셀루메드,49180,Dec-14,-9680006,-10783862
(주)셀루메드,49180,Dec-15,-5747226,-7175039
(주)셀루메드,49180,Dec-16,-12328170,-15174751
(주)셀루메드,49180,Dec-17,962871,-1017018
(주)셀루메드,49180,Dec-18,-11797912,-12122711
(주)셀루메드,49180,Dec-19,-9591929,-8048176
(주)셀리드,299660,Dec-17,0,0
(주)셀리드,299660,Dec-19,-3530763,0
(주)셀리버리,268600,Dec-18,-4102498,-4102498
(주)셀리버리,268600,Dec-19,-14584400,0
(주)셀바스에이아이,108860,Dec-10,3245199,3333040
(주)셀바스에이아이,108860,Dec-11,165505,379375
(주)셀바스에이아이,108860,Dec-12,2073430,0
(주)셀바스에이아이,108860,Dec-13,6460322,0
(주)셀바스에이아이,108860,Dec-14,561195,-135206
(주)셀바스에이아이,108860,Dec-15,-2134268,-671123
(주)셀바스에이아이,108860,Dec-16,-1156226,-8415579
(주)셀바스에이아이,108860,Dec-17,917803,561995
(주)셀바스에이아이,108860,Dec-18,-3328286,-17058781
(주)셀바스에이아이,108860,Dec-19,-2159214,-6175156
(주)셀바스헬스케어,208370,Dec-14,0,0
(주)셀바스헬스케어,208370,Dec-15,0,0
(주)셀바스헬스케어,208370,Dec-16,-7519834,-6732668
(주)셀바스헬스케어,208370,Dec-17,1244076,159485
(주)셀바스헬스케어,208370,Dec-18,-9770882,-13179401
(주)셀바스헬스케어,208370,Dec-19,-3009851,-3373995
(주)셀트리온,68270,Dec-18,319413201,323131559
(주)셀트리온,68270,Dec-19,363391098,381532472
(주)셀트리온제약,68760,Dec-10,7666064,8106737
(주)셀트리온제약,68760,Dec-11,5791326,7018003
(주)셀트리온제약,68760,Dec-12,5083773,5079203
(주)셀트리온제약,68760,Dec-13,7456923,7493294
(주)셀트리온제약,68760,Dec-14,8758793,8349704
(주)셀트리온제약,68760,Dec-15,7192172,6374153
(주)셀트리온제약,68760,Dec-16,-14907074,-15004816
(주)셀트리온제약,68760,Dec-17,8727562,8670525
(주)셀트리온제약,68760,Dec-18,3655284,3569377
(주)셀트리온제약,68760,Dec-19,15682042,14735271
(주)셀트리온헬스케어,91990,Dec-17,146095228,164827521
(주)셀트리온헬스케어,91990,Dec-18,-8929932,-42580666
(주)셀트리온헬스케어,91990,Dec-19,83171825,82793145
(주)셀피글로벌,68940,Dec-10,5466309,0
(주)셀피글로벌,68940,Dec-11,7774659,0
(주)셀피글로벌,68940,Dec-12,6457004,0
(주)셀피글로벌,68940,Dec-13,356439,0
(주)셀피글로벌,68940,Dec-14,-2099117,0
(주)셀피글로벌,68940,Dec-15,283826,133555
(주)셀피글로벌,68940,Dec-16,677016,163089
(주)셀피글로벌,68940,Dec-17,-6740882,-7255526
(주)셀피글로벌,68940,Dec-18,-1690295,-2276973
(주)셀피글로벌,68940,Dec-19,446625,-159811
(주)소프트센,32680,Sep-10,-1452287,1332284
(주)소프트센,32680,Sep-11,-2402688,0
(주)소프트센,32680,Sep-12,485155,0
(주)소프트센,32680,Dec-13,483150,0
(주)소프트센,32680,Dec-14,2144292,2142950
(주)소프트센,32680,Dec-15,-3805071,0
(주)소프트센,32680,Dec-16,1053142,0
(주)소프트센,32680,Dec-17,458933,0
(주)소프트센,32680,Dec-18,1394954,0
(주)소프트센,32680,Dec-19,247278,0
(주)손오공,66910,Dec-10,-19908045,-19186113
(주)손오공,66910,Dec-11,3514238,2323913
(주)손오공,66910,Dec-12,-4894477,1906629
(주)손오공,66910,Dec-13,-14250832,-8758026
(주)손오공,66910,Dec-14,-6636789,-3499374
(주)손오공,66910,Dec-15,8906432,10396219
(주)손오공,66910,Dec-16,2421412,3711132
(주)손오공,66910,Dec-17,-13091932,-11927685
(주)손오공,66910,Dec-18,655117,944537
(주)손오공,66910,Dec-19,-2319453,-2068424
(주)솔고바이오메디칼,43100,Dec-10,436399,-1563917
(주)솔고바이오메디칼,43100,Dec-11,-534141,-3152156
(주)솔고바이오메디칼,43100,Dec-12,-5620991,-6330890
(주)솔고바이오메디칼,43100,Dec-13,-2994990,-5114072
(주)솔고바이오메디칼,43100,Dec-14,853740,-886411
(주)솔고바이오메디칼,43100,Dec-15,-6508788,-7045498
(주)솔고바이오메디칼,43100,Dec-16,-8529695,-7798413
(주)솔고바이오메디칼,43100,Dec-17,-6829888,-6060929
(주)솔고바이오메디칼,43100,Dec-18,-11518474,-12335637
(주)솔고바이오메디칼,43100,Dec-19,-4526044,-5942269
(주)솔루에타,154040,Dec-13,23292307,22483599
(주)솔루에타,154040,Dec-14,1923639,2991506
(주)솔루에타,154040,Dec-15,11249871,11171211
(주)솔루에타,154040,Dec-16,-2659727,-98157
(주)솔루에타,154040,Dec-17,3108965,2828301
(주)솔루에타,154040,Dec-18,4885173,5531136
(주)솔루에타,154040,Dec-19,2701683,6175792
(주)솔본,35610,Dec-10,-15023653,-3676539
(주)솔본,35610,Dec-11,840122,8563
(주)솔본,35610,Dec-12,-140230,-5293949
(주)솔본,35610,Dec-13,-1014525,420841
(주)솔본,35610,Dec-14,48885,-1941750
(주)솔본,35610,Dec-15,162099,3022899
(주)솔본,35610,Dec-16,17871,1322950
(주)솔본,35610,Dec-17,-1663235,2449639
(주)솔본,35610,Dec-18,389363,15327893
(주)솔본,35610,Dec-19,146380,314829
(주)쇼박스,86980,Dec-10,-6935906,-9188078
(주)쇼박스,86980,Dec-11,-11251602,-11943588
(주)쇼박스,86980,Dec-12,9683527,9711757
(주)쇼박스,86980,Dec-13,5414915,6333254
(주)쇼박스,86980,Dec-14,1811446,1768992
(주)쇼박스,86980,Dec-15,14430843,14059518
(주)쇼박스,86980,Dec-16,15652434,15295423
(주)쇼박스,86980,Dec-17,10711351,10397090
(주)쇼박스,86980,Dec-18,5477932,5242482
(주)쇼박스,86980,Dec-19,2314657,1942204
(주)수산아이앤티,50960,Dec-16,5602614,0
(주)수산아이앤티,50960,Dec-17,4366498,0
(주)수산아이앤티,50960,Dec-18,2650139,0
(주)수산아이앤티,50960,Dec-19,2789717,0
(주)수산중공업,17550,Dec-10,11248768,13208561
(주)수산중공업,17550,Dec-11,16115801,15854258
(주)수산중공업,17550,Dec-12,16545754,15784533
(주)수산중공업,17550,Dec-13,4721854,4600613
(주)수산중공업,17550,Dec-14,6949450,7496614
(주)수산중공업,17550,Dec-15,5160390,4534596
(주)수산중공업,17550,Dec-16,3865694,3909811
(주)수산중공업,17550,Dec-17,2662284,3301271
(주)수산중공업,17550,Dec-18,-101948,423308
(주)수산중공업,17550,Dec-19,3303610,7237422
(주)수젠텍,253840,Dec-19,-6961495,-7069011
(주)슈프리마,236200,Dec-16,10811513,10776648
(주)슈프리마,236200,Dec-17,12501743,12407697
(주)슈프리마,236200,Dec-18,12039104,12186036
(주)슈프리마,236200,Dec-19,25152401,24565178
(주)슈프리마아이디,317770,Dec-19,697715,458156
(주)슈프리마에이치큐,94840,Dec-10,8449562,7614138
(주)슈프리마에이치큐,94840,Dec-11,4437006,4189833
(주)슈프리마에이치큐,94840,Dec-12,16239308,17408864
(주)슈프리마에이치큐,94840,Dec-13,15231041,15408473
(주)슈프리마에이치큐,94840,Dec-14,17329936,17676414
(주)슈프리마에이치큐,94840,Dec-15,-153311,349544
(주)슈프리마에이치큐,94840,Dec-16,1841208,3635326
(주)슈프리마에이치큐,94840,Dec-17,1442462,3709397
(주)슈프리마에이치큐,94840,Dec-18,2108650,7256728
(주)슈프리마에이치큐,94840,Dec-19,1693499,2017917
(주)슈피겐코리아,192440,Dec-14,40214257,46303020
(주)슈피겐코리아,192440,Dec-15,40594276,47074037
(주)슈피겐코리아,192440,Dec-16,40883321,43536528
(주)슈피겐코리아,192440,Dec-17,40890812,48327513
(주)슈피겐코리아,192440,Dec-18,42643657,49181819
(주)슈피겐코리아,192440,Dec-19,42050134,44084209
(주)스마트솔루션즈,136510,Dec-11,4224544,0
(주)스마트솔루션즈,136510,Dec-12,-1839467,0
(주)스마트솔루션즈,136510,Dec-13,1602387,0
(주)스마트솔루션즈,136510,Dec-14,-778303,-792909
(주)스마트솔루션즈,136510,Dec-15,406549,327550
(주)스마트솔루션즈,136510,Dec-16,1434541,1025103
(주)스마트솔루션즈,136510,Dec-17,3572891,3346493
(주)스마트솔루션즈,136510,Dec-18,-463218,-669274
(주)스마트솔루션즈,136510,Dec-19,-7500268,-7782690
(주)스맥,99440,Dec-10,4885877,0
(주)스맥,99440,Dec-11,4709195,0
(주)스맥,99440,Dec-12,6809116,0
(주)스맥,99440,Dec-13,6075603,0
(주)스맥,99440,Dec-14,6000790,0
(주)스맥,99440,Dec-15,4296476,0
(주)스맥,99440,Dec-16,3910499,4181695
(주)스맥,99440,Dec-17,4607248,4715375
(주)스맥,99440,Dec-18,2836464,-641808
(주)스맥,99440,Dec-19,-13061770,-14763286
(주)스카이문스테크놀로지,33790,Dec-10,1215995,0
(주)스카이문스테크놀로지,33790,Dec-11,-656825,0
(주)스카이문스테크놀로지,33790,Dec-12,-3008997,0
(주)스카이문스테크놀로지,33790,Dec-13,-1751577,0
(주)스카이문스테크놀로지,33790,Dec-14,874710,0
(주)스카이문스테크놀로지,33790,Dec-15,-342391,0
(주)스카이문스테크놀로지,33790,Dec-16,-2233925,0
(주)스카이문스테크놀로지,33790,Dec-17,-3667686,-4294143
(주)스카이문스테크놀로지,33790,Dec-18,-2632302,-5414745
(주)스카이문스테크놀로지,33790,Dec-19,-10511246,0
(주)스킨앤스킨,159910,Dec-12,5659578,0
(주)스킨앤스킨,159910,Dec-13,-3356024,0
(주)스킨앤스킨,159910,Dec-14,-5351309,0
(주)스킨앤스킨,159910,Dec-15,-5613348,-6328764
(주)스킨앤스킨,159910,Dec-16,1438661,671676
(주)스킨앤스킨,159910,Dec-17,-4768633,-8065895
(주)스킨앤스킨,159910,Dec-18,-3093807,-3985927
(주)스킨앤스킨,159910,Dec-19,-6743820,-7326622
(주)스타플렉스,115570,Dec-10,10756387,10086626
(주)스타플렉스,115570,Dec-11,10159642,-3534556
(주)스타플렉스,115570,Dec-12,17543896,3898202
(주)스타플렉스,115570,Dec-13,8917610,6169629
(주)스타플렉스,115570,Dec-14,7014500,5485899
(주)스타플렉스,115570,Dec-15,8643994,7948894
(주)스타플렉스,115570,Dec-16,10497817,10120317
(주)스타플렉스,115570,Dec-17,3102922,2599449
(주)스타플렉스,115570,Dec-18,-1400428,76806
(주)스타플렉스,115570,Dec-19,1017701,1331625
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-14,0,0
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-15,1141408,0
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-16,-486141,-579324
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-17,-619805,-510443
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-18,261601,-1217223
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-19,-8034121,-8620470
(주)스페코,13810,Dec-10,826640,-922193
(주)스페코,13810,Dec-11,2217465,-1598529
(주)스페코,13810,Dec-12,4693817,2870214
(주)스페코,13810,Dec-13,5612034,908306
(주)스페코,13810,Dec-14,6905229,7075254
(주)스페코,13810,Dec-15,7956936,11121856
(주)스페코,13810,Dec-16,3542240,5363033
(주)스페코,13810,Dec-17,829625,1362133
(주)스페코,13810,Dec-18,-593061,-4142106
(주)스페코,13810,Dec-19,2975579,6635585
(주)승일,49830,Dec-10,11802980,0
(주)승일,49830,Dec-11,4360094,0
(주)승일,49830,Dec-12,5891425,0
(주)승일,49830,Dec-13,7740194,0
(주)승일,49830,Dec-14,8391366,0
(주)승일,49830,Dec-15,7476622,0
(주)승일,49830,Dec-16,5733722,0
(주)승일,49830,Dec-17,3746791,0
(주)승일,49830,Dec-18,2222745,0
(주)승일,49830,Dec-19,-1379747,0
(주)시공테크,20710,Dec-10,20330470,20556195
(주)시공테크,20710,Dec-11,15897678,16302909
(주)시공테크,20710,Dec-12,4214616,5196677
(주)시공테크,20710,Dec-13,-13706,36200
(주)시공테크,20710,Dec-14,3312920,4079333
