회사명,거래소코드,회계년도,자산(*)(IFRS)(천원),자산(*)(IFRS연결)(천원),유형자산(*)(IFRS)(천원),유형자산(*)(IFRS연결)(천원),유동자산(*)(IFRS)(천원),유동자산(*)(IFRS연결)(천원),자본(*)(IFRS)(천원),자본(*)(IFRS연결)(천원)
(주)모토닉,009680,2019/12,438252302,440900556,76410599,78987740,338779419,341600216,405928175,407949601
(주)모헨즈,006920,2011/12,22765571,58299134,4401993,22375332,11259816,30409929,9051937,15602808
(주)모헨즈,006920,2012/12,19949958,55237958,5993855,24965342,6565000,25138539,9376028,17261991
(주)모헨즈,006920,2013/12,21858311,60752764,6825743,26749890,7800488,29016640,10186160,20006342
(주)모헨즈,006920,2014/12,25390937,71805977,7041586,27772089,11034202,38281131,10857829,23599474
(주)모헨즈,006920,2015/12,26759716,75913169,7038519,26966429,12147690,42588934,10965754,26682192
(주)모헨즈,006920,2016/12,27642045,79697874,7594812,28610751,12718862,43935048,11175976,28625474
(주)모헨즈,006920,2017/12,26072046,83268394,7575718,29054973,11442329,47196093,11473820,31180737
(주)모헨즈,006920,2018/12,29467950,67384499,7942445,19804407,13261021,37348191,13547928,28636332
(주)모헨즈,006920,2019/12,25717995,58143099,5818637,16807834,9374925,27379222,14210037,29206311
(주)무학,033920,2011/12,324149166,325551244,116362700,118068931,99458069,100199791,229693200,230408955
(주)무학,033920,2012/12,376629191,376640770,157839517,158837045,86917807,90587405,295306369,294501064
(주)무학,033920,2013/12,440361967,441322084,173826680,174691771,129878000,133615742,346373230,346415169
(주)무학,033920,2014/12,530006394,534230440,189731437,190520298,66720610,70844184,411899239,415065214
(주)무학,033920,2015/12,553245545,556846377,199077697,207028673,55404009,64387158,433276271,435938789
(주)무학,033920,2016/12,598614925,603740662,200196077,207767973,89495885,99325584,487896814,490953498
(주)무학,033920,2017/12,666177429,670089159,195912153,206778267,107185534,122590209,533572590,535788148
(주)무학,033920,2018/12,618960531,618969273,199098220,210181549,64829904,76095657,507220803,506440236
(주)무학,033920,2019/12,624439398,624618562,196027920,206749869,92486052,115049475,515821147,514902401
(주)미래생명자원,218150,2015/12,,,,,,,,
(주)미래생명자원,218150,2016/12,,,,,,,,
(주)미래생명자원,218150,2017/12,28668565,30960328,5425335,5425473,22510675,24849220,24633288,24663635
(주)미래생명자원,218150,2018/12,30126626,34085140,10752861,10752861,18378002,22373898,28368317,28422516
(주)미래생명자원,218150,2019/12,34097096,38518768,10964221,11086098,22293393,26639405,29624944,29660968
(주)미래아이앤지,007120,2011/12,40419986,40944375,10813343,10828025,11127379,11833148,23837647,23647143
(주)미래아이앤지,007120,2012/12,36577462,37376216,8554987,8605279,6691744,7500542,24914662,25184964
(주)미래아이앤지,007120,2013/12,32881790,33288537,3521669,5870418,17689713,17931623,18566476,18238809
(주)미래아이앤지,007120,2014/12,48802259,48844887,3849312,4017632,5779147,5839036,37801399,37819309
(주)미래아이앤지,007120,2015/12,48258949,47974558,4177317,4177317,36657306,36653416,45298554,44999007
(주)미래아이앤지,007120,2016/12,52448637,52119332,4094601,4094601,12605748,13189476,49226922,49241367
(주)미래아이앤지,007120,2017/12,68770378,68822164,6317102,6317102,25854921,26447989,65643966,65701893
(주)미래아이앤지,007120,2018/12,57637429,57570343,6220687,6220687,22629601,23216877,55201008,55133482
(주)미래아이앤지,007120,2019/12,72260851,72302050,3401504,3401504,21597284,22181201,69544461,69585331
(주)미래컴퍼니,049950,2011/12,102340517,102459368,29691598,31755884,57652302,57184108,63134126,59572860
(주)미래컴퍼니,049950,2012/12,108970493,111468183,31012446,31242416,65891784,67588847,70712549,70942685
(주)미래컴퍼니,049950,2013/12,85430379,88595021,29211094,29432651,40988360,42374315,68129541,69073870
(주)미래컴퍼니,049950,2014/12,80877083,83230684,28465872,28634856,39117279,41286295,61459448,61586785
(주)미래컴퍼니,049950,2015/12,87501848,89398997,28612519,28714847,43686858,45631113,64473629,64651035
(주)미래컴퍼니,049950,2016/12,97078555,99550771,29016143,29104094,53806645,55884421,70296452,71310313
(주)미래컴퍼니,049950,2017/12,161327672,164648625,28691126,28762876,118482061,121408520,97156526,98846196
(주)미래컴퍼니,049950,2018/12,138548469,141860588,28965844,29038411,100726427,103779137,100956597,103364112
(주)미래컴퍼니,049950,2019/12,129827035,133767810,30349255,30409982,78285461,81517047,110081604,112907877
(주)미코,059090,2011/12,120539782,154834983,45525483,89219865,41741668,50389263,53344034,45912264
(주)미코,059090,2012/12,126737365,155496949,49489901,89557985,48190965,48283381,55273269,50104917
(주)미코,059090,2013/12,102180694,162859575,29772876,91882992,51163560,58681564,41152363,43392111
(주)미코,059090,2014/12,81049533,153113170,31548243,83877984,37994292,56920503,41097307,55228771
(주)미코,059090,2015/12,86230655,159736611,36911107,81967882,31374252,64737285,45706544,65007405
(주)미코,059090,2016/12,84702031,166968576,36488544,82166792,28692202,72387218,47093311,78853978
(주)미코,059090,2017/12,95824441,202082378,36396257,96097870,29968236,91025783,57438840,116850457
(주)미코,059090,2018/12,120303041,332053846,40813281,154848861,46993785,158247633,62654865,148380626
(주)미코,059090,2019/12,135623302,404978178,43132896,209852814,53072273,168047919,66026858,168787395
(주)미투온,201490,2016/12,45084252,47339503,176503,236098,34571735,38988994,44601432,45505032
(주)미투온,201490,2017/12,125030188,149419199,138456,263343,33634190,50394240,54088061,65519695
(주)미투온,201490,2018/12,100462888,152485031,98297,1479443,7425821,51320508,54474226,91305127
(주)미투온,201490,2019/12,100407142,175119533,193379,1192218,12571101,78097009,51619565,98762740
(주)바른손,018700,2011/03,72601060,76283352,13653011,13829151,22999916,26103910,48689969,48121500
(주)바른손,018700,2012/03,70723789,72025623,11615479,11759087,28341339,30151192,43760113,40093498
(주)바른손,018700,2013/03,58292650,60226651,10487097,10604793,17391118,19430704,31691970,29181205
(주)바른손,018700,2014/03,54206209,55215989,8595375,8773761,14067685,20624287,29024484,25151182
(주)바른손,018700,2015/03,25693324,26672163,2158694,4605396,8191926,5884624,9145580,8259221
(주)바른손,018700,2016/03,28014321,29041271,653221,1697825,2933550,2881056,20785741,18766263
(주)바른손,018700,2017/03,40475076,40851312,501686,1202391,17908187,17797220,37867312,36300281
(주)바른손,018700,2018/03,38500063,41829499,3554438,3715991,7930267,9759908,35862321,30868829
(주)바른손,018700,2019/03,37155302,39243971,3036327,3150272,22113121,24183770,34121578,27009318
(주)바른손이앤에이,035620,2011/12,34357694,34607288,620789,639334,5595551,5755201,22888765,21528085
(주)바른손이앤에이,035620,2012/12,38596638,41503340,1762323,3104342,4357532,7173369,29948935,31586913
(주)바른손이앤에이,035620,2013/12,44090031,43721997,1799714,4954903,5127865,6561455,27662309,26050668
(주)바른손이앤에이,035620,2014/12,36408403,34439524,2160893,3506491,1813360,3112415,23628070,20708997
(주)바른손이앤에이,035620,2015/12,47498518,47832856,291257,2032739,7909006,8490502,29799370,29528127
(주)바른손이앤에이,035620,2016/12,76119603,68782257,154630,2609531,15028886,24692060,56636300,45237106
(주)바른손이앤에이,035620,2017/12,58622618,72073730,133012,1801895,10386598,44970216,43021713,37293687
(주)바른손이앤에이,035620,2018/12,111896610,113995488,191723,828656,32169118,37083357,99020161,90731134
(주)바른손이앤에이,035620,2019/12,106761431,103169274,8950491,13571496,9139878,9569152,84908397,70998205
(주)바른전자,064520,2011/12,111469827,110932311,34485102,34488172,59874598,59331934,26060370,25471341
(주)바른전자,064520,2012/12,90931046,90478042,35195294,35197409,50395072,49938019,19472728,18997124
(주)바른전자,064520,2013/12,100508137,100527791,36839226,36839226,56588602,56608255,22089901,22045852
(주)바른전자,064520,2014/12,106060658,,39892073,,60012392,,31805447,
(주)바른전자,064520,2015/12,120857096,122404388,38020944,39608477,74291454,75334332,56980570,57013807
(주)바른전자,064520,2016/12,122909653,124804257,36231032,38350949,77890989,78900529,64732237,64590053
(주)바른전자,064520,2017/12,92951554,95254890,34135949,36134307,51356219,52159723,41682290,41654604
(주)바른전자,064520,2018/12,77219134,78019141,33951897,33983605,37857241,40467621,14988966,15207937
(주)바른전자,064520,2019/12,76731767,76832470,32149416,32149748,42514434,44238391,38081674,38020507
(주)바이넥스,053030,2011/12,98339090,100681382,30725207,30726844,38536075,37718659,68599039,70582523
(주)바이넥스,053030,2012/12,136833583,143800524,30165878,30239714,56006123,55170984,89485982,91896654
(주)바이넥스,053030,2013/12,122594066,122267849,30460034,30481325,41788546,38078400,98912857,97446933
(주)바이넥스,053030,2014/12,128676935,,30980272,,55828258,,111093635,
(주)바이넥스,053030,2015/12,176114856,,93323745,,54020789,,144144404,
(주)바이넥스,053030,2016/12,173319425,177100025,93865964,93903143,48276127,48432699,140597495,141774876
(주)바이넥스,053030,2017/12,164893896,167774068,91095681,91104920,46205818,54091262,130228891,133090363
(주)바이넥스,053030,2018/12,187688906,190422759,88595634,88662973,53600691,59262452,149545350,152268372
(주)바이넥스,053030,2019/12,202621622,202782054,92313774,92364594,67767670,73832945,161292407,161379419
(주)바이오니아,064550,2011/12,72556990,70634407,24564886,26410988,31352179,27528303,40048871,37840377
(주)바이오니아,064550,2012/12,71433403,68131985,23230861,23947460,29576777,25485611,35350819,31423237
(주)바이오니아,064550,2013/12,70195687,69934207,21467795,21631668,29703471,29168853,30590896,29536970
(주)바이오니아,064550,2014/12,67268295,67359506,19972329,20126634,27106255,26920530,30977474,30201874
(주)바이오니아,064550,2015/12,71640245,71985448,18845634,18860033,32024771,32204722,35152768,34531438
(주)바이오니아,064550,2016/12,63509702,63709625,19263774,19752493,23525666,23071555,26926147,26114903
(주)바이오니아,064550,2017/12,58705528,58695411,19087472,19470365,27570133,27109798,27969481,27145814
(주)바이오니아,064550,2018/12,69333072,70807118,28962456,29646275,30518813,31168929,39126350,39036925
(주)바이오니아,064550,2019/12,74980585,82099866,30242011,31841575,37331526,43023301,26837849,31619155
(주)바이오로그디바이스,208710,2014/12,,,,,,,,
(주)바이오로그디바이스,208710,2015/12,30840976,42361952,1359611,17250741,23913486,22241940,20191816,28851012
(주)바이오로그디바이스,208710,2016/12,36981690,52640799,1232434,22965991,27422384,26582628,23150390,36618194
(주)바이오로그디바이스,208710,2017/12,44572583,63923411,1401136,24891304,34200707,32230114,26427852,41935936
(주)바이오로그디바이스,208710,2018/12,53535174,76554499,2903177,23417228,37180859,42415493,24634184,46058897
(주)바이오로그디바이스,208710,2019/12,53107447,88918610,3391521,32168097,23450207,35740620,26773897,56133430
(주)바이오솔루션,086820,2018/12,52865195,,1817241,,48486251,,49063303,
(주)바이오솔루션,086820,2019/12,51807476,,4105275,,44792853,,48096610,
(주)바이오스마트,038460,2011/12,58410641,69038826,14867322,22776753,20804167,21804828,34735089,35230912
(주)바이오스마트,038460,2012/12,62828352,69022715,14182946,21796629,23990433,22548499,37456377,38332638
(주)바이오스마트,038460,2013/12,65522917,72124579,13819112,21430741,14555068,19087484,46270122,46541963
(주)바이오스마트,038460,2014/12,58839431,67761449,5108784,12582728,14709058,18256280,47531326,50457867
(주)바이오스마트,038460,2015/12,63767156,74576208,7010890,14118994,17576589,21122432,53621571,57282788
(주)바이오스마트,038460,2016/12,85147873,112165319,6728790,23171827,22693334,35454176,55080768,57346001
(주)바이오스마트,038460,2017/12,88806853,112735334,6839906,18784818,21319577,35853402,62719577,63550408
(주)바이오스마트,038460,2018/12,96526170,141383449,6130346,20058266,25636215,62994048,77575755,82603026
(주)바이오스마트,038460,2019/12,119972450,183543718,6912368,25375213,48548024,102267146,102007920,106003313
(주)바이오톡스텍,086040,2011/12,42867218,44194146,22621054,22848653,11165945,14296969,20171218,21741428
(주)바이오톡스텍,086040,2012/12,43832484,44680667,22349148,23297685,12689609,14562799,24786204,25926055
(주)바이오톡스텍,086040,2013/12,45844255,46294125,21742081,22573691,11325476,16434953,24904095,25599720
(주)바이오톡스텍,086040,2014/12,48328060,47836166,20813345,21551507,13952562,17840446,27487910,26683486
(주)바이오톡스텍,086040,2015/12,45488475,45379011,20033270,20811564,11738010,13549332,23991968,23584131
(주)바이오톡스텍,086040,2016/12,47902497,48007296,19412167,20081521,14231332,16333571,25645214,25562365
(주)바이오톡스텍,086040,2017/12,53934065,59770502,21029225,22317220,11614417,13163621,27657277,31240721
(주)바이오톡스텍,086040,2018/12,57912152,63135803,21883551,23060781,13020322,15862206,32302069,35749343
(주)바이오톡스텍,086040,2019/12,60584722,60175524,21160644,21964571,15857277,17177529,31484176,31195005
(주)바텍,043150,2011/12,155108668,171126563,16406011,27806728,93082254,111149264,80011437,74708935
(주)바텍,043150,2012/12,159632008,199976304,17590795,42258521,88631068,131661992,80374212,86719424
(주)바텍,043150,2013/12,156256128,227688793,25125844,47965251,98752262,148078139,81420497,104720755
(주)바텍,043150,2014/12,165745650,239957971,31990479,56447534,96362829,153076216,91233845,113024963
(주)바텍,043150,2015/12,187062825,270205260,47710784,75874043,93180993,161483644,101200140,134002099
(주)바텍,043150,2016/12,221494855,390173060,51192415,90651889,113005156,250554021,118174168,257043154
(주)바텍,043150,2017/12,320605433,321481558,60683939,69233580,119515829,138289386,210753326,198610658
(주)바텍,043150,2018/12,341480704,349615466,56474156,66885725,137856587,162979276,234745495,223693553
(주)바텍,043150,2019/12,362905886,386987301,55547776,66741333,155054371,187276430,265394512,253760519
(주)방림,003610,2011/09,290251205,314840200,47256879,67400735,187163018,212419251,180153550,178722354
(주)방림,003610,2012/09,255099137,277851131,47979273,74016881,150691116,168696195,186952396,169458223
(주)방림,003610,2013/09,262766857,280836279,48543622,74777067,158251720,171341978,191305363,171319317
(주)방림,003610,2014/09,242099090,261029485,48670392,73750619,138919541,153617752,193044447,173036615
(주)방림,003610,2015/09,240918688,259201088,49409476,74454985,132425521,146425788,197562370,178671375
(주)방림,003610,2016/09,221885741,249500753,35405816,58673557,146292598,153196944,182500659,182500659
(주)방림,003610,2017/09,230735407,252621318,38058137,58811881,148790689,158260836,184831012,184831012
(주)방림,003610,2018/09,224923618,247664771,36953094,61176114,146650155,154851502,185693588,186692171
(주)방림,003610,2019/09,222586556,236858931,35247335,59421313,144353097,148401104,189357489,189820104
(주)배럴,267790,2018/12,41848150,41379987,4371309,4377843,34164449,34794424,38936850,38455490
(주)배럴,267790,2019/12,59689555,58348027,17065437,17412947,36147474,38445796,47532816,45777920
(주)백금티앤에이,046310,2011/12,65157256,73132489,390776,5895290,44828003,52495109,28947586,32799672
(주)백금티앤에이,046310,2012/12,61308271,77532850,441593,6006433,39644167,55902454,26822212,33792566
(주)백금티앤에이,046310,2013/12,60079196,72867912,238197,6695258,35060582,47474744,23590867,27996415
(주)백금티앤에이,046310,2014/12,61801695,74503723,345176,6383894,33249773,47424790,27718843,30649698
(주)백금티앤에이,046310,2015/12,57637697,55411509,346463,3065101,32911294,35153005,33268541,23105774
(주)백금티앤에이,046310,2016/12,59969611,64969546,320341,2962734,32892516,38208145,33071209,30139519
(주)백금티앤에이,046310,2017/12,67782127,74533011,219871,2528963,40469521,47424495,35527322,35367273
(주)백금티앤에이,046310,2018/12,67436933,77049623,434214,2623772,34632743,51032421,42263130,44556438
(주)백금티앤에이,046310,2019/12,61445123,93349212,317302,2394780,30289987,73876811,38590228,52630331
(주)백산,035150,2011/12,144982969,153278162,47898526,63282495,77256505,83748327,78227268,83367845
(주)백산,035150,2012/12,151758463,158972213,47250059,62476263,77280444,88600277,86334457,90797647
(주)백산,035150,2013/12,150978561,152570048,46697171,59170189,76864107,85212123,91582213,95444286
(주)백산,035150,2014/12,160548189,163001526,33599499,46453561,89807068,100888247,87245124,92029150
(주)백산,035150,2015/12,163431870,170612301,31687871,45623666,86991203,99739202,97749837,103604065
(주)백산,035150,2016/12,171172693,186773462,30861370,49302997,98674216,116346986,115373216,123057140
(주)백산,035150,2017/12,186913634,191846950,29988359,45803810,105805118,118981626,125461769,125040707
(주)백산,035150,2018/12,240815078,294732636,29052238,75696663,110593642,177396053,134568908,138090313
(주)백산,035150,2019/12,264591967,330589417,45666544,77888999,121252056,196661417,151687602,142234237
(주)버킷스튜디오,066410,2011/12,25942642,,1855523,,5771200,,19839978,
(주)버킷스튜디오,066410,2012/12,29661171,,694093,,11126147,,25075511,
(주)버킷스튜디오,066410,2013/12,24739430,,770476,,9465281,,21270164,
(주)버킷스튜디오,066410,2014/12,33367269,,4613527,,13596224,,29780708,
(주)버킷스튜디오,066410,2015/12,33235979,,4127847,,13649729,,30693367,
(주)버킷스튜디오,066410,2016/12,23751307,,3526629,,6308444,,20752354,
(주)버킷스튜디오,066410,2017/12,24444762,,3340416,,6011489,,21407128,
(주)버킷스튜디오,066410,2018/12,34550470,,3180348,,20081495,,15720223,
(주)버킷스튜디오,066410,2019/12,53999881,,4156788,,15860237,,41224908,
(주)베노홀딩스,206400,2014/12,,,,,,,,
(주)베노홀딩스,206400,2015/12,25115735,25457362,113115,119681,21972247,23377884,22511893,22484024
(주)베노홀딩스,206400,2016/12,20378498,20238153,94479,123458,15924546,17530578,17685568,16997827
(주)베노홀딩스,206400,2017/12,19636000,17769478,114832,156674,14756288,14546419,16179188,13456654
(주)베노홀딩스,206400,2018/12,24109126,24782754,83871,97120,17041859,18125643,7358606,6985029
(주)베노홀딩스,206400,2019/12,44519677,44249191,192905,192905,30051300,29918799,34204301,33839081
(주)베셀,177350,2015/12,66990949,67258749,15075243,15075243,46584897,46954385,37539029,37615299
(주)베셀,177350,2016/12,76100288,76210812,11923897,11923897,49165592,49377803,42301862,42383302
(주)베셀,177350,2017/12,96844753,97668551,12263481,12263481,65905136,66830621,45160081,45268384
(주)베셀,177350,2018/12,84810730,85246113,11785859,11785859,55843449,56380519,30172153,30541685
(주)베셀,177350,2019/12,79391713,86241040,11377101,11776954,52102605,58913694,19135588,19497098
(주)베스파,299910,2018/12,113003363,112067379,1348304,1584814,98653972,104089218,92012176,90622792
(주)베스파,299910,2019/12,111946288,106207019,4435469,7468402,54987139,61401945,94867259,84419937
(주)벽산,007210,2011/12,285722663,339288838,66104504,91841835,129350856,185768935,153109434,162206525
(주)벽산,007210,2012/12,283594374,322986331,61897768,87405424,126827375,163507135,163027014,169865287
(주)벽산,007210,2013/12,301784379,398397733,62969661,141166268,144166998,222880504,173883954,227306878
(주)벽산,007210,2014/12,304530910,399992604,65200751,142871106,144605179,225895525,187234000,243220155
(주)벽산,007210,2015/12,328229935,429504382,64593782,142265804,168281968,256952642,206313772,267366687
(주)벽산,007210,2016/12,354439727,458398720,93344049,171970585,172336771,263524900,218502973,280264440
(주)벽산,007210,2017/12,343106483,451649551,104953837,186660041,148402836,242825597,224721044,291835330
(주)벽산,007210,2018/12,370360064,474553687,140588763,222522195,138106874,227496068,233157368,295700173
(주)벽산,007210,2019/12,356233109,462713987,154114337,235961285,114883240,201401691,222399838,291541270
(주)보광산업,225530,2015/12,84808540,,46334144,,21642982,,43907804,
(주)보광산업,225530,2016/12,87769270,,48893575,,25505248,,54471078,
(주)보광산업,225530,2017/12,90402464,,47094222,,30789170,,58526835,
(주)보광산업,225530,2018/12,92460531,,47810615,,41686984,,57600369,
(주)보광산업,225530,2019/12,100570886,,50473305,,34338872,,67746110,
(주)보라티알,250000,2017/12,60563965,60853021,9763775,9764758,49237604,49640660,46950936,47232400
(주)보라티알,250000,2018/12,56780147,58124051,9592142,9606865,38324095,39816369,50526094,51057907
(주)보라티알,250000,2019/12,84921422,86622147,19813994,19838616,55468666,57249580,54381869,55221100
(주)보락,002760,2011/12,46455549,,22543239,,15706222,,36861159,
(주)보락,002760,2012/12,49422088,,24261631,,17101646,,38521322,
(주)보락,002760,2013/12,49687810,,24191726,,17400930,,39251226,
(주)보락,002760,2014/12,51497215,,25197195,,18057179,,41134484,
(주)보락,002760,2015/12,49528866,,25823608,,16277386,,40009910,
(주)보락,002760,2016/12,53139580,,30915202,,19257457,,42749440,
(주)보락,002760,2017/12,51828012,,30353601,,18014196,,43218614,
(주)보락,002760,2018/12,53313420,,31921534,,17714368,,43761387,
(주)보락,002760,2019/12,55616509,,32636229,,18754376,,43946879,
(주)보령,003850,2011/12,262386266,,67824636,,149728371,,137969507,
(주)보령,003850,2012/12,273006171,,67805032,,157886671,,145793038,
(주)보령,003850,2013/12,267559994,,64373018,,155114923,,159980487,
(주)보령,003850,2014/12,282409341,,68111905,,167144787,,177356364,
(주)보령,003850,2015/12,330928386,,80012130,,202031884,,195940219,
(주)보령,003850,2016/12,397900573,,89304337,,262015449,,195348849,
(주)보령,003850,2017/12,401220772,402516283,144548925,144548925,228292326,228539114,248364816,249653982
(주)보령,003850,2018/12,451316774,450017573,196344391,196344391,224350953,224545928,257408464,256102642
(주)보령,003850,2019/12,511049761,507628914,248784922,248784922,231681672,231851317,286381379,282953676
(주)본느,226340,2015/12,,,,,,,,
(주)본느,226340,2016/12,,,,,,,,
(주)본느,226340,2017/12,,,,,,,,
(주)본느,226340,2018/12,31692065,34336249,4554883,7222872,22272312,24501139,24481949,24803709
(주)본느,226340,2019/12,38732823,41068940,4672270,7283637,26542989,28557672,34562692,33951947
(주)부-스타,008470,2011/12,58296014,,13115001,,42125840,,45945402,
(주)부-스타,008470,2012/12,61504069,,12517590,,44185394,,48170635,
(주)부-스타,008470,2013/12,64936071,,11969365,,47642871,,52560275,
(주)부-스타,008470,2014/12,69927690,,11907557,,51785069,,56137960,
(주)부-스타,008470,2015/12,75759452,,12372752,,44477244,,60304550,
(주)부-스타,008470,2016/12,82882152,,11937867,,48742172,,65944062,
(주)부-스타,008470,2017/12,84540828,,11338991,,46248295,,69235513,
(주)부-스타,008470,2018/12,85716617,,11791790,,58405885,,71004310,
(주)부-스타,008470,2019/12,94164882,,11265158,,65939756,,73654575,
(주)부방,014470,2011/12,229172480,229679143,123529802,130660360,71334376,72941666,132665766,128998263
(주)부방,014470,2012/12,213838074,215669885,117702390,124155021,61123762,61949991,140572130,139555226
(주)부방,014470,2013/12,220826344,221941699,116766028,120395070,70883050,68170228,155460494,156636396
(주)부방,014470,2014/12,234630021,234630021,117435256,117435256,83240149,83240149,169658997,169658997
(주)부방,014470,2015/12,208751455,226710329,8249235,74229914,20643421,34739971,192470571,194584273
(주)부방,014470,2016/12,228417375,275144751,16894646,125184979,27050141,106552196,201416590,194241481
(주)부방,014470,2017/12,200547100,274081718,16973693,121801310,18103223,99528026,179879465,193360547
(주)부방,014470,2018/12,193523464,257894793,17010399,120749749,15104868,85737219,179566169,194166585
(주)부방,014470,2019/12,223913219,261497703,13663791,116765343,13394184,88146204,209217916,182585679
(주)뷰웍스,100120,2011/12,53142663,53983639,7502238,7540628,31871644,33504311,49229863,49202312
(주)뷰웍스,100120,2012/12,59369815,58335798,8859634,8928633,35775765,36846332,55361418,53600165
(주)뷰웍스,100120,2013/12,78367793,76434946,19354076,19457651,44822163,45369861,64122903,61952582
(주)뷰웍스,100120,2014/12,86926246,84339360,29695664,29805766,44568595,45309910,73694221,70895227
(주)뷰웍스,100120,2015/12,100334134,96987147,29342953,29482790,59788730,60826803,88642656,84689450
(주)뷰웍스,100120,2016/12,133513067,129948073,31354467,31538668,90554114,92225305,114164979,110383288
(주)뷰웍스,100120,2017/12,140743102,137641189,32055601,32213972,92234272,98645894,129455832,126081885
(주)뷰웍스,100120,2018/12,156662214,156377977,38887168,39142501,100603210,106718340,144019327,140747604
(주)뷰웍스,100120,2019/12,181258083,181014312,44782851,45549342,118628842,124410859,164044114,161453632
(주)브리지텍,064480,2011/12,31083818,,384104,,22869515,,23910878,
(주)브리지텍,064480,2012/12,36974500,,426879,,29307448,,28140925,
(주)브리지텍,064480,2013/12,46845597,,347872,,39222682,,36165960,
(주)브리지텍,064480,2014/12,51485260,,250383,,42385493,,38189442,
(주)브리지텍,064480,2015/12,61895924,,458972,,52052482,,43090664,
(주)브리지텍,064480,2016/12,62590715,,487573,,48509623,,49110570,
(주)브리지텍,064480,2017/12,51895512,,304956,,27032339,,43082739,
(주)브리지텍,064480,2018/12,56122698,,705567,,34410478,,39444005,
(주)브리지텍,064480,2019/12,42299688,,2629232,,21518962,,32925223,
(주)브이원텍,251630,2017/12,87633631,88099849,1475814,1503864,78214826,78673660,60997390,61440105
(주)브이원텍,251630,2018/12,81636022,81944439,3061336,3099328,69695065,70198722,76682890,76967761
(주)브이원텍,251630,2019/12,86929602,87282327,12264589,12291551,62440132,62998597,81359996,81694859
(주)브이티지엠피,018290,2011/12,89450756,,33533942,,52340568,,22546145,
(주)브이티지엠피,018290,2012/12,78858612,,32212851,,44429265,,21909220,
(주)브이티지엠피,018290,2013/12,78768835,,31160467,,45251636,,23334199,
(주)브이티지엠피,018290,2014/12,79619776,,30086390,,46697026,,19424460,
(주)브이티지엠피,018290,2015/12,62449424,,28487187,,30750343,,16380107,
(주)브이티지엠피,018290,2016/12,62089520,,27261487,,23176017,,33420371,
(주)브이티지엠피,018290,2017/12,56768349,74092908,26637466,28929319,13456502,32184092,26125352,36114057
(주)브이티지엠피,018290,2018/12,67816541,123950307,26286366,28746934,19646877,77398791,51905682,69714444
(주)브이티지엠피,018290,2019/12,122122968,135892621,28159896,28357403,68989745,90563573,62224697,61250730
(주)블루베리엔에프티,044480,2011/12,27527297,28198745,5583159,9386330,16309431,18161613,25210236,24024192
(주)블루베리엔에프티,044480,2012/12,29917737,29135466,5042104,8101308,17683835,18866233,27631021,25768897
(주)블루베리엔에프티,044480,2013/12,29414165,28653364,4534760,7472469,15840454,17949882,28011256,26064453
(주)블루베리엔에프티,044480,2014/12,26811108,27768924,4175884,7227905,15852567,17484085,25164678,25164678
(주)블루베리엔에프티,044480,2015/12,25009593,26183118,3751830,6462061,15840977,16793888,23782521,23782521
(주)블루베리엔에프티,044480,2016/12,23870907,24929728,3928609,6252978,13578206,14897228,22492186,22492186
(주)블루베리엔에프티,044480,2017/12,22200687,23176322,3533819,5658510,10993232,11962564,20969213,20969213
(주)블루베리엔에프티,044480,2018/12,49852503,51234899,2233203,2903271,43444194,47281801,29068363,29068363
(주)블루베리엔에프티,044480,2019/12,79064180,140121718,2258599,16407701,38495642,94040537,44725403,91441990
(주)블루콤,033560,2011/12,108393378,107757425,12363784,30507856,73100697,73975384,99097320,98539376
(주)블루콤,033560,2012/12,108360536,104044988,11769055,28158871,70645135,69804279,102262587,98236624
(주)블루콤,033560,2013/12,118862531,119877480,11932924,26157530,81311356,88015049,111644913,110842328
(주)블루콤,033560,2014/12,157768992,161843465,31942689,50375207,92123655,100813470,132745739,136172671
(주)블루콤,033560,2015/12,188136823,185891340,26027194,57181064,115054328,116339692,156302312,160035010
(주)블루콤,033560,2016/12,204824004,197756173,26558726,55069209,131144135,130240460,172966375,172620212
(주)블루콤,033560,2017/12,191366921,179950640,31970515,56230009,112005805,111503967,175534790,165209048
(주)블루콤,033560,2018/12,185102857,172271679,31562269,53801745,106055351,106325493,177679511,166151992
(주)블루콤,033560,2019/12,187309440,173877976,17537289,33753826,31888013,29030423,179290228,166795530
(주)비덴트,121800,2012/06,52647596,,15534673,,29911608,,44033920,
(주)비덴트,121800,2013/12,54523315,,15485526,,28469895,,42578151,
(주)비덴트,121800,2014/12,54448470,54262662,15311551,15405828,29486915,29408463,43599233,43410250
(주)비덴트,121800,2015/12,71906858,70428674,15095380,15394109,32162406,33474682,51545709,51045548
(주)비덴트,121800,2016/12,78284208,93265940,8381537,9263705,20051613,30240602,47605317,51048444
(주)비덴트,121800,2017/12,162760792,163730638,7844796,7882672,34664935,43049323,139192126,139893466
(주)비덴트,121800,2018/12,282081481,281887665,8689256,8704260,59843864,60900140,242881914,242328440
(주)비덴트,121800,2019/12,327294551,326821610,7551451,7558564,46286632,46880562,249879963,249074447
(주)비보존헬스케어,082800,2011/12,55430988,,17111393,,28635834,,26812457,
(주)비보존헬스케어,082800,2012/12,67757809,,13904902,,49075600,,27850575,
(주)비보존헬스케어,082800,2013/12,78903588,,15339342,,56944863,,35389357,
