회사명,거래소코드,회계년도,매출총이익(손실)(IFRS)(천원),매출액(수익)(*)(IFRS)(천원),매출총이익(손실)(IFRS연결)(천원),매출액(수익)(*)(IFRS연결)(천원)
(주)에이프로젠헬스케어앤게임즈,109960,2013/12,3290037,20705608,3288214,20703785
(주)에이프로젠헬스케어앤게임즈,109960,2014/12,3962229,13468231,,
(주)에이프로젠헬스케어앤게임즈,109960,2015/12,2910735,11117034,,
(주)에이프로젠헬스케어앤게임즈,109960,2016/12,2421083,15427119,2675556,15423603
(주)에이프로젠헬스케어앤게임즈,109960,2017/12,2598232,11324491,2642848,11242042
(주)에이프로젠헬스케어앤게임즈,109960,2018/12,5063129,19610733,5201324,19416757
(주)에이프로젠헬스케어앤게임즈,109960,2019/12,5112055,21873920,6540863,21901096
(주)에치에프알,230240,2015/12,,,,
(주)에치에프알,230240,2016/12,,,,
(주)에치에프알,230240,2017/12,,,,
(주)에치에프알,230240,2018/12,14921141,104029651,20817937,134994659
(주)에치에프알,230240,2019/12,20919041,138217524,23676479,156662931
(주)에코마케팅,230360,2016/12,16630255,16630255,16642127,16642127
(주)에코마케팅,230360,2017/12,20194727,20194727,24092472,24092472
(주)에코마케팅,230360,2018/12,29011478,29011478,62103162,62103162
(주)에코마케팅,230360,2019/12,40702206,40702206,111354943,111354943
(주)에코프로,086520,2010/12,9756190,55246537,,
(주)에코프로,086520,2011/12,13073212,87620611,,
(주)에코프로,086520,2012/12,13536831,79761920,,
(주)에코프로,086520,2013/12,10569770,59580666,,
(주)에코프로,086520,2014/12,18656218,83223658,,
(주)에코프로,086520,2015/12,18102403,107266374,,
(주)에코프로,086520,2016/12,13123916,72912931,28786746,170483368
(주)에코프로,086520,2017/12,8937458,40605615,55243325,329012475
(주)에코프로,086520,2018/12,23770168,83086320,108211795,669407171
(주)에코프로,086520,2019/12,30092726,93361225,110189938,702272501
(주)에코프로비엠,247540,2016/12,,,,
(주)에코프로비엠,247540,2017/12,,,,
(주)에코프로비엠,247540,2019/12,73087167,616085055,,
(주)에프알텍,073540,2010/12,5353143,28797334,,
(주)에프알텍,073540,2011/12,2751659,13447794,,
(주)에프알텍,073540,2012/12,17021559,79219615,,
(주)에프알텍,073540,2013/12,15825784,55585373,,
(주)에프알텍,073540,2014/12,9338355,32272875,9339786,32285309
(주)에프알텍,073540,2015/12,7173302,42784821,7182751,42808888
(주)에프알텍,073540,2016/12,3604021,21926802,3609898,21932679
(주)에프알텍,073540,2017/12,4054245,23253122,4053664,23215136
(주)에프알텍,073540,2018/12,4622471,24525643,4703931,24607102
(주)에프알텍,073540,2019/12,6315447,26148549,6317196,26150315
(주)에프앤리퍼블릭,064090,2010/12,4099917,23395458,4099917,23395458
(주)에프앤리퍼블릭,064090,2011/12,4098528,29837921,3652409,28665431
(주)에프앤리퍼블릭,064090,2012/12,2684804,25202281,3551450,26604407
(주)에프앤리퍼블릭,064090,2013/12,3610038,24865766,4254752,26772054
(주)에프앤리퍼블릭,064090,2014/12,4075069,22953448,,
(주)에프앤리퍼블릭,064090,2015/12,1678613,18469794,1760089,19115992
(주)에프앤리퍼블릭,064090,2016/12,-3761763,17938392,-1779279,54679135
(주)에프앤리퍼블릭,064090,2017/12,12739811,65211588,13218154,77374491
(주)에프앤리퍼블릭,064090,2018/12,23041848,101451331,23513644,102914918
(주)에프앤리퍼블릭,064090,2019/12,2121626,31936073,2760615,34123439
(주)에프앤에프홀딩스,007700,2010/12,132668258,209741334,133094571,209972061
(주)에프앤에프홀딩스,007700,2011/12,132168256,217856438,132666055,218167782
(주)에프앤에프홀딩스,007700,2012/12,113635988,200335913,114093987,200762944
(주)에프앤에프홀딩스,007700,2013/12,131383203,222042661,131861296,222378411
(주)에프앤에프홀딩스,007700,2014/12,181178862,301122145,181589656,301412850
(주)에프앤에프홀딩스,007700,2015/12,212166652,369783643,212395012,370012003
(주)에프앤에프홀딩스,007700,2016/12,255349220,438729919,255598956,438979655
(주)에프앤에프홀딩스,007700,2017/12,368416387,560952332,368287615,560518177
(주)에프앤에프홀딩스,007700,2018/12,427424000,646028073,440655569,668726803
(주)에프앤에프홀딩스,007700,2019/12,592648294,885117753,616974798,910336565
(주)에프에스엔,214270,2015/12,,,,
(주)에프에스엔,214270,2016/12,12117653,31453004,13150298,32484436
(주)에프에스엔,214270,2017/12,12150666,27292458,15022833,34193103
(주)에프에스엔,214270,2018/12,37136316,37136316,125414863,125414863
(주)에프에스엔,214270,2019/12,38506961,38506961,145425213,145425213
(주)에프에스티,036810,2010/12,14684170,41379004,,
(주)에프에스티,036810,2011/12,17194908,45759225,,
(주)에프에스티,036810,2012/12,18014792,65153665,,
(주)에프에스티,036810,2013/12,20954433,66385916,20934765,66385916
(주)에프에스티,036810,2014/12,24475065,66577336,24458343,66807545
(주)에프에스티,036810,2015/12,31907351,84434815,31810887,84636617
(주)에프에스티,036810,2016/12,35545975,111881400,35645980,112326475
(주)에프에스티,036810,2017/12,41943367,191104354,42323981,191695210
(주)에프에스티,036810,2018/12,48770626,164438268,49054177,165054024
(주)에프에스티,036810,2019/12,48510087,121655204,50146243,125729654
(주)에프엔씨엔터테인먼트,173940,2014/12,15338236,32283428,20399533,60072237
(주)에프엔씨엔터테인먼트,173940,2015/12,12390294,44318552,17636085,72671244
(주)에프엔씨엔터테인먼트,173940,2016/12,8160085,53707136,15070182,91417169
(주)에프엔씨엔터테인먼트,173940,2017/12,10048305,53832745,22046352,116687389
(주)에프엔씨엔터테인먼트,173940,2018/12,1509839,47581669,6166779,74014342
(주)에프엔씨엔터테인먼트,173940,2019/12,4284492,53546880,9848694,84190079
(주)엑사이엔씨,054940,2010/12,11011667,109104115,22240715,152286127
(주)엑사이엔씨,054940,2011/12,10026341,123153033,23477070,186774110
(주)엑사이엔씨,054940,2012/12,3957203,80931135,18127440,142759741
(주)엑사이엔씨,054940,2013/12,6484135,65560765,22045766,139478280
(주)엑사이엔씨,054940,2014/12,9397732,68948630,32640885,166550236
(주)엑사이엔씨,054940,2015/12,8407930,82823676,25414509,152966138
(주)엑사이엔씨,054940,2016/12,11686858,109044067,22472710,164818419
(주)엑사이엔씨,054940,2017/12,16539639,184575755,26634638,255852212
(주)엑사이엔씨,054940,2018/12,16150651,151515263,25819131,224054110
(주)엑사이엔씨,054940,2019/12,8785698,139762658,23359484,247113216
(주)엑세스바이오인코퍼레이션,950130,2013/12,23869296,45837731,23859532,45840015
(주)엑세스바이오인코퍼레이션,950130,2014/12,15488474,32387575,15552863,32305084
(주)엑세스바이오인코퍼레이션,950130,2015/12,10709892,34758550,11687291,35582621
(주)엑세스바이오인코퍼레이션,950130,2016/12,12374897,29762933,14064557,32485928
(주)엑세스바이오인코퍼레이션,950130,2017/12,8796919,27532808,9143850,29464754
(주)엑세스바이오인코퍼레이션,950130,2018/12,14547373,37584855,15591661,40239207
(주)엑세스바이오인코퍼레이션,950130,2019/12,8097921,37379390,9406994,43058688
(주)엑셈,205100,2014/12,,,,
(주)엑셈,205100,2015/12,9048148,15753692,12859877,20656737
(주)엑셈,205100,2016/12,8424316,20122347,13975041,27549222
(주)엑셈,205100,2017/12,13204081,24349132,19026777,33716596
(주)엑셈,205100,2018/12,13042121,22614987,19250249,32359592
(주)엑셈,205100,2019/12,14346490,24786109,20060770,34454978
(주)엑시콘,092870,2015/12,15010960,52960638,15010960,52960638
(주)엑시콘,092870,2016/12,14708914,44985040,14719714,45115501
(주)엑시콘,092870,2017/12,22202007,66441333,23052408,67217160
(주)엑시콘,092870,2018/12,17617679,56483838,17607187,56474117
(주)엑시콘,092870,2019/12,12014534,38226674,12018103,38230244
(주)엔바이오니아,317870,2019/12,4213847,9720397,,
(주)엔씨소프트,036570,2010/12,435665936,514656784,534855511,659671818
(주)엔씨소프트,036570,2011/12,405244804,500177248,469731708,608878406
(주)엔씨소프트,036570,2012/12,351860774,475302065,527344044,753520026
(주)엔씨소프트,036570,2013/12,421523144,530439554,536203903,756655651
(주)엔씨소프트,036570,2014/12,509019965,612651715,618441195,838718200
(주)엔씨소프트,036570,2015/12,508668765,616604463,635614463,838297603
(주)엔씨소프트,036570,2016/12,624351187,744135850,795976686,983556874
(주)엔씨소프트,036570,2017/12,1399923663,1546636024,1547220764,1758721722
(주)엔씨소프트,036570,2018/12,1529913443,1529913443,1715115508,1715115508
(주)엔씨소프트,036570,2019/12,1525867647,1525867647,1701185423,1701185423
(주)엔아이스틸,008260,2010/12,17120057,93420984,,
(주)엔아이스틸,008260,2011/12,19901828,107269087,,
(주)엔아이스틸,008260,2012/12,17590762,105331692,,
(주)엔아이스틸,008260,2013/12,20129430,121321800,,
(주)엔아이스틸,008260,2014/12,18845007,126580555,,
(주)엔아이스틸,008260,2015/12,18661246,118555722,,
(주)엔아이스틸,008260,2016/12,21424841,114325940,,
(주)엔아이스틸,008260,2017/12,24791329,150604074,,
(주)엔아이스틸,008260,2018/12,28455304,150732790,,
(주)엔아이스틸,008260,2019/12,23418305,148224450,,
(주)엔에스,217820,2015/12,6874029,30449865,,
(주)엔에스,217820,2016/12,4516103,26837910,5391817,29620173
(주)엔에스,217820,2017/12,4889040,36244854,6193444,42165075
(주)엔에스,217820,2018/12,5036637,43702837,6706004,50648403
(주)엔에스,217820,2019/12,8699599,57996003,9950801,65057075
(주)엔에스엔,031860,2010/12,5206949,13941946,26261584,201691463
(주)엔에스엔,031860,2011/12,28497,11501966,19095075,213097323
(주)엔에스엔,031860,2012/12,585992,5285107,27347756,293487067
(주)엔에스엔,031860,2013/12,397749,5598496,397749,5598496
(주)엔에스엔,031860,2014/12,3184900,13409262,3184900,13409262
(주)엔에스엔,031860,2015/12,2574067,18118026,2629728,18619785
(주)엔에스엔,031860,2016/12,206514,8716713,4114981,18771125
(주)엔에스엔,031860,2017/12,113704,5233099,113734,5233309
(주)엔에스엔,031860,2018/12,1746586,10278928,1865238,10306353
(주)엔에스엔,031860,2019/12,631887,9082944,1184396,15368805
(주)엔에이치엔벅스,104200,2010/12,15586325,44313085,15990129,44895625
(주)엔에이치엔벅스,104200,2011/12,19472485,47434683,19568105,47530303
(주)엔에이치엔벅스,104200,2012/12,15108413,50378005,15102959,50379224
(주)엔에이치엔벅스,104200,2013/12,23077067,57793222,,
(주)엔에이치엔벅스,104200,2014/12,21609465,54859490,,
(주)엔에이치엔벅스,104200,2015/12,60863075,60863075,,
(주)엔에이치엔벅스,104200,2016/12,71391877,71391877,73029718,73029718
(주)엔에이치엔벅스,104200,2017/12,88654122,88654122,92820905,92820905
(주)엔에이치엔벅스,104200,2018/12,84512339,84512339,89652083,89652083
(주)엔에이치엔벅스,104200,2019/12,81514992,81514992,84847822,84847822
(주)엔이능률,053290,2010/12,20090274,45184688,22973770,45348901
(주)엔이능률,053290,2011/12,22585946,47587862,25744742,47587863
(주)엔이능률,053290,2012/12,26020381,51714369,29057081,51714369
(주)엔이능률,053290,2013/12,33626230,55623117,35953390,55623117
(주)엔이능률,053290,2014/12,34498690,52916516,36232603,52916516
(주)엔이능률,053290,2015/12,37314682,53139374,38475589,53139374
(주)엔이능률,053290,2016/12,35980544,53488427,36938536,53488427
(주)엔이능률,053290,2017/12,40113191,57481263,40962155,57481263
(주)엔이능률,053290,2018/12,58346686,85990357,,
(주)엔이능률,053290,2019/12,58088068,84632802,,
(주)엔지스테크널러지,208860,2016/12,3682598,3682598,,
(주)엔지스테크널러지,208860,2017/12,3369956,3369956,,
(주)엔지스테크널러지,208860,2018/12,4188910,4188910,,
(주)엔지스테크널러지,208860,2019/12,4265217,4265217,5496345,6299597
(주)엔지켐생명과학,183490,2018/12,4264761,31034039,4264761,31034039
(주)엔지켐생명과학,183490,2019/12,2664446,31468723,2664446,31468723
(주)엔케이,085310,2010/12,26509811,187168466,38247971,253394645
(주)엔케이,085310,2011/12,25558883,190410942,45987882,264972460
(주)엔케이,085310,2012/12,25209437,189960360,38113601,245915174
(주)엔케이,085310,2013/12,18488749,170568864,16099005,223599371
(주)엔케이,085310,2014/12,21192419,207894125,28710535,241944106
(주)엔케이,085310,2015/12,17556998,235846142,18432558,250254926
(주)엔케이,085310,2016/12,-5367296,157651808,-4741447,164591201
(주)엔케이,085310,2017/12,8592316,83357691,14671991,121800023
(주)엔케이,085310,2018/12,-5528470,75575890,-1175931,108432788
(주)엔케이,085310,2019/12,5243390,88259702,11365907,108452406
(주)엔케이맥스,182400,2015/12,1723803,2535965,1727982,2513084
(주)엔케이맥스,182400,2016/12,5489640,6920544,5417988,6875849
(주)엔케이맥스,182400,2017/12,3467569,4820171,3344206,4829585
(주)엔케이맥스,182400,2018/12,4454764,5922253,4669789,6268827
(주)엔케이맥스,182400,2019/12,4966341,6695324,6396048,8749218
(주)엔텔스,069410,2010/12,10323633,38138448,,
(주)엔텔스,069410,2011/12,14640871,45981095,,
(주)엔텔스,069410,2012/12,16720714,53992431,16759373,53992431
(주)엔텔스,069410,2013/12,18844839,60947064,18174791,60984318
(주)엔텔스,069410,2014/12,16056324,64276436,16385200,64439380
(주)엔텔스,069410,2015/12,8783540,45287913,8806277,45306214
(주)엔텔스,069410,2016/12,12186675,56334262,12326174,56460445
(주)엔텔스,069410,2017/12,9980453,46726874,10439439,46939426
(주)엔텔스,069410,2018/12,14898147,61950966,16010167,62313287
(주)엔텔스,069410,2019/12,16549673,59187823,17672505,60229899
(주)엔투텍,227950,2015/12,,,,
(주)엔투텍,227950,2016/12,,,,
(주)엔투텍,227950,2017/12,,,,
(주)엔투텍,227950,2018/12,3025927,19046948,3033539,19115790
(주)엔피,291230,2018/12,,,,
(주)엔피,291230,2019/12,,,,
(주)엔피케이,048830,2010/12,2911847,50949407,6115952,64263355
(주)엔피케이,048830,2011/12,2819263,56419050,5363551,70138501
(주)엔피케이,048830,2012/12,3024469,51221462,5817885,64600597
(주)엔피케이,048830,2013/12,4828499,58285827,7206542,67412834
(주)엔피케이,048830,2014/12,3140694,52953911,5665606,62639099
(주)엔피케이,048830,2015/12,942232,48676627,3294313,59069727
(주)엔피케이,048830,2016/12,3512534,56604521,5845150,67437534
(주)엔피케이,048830,2017/12,5669767,62636773,7324450,73092700
(주)엔피케이,048830,2018/12,5208538,58475760,5719554,67274847
(주)엔피케이,048830,2019/12,5560884,61831770,4521104,65034697
(주)엘디티,096870,2010/12,3409546,13229416,,
(주)엘디티,096870,2011/12,6267579,31439151,,
(주)엘디티,096870,2012/12,3250416,30846209,,
(주)엘디티,096870,2013/12,-1077323,9183448,,
(주)엘디티,096870,2014/12,-527526,7047422,,
(주)엘디티,096870,2015/12,2888669,9451508,,
(주)엘디티,096870,2016/12,977963,7633017,,
(주)엘디티,096870,2017/12,1170993,9336437,,
(주)엘디티,096870,2018/12,2808215,7188415,,
(주)엘디티,096870,2019/12,1898145,6955660,,
(주)엘아이에스,138690,2011/12,13175351,63258363,,
(주)엘아이에스,138690,2012/12,-5564240,20373934,-5564240,20373934
(주)엘아이에스,138690,2013/12,6470821,42059956,6516319,42107235
(주)엘아이에스,138690,2014/12,4384448,36744971,4564552,36925075
(주)엘아이에스,138690,2015/12,43181796,100330963,60644359,121904067
(주)엘아이에스,138690,2016/12,6497486,32418639,63584209,102985201
(주)엘아이에스,138690,2017/12,16141715,76373817,27404719,91942892
(주)엘아이에스,138690,2018/12,41556224,210373463,43197653,211363819
(주)엘아이에스,138690,2019/12,31871460,142669434,33827213,145119083
(주)엘앤씨바이오,290650,2018/12,13463351,20823971,13381420,21240894
(주)엘앤씨바이오,290650,2019/12,16099012,25235143,18664275,29151665
(주)엘앤에프,066970,2010/12,7246111,112782188,10370551,157339854
(주)엘앤에프,066970,2011/12,6363471,126317118,12974088,210921751
(주)엘앤에프,066970,2012/12,5967580,123595956,13058901,239316331
(주)엘앤에프,066970,2013/12,4933656,94883224,8882215,225969174
(주)엘앤에프,066970,2014/12,6670146,125233781,14780981,245675375
(주)엘앤에프,066970,2015/12,3747047,118160273,10169960,235128641
(주)엘앤에프,066970,2016/12,25409391,218851706,27701717,249732039
(주)엘앤에프,066970,2017/12,39489045,359393986,45115294,403019916
(주)엘앤에프,066970,2018/12,44743941,494339484,48403253,505664305
(주)엘앤에프,066970,2019/12,11904048,312072283,15210218,313264235
(주)엘앤케이바이오메드,156100,2016/12,15408329,29225599,20689586,34448849
(주)엘앤케이바이오메드,156100,2017/12,7062535,21626682,14875114,31514425
(주)엘앤케이바이오메드,156100,2018/12,10259540,22801032,16846263,31323219
(주)엘앤케이바이오메드,156100,2019/12,5645724,19470887,11481673,25776889
(주)엘에스,006260,2010/12,81126000,81126000,1289218000,10359600000
(주)엘에스,006260,2011/12,92198000,92198000,1213863000,12351573000
(주)엘에스,006260,2012/12,104376000,104376000,1345034000,11881204000
(주)엘에스,006260,2013/12,103661000,103661000,1372374000,11445455000
(주)엘에스,006260,2014/12,97844000,97844000,1314054000,10886348000
(주)엘에스,006260,2015/12,136138000,136138000,1347821000,9999749000
(주)엘에스,006260,2016/12,83058000,83058000,1300022000,9621313000
(주)엘에스,006260,2017/12,115262000,115262000,1264289000,9515114000
(주)엘에스,006260,2018/12,242003000,242003000,1255132000,10110159000
(주)엘에스,006260,2019/12,87110000,87110000,1249966000,10176243000
(주)엘에스네트웍스,000680,2010/12,183305742,358817767,197103326,386358410
(주)엘에스네트웍스,000680,2011/12,213848398,423313532,228427711,454028664
(주)엘에스네트웍스,000680,2012/12,279280161,639561787,284092094,654844454
(주)엘에스네트웍스,000680,2013/12,246826232,695547406,255987330,771011942
(주)엘에스네트웍스,000680,2014/12,266990736,845738726,279445218,951010673
(주)엘에스네트웍스,000680,2015/12,201185786,691163868,215203504,810130161
(주)엘에스네트웍스,000680,2016/12,127110720,335727456,143706064,487042509
(주)엘에스네트웍스,000680,2017/12,107672539,235484216,141600703,443352650
(주)엘에스네트웍스,000680,2018/12,92935226,205400278,132601573,445887878
(주)엘에스네트웍스,000680,2019/12,81435515,217535679,105582733,402812773
(주)엘에프,093050,2010/12,712249485,1108720445,719461835,1127752431
(주)엘에프,093050,2011/12,876878997,1410925338,885623082,1439319872
(주)엘에프,093050,2012/12,847164561,1389652918,877747998,1466496900
(주)엘에프,093050,2013/12,871255415,1416402438,906675545,1486052176
(주)엘에프,093050,2014/12,874597721,1385279237,915937475,1460156058
(주)엘에프,093050,2015/12,868761867,1429859310,942092678,1571047846
(주)엘에프,093050,2016/12,834945746,1379859089,903111665,1529296619
(주)엘에프,093050,2017/12,855502340,1389250128,940710499,1602059905
(주)엘에프,093050,2018/12,852878014,1414779247,942827321,1706682100
(주)엘에프,093050,2019/12,842668532,1405258777,1045846082,1851716801
(주)엘엑스세미콘,108320,2010/12,70121316,257030419,70121316,257030419
(주)엘엑스세미콘,108320,2011/12,67738430,301277414,67947897,301486881
(주)엘엑스세미콘,108320,2012/12,78062207,472258557,78426605,472637325
(주)엘엑스세미콘,108320,2013/12,71949679,409644506,72449175,410236860
(주)엘엑스세미콘,108320,2014/12,78680692,390690929,78702435,390705091
(주)엘엑스세미콘,108320,2015/12,112260150,535837006,112826789,535837006
(주)엘엑스세미콘,108320,2016/12,130386139,610042626,130386728,610043215
(주)엘엑스세미콘,108320,2017/12,152402770,692756756,152407297,692761282
(주)엘엑스세미콘,108320,2018/12,193657536,791817912,193657756,791818132
(주)엘엑스세미콘,108320,2019/12,212890535,867122050,212890535,867122050
(주)엘엑스인터내셔널,001120,2010/12,464990342,6069894806,668933789,14386135704
(주)엘엑스인터내셔널,001120,2011/12,414266779,7378209899,629383739,13986834138
(주)엘엑스인터내셔널,001120,2012/12,446511423,5945490194,615651287,12793756148
(주)엘엑스인터내셔널,001120,2013/12,357342752,5555792618,489838913,12072685790
(주)엘엑스인터내셔널,001120,2014/12,301653435,3776501601,498974486,11372192850
(주)엘엑스인터내셔널,001120,2015/12,263020861,3675879173,513743790,13224458801
(주)엘엑스인터내셔널,001120,2016/12,224059923,2828841348,745869932,11966717412
(주)엘엑스인터내셔널,001120,2017/12,182423171,2808960467,750581325,12827237444
(주)엘엑스인터내셔널,001120,2018/12,124987975,2904286945,711057638,9988224866
(주)엘엑스인터내셔널,001120,2019/12,134382411,3080463942,713506998,10530857112
(주)엘엑스하우시스,108670,2010/12,358898000,1939116000,452127000,2242065000
(주)엘엑스하우시스,108670,2011/12,383168000,2067165000,485418000,2450105000
(주)엘엑스하우시스,108670,2012/12,427279000,2073996000,528005000,2451083000
(주)엘엑스하우시스,108670,2013/12,492378000,2285965000,614876000,2676952000
(주)엘엑스하우시스,108670,2014/12,543169000,2440439000,674332000,2825120000
(주)엘엑스하우시스,108670,2015/12,596943000,2370082000,758889000,2768561000
(주)엘엑스하우시스,108670,2016/12,623914000,2490561000,795139000,2928337000
(주)엘엑스하우시스,108670,2017/12,620976000,2812681000,795264000,3256451000
(주)엘엑스하우시스,108670,2018/12,564635000,2817733000,730706000,3266496000
(주)엘엑스하우시스,108670,2019/12,578328000,2710501000,746754000,3186807000
(주)엘엠에스,073110,2010/12,,,,
(주)엘엠에스,073110,2011/12,31738947,87570749,28879789,92526620
(주)엘엠에스,073110,2012/12,25682221,75102442,29818156,84113942
(주)엘엠에스,073110,2013/12,33496624,103275741,37765569,111677511
(주)엘엠에스,073110,2014/12,38009839,131722477,43720840,138878415
(주)엘엠에스,073110,2015/12,24739595,97736245,32051670,123425729
(주)엘엠에스,073110,2016/12,22459490,92999722,32405790,113507609
(주)엘엠에스,073110,2017/12,16933839,79786450,46805364,143748592
(주)엘엠에스,073110,2018/12,19244767,80278509,37040090,109393200
(주)엘엠에스,073110,2019/12,61479821,145464657,69592222,163181110
(주)엘오티베큠,083310,2010/12,22979590,80736144,24340558,82273019
(주)엘오티베큠,083310,2011/12,18260269,65636334,18967284,66656320
(주)엘오티베큠,083310,2012/12,20397428,70454279,22489395,72619688
(주)엘오티베큠,083310,2013/12,20939335,83001756,22743669,83757931
(주)엘오티베큠,083310,2014/12,22636642,89031946,24082169,88475695
(주)엘오티베큠,083310,2015/12,36161342,127417427,34883754,123883585
(주)엘오티베큠,083310,2016/12,34975067,121033850,38269153,124058524
(주)엘오티베큠,083310,2017/12,54411784,193098291,62263113,200745090
(주)엘오티베큠,083310,2018/12,49094307,159675553,59478946,169314397
(주)엘오티베큠,083310,2019/12,41229355,147403941,43534024,150245826
(주)엘지,003550,2010/12,590657764,590657764,2311363000,9480342000
(주)엘지,003550,2011/12,589467709,589467709,1781984000,10059024000
(주)엘지,003550,2012/12,616562921,616562921,1611982000,9827154000
(주)엘지,003550,2013/12,568046374,568046374,1614495000,9799213000
(주)엘지,003550,2014/12,575743726,575743726,1503473000,9865402000
(주)엘지,003550,2015/12,574117000,574117000,1627224000,9968190000
(주)엘지,003550,2016/12,614003000,614003000,1801049000,10725374000
(주)엘지,003550,2017/12,714845000,714845000,2547154000,11841058000
(주)엘지,003550,2018/12,757196000,757196000,2386962000,11944790000
(주)엘지,003550,2019/12,874672000,874672000,1358682000,6575339000
(주)엘지생활건강,051900,2010/12,898510031,1747660303,1492709065,2826483495
(주)엘지생활건강,051900,2011/12,1010913658,1995557178,1716167853,3452434428
(주)엘지생활건강,051900,2012/12,1096264843,2144639679,1993009221,3896218098
(주)엘지생활건강,051900,2013/12,1130708783,2238174818,2294432402,4326255199
(주)엘지생활건강,051900,2014/12,1360053403,2513352190,2575181408,4677009785
(주)엘지생활건강,051900,2015/12,1771466866,3031336330,3102317203,5328492268
(주)엘지생활건강,051900,2016/12,2196487503,3660952827,3660021210,6094059406
(주)엘지생활건강,051900,2017/12,2277516030,3784444279,3809536480,6270463510
(주)엘지생활건강,051900,2018/12,2466535580,4060157954,4051122709,6747536802
(주)엘지생활건강,051900,2019/12,2841619742,4536975744,4768177956,7685424230
(주)엘지유플러스,032640,2010/12,8498507000,8498507000,8500751000,8500751000
(주)엘지유플러스,032640,2011/12,9180949000,9180949000,9185166000,9185166000
(주)엘지유플러스,032640,2012/12,10904831000,10904831000,10904634000,10904634000
(주)엘지유플러스,032640,2013/12,11452151000,11452151000,11450300000,11450300000
(주)엘지유플러스,032640,2014/12,10984928000,10984928000,10999828000,10999828000
(주)엘지유플러스,032640,2015/12,10780359000,10780359000,10795218000,10795218000
(주)엘지유플러스,032640,2016/12,11434770000,11434770000,11451046000,11451046000
(주)엘지유플러스,032640,2017/12,12261930000,12261930000,12279382000,12279382000
(주)엘지유플러스,032640,2018/12,12096778000,12096778000,12125051000,12125051000
(주)엘지유플러스,032640,2019/12,12337746000,12337746000,12381969000,12381969000
(주)엘지헬로비전,037560,2012/12,336340344,774101299,389361090,890993460
(주)엘지헬로비전,037560,2013/12,391431021,1010490503,443919883,1160226581
(주)엘지헬로비전,037560,2014/12,406522618,1084790253,461431356,1270375727
(주)엘지헬로비전,037560,2015/12,422473341,1182612870,,
(주)엘지헬로비전,037560,2016/12,361316027,1100634800,,
(주)엘지헬로비전,037560,2017/12,396859708,1119895014,,
(주)엘지헬로비전,037560,2018/12,1054490571,1171387344,1061144485,1178041258
(주)엘지헬로비전,037560,2019/12,1018378833,1108351145,1022208147,1112180459
(주)엘지화학,051910,2010/12,3496782000,16850454000,3998850000,19471450000
(주)엘지화학,051910,2011/12,3617513000,19809874000,4080731000,22675593000
(주)엘지화학,051910,2012/12,2959916000,20442790000,3307943000,23263019000
(주)엘지화학,051910,2013/12,2963953000,20255935000,3308939000,23143612000
(주)엘지화학,051910,2014/12,2618396000,19675975000,3003890000,22577830000
(주)엘지화학,051910,2015/12,3224404000,17334109000,3666042000,20206583000
(주)엘지화학,051910,2016/12,3547970000,17264845000,4064236000,20659296000
(주)엘지화학,051910,2017/12,4511001000,20880236000,5563526000,25698014000
(주)엘지화학,051910,2018/12,4551268000,23315318000,5346197000,28183013000
(주)엘지화학,051910,2019/12,3992195000,22312561000,4845807000,28625042000
(주)엠게임,058630,2010/12,49506348,49506348,58704983,58704983
(주)엠게임,058630,2011/12,44286992,44286992,50386559,50386559
(주)엠게임,058630,2012/12,42894294,42894294,44965696,44965696
(주)엠게임,058630,2013/12,30730297,30730297,31915987,31915987
(주)엠게임,058630,2014/12,29767673,29767673,30725569,30725569
(주)엠게임,058630,2015/12,27807456,27807456,,
(주)엠게임,058630,2016/12,30503898,30503898,,
(주)엠게임,058630,2017/12,27544247,27544247,,
(주)엠게임,058630,2018/12,27301974,27301974,27118175,27118175
(주)엠게임,058630,2019/12,37541897,37541897,37630626,37630626
(주)엠디에스테크,086960,2010/12,22936701,62136490,24552520,70611259
(주)엠디에스테크,086960,2011/12,22230717,61065267,24541673,70690493
(주)엠디에스테크,086960,2012/12,23774157,63491694,25630539,72716143
(주)엠디에스테크,086960,2013/12,24583657,70862013,26490447,83700753
(주)엠디에스테크,086960,2014/12,29003711,84564722,32330983,105180653
(주)엠디에스테크,086960,2015/12,32208034,92750350,36936286,117801533
(주)엠디에스테크,086960,2016/12,35834292,112362709,44116081,150281101
(주)엠디에스테크,086960,2017/12,38273182,110549246,47146302,148934255
(주)엠디에스테크,086960,2018/12,40478381,106962693,53742752,158945065
(주)엠디에스테크,086960,2019/12,40931878,116923000,50432021,154901982
(주)엠씨넥스,097520,2012/12,19389648,159316200,22765253,170354058
(주)엠씨넥스,097520,2013/12,28609528,271771627,32451655,297244088
(주)엠씨넥스,097520,2014/12,51725201,378395423,53368072,410392827
(주)엠씨넥스,097520,2015/12,58674846,421492545,66589809,502865298
(주)엠씨넥스,097520,2016/12,23235232,399262755,17326608,412481617
(주)엠씨넥스,097520,2017/12,56798200,625604516,63417329,668465044
(주)엠씨넥스,097520,2018/12,90646290,627641511,87171946,696954048
(주)엠씨넥스,097520,2019/12,189174499,1184887089,184123814,1267712135
(주)엠아이텍,179290,2018/12,14373241,29599153,14373241,29599153
(주)엠아이텍,179290,2019/12,14708026,32654539,14708026,32654539
(주)엠에스씨,009780,2010/12,16984019,95417460,16655573,95417460
