회사명,거래소코드,회계년도,* (정상)영업손익(보고서기재)(IFRS)(천원),* (정상)영업손익(보고서기재)(IFRS연결)(천원),이자비용(*)(IFRS)(천원),이자비용(*)(IFRS연결)(천원),이자지급(-)(IFRS)(천원),이자지급(-)(IFRS연결)(천원)
(주)에이스테크놀로지,088800,2020/12,-19658638,-61357336,8158033,11342870,0,0
(주)에이스토리,241840,2019/12,-1073302,,28420,,-20581,
(주)에이스토리,241840,2020/12,-877119,,4899,,-4899,
(주)에이엔피,015260,2010/12,2379422,10033730,2211362,7404149,-2000512,-8039781
(주)에이엔피,015260,2011/12,-4196499,6833848,2754994,7714870,-2388495,-6536263
(주)에이엔피,015260,2012/12,4622475,17517505,2048811,7112714,-2055724,-6679218
(주)에이엔피,015260,2013/12,2364708,12643575,1328895,6301450,-1105265,-4544889
(주)에이엔피,015260,2014/12,2732317,14680687,1377092,6875753,-1073371,-5374732
(주)에이엔피,015260,2015/12,121303,10739569,1285680,1285681,-1223966,-1223966
(주)에이엔피,015260,2016/12,1184555,1198610,1147827,1099657,-1144763,-1144763
(주)에이엔피,015260,2017/12,-4538574,-5972956,1145823,1522874,-1138207,-1393638
(주)에이엔피,015260,2018/12,-6374022,-4728008,2044736,2467637,-2056207,-2270226
(주)에이엔피,015260,2019/12,-5351776,-6569335,2077400,2471866,-2074074,-2200020
(주)에이엔피,015260,2020/12,-11594835,,1907828,,-1677897,
(주)에이치비테크놀러지,078150,2010/12,7408936,6154000,1837491,273153,-1589160,0
(주)에이치비테크놀러지,078150,2011/12,6050844,,2165915,,-1566998,
(주)에이치비테크놀러지,078150,2012/12,2647569,,697733,,-592733,
(주)에이치비테크놀러지,078150,2013/12,16471921,,1178334,,-1110372,
(주)에이치비테크놀러지,078150,2014/12,2554293,,1013594,,-1043858,
(주)에이치비테크놀러지,078150,2015/12,10098627,,609769,,-660673,
(주)에이치비테크놀러지,078150,2016/12,38060548,,339977,,-345800,
(주)에이치비테크놀러지,078150,2017/12,47978270,,291280,,-293429,
(주)에이치비테크놀러지,078150,2018/12,7391215,10167094,250862,600294,-255554,-256142
(주)에이치비테크놀러지,078150,2019/12,852450,10102233,317859,1408830,-322513,-368710
(주)에이치비테크놀러지,078150,2020/12,8054940,4913572,241664,1407347,-134982,-134982
(주)에이치시티,072990,2016/12,4916457,4917859,270085,270085,-269558,-269558
(주)에이치시티,072990,2017/12,611592,378691,293683,293683,-290713,-290713
(주)에이치시티,072990,2018/12,5399083,4337393,413444,413444,-411376,-357024
(주)에이치시티,072990,2019/12,8412850,7212556,475779,475910,-408609,-428074
(주)에이치시티,072990,2020/12,11296811,10444580,385986,365214,-358579,-358579
(주)에이치알에스,036640,2010/12,8288331,8288331,0,0,-73588,-73588
(주)에이치알에스,036640,2011/12,6741495,6410895,0,0,-59690,-59690
(주)에이치알에스,036640,2012/12,4057321,4167648,0,0,-15393,-15393
(주)에이치알에스,036640,2013/12,3804196,2819284,22886,22927,-4875,-4916
(주)에이치알에스,036640,2014/12,5460073,5105255,15753,15772,-254559,-254577
(주)에이치알에스,036640,2015/12,4900662,5069488,6825,6825,-204037,-204037
(주)에이치알에스,036640,2016/12,4014870,4432010,4423,4423,-213859,-213859
(주)에이치알에스,036640,2017/12,6936295,7668275,331683,331683,-294559,-294559
(주)에이치알에스,036640,2018/12,3449436,3560156,530528,530528,-516531,-524566
(주)에이치알에스,036640,2019/12,1410368,1577618,611671,622015,-670766,-681110
(주)에이치알에스,036640,2020/12,10724532,10297444,132868,144329,-135570,-147031
(주)에이치앤비디자인,227100,2018/12,988747,470151,82393,82393,-80871,-80871
(주)에이치앤비디자인,227100,2019/12,-3518482,-4117052,335407,338582,-90819,-91731
(주)에이치앤비디자인,227100,2020/12,-5395677,-5699879,701353,709287,-152051,-159985
(주)에이치엘사이언스,239610,2016/12,6834131,,11,,-11,
(주)에이치엘사이언스,239610,2017/12,5332778,,0,,0,
(주)에이치엘사이언스,239610,2018/12,12248794,,0,,0,
(주)에이치엘사이언스,239610,2019/12,23683938,,3783,,-3783,
(주)에이치엘사이언스,239610,2020/12,23629399,,1971,,-1971,
(주)에이치케이,044780,2010/12,1561660,1149114,624891,601911,-619889,-596909
(주)에이치케이,044780,2011/12,4905846,4827684,708564,714627,-697358,-703421
(주)에이치케이,044780,2012/12,8272378,7956175,609091,613305,-598103,-602318
(주)에이치케이,044780,2013/12,4218089,4725020,433367,433367,-368469,-368469
(주)에이치케이,044780,2014/12,2193053,2084703,549871,549871,-748275,-748275
(주)에이치케이,044780,2015/12,1146789,662995,784583,784583,-807023,-807634
(주)에이치케이,044780,2016/12,1736471,2101539,764372,764372,-849860,-779039
(주)에이치케이,044780,2017/12,3512253,2797396,715835,715835,-735591,-735591
(주)에이치케이,044780,2018/12,1251184,1017144,868851,868851,-804400,-804400
(주)에이치케이,044780,2019/12,843368,897416,911223,911223,-893308,-893308
(주)에이치케이,044780,2020/12,1647900,1409752,655745,655745,-609935,-609935
(주)에이텍,045660,2010/12,3897569,3897504,62129,62129,-62129,-62129
(주)에이텍,045660,2011/12,8920782,8920715,97252,97252,-97252,-97252
(주)에이텍,045660,2012/12,6234837,,158108,,-158108,
(주)에이텍,045660,2013/12,5792746,,33032,,-33032,
(주)에이텍,045660,2014/12,6675070,,7937,,-7937,
(주)에이텍,045660,2015/12,4380551,,131779,,-132605,
(주)에이텍,045660,2016/12,5751297,,14410,,-14905,
(주)에이텍,045660,2017/12,4213445,,30593,,-30239,
(주)에이텍,045660,2018/12,3648227,,31424,,-31441,
(주)에이텍,045660,2019/12,4350203,,15629,,-14355,
(주)에이텍,045660,2020/12,6325979,,7795,,-6813,
(주)에이텍티앤,224110,2015/12,974347,,4,,-4,
(주)에이텍티앤,224110,2016/12,718009,,0,,0,
(주)에이텍티앤,224110,2017/12,2267050,3706055,49455,49455,-22316,-22316
(주)에이텍티앤,224110,2018/12,1153583,7800341,461743,465558,-333686,-335200
(주)에이텍티앤,224110,2019/12,265182,5153387,186744,204164,-128740,-135349
(주)에이텍티앤,224110,2020/12,1657343,4747070,174627,216496,-219430,-262229
(주)에이트원,230980,2016/12,557831,,14012,,-10382,
(주)에이트원,230980,2017/12,-334334,-334334,177618,177618,-8603,-8603
(주)에이트원,230980,2018/12,-873787,-562142,3868571,4116283,-52975,-312615
(주)에이트원,230980,2019/12,-796404,-1307802,932756,1133121,-18124,-244615
(주)에이트원,230980,2020/12,486237,564643,1357831,1401966,-111638,-121565
(주)에이티세미콘,089530,2011/12,18020399,,6691318,,-6787341,
(주)에이티세미콘,089530,2012/12,5758182,,4552644,,-4483314,
(주)에이티세미콘,089530,2013/12,-2105093,-1648843,4003847,4174618,-3869323,-4125235
(주)에이티세미콘,089530,2014/12,7721336,,6508762,,-5682147,
(주)에이티세미콘,089530,2015/12,-3375465,,6020970,,-5333905,
(주)에이티세미콘,089530,2016/12,-8021341,,4227598,,-4303692,
(주)에이티세미콘,089530,2017/12,6176080,,3339944,,-3357392,
(주)에이티세미콘,089530,2018/12,7047431,6804258,2529818,2529818,-2522713,-2522713
(주)에이티세미콘,089530,2019/12,1809900,2377146,3685705,3809562,-2845607,-2969465
(주)에이티세미콘,089530,2020/12,-7126124,-9429365,5490625,5620286,-3505073,-3505073
(주)에이팩트,200470,2014/12,2315148,,0,,-1073995,
(주)에이팩트,200470,2015/12,-4163707,,506328,,-510621,
(주)에이팩트,200470,2016/12,-3439252,,330538,,-332661,
(주)에이팩트,200470,2017/12,1946606,,466597,,-443276,
(주)에이팩트,200470,2018/12,15982224,,1209237,,-1090993,
(주)에이팩트,200470,2019/12,8167586,,2234921,,-1870513,
(주)에이팩트,200470,2020/12,6544712,,2249469,,-2294754,
(주)에이프로,262260,2020/12,1521145,1092102,329996,330547,-330244,-330333
(주)에이프로젠,007460,2010/12,2091525,4361955,8089926,17024942,-5716144,-11456054
(주)에이프로젠,007460,2011/12,762253,-21650512,9764122,17918071,-7086805,-13331106
(주)에이프로젠,007460,2012/12,5224083,24003541,12539159,12363339,-11253609,-19682566
(주)에이프로젠,007460,2013/12,4409611,,8645830,,-5167908,
(주)에이프로젠,007460,2014/12,8603687,,2992534,,-5612237,
(주)에이프로젠,007460,2015/12,6015260,,2411409,,-1064116,
(주)에이프로젠,007460,2016/12,5064397,,539664,,-1210824,
(주)에이프로젠,007460,2017/12,1830795,1830795,336195,336195,-1221979,-1221979
(주)에이프로젠,007460,2018/12,1411391,1573972,20028491,20028491,-860100,-860100
(주)에이프로젠,007460,2019/12,3030481,2566986,9848784,9146776,-882156,-1155998
(주)에이프로젠,007460,2020/12,6419294,3971181,9571151,5231389,-758687,-875832
(주)에이프로젠헬스케어앤게임즈,109960,2010/12,496104,,146007,,-149399,
(주)에이프로젠헬스케어앤게임즈,109960,2011/12,-3821220,,181489,,-166909,
(주)에이프로젠헬스케어앤게임즈,109960,2012/12,-647032,,252220,,-205124,
(주)에이프로젠헬스케어앤게임즈,109960,2013/12,-2469390,-2302645,221047,221047,-218849,-218849
(주)에이프로젠헬스케어앤게임즈,109960,2014/12,451325,,238116,,-222506,
(주)에이프로젠헬스케어앤게임즈,109960,2015/12,-2275252,,567737,,-206508,
(주)에이프로젠헬스케어앤게임즈,109960,2016/12,-9796821,-10025460,1374463,1374464,-205157,-205157
(주)에이프로젠헬스케어앤게임즈,109960,2017/12,-1449977,-2605567,2503095,2503095,-299832,-299832
(주)에이프로젠헬스케어앤게임즈,109960,2018/12,1503202,-207199,1695612,1695612,-213576,-213576
(주)에이프로젠헬스케어앤게임즈,109960,2019/12,820880,-766970,209787,216340,-50250,-69109
(주)에이프로젠헬스케어앤게임즈,109960,2020/12,-786781,-2008890,5495,12225,-500,-500
(주)에이플러스에셋어드바이저,244920,2020/12,24274162,23161397,2173080,2792062,-1758014,-2114954
(주)에치에프알,230240,2015/12,,,,,,
(주)에치에프알,230240,2016/12,,,,,,
(주)에치에프알,230240,2017/12,,,,,,
(주)에치에프알,230240,2018/12,2707458,2874049,424753,426227,-431973,-431973
(주)에치에프알,230240,2019/12,5724537,2244302,395072,408239,-375260,-380575
(주)에치에프알,230240,2020/12,-16621920,-25888965,848494,875865,-794055,-808092
(주)에코마케팅,230360,2016/12,6833751,6829861,0,0,0,0
(주)에코마케팅,230360,2017/12,7742483,7886231,0,0,0,0
(주)에코마케팅,230360,2018/12,15131833,16864197,2,2,-2,-2
(주)에코마케팅,230360,2019/12,23560902,37837722,29460,37282,-29460,-43532
(주)에코마케팅,230360,2020/12,34493158,58860908,31197,53370,-31197,-53370
(주)에코프로,086520,2010/12,3515555,,3242597,,0,
(주)에코프로,086520,2011/12,4074128,,6466790,,0,
(주)에코프로,086520,2012/12,5587674,,5422194,,0,
(주)에코프로,086520,2013/12,1304926,,4780632,,0,
(주)에코프로,086520,2014/12,7219245,,5213302,,0,
(주)에코프로,086520,2015/12,5812016,,5079163,,0,
(주)에코프로,086520,2016/12,719844,10102800,4123069,5293081,0,0
(주)에코프로,086520,2017/12,487450,21781771,3465618,7364850,0,0
(주)에코프로,086520,2018/12,10823246,62313476,1973185,12028549,0,0
(주)에코프로,086520,2019/12,6860822,47805819,480044,11375522,0,0
(주)에코프로,086520,2020/12,15029008,82365115,4577234,17191623,0,0
(주)에코프로비엠,247540,2016/12,,,,,,
(주)에코프로비엠,247540,2017/12,,,,,,
(주)에코프로비엠,247540,2019/12,37077550,,4483462,,0,
(주)에코프로비엠,247540,2020/12,55984931,54769281,0,0,0,0
(주)에프알텍,073540,2010/12,1234393,,0,,-1674,
(주)에프알텍,073540,2011/12,-1647028,,0,,0,
(주)에프알텍,073540,2012/12,10332164,,0,,0,
(주)에프알텍,073540,2013/12,9287754,,4901,,-4901,
(주)에프알텍,073540,2014/12,2785787,2274811,27041,27041,-27041,-27041
(주)에프알텍,073540,2015/12,453261,-458688,15799,15799,-15799,-15799
(주)에프알텍,073540,2016/12,-4049904,-5082182,65295,65295,-45505,-45505
(주)에프알텍,073540,2017/12,-4345944,-5821635,308249,308249,-390520,-112709
(주)에프알텍,073540,2018/12,-1392683,-2923569,417293,417293,-517082,-784278
(주)에프알텍,073540,2019/12,567556,-1151108,268404,479799,-266085,-266085
(주)에프알텍,073540,2020/12,38622,-1267978,282717,282717,-285990,-285990
(주)에프앤가이드,064850,2020/12,4396751,,348592,,-226633,
(주)에프앤리퍼블릭,064090,2010/12,231894,229242,1305045,1305045,-1214006,-1214006
(주)에프앤리퍼블릭,064090,2011/12,-651199,-1574129,1152702,1152702,-988045,-988045
(주)에프앤리퍼블릭,064090,2012/12,-1012639,-890328,591225,591225,-550380,-550380
(주)에프앤리퍼블릭,064090,2013/12,-355814,-286820,417139,417139,-305302,-305302
(주)에프앤리퍼블릭,064090,2014/12,504034,,353269,,-350259,
(주)에프앤리퍼블릭,064090,2015/12,-4306956,-4792225,320826,326760,-79078,-85012
(주)에프앤리퍼블릭,064090,2016/12,-12298348,-12565357,1513376,1514056,-475625,-487190
(주)에프앤리퍼블릭,064090,2017/12,8579750,7964444,1669635,1670197,-218613,-219175
(주)에프앤리퍼블릭,064090,2018/12,10169942,9914925,2966195,2966195,-435277,-435277
(주)에프앤리퍼블릭,064090,2019/12,-22331424,-23400096,1274334,1285886,-503681,-503990
(주)에프앤리퍼블릭,064090,2020/12,-12548039,-13432428,347427,363889,-226823,-227396
(주)에프앤에프홀딩스,007700,2010/12,33962212,34000383,1138818,0,-1216903,-1216903
(주)에프앤에프홀딩스,007700,2011/12,22440501,22566785,187062,0,-95657,-95657
(주)에프앤에프홀딩스,007700,2012/12,6914349,7006690,30153,30153,-5825,-5825
(주)에프앤에프홀딩스,007700,2013/12,7168950,7189733,39120,39120,-768867,-768867
(주)에프앤에프홀딩스,007700,2014/12,12023855,12071667,2579104,2579104,-2658708,-2658708
(주)에프앤에프홀딩스,007700,2015/12,18701214,18759338,2560521,2560521,-2588621,-2588621
(주)에프앤에프홀딩스,007700,2016/12,44935339,45621235,959784,959784,-964546,-964546
(주)에프앤에프홀딩스,007700,2017/12,97887232,98114788,35528,35564,-145,-145
(주)에프앤에프홀딩스,007700,2018/12,91239444,91518414,12047,57313,-6760,-184352
(주)에프앤에프홀딩스,007700,2019/12,159050139,150736275,696063,1392837,-689124,-1086947
(주)에프앤에프홀딩스,007700,2020/12,140388765,122578986,767171,1472246,-606597,-1258934
(주)에프에스엔,214270,2015/12,,,,,,
(주)에프에스엔,214270,2016/12,1133192,1627825,28576,28577,-419,-419
(주)에프에스엔,214270,2017/12,-510153,204446,70233,80250,-31544,-44135
(주)에프에스엔,214270,2018/12,3396403,9728975,3908633,4114320,-538145,-754043
(주)에프에스엔,214270,2019/12,1584503,7736949,6414445,6601198,-373496,-706148
(주)에프에스엔,214270,2020/12,-1295645,4349239,6842901,6942749,-2127927,-4049632
(주)에프에스티,036810,2010/12,5596362,,0,,-981754,
(주)에프에스티,036810,2011/12,6725542,,189888,,-379985,
(주)에프에스티,036810,2012/12,2567345,,0,,-398629,
(주)에프에스티,036810,2013/12,4948179,4937598,1843958,1843958,0,0
(주)에프에스티,036810,2014/12,5230502,5157194,1504666,1504667,0,0
(주)에프에스티,036810,2015/12,8723021,8733799,772183,772183,0,0
(주)에프에스티,036810,2016/12,9575826,9677537,1530001,1530001,0,0
(주)에프에스티,036810,2017/12,12997165,13136639,1447795,1447795,0,0
(주)에프에스티,036810,2018/12,19778043,20001481,632196,632196,0,0
(주)에프에스티,036810,2019/12,18936170,18873234,260650,580093,0,0
(주)에프에스티,036810,2020/12,23449077,24841771,661046,790475,0,0
(주)에프엔씨엔터테인먼트,173940,2014/12,9570811,11582112,19357,19357,0,-23996
(주)에프엔씨엔터테인먼트,173940,2015/12,3823812,5910136,6192,6192,0,0
(주)에프엔씨엔터테인먼트,173940,2016/12,-1529415,-2517635,720,2316,0,-2
(주)에프엔씨엔터테인먼트,173940,2017/12,562226,3070237,483,3204,0,-2721
(주)에프엔씨엔터테인먼트,173940,2018/12,-6930606,-6003543,148,3610,0,-3462
(주)에프엔씨엔터테인먼트,173940,2019/12,-5405051,-4937579,475778,527343,-201533,-253099
(주)에프엔씨엔터테인먼트,173940,2020/12,-6709788,-7322139,557217,627702,-213684,-283452
(주)엑사이엔씨,054940,2010/12,1967642,8538405,1422570,1470375,-1333790,-1379369
(주)엑사이엔씨,054940,2011/12,2513855,9253377,1319689,1483860,-1173698,-943316
(주)엑사이엔씨,054940,2012/12,-5528183,820093,1685314,1852311,-1422521,-1855908
(주)엑사이엔씨,054940,2013/12,-2168413,3204903,884554,1105473,-889448,-1239334
(주)엑사이엔씨,054940,2014/12,2542469,12750691,899827,1044759,-898362,-914417
(주)엑사이엔씨,054940,2015/12,1638743,7873701,452164,710641,-455865,-714071
(주)엑사이엔씨,054940,2016/12,4539437,3722210,515768,526428,-674335,-684995
(주)엑사이엔씨,054940,2017/12,8159057,5450025,789773,960644,-735576,-1128943
(주)엑사이엔씨,054940,2018/12,6949036,4576512,819797,1618364,-817879,-1117977
(주)엑사이엔씨,054940,2019/12,591145,3029417,782480,1487860,-762682,-837703
(주)엑사이엔씨,054940,2020/12,-3427401,967782,778617,1080481,-748173,-1665878
(주)엑세스바이오인코퍼레이션,950130,2013/12,11865330,11375420,54277,54277,0,0
(주)엑세스바이오인코퍼레이션,950130,2014/12,4073474,2350271,58798,58798,0,0
(주)엑세스바이오인코퍼레이션,950130,2015/12,1937825,5883,31763,31763,0,0
(주)엑세스바이오인코퍼레이션,950130,2016/12,1595924,-697671,481862,529971,0,0
(주)엑세스바이오인코퍼레이션,950130,2017/12,136132,-6855836,1411829,1623172,0,0
(주)엑세스바이오인코퍼레이션,950130,2018/12,957263,-4381680,1233164,1841247,0,0
(주)엑세스바이오인코퍼레이션,950130,2019/12,-3134131,-8038197,1414648,2178296,0,0
(주)엑세스바이오인코퍼레이션,950130,2020/12,69270336,68705480,994071,1721368,0,0
(주)엑셈,205100,2014/12,,,,,,
(주)엑셈,205100,2015/12,3525518,4621473,164745,166180,-20718,0
(주)엑셈,205100,2016/12,970724,1378082,612174,613941,-10884,-12914
(주)엑셈,205100,2017/12,4771752,5413364,497688,521454,0,-20489
(주)엑셈,205100,2018/12,3886833,4494337,120889,206226,0,-246378
(주)엑셈,205100,2019/12,6154364,6315140,44917,156290,0,-105101
(주)엑셈,205100,2020/12,8659736,9648152,2334,108559,0,-98857
(주)엑시콘,092870,2015/12,5376081,5374172,594404,594404,-591518,-591518
(주)엑시콘,092870,2016/12,3412016,3089279,395883,395883,-401137,-401137
(주)엑시콘,092870,2017/12,7182323,7568437,285557,285557,-279239,-279239
(주)엑시콘,092870,2018/12,3230348,3674548,806585,806585,-88107,-88107
(주)엑시콘,092870,2019/12,-4979928,-5194103,904542,904542,-184878,-184878
(주)엑시콘,092870,2020/12,8263914,8254965,336276,336276,-150293,-150293
(주)엔바이오니아,317870,2019/12,1335310,,317834,,-207370,
(주)엔바이오니아,317870,2020/12,-989198,,124413,,-61618,
(주)엔씨소프트,036570,2010/12,206942298,173623838,0,304065,0,-53618
(주)엔씨소프트,036570,2011/12,196878266,135055846,499726,758198,-499726,-744257
(주)엔씨소프트,036570,2012/12,101008830,151252046,0,865714,0,-5231181
(주)엔씨소프트,036570,2013/12,184090655,205235211,0,322687,0,-713250
(주)엔씨소프트,036570,2014/12,269371038,278188111,0,28593,0,-1359299
(주)엔씨소프트,036570,2015/12,257250508,237466378,0,32179,0,-30934
(주)엔씨소프트,036570,2016/12,319153854,328762462,2958287,2978608,-2283750,-2993463
(주)엔씨소프트,036570,2017/12,618976087,585018962,3217407,3257504,-3045000,-4136371
(주)엔씨소프트,036570,2018/12,681037305,614929312,3257588,3330176,-3045000,-4631838
(주)엔씨소프트,036570,2019/12,556930267,478992419,6232265,8419063,-4963686,-7164813
(주)엔씨소프트,036570,2020/12,868538818,824793706,6511893,8978867,-6146353,-10460426
(주)엔아이스틸,008260,2010/12,10556545,,2982544,,0,
(주)엔아이스틸,008260,2011/12,13132090,,3077270,,0,
(주)엔아이스틸,008260,2012/12,11527828,,2980329,,0,
(주)엔아이스틸,008260,2013/12,12069180,,2192778,,0,
(주)엔아이스틸,008260,2014/12,10439422,,2360581,,0,
(주)엔아이스틸,008260,2015/12,9488801,,2227152,,0,
(주)엔아이스틸,008260,2016/12,14146054,,2123038,,0,
(주)엔아이스틸,008260,2017/12,15565737,,3495191,,0,
(주)엔아이스틸,008260,2018/12,16483890,,3685726,,0,
(주)엔아이스틸,008260,2019/12,12087846,,3380937,,0,
(주)엔아이스틸,008260,2020/12,18614457,,2967414,,0,
(주)엔에스,217820,2015/12,3280345,,93786,,-93786,
(주)엔에스,217820,2016/12,2019684,2241267,91931,103849,-84730,-95754
(주)엔에스,217820,2017/12,1494070,2341283,140533,200155,-121723,-178756
(주)엔에스,217820,2018/12,2066056,2994237,294579,349822,-274343,-329586
(주)엔에스,217820,2019/12,5211069,5558548,672480,704862,-527560,-559942
(주)엔에스,217820,2020/12,7156699,6817142,1155252,1172754,-106941,-124442
(주)엔에스엔,031860,2010/12,2563998,6836550,0,2761323,0,-1749805
(주)엔에스엔,031860,2011/12,-3027041,-1338287,0,650676,0,-529869
(주)엔에스엔,031860,2012/12,-3202456,3291180,0,2053558,-1156431,-2494945
(주)엔에스엔,031860,2013/12,-2377510,-2536913,0,0,-476585,-476585
(주)엔에스엔,031860,2014/12,599746,451713,620567,620567,-782199,-782199
(주)엔에스엔,031860,2015/12,-2670059,-2723126,301420,303571,-238204,-242161
(주)엔에스엔,031860,2016/12,-8538903,-11056273,933315,1049980,-360442,-291161
(주)엔에스엔,031860,2017/12,-7158895,-8716398,734559,1144733,-210527,-651849
(주)엔에스엔,031860,2018/12,421544,-3601173,937318,938635,-420426,-339173
(주)엔에스엔,031860,2019/12,-1403342,-7886864,1918362,2091239,-485213,-486505
(주)엔에스엔,031860,2020/12,-2411025,-6360929,3825202,3881865,-743792,-778242
(주)엔에이치엔벅스,104200,2010/12,9842116,9376984,1534349,1534373,-57528,-57552
(주)엔에이치엔벅스,104200,2011/12,7067591,7069704,293407,297241,-3837,-7671
(주)엔에이치엔벅스,104200,2012/12,-3673377,-3674693,6959,6959,-6959,-6959
(주)엔에이치엔벅스,104200,2013/12,3852652,,84609,,0,
(주)엔에이치엔벅스,104200,2014/12,9216946,,52744,,0,
(주)엔에이치엔벅스,104200,2015/12,7148659,,12349,,-12349,
(주)엔에이치엔벅스,104200,2016/12,-3524430,-4154115,0,0,0,0
(주)엔에이치엔벅스,104200,2017/12,-5119866,-5964434,0,0,0,0
(주)엔에이치엔벅스,104200,2018/12,6627620,5942234,0,0,0,0
(주)엔에이치엔벅스,104200,2019/12,8469954,7026142,23305,65481,-23305,-65481
(주)엔에이치엔벅스,104200,2020/12,4090234,1462570,30079,69417,-30079,-69417
(주)엔에프씨,265740,2020/12,4702890,4555597,604814,605503,-546458,-545961
(주)엔이능률,053290,2010/12,3613341,3558818,0,0,0,0
(주)엔이능률,053290,2011/12,4826026,4611688,0,0,0,0
(주)엔이능률,053290,2012/12,1551243,1695299,0,0,0,0
(주)엔이능률,053290,2013/12,6346573,6422396,0,0,0,0
(주)엔이능률,053290,2014/12,8578557,8516430,0,0,0,0
(주)엔이능률,053290,2015/12,9616334,9234805,0,0,0,0
(주)엔이능률,053290,2016/12,7761481,7673050,0,0,0,0
(주)엔이능률,053290,2017/12,2629103,2693662,0,0,0,0
(주)엔이능률,053290,2018/12,-2218942,,298711,,0,
(주)엔이능률,053290,2019/12,2940371,,343403,,0,
(주)엔이능률,053290,2020/12,2537197,,182248,,-9052,
(주)엔젠바이오,354200,2020/12,-6104003,,136659,,-132173,
(주)엔지스테크널러지,208860,2016/12,318706,,17902,,-15216,
(주)엔지스테크널러지,208860,2017/12,11979,,32070,,-33019,
(주)엔지스테크널러지,208860,2018/12,-856265,,1033500,,-29847,
(주)엔지스테크널러지,208860,2019/12,-3869509,-3489008,3498594,3511073,-52541,-75960
(주)엔지스테크널러지,208860,2020/12,-2950462,4467434,6114995,6041318,-1232863,-1106561
(주)엔지켐생명과학,183490,2018/12,-14591278,-14329216,110492,110492,-242272,-242272
(주)엔지켐생명과학,183490,2019/12,-16301097,-16402181,34539,51453,-146982,-163895
(주)엔지켐생명과학,183490,2020/12,-19000494,-19107443,1415964,1429642,-231374,-231374
(주)엔케이,085310,2010/12,8688420,10717436,4072772,15879856,-4070464,-11664845
(주)엔케이,085310,2011/12,7081261,17694797,5475258,17635856,-5363243,-12964110
(주)엔케이,085310,2012/12,-3072402,1949494,5912911,15025701,-5545696,-12957056
(주)엔케이,085310,2013/12,-12179577,-29936772,6488202,13668953,-4702404,-10722658
(주)엔케이,085310,2014/12,8333883,13123743,5486345,7119187,-4657069,-6289910
(주)엔케이,085310,2015/12,1130137,-4770401,3584167,4732934,-3480660,-4629428
(주)엔케이,085310,2016/12,-25494754,-29238994,3277724,4074559,-1719030,-2515865
(주)엔케이,085310,2017/12,-2508994,-9653321,2400038,3263147,-1283561,-2133212
(주)엔케이,085310,2018/12,-19942642,-23223013,1931744,2826924,-1250152,-2158790
(주)엔케이,085310,2019/12,-7595428,-6541809,1759395,2454311,-903307,-1598223
(주)엔케이,085310,2020/12,-296625,-313882,1241687,1566316,-620577,-945206
(주)엔케이맥스,182400,2015/12,-4296536,-6377731,47204,47204,-47204,-47204
(주)엔케이맥스,182400,2016/12,-5752244,-7910436,40248,40248,-40248,-40248
(주)엔케이맥스,182400,2017/12,-13655428,-15980480,0,0,0,0
(주)엔케이맥스,182400,2018/12,-11550384,-14433628,1363,10823,-1363,-10823
(주)엔케이맥스,182400,2019/12,-14458921,-24085960,108871,153510,-273,-24576
(주)엔케이맥스,182400,2020/12,-19841702,-41196828,84358,337038,-3067,-244818
(주)엔텔스,069410,2010/12,4459316,,0,,0,
(주)엔텔스,069410,2011/12,6491658,,0,,0,
(주)엔텔스,069410,2012/12,7078142,7093157,0,0,0,0
(주)엔텔스,069410,2013/12,7501379,7601264,0,0,0,0
(주)엔텔스,069410,2014/12,3726392,3978867,0,0,-17268,-17268
(주)엔텔스,069410,2015/12,-3322527,-3503243,0,0,0,0
(주)엔텔스,069410,2016/12,264402,255834,0,0,0,0
(주)엔텔스,069410,2017/12,-1877853,-1765585,0,0,0,0
(주)엔텔스,069410,2018/12,1450429,1694294,0,0,0,0
(주)엔텔스,069410,2019/12,2755294,2783299,10987,11552,-10987,-11552
(주)엔텔스,069410,2020/12,4237499,4272903,15484,15698,-15484,-15698
(주)엔투텍,227950,2015/12,,,,,,
(주)엔투텍,227950,2016/12,,,,,,
(주)엔투텍,227950,2017/12,,,,,,
(주)엔투텍,227950,2018/12,-832294,-861285,265062,265062,-245139,-245139
(주)엔투텍,227950,2020/06,2403445,1669758,4581575,4656789,-750455,-807347
(주)엔피,291230,2018/12,,,,,,
(주)엔피,291230,2019/12,,,,,,
(주)엔피,291230,2020/12,,,,,,
(주)엔피디,198080,2020/12,8395130,8345005,791720,2258898,-767663,-2474058
(주)엔피케이,048830,2010/12,527136,1793227,250543,363437,-247639,-247639
(주)엔피케이,048830,2011/12,871149,1133986,166347,272349,-132653,-260838
(주)엔피케이,048830,2012/12,542452,763508,270004,307443,-305719,-343159
(주)엔피케이,048830,2013/12,1736572,1427816,192577,206114,-194322,-207858
(주)엔피케이,048830,2014/12,53448,285360,129114,133118,-129931,-133936
(주)엔피케이,048830,2015/12,-2232685,-2187426,100924,93022,-100249,-93577
(주)엔피케이,048830,2016/12,401959,344776,265415,277953,-256876,-269414
(주)엔피케이,048830,2017/12,2545049,2021039,231831,268436,-240811,-277416
(주)엔피케이,048830,2018/12,2301412,93901,271802,313759,-268296,-307162
(주)엔피케이,048830,2019/12,2420441,-321468,390839,391210,-392517,-392889
