회사명,거래소코드,회계년도,당기순이익(손실)(IFRS)(천원),당기순이익(손실)(IFRS연결)(천원)
(주)CMG제약,058820,2010/12,-6945220,-6945220
(주)CMG제약,058820,2011/12,-1264488,-1508282
(주)CMG제약,058820,2012/12,-6892739,-6660149
(주)CMG제약,058820,2013/12,335258,296181
(주)CMG제약,058820,2014/12,171502,158039
(주)CMG제약,058820,2015/12,-3648668,-3650091
(주)CMG제약,058820,2016/12,1693463,1727895
(주)CMG제약,058820,2017/12,2834901,2834901
(주)CMG제약,058820,2018/12,6065026,6065026
(주)CMG제약,058820,2019/12,3051177,3051177
(주)DB하이텍,000990,2010/12,-204814784,-191152903
(주)DB하이텍,000990,2011/12,-93084414,-97946584
(주)DB하이텍,000990,2012/12,-32121504,-31341318
(주)DB하이텍,000990,2013/12,-73243309,-83046768
(주)DB하이텍,000990,2014/12,-58319918,-77008844
(주)DB하이텍,000990,2015/12,127469869,126733352
(주)DB하이텍,000990,2016/12,88002359,88344018
(주)DB하이텍,000990,2017/12,74401732,110175089
(주)DB하이텍,000990,2018/12,95087399,86828768
(주)DB하이텍,000990,2019/12,121159865,104637012
(주)ES큐브,050120,2010/12,-2165930,-1632071
(주)ES큐브,050120,2011/12,-2933429,-4796438
(주)ES큐브,050120,2012/12,516857,-359216
(주)ES큐브,050120,2013/12,-14749080,-16455910
(주)ES큐브,050120,2014/12,-2412385,-615409
(주)ES큐브,050120,2015/12,3610344,-2307159
(주)ES큐브,050120,2016/12,17469014,21541047
(주)ES큐브,050120,2017/12,1218923,1737925
(주)ES큐브,050120,2018/12,-3836071,-6121462
(주)ES큐브,050120,2019/12,-12738710,-13767748
(주)HJ중공업,097230,2010/12,-39395000,-72295000
(주)HJ중공업,097230,2011/12,-116272000,-96920000
(주)HJ중공업,097230,2012/12,13082000,-53214000
(주)HJ중공업,097230,2013/12,-212716000,-190193000
(주)HJ중공업,097230,2014/12,-225739000,-299811000
(주)HJ중공업,097230,2015/12,-260118000,-260925000
(주)HJ중공업,097230,2016/12,-334429000,-334446000
(주)HJ중공업,097230,2017/12,-299028000,-277978000
(주)HJ중공업,097230,2018/12,-963474000,-1283647000
(주)HJ중공업,097230,2019/12,-73654000,306169000
(주)MH에탄올,023150,2010/12,4582073,-1792566
(주)MH에탄올,023150,2011/12,3351943,-4357312
(주)MH에탄올,023150,2012/12,2571700,287369
(주)MH에탄올,023150,2013/12,-11627211,7028234
(주)MH에탄올,023150,2014/12,4618332,-203193
(주)MH에탄올,023150,2015/12,7744832,7778593
(주)MH에탄올,023150,2016/12,8134873,8144684
(주)MH에탄올,023150,2017/12,5903108,4308068
(주)MH에탄올,023150,2018/12,6553371,-12033428
(주)MH에탄올,023150,2019/12,-5004935,-7552043
(주)SH에너지화학,002360,2010/12,-6557499,-6500918
(주)SH에너지화학,002360,2011/12,3164441,1800972
(주)SH에너지화학,002360,2012/12,1079738,210854
(주)SH에너지화학,002360,2013/12,4841817,4606872
(주)SH에너지화학,002360,2014/12,15569914,16733050
(주)SH에너지화학,002360,2015/12,12639344,12590617
(주)SH에너지화학,002360,2016/12,17574101,18028878
(주)SH에너지화학,002360,2017/12,8905104,9879057
(주)SH에너지화학,002360,2018/12,2766802,2033570
(주)SH에너지화학,002360,2019/12,-3151629,-3090151
(주)SIMPAC,009160,2010/12,14884986,20514721
(주)SIMPAC,009160,2011/12,21196377,24976613
(주)SIMPAC,009160,2012/12,22517068,19285856
(주)SIMPAC,009160,2013/12,19196136,20043596
(주)SIMPAC,009160,2014/12,10218575,14312319
(주)SIMPAC,009160,2015/12,19448583,16449973
(주)SIMPAC,009160,2016/12,16444650,16183843
(주)SIMPAC,009160,2017/12,7133940,12895699
(주)SIMPAC,009160,2018/12,62381304,69198558
(주)SIMPAC,009160,2019/12,11507259,9487516
(주)SNT에너지,100840,2010/12,3200978,
(주)SNT에너지,100840,2011/12,-4155767,
(주)SNT에너지,100840,2012/12,9087721,
(주)SNT에너지,100840,2013/12,16189688,
(주)SNT에너지,100840,2014/12,11264253,
(주)SNT에너지,100840,2015/12,27029932,
(주)SNT에너지,100840,2016/12,1659742,
(주)SNT에너지,100840,2017/12,4581777,
(주)SNT에너지,100840,2018/12,1825479,
(주)SNT에너지,100840,2019/12,14578960,15452273
(주)SNT홀딩스,036530,2010/12,4776920,85735593
(주)SNT홀딩스,036530,2011/12,5766277,87196578
(주)SNT홀딩스,036530,2012/12,9011145,63253909
(주)SNT홀딩스,036530,2013/12,8018313,53763061
(주)SNT홀딩스,036530,2014/12,6891599,66985248
(주)SNT홀딩스,036530,2015/12,27765789,116419931
(주)SNT홀딩스,036530,2016/12,6923176,10146568
(주)SNT홀딩스,036530,2017/12,4172419,25863066
(주)SNT홀딩스,036530,2018/12,6218079,73732317
(주)SNT홀딩스,036530,2019/12,9244252,124509305
(주)STX,011810,2010/12,8971000,229769000
(주)STX,011810,2011/12,84657000,222363000
(주)STX,011810,2012/12,-23863000,-490928000
(주)STX,011810,2013/12,-1646014000,-1595630000
(주)STX,011810,2014/12,334488000,380584000
(주)STX,011810,2015/12,-53449000,-48982000
(주)STX,011810,2016/12,-456150000,-457446000
(주)STX,011810,2017/12,336179000,334386000
(주)STX,011810,2018/12,5024000,9107000
(주)STX,011810,2019/12,-37142000,-33218000
(주)TCC스틸,002710,2010/12,13684096,13847168
(주)TCC스틸,002710,2011/12,6828699,4557868
(주)TCC스틸,002710,2012/12,4206491,124581
(주)TCC스틸,002710,2013/12,391783,-19955830
(주)TCC스틸,002710,2014/12,1022624,-15813610
(주)TCC스틸,002710,2015/12,-140083396,-110218983
(주)TCC스틸,002710,2016/12,15468493,16948843
(주)TCC스틸,002710,2017/12,-2328706,1503708
(주)TCC스틸,002710,2018/12,7565000,9755131
(주)TCC스틸,002710,2019/12,1996130,5037267
(주)가비아,079940,2010/12,3095686,5572559
(주)가비아,079940,2011/12,3262397,7014899
(주)가비아,079940,2012/12,5737877,9419144
(주)가비아,079940,2013/12,3786937,9505713
(주)가비아,079940,2014/12,3076978,6752737
(주)가비아,079940,2015/12,4288423,8530281
(주)가비아,079940,2016/12,3544032,10177685
(주)가비아,079940,2017/12,2493743,9669613
(주)가비아,079940,2018/12,2762732,15340647
(주)가비아,079940,2019/12,4654769,21102390
(주)강스템바이오텍,217730,2015/12,-5754141,
(주)강스템바이오텍,217730,2016/12,-8300375,
(주)강스템바이오텍,217730,2017/12,-10855842,-11531949
(주)강스템바이오텍,217730,2018/12,-13500909,-14294032
(주)강스템바이오텍,217730,2019/12,-25001590,-26394472
(주)강원랜드,035250,2010/12,434447189,426209186
(주)강원랜드,035250,2011/12,393401121,381175313
(주)강원랜드,035250,2012/12,296503993,306228988
(주)강원랜드,035250,2013/12,293129468,297596347
(주)강원랜드,035250,2014/12,363815729,359348568
(주)강원랜드,035250,2015/12,430459518,441629101
(주)강원랜드,035250,2016/12,454998593,454533659
(주)강원랜드,035250,2017/12,437096330,437540507
(주)강원랜드,035250,2018/12,297320114,297236881
(주)강원랜드,035250,2019/12,335609508,334653892
(주)강원에너지,114190,2010/11,1716786,
(주)강원에너지,114190,2011/11,5754715,
(주)강원에너지,114190,2012/12,8974549,
(주)강원에너지,114190,2013/12,3922208,
(주)강원에너지,114190,2014/12,1123194,
(주)강원에너지,114190,2015/12,885783,102482
(주)강원에너지,114190,2016/12,-762058,-1125371
(주)강원에너지,114190,2017/12,-6291307,-6451819
(주)강원에너지,114190,2018/12,1977524,1708887
(주)강원에너지,114190,2019/12,-33460765,-35647438
(주)갤럭시아에스엠,011420,2010/12,1313876,-4829
(주)갤럭시아에스엠,011420,2011/12,3000743,2909464
(주)갤럭시아에스엠,011420,2012/12,223810,389023
(주)갤럭시아에스엠,011420,2013/12,-1420345,-1736750
(주)갤럭시아에스엠,011420,2014/12,-931106,-255270
(주)갤럭시아에스엠,011420,2015/12,2575902,1863773
(주)갤럭시아에스엠,011420,2016/12,-1562620,-1562620
(주)갤럭시아에스엠,011420,2017/12,-5899738,-5899738
(주)갤럭시아에스엠,011420,2018/12,-15678085,-16003255
(주)갤럭시아에스엠,011420,2019/12,-1375316,-1375316
(주)경농,002100,2010/12,9486115,8679619
(주)경농,002100,2011/12,3154155,509664
(주)경농,002100,2012/12,6590012,10310339
(주)경농,002100,2013/12,13751960,13950249
(주)경농,002100,2014/12,9271741,7099305
(주)경농,002100,2015/12,6488880,6980392
(주)경농,002100,2016/12,5770891,6365805
(주)경농,002100,2017/12,11539079,10079442
(주)경농,002100,2018/12,9613575,4878426
(주)경농,002100,2019/12,7061857,4014664
(주)경동나비엔,009450,2010/12,5953556,7841073
(주)경동나비엔,009450,2011/12,9445090,9467023
(주)경동나비엔,009450,2012/12,9214927,9169965
(주)경동나비엔,009450,2013/12,9251575,11129597
(주)경동나비엔,009450,2014/12,9082312,9380054
(주)경동나비엔,009450,2015/12,19320742,16752000
(주)경동나비엔,009450,2016/12,28636194,37469924
(주)경동나비엔,009450,2017/12,16291264,27019124
(주)경동나비엔,009450,2018/12,22818064,24748538
(주)경동나비엔,009450,2019/12,20474157,27852090
(주)경동도시가스,267290,2017/12,17678888,17798556
(주)경동도시가스,267290,2018/12,33981432,34164798
(주)경동도시가스,267290,2019/12,24355132,24638348
(주)경동인베스트,012320,2010/12,41515269,42209499
(주)경동인베스트,012320,2011/12,50053289,30327559
(주)경동인베스트,012320,2012/12,56917580,42879202
(주)경동인베스트,012320,2013/12,46253877,49841905
(주)경동인베스트,012320,2014/12,44839494,75930406
(주)경동인베스트,012320,2015/12,-6095609,-21251390
(주)경동인베스트,012320,2016/12,16356641,19132415
(주)경동인베스트,012320,2017/12,7248447,51930860
(주)경동인베스트,012320,2018/12,1574966,29827973
(주)경동인베스트,012320,2019/12,-917643,8856009
(주)경방,000050,2010/12,23831171,20060632
(주)경방,000050,2011/12,-1822388,-1131177
(주)경방,000050,2012/12,-7074187,-7910168
(주)경방,000050,2013/12,15103835,14574395
(주)경방,000050,2014/12,14235818,11488471
(주)경방,000050,2015/12,21604723,16692163
(주)경방,000050,2016/12,30977743,29474988
(주)경방,000050,2017/12,25679379,25315361
(주)경방,000050,2018/12,29198252,20189241
(주)경방,000050,2019/12,22223943,43621631
(주)경보제약,214390,2015/12,26109623,
(주)경보제약,214390,2016/12,12705930,
(주)경보제약,214390,2017/12,17963310,
(주)경보제약,214390,2018/12,13116049,
(주)경보제약,214390,2019/12,5285239,
(주)경인양행,012610,2010/12,3367162,8279011
(주)경인양행,012610,2011/12,2788642,2886360
(주)경인양행,012610,2012/12,4475441,2093491
(주)경인양행,012610,2013/12,12327177,10215710
(주)경인양행,012610,2014/12,9090269,10148247
(주)경인양행,012610,2015/12,107330,3670895
(주)경인양행,012610,2016/12,3724987,6837522
(주)경인양행,012610,2017/12,531273,4779249
(주)경인양행,012610,2018/12,7419717,13801882
(주)경인양행,012610,2019/12,4797711,16372880
(주)고려시멘트,198440,2014/12,,
(주)고려시멘트,198440,2015/12,,
(주)고려시멘트,198440,2016/12,,
(주)고려시멘트,198440,2017/12,1003761,
(주)고려시멘트,198440,2018/12,4645869,
(주)고려시멘트,198440,2019/12,3396444,
(주)고영테크놀러지,098460,2010/12,15223139,16267441
(주)고영테크놀러지,098460,2011/12,16580579,15634438
(주)고영테크놀러지,098460,2012/12,14836215,15221925
(주)고영테크놀러지,098460,2013/12,14816762,13933294
(주)고영테크놀러지,098460,2014/12,22775832,22111066
(주)고영테크놀러지,098460,2015/12,23271756,23530903
(주)고영테크놀러지,098460,2016/12,28063238,29723733
(주)고영테크놀러지,098460,2017/12,28907302,26734105
(주)고영테크놀러지,098460,2018/12,42430216,42309672
(주)고영테크놀러지,098460,2019/12,34702997,29559680
(주)골드앤에스,035290,2010/12,-8867129,-8960678
(주)골드앤에스,035290,2011/12,1101095,1002287
(주)골드앤에스,035290,2012/12,-6036290,-6467495
(주)골드앤에스,035290,2013/12,-16378087,-16837473
(주)골드앤에스,035290,2014/12,-8058617,-9319175
(주)골드앤에스,035290,2015/12,-9396462,-9502547
(주)골드앤에스,035290,2016/12,388207,390367
(주)골드앤에스,035290,2017/12,-8062623,-7975875
(주)골드앤에스,035290,2018/12,-4045846,-4380399
(주)골드앤에스,035290,2019/12,-24883215,-24883278
(주)골드퍼시픽,038530,2010/12,347774,
(주)골드퍼시픽,038530,2011/12,990336,
(주)골드퍼시픽,038530,2012/12,254546,
(주)골드퍼시픽,038530,2013/12,-8455942,-9381353
(주)골드퍼시픽,038530,2014/12,-7306525,-7390326
(주)골드퍼시픽,038530,2015/12,-12525668,-10215946
(주)골드퍼시픽,038530,2016/12,-23433498,
(주)골드퍼시픽,038530,2017/12,-965087,
(주)골드퍼시픽,038530,2018/12,-4380343,-4471963
(주)골드퍼시픽,038530,2019/12,-31603970,
(주)골프존,215000,2015/12,33262807,36533155
(주)골프존,215000,2016/12,35913366,36536248
(주)골프존,215000,2017/12,75544308,79392004
(주)골프존,215000,2018/12,21663391,20419449
(주)골프존,215000,2019/12,19704546,16213888
(주)골프존뉴딘홀딩스,121440,2011/12,47591974,46487063
(주)골프존뉴딘홀딩스,121440,2012/12,72099265,73354594
(주)골프존뉴딘홀딩스,121440,2013/12,4493226,2803470
(주)골프존뉴딘홀딩스,121440,2014/12,63571492,79234486
(주)골프존뉴딘홀딩스,121440,2015/12,890006593,871101274
(주)골프존뉴딘홀딩스,121440,2016/12,-20255655,2876449
(주)골프존뉴딘홀딩스,121440,2017/12,-21778628,-21585123
(주)골프존뉴딘홀딩스,121440,2018/12,-7653686,-7527390
(주)골프존뉴딘홀딩스,121440,2019/12,-30341791,-34848135
(주)광림,014200,2010/12,2168624,
(주)광림,014200,2011/12,2583332,
(주)광림,014200,2012/12,586385,
(주)광림,014200,2013/12,1630750,
(주)광림,014200,2014/12,1137559,-237860
(주)광림,014200,2015/12,9223597,
(주)광림,014200,2016/12,437352,-1896521
(주)광림,014200,2017/12,86196134,-23602051
(주)광림,014200,2018/12,-58294056,-28445678
(주)광림,014200,2019/12,-68290742,-14006972
(주)광명전기,017040,2010/12,-231240,254176
(주)광명전기,017040,2011/12,-75153,-1825104
(주)광명전기,017040,2012/12,-1564026,407617
(주)광명전기,017040,2013/12,5301060,6473480
(주)광명전기,017040,2014/12,6978508,9107331
(주)광명전기,017040,2015/12,3442541,8891002
(주)광명전기,017040,2016/12,15612709,11593891
(주)광명전기,017040,2017/12,-1349854,-2043260
(주)광명전기,017040,2018/12,3182514,2718092
(주)광명전기,017040,2019/12,6470387,7118200
(주)광무,029480,2010/12,-1612170,-14977960
(주)광무,029480,2011/12,-51537196,-50127229
(주)광무,029480,2012/12,-15113066,-10689029
(주)광무,029480,2013/12,-33154332,-28721377
(주)광무,029480,2014/12,-859721,
(주)광무,029480,2015/12,-2727754,
(주)광무,029480,2016/12,95615,
(주)광무,029480,2017/12,-3352682,
(주)광무,029480,2018/12,-4875184,-5120760
(주)광무,029480,2019/12,-6275093,-6421201
(주)광주신세계,037710,2010/12,44346558,
(주)광주신세계,037710,2011/12,52281979,
(주)광주신세계,037710,2012/12,53769536,
(주)광주신세계,037710,2013/12,48569715,
(주)광주신세계,037710,2014/12,42236355,
(주)광주신세계,037710,2015/12,45901413,
(주)광주신세계,037710,2016/12,45554028,
(주)광주신세계,037710,2017/12,47846191,
(주)광주신세계,037710,2018/12,45093180,
(주)광주신세계,037710,2019/12,47668959,
(주)구영테크,053270,2010/12,3918238,2294905
(주)구영테크,053270,2011/12,985788,-647883
(주)구영테크,053270,2012/12,1250176,1633009
(주)구영테크,053270,2013/12,1137402,2179847
(주)구영테크,053270,2014/12,1326679,2236588
(주)구영테크,053270,2015/12,3196300,4158785
(주)구영테크,053270,2016/12,3920237,2542450
(주)구영테크,053270,2017/12,1239184,1357296
(주)구영테크,053270,2018/12,3912117,5920905
(주)구영테크,053270,2019/12,1558141,3387486
(주)국동,005320,2010/12,918610,-1206307
(주)국동,005320,2011/12,-12930687,-7212195
(주)국동,005320,2012/12,262553,5142066
(주)국동,005320,2013/12,2373991,4009323
(주)국동,005320,2014/12,4692501,8898694
(주)국동,005320,2015/12,5321778,5235608
(주)국동,005320,2016/12,4379974,6208749
(주)국동,005320,2017/12,-6593433,-8967738
(주)국동,005320,2018/12,1351547,2111761
(주)국동,005320,2019/12,-6989987,-4523376
(주)국보,001140,2010/12,713371,914491
(주)국보,001140,2011/12,-176708,-37903
(주)국보,001140,2012/12,-1916073,-874559
(주)국보,001140,2013/12,-3766842,-3846673
(주)국보,001140,2014/12,-6633427,-6999514
(주)국보,001140,2015/12,-3679630,-4043773
(주)국보,001140,2016/12,-5034348,-4187272
(주)국보,001140,2017/12,-2761653,-2889794
(주)국보,001140,2018/12,-4038217,-3999572
(주)국보,001140,2019/12,-9851123,-6676274
(주)국보디자인,066620,2010/12,3986309,5511506
(주)국보디자인,066620,2011/12,6607794,6055732
(주)국보디자인,066620,2012/12,8631842,8281324
(주)국보디자인,066620,2013/12,9417821,10935895
(주)국보디자인,066620,2014/12,7901285,10942079
(주)국보디자인,066620,2015/12,6947669,10768050
(주)국보디자인,066620,2016/12,11905078,10738135
(주)국보디자인,066620,2017/12,14149734,13340935
(주)국보디자인,066620,2018/12,14098992,13872876
(주)국보디자인,066620,2019/12,9509021,15942956
(주)국순당,043650,2010/12,16007518,15460732
(주)국순당,043650,2011/12,5640710,5264054
(주)국순당,043650,2012/12,5122888,6185532
(주)국순당,043650,2013/12,2346882,5742772
(주)국순당,043650,2014/12,1997559,3463226
(주)국순당,043650,2015/12,-4854598,-3529405
(주)국순당,043650,2016/12,-2212642,-2760688
(주)국순당,043650,2017/12,9847390,9687855
(주)국순당,043650,2018/12,15171022,-2977369
(주)국순당,043650,2019/12,571892,-8269903
(주)국영지앤엠,006050,2010/12,7933714,
(주)국영지앤엠,006050,2011/12,-1752706,
(주)국영지앤엠,006050,2012/12,4832440,
(주)국영지앤엠,006050,2013/12,953338,
(주)국영지앤엠,006050,2014/12,395531,
(주)국영지앤엠,006050,2015/12,-533927,
(주)국영지앤엠,006050,2016/12,385503,
(주)국영지앤엠,006050,2017/12,1431624,
(주)국영지앤엠,006050,2018/12,-354808,
(주)국영지앤엠,006050,2019/12,1089819,
(주)국전약품,307750,2018/12,,
(주)국전약품,307750,2019/12,,
(주)그래디언트,035080,2010/12,4161906,-7379714
(주)그래디언트,035080,2011/12,-4906079,-12292479
(주)그래디언트,035080,2012/12,15794035,12756395
(주)그래디언트,035080,2013/12,-9664900,23780984
(주)그래디언트,035080,2014/12,625806,31456346
(주)그래디언트,035080,2015/12,13112622,42995247
(주)그래디언트,035080,2016/12,-40598919,-39011241
(주)그래디언트,035080,2017/12,-54754214,-63634928
(주)그래디언트,035080,2018/12,4404863,-4194664
(주)그래디언트,035080,2019/12,4125060,6507368
(주)그리티,204020,2018/12,6019400,4810592
(주)그리티,204020,2019/12,2627015,1563323
(주)그린플러스,186230,2019/12,2435883,2533086
(주)글로벌스탠다드테크놀로지,083450,2010/12,6070452,6767386
(주)글로벌스탠다드테크놀로지,083450,2011/12,2301945,3521902
(주)글로벌스탠다드테크놀로지,083450,2012/12,5403733,7003711
(주)글로벌스탠다드테크놀로지,083450,2013/12,5075966,5925826
(주)글로벌스탠다드테크놀로지,083450,2014/12,6151625,7880919
(주)글로벌스탠다드테크놀로지,083450,2015/12,3910170,5703892
(주)글로벌스탠다드테크놀로지,083450,2016/12,3758214,4644376
(주)글로벌스탠다드테크놀로지,083450,2017/12,13135277,15756344
(주)글로벌스탠다드테크놀로지,083450,2018/12,7747618,10303468
(주)글로벌스탠다드테크놀로지,083450,2019/12,17027156,17968416
(주)금비,008870,2010/09,1253313,
(주)금비,008870,2011/09,828877,5926611
(주)금비,008870,2012/09,134171,2324776
(주)금비,008870,2013/09,302774,1899708
(주)금비,008870,2014/09,-1062704,3097739
(주)금비,008870,2015/09,2817261,7665205
(주)금비,008870,2016/09,6032090,13187315
(주)금비,008870,2017/09,1457776,6646301
(주)금비,008870,2018/09,4159383,10167339
(주)금비,008870,2019/09,2736847,10620899
(주)금양,001570,2010/12,1511752,530149
(주)금양,001570,2011/12,2436780,2964115
(주)금양,001570,2012/12,3159937,3717420
(주)금양,001570,2013/12,1518013,719232
(주)금양,001570,2014/12,2861900,-111826
(주)금양,001570,2015/12,2338700,14474633
(주)금양,001570,2016/12,-23749351,-20526295
(주)금양,001570,2017/12,366688,18645438
(주)금양,001570,2018/12,16116052,20253300
(주)금양,001570,2019/12,-12752836,-10903987
(주)금호에이치티,214330,2015/12,16768247,14971109
(주)금호에이치티,214330,2016/12,12887704,8354070
(주)금호에이치티,214330,2017/12,5433832,4933421
(주)금호에이치티,214330,2018/12,7102658,7792877
(주)금호에이치티,214330,2019/12,1794762,-75223
(주)금화피에스시,036190,2010/12,12315359,
(주)금화피에스시,036190,2011/12,15182500,
(주)금화피에스시,036190,2012/12,18485546,
(주)금화피에스시,036190,2013/12,21184156,22786047
(주)금화피에스시,036190,2014/12,20636145,21397903
(주)금화피에스시,036190,2015/12,21704964,22676558
(주)금화피에스시,036190,2016/12,22053825,23917682
(주)금화피에스시,036190,2017/12,20754033,20153925
(주)금화피에스시,036190,2018/12,38175421,39649709
(주)금화피에스시,036190,2019/12,25283209,27677441
(주)기가레인,049080,2013/12,11073413,10828194
(주)기가레인,049080,2014/12,9064933,7764423
(주)기가레인,049080,2015/12,-14035109,-13369109
(주)기가레인,049080,2016/12,-10793714,-10347329
(주)기가레인,049080,2017/12,-401780,-920801
(주)기가레인,049080,2018/12,-23731827,-21635992
(주)기가레인,049080,2019/12,-44243046,-46059977
(주)기산텔레콤,035460,2010/12,1756560,2751330
(주)기산텔레콤,035460,2011/12,-8844829,-12092371
(주)기산텔레콤,035460,2012/12,1433180,-1882261
(주)기산텔레콤,035460,2013/12,2049347,3928729
(주)기산텔레콤,035460,2014/12,655537,2744606
(주)기산텔레콤,035460,2015/12,564987,1701580
(주)기산텔레콤,035460,2016/12,-1733928,-2639743
(주)기산텔레콤,035460,2017/12,-2085390,-5538516
(주)기산텔레콤,035460,2018/12,-5791304,-3327575
(주)기산텔레콤,035460,2019/12,2205257,3498486
(주)까뮤이앤씨,013700,2010/12,1651183,
(주)까뮤이앤씨,013700,2011/12,-115818356,
(주)까뮤이앤씨,013700,2012/12,-4642070,
(주)까뮤이앤씨,013700,2013/12,-12045286,
(주)까뮤이앤씨,013700,2014/12,2285412,
(주)까뮤이앤씨,013700,2015/12,5169039,
(주)까뮤이앤씨,013700,2016/12,3256253,
(주)까뮤이앤씨,013700,2017/12,8436815,
(주)까뮤이앤씨,013700,2018/12,1738796,
(주)까뮤이앤씨,013700,2019/12,13494869,
(주)까스텔바작,308100,2019/12,7090294,6869624
(주)나노,187790,2014/12,,
(주)나노,187790,2015/12,-10306565,-8990586
(주)나노,187790,2016/12,-18008880,-24388859
(주)나노,187790,2017/12,-2829878,89291
(주)나노,187790,2018/12,-5616504,-467314
(주)나노,187790,2019/12,475680,-298564
(주)나노브릭,286750,2019/12,-763049,-780552
(주)나노신소재,121600,2011/12,4707958,4687969
(주)나노신소재,121600,2012/12,-1346877,-1446732
(주)나노신소재,121600,2013/12,1129993,1166791
(주)나노신소재,121600,2014/12,3733441,3793548
(주)나노신소재,121600,2015/12,7723716,7655911
(주)나노신소재,121600,2016/12,5955088,5940058
(주)나노신소재,121600,2017/12,6795716,6827889
(주)나노신소재,121600,2018/12,7577945,7671621
(주)나노신소재,121600,2019/12,5848754,5801286
(주)나노엔텍,039860,2010/12,-6394738,-6591840
(주)나노엔텍,039860,2011/12,-11866915,-12202620
(주)나노엔텍,039860,2012/12,-6417553,-5883367
(주)나노엔텍,039860,2013/12,332876,-1236713
(주)나노엔텍,039860,2014/12,-1173219,-2464001
(주)나노엔텍,039860,2015/12,-4272310,-7471283
(주)나노엔텍,039860,2016/12,-17339841,-14798956
(주)나노엔텍,039860,2017/12,-799389,-2072184
(주)나노엔텍,039860,2018/12,3683640,3308228
(주)나노엔텍,039860,2019/12,6191104,5749945
(주)나무가,190510,2015/12,7763897,8484512
(주)나무가,190510,2016/12,-3614485,-4188413
(주)나무가,190510,2017/12,-43568385,-40918809
(주)나무가,190510,2018/12,10339276,3585210
(주)나무가,190510,2019/12,3214583,-585939
(주)나스미디어,089600,2013/12,5614730,
(주)나스미디어,089600,2014/12,7956451,
(주)나스미디어,089600,2015/12,9916024,
(주)나스미디어,089600,2016/12,11499887,11972406
(주)나스미디어,089600,2017/12,20237979,26676052
(주)나스미디어,089600,2018/12,15458417,20596334
(주)나스미디어,089600,2019/12,18656401,22484088
(주)나이벡,138610,2011/12,-1834811,
(주)나이벡,138610,2012/12,-1407065,
(주)나이벡,138610,2013/12,-3849754,
(주)나이벡,138610,2014/12,-3620685,
(주)나이벡,138610,2015/12,-2425875,
(주)나이벡,138610,2016/12,-3027189,
(주)나이벡,138610,2017/12,-2567612,
(주)나이벡,138610,2018/12,-4146156,
(주)나이벡,138610,2019/12,-2726636,
(주)나이스디앤비,130580,2011/12,2483308,
(주)나이스디앤비,130580,2012/12,3024750,
(주)나이스디앤비,130580,2013/12,3012799,
(주)나이스디앤비,130580,2014/12,3625754,
(주)나이스디앤비,130580,2015/12,4269809,4366625
(주)나이스디앤비,130580,2016/12,4342227,5728563
(주)나이스디앤비,130580,2017/12,4960968,6414092
(주)나이스디앤비,130580,2018/12,7840104,9299592
(주)나이스디앤비,130580,2019/12,9097679,11280367
(주)나이스홀딩스,034310,2010/12,16299518,26607159
(주)나이스홀딩스,034310,2011/12,6505010,33822237
(주)나이스홀딩스,034310,2012/12,17518136,44822114
(주)나이스홀딩스,034310,2013/12,8548366,63730747
(주)나이스홀딩스,034310,2014/12,8735163,53713407
(주)나이스홀딩스,034310,2015/12,6822102,62915097
(주)나이스홀딩스,034310,2016/12,18359912,90779251
(주)나이스홀딩스,034310,2017/12,5118791,92750994
(주)나이스홀딩스,034310,2018/12,-16465295,99301937
(주)나이스홀딩스,034310,2019/12,5118265,77665757
(주)나인테크,267320,2017/12,,
(주)나인테크,267320,2018/12,,
(주)나인테크,267320,2019/12,,
(주)남선알미늄,008350,2010/12,1176559,7094295
(주)남선알미늄,008350,2011/12,-2024012,24748177
(주)남선알미늄,008350,2012/12,-16536943,
(주)남선알미늄,008350,2013/12,9655705,
(주)남선알미늄,008350,2014/12,17604236,
(주)남선알미늄,008350,2015/12,14881686,
(주)남선알미늄,008350,2016/12,20399638,
(주)남선알미늄,008350,2017/12,21742400,
(주)남선알미늄,008350,2018/12,25376157,25220519
(주)남선알미늄,008350,2019/12,8338512,14479409
(주)남성,004270,2010/12,1894898,-807905
(주)남성,004270,2011/12,2680768,-1822084
(주)남성,004270,2012/12,1286317,-6862343
(주)남성,004270,2013/12,1381106,-732650
(주)남성,004270,2014/12,-700522,-3975359
(주)남성,004270,2015/12,1848869,-520743
(주)남성,004270,2016/12,1360255,1327730
(주)남성,004270,2017/12,1354923,1356665
(주)남성,004270,2018/12,-3506408,-3576375
(주)남성,004270,2019/12,-2135357,-2196177
(주)내츄럴엔도텍,168330,2013/12,19279883,
(주)내츄럴엔도텍,168330,2014/12,20760517,
(주)내츄럴엔도텍,168330,2015/12,-16896629,-15644528
(주)내츄럴엔도텍,168330,2016/12,-12887062,-13177152
(주)내츄럴엔도텍,168330,2017/12,-9645005,-8860824
(주)내츄럴엔도텍,168330,2018/12,-16506112,-23238141
(주)내츄럴엔도텍,168330,2019/12,-15322638,-16008383
(주)네오리진,094860,2010/12,-2939005,-4659690
(주)네오리진,094860,2011/12,667150,649924
(주)네오리진,094860,2012/12,-2791896,
(주)네오리진,094860,2013/12,-12396768,
(주)네오리진,094860,2014/12,-18212371,
(주)네오리진,094860,2015/12,-3377781,
(주)네오리진,094860,2016/12,674598,
