,순이익증가율,순이익증가률개별,순이익증가률연결
1989,1254789.63,11111111.11,11111111.11
1990,-42.03,-40.1,-42.03
1991,53.57,45.81,53.57
1992,-75.34,-86.67,-73.52
1993,-3012.28,-5861.24,-3012.28
1994,1254789.63,11111111.11,11111111.11
1995,1254789.63,11111111.11,11111111.11
1996,-298.27,-269.74,-298.89
1997,1254789.63,11111111.11,11111111.11
1998,1254789.63,11111111.11,11111111.11
1999,1254789.63,11111111.11,11111111.11
2000,280.27,6.03,-2.87
2001,-7.43,-11.93,-5.94
2002,-108.99,-114.51,-108.99
2003,1254789.63,11111111.11,11111111.11
2004,1254789.63,11111111.11,11111111.11
2005,120.72,101.29,120.72
2006,284.82,323.54,284.82
2007,-29.88,-30.65,-29.88
2008,-39.44,-39.29,-39.44
2009,-130.88,-113.08,-130.88
2010,1254789.63,11111111.11,11111111.11
2011,-750.84,-1880.11,-750.84
2012,1254789.63,11111111.11,11111111.11
2013,1607.57,-67.67,1607.57
2014,-43.68,-392.24,-14.88
2015,589.46,11111111.11,239.69
2016,52.14,1.38,69.48
2017,-42.74,-23.21,-32.01
2018,-39.16,-53.98,-85.91
2019,-18.95,-72.78,-1.27
2020,327.75,-292.11,663.45
2021,3.75,11111111.11,19.4
2022,-85.34,11111111.11,-85.34
2023,-409.81,-307.84,-409.81
2024,1254789.63,11111111.11,11111111.11
2025,1254789.63,11111111.11,11111111.11
2026,1254789.63,11111111.11,11111111.11
2027,1254789.63,11111111.11,11111111.11
2028,-105.21,-110.11,-115.44
2029,1254789.63,11111111.11,11111111.11
2030,1254789.63,11111111.11,11111111.11
2031,1254789.63,11111111.11,11111111.11
2032,42.06,42.06,11111111.11
2033,-227.12,-298.47,-227.12
2034,1254789.63,11111111.11,11111111.11
2035,1254789.63,11111111.11,11111111.11
2036,1254789.63,11111111.11,11111111.11
2037,-176.86,-159.58,-193.93
2038,1254789.63,11111111.11,11111111.11
2039,-121.87,-127.14,-129.74
2040,1254789.63,11111111.11,11111111.11
2041,1254789.63,11111111.11,11111111.11
2042,1254789.63,11111111.11,11111111.11
2043,-55.39,-55.39,270.72
2044,-61.3,273.59,-61.3
2045,-61.33,-59.42,-61.33
2046,-1528.9,-1478.45,-1528.9
2047,1254789.63,11111111.11,11111111.11
2048,1254789.63,11111111.11,11111111.11
2049,1254789.63,11111111.11,11111111.11
2050,-332.34,-329.53,-332.34
2051,1254789.63,11111111.11,11111111.11
2052,1254789.63,11111111.11,11111111.11
2053,-193.89,-193.89,0.0
2054,-126.48,11111111.11,-126.48
2055,1254789.63,11111111.11,11111111.11
2056,1254789.63,11111111.11,11111111.11
2057,34.19,41.53,35.33
2058,-167.18,-140.85,-167.18
2059,1254789.63,11111111.11,11111111.11
2060,1254789.63,11111111.11,11111111.11
2061,1254789.63,11111111.11,11111111.11
2062,1254789.63,11111111.11,11111111.11
2063,1254789.63,11111111.11,11111111.11
2064,1254789.63,11111111.11,11111111.11
2065,1254789.63,11111111.11,11111111.11
2066,1254789.63,11111111.11,11111111.11
2067,1254789.63,11111111.11,11111111.11
2068,-68.11,-127.47,-68.11
2069,83.58,11111111.11,83.58
2070,-46.83,-178.15,-47.15
2071,70.28,11111111.11,69.99
2072,4.35,-179.31,4.96
2073,81.11,11111111.11,81.11
2074,-151.76,-151.76,0.0
2075,-100.67,11111111.11,-100.67
2076,92.31,92.31,11111111.11
2077,38.53,148.05,50.16
2078,-81.22,-154.58,-93.76
2079,323.67,11111111.11,994.93
2080,-80.34,-80.23,-122.27
2081,679.53,2370.72,11111111.11
2082,6.41,-35.65,16.66
2083,331.25,506.34,315.26
2084,825.15,-85.84,-84.5
2085,-58.73,-54.95,-62.82
2086,-148.44,-74.49,-148.44
2087,-1075.59,-1075.59,11111111.11
2088,1254789.63,11111111.11,11111111.11
2089,1254789.63,11111111.11,11111111.11
2090,33.22,77.75,1.36
2091,160.39,144.14,196.55
2092,-143.65,-139.17,-148.91
2093,-75.56,11111111.11,11111111.11
2094,193.43,-76.7,221.17
2095,-5.46,233.17,166.57
2096,70.81,62.4,-17.6
2097,119.41,56.04,147.23
2098,16.32,-1.18,16.03
2099,219.34,709.5,151.13
2100,-65.53,-72.52,-65.17
2101,24.3,26.8,22.08
2102,-48.56,-91.22,-89.91
2103,-294.5,187.07,-294.5
2104,-53.96,-53.96,11111111.11
2105,128.1,-13.68,128.1
2106,98.97,74.24,98.97
2107,-24.65,-15.84,-24.65
2108,39.34,46.06,39.34
2109,-57.3,-57.3,-57.04
2110,88.66,88.66,90.9
2111,-23.53,-14.26,-23.53
2112,56.55,67.51,56.55
2113,-104.77,-110.53,-104.77
2114,1254789.63,11111111.11,11111111.11
2115,-354.48,11111111.11,-354.48
2116,1254789.63,11111111.11,11111111.11
2117,-72.05,202.28,-72.05
2118,-2881.61,-361.76,-2881.61
2119,1254789.63,11111111.11,11111111.11
2120,59.45,996.8,90.54
2121,-60.43,-159.17,46.2
2122,-1.11,11111111.11,-36.27
2123,108.57,122.88,108.52
2124,-33.95,-41.35,-33.93
2125,-133.2,-148.86,-133.2
2126,1254789.63,11111111.11,11111111.11
2127,41.63,44.21,40.01
2128,-58.89,-40.7,-59.66
2129,69.96,-2.35,71.45
2130,-55.35,62.17,-58.2
2131,77.84,-131.58,77.84
2132,0.0,11111111.11,0.0
2133,0.0,11111111.11,0.0
2134,0.0,11111111.11,0.0
2135,-20.55,-20.55,0.0
2136,-1104.81,-1104.81,0.0
2137,0.0,11111111.11,0.0
2138,-1346.05,-1346.05,0.0
2139,0.0,11111111.11,0.0
2140,0.0,11111111.11,0.0
2141,-177.26,-172.69,-177.26
2142,1254789.63,11111111.11,11111111.11
2143,1254789.63,11111111.11,11111111.11
2144,1254789.63,11111111.11,11111111.11
2145,1254789.63,11111111.11,11111111.11
2146,18.53,311.03,283.2
2147,-41.7,-41.57,-41.7
2148,19.72,19.16,19.72
2149,-74.44,-79.64,-74.44
2150,-962.1,-1189.34,-962.1
2151,1254789.63,11111111.11,11111111.11
2152,1254789.63,11111111.11,11111111.11
2153,-20.73,876.87,11111111.11
2154,-68.16,-41.5,-69.82
2155,118.06,56.76,112.59
2156,74.68,32.83,106.17
2157,43.2,34.36,41.77
2158,-19.6,-5.05,-19.41
2159,-51.87,-64.96,-45.27
2160,-26.79,29.12,-36.89
2161,-135.02,-184.55,-120.4
2162,157.21,11111111.11,11111111.11
2163,0.97,0.97,0.0
2164,-10.66,-10.66,0.0
2165,-49.93,-49.93,0.0
2166,37.2,37.2,0.0
2167,-31.36,17.27,-31.36
2168,-37.01,-38.01,-37.01
2169,-30.73,-33.67,-30.73
2170,-85.22,-95.86,233.9
2171,1438.33,1438.33,0.0
2172,-62.53,-62.53,0.0
2173,188.85,188.85,0.0
2174,-108.29,-108.29,0.0
2175,0.0,11111111.11,0.0
2176,-59.15,-59.15,0.0
2177,-10.79,-10.79,0.0
2178,-41.31,-41.31,0.0
2179,-56.94,852.63,0.0
2180,52.17,52.17,0.0
2181,50.27,50.27,0.0
2182,52.84,52.84,0.0
2183,-5.97,-5.97,0.0
2184,-72.35,-72.35,0.0
2185,408.3,885.94,408.3
2186,-64.18,-58.62,-64.04
2187,58.67,49.98,58.67
2188,-65.52,-67.65,-65.52
2189,0.0,0.0,0.0
2190,0.0,0.0,0.0
2191,-97.18,-94.41,-97.18
2192,1506.05,914.45,1506.05
2193,-13.3,-51.43,120.72
2194,19.29,19.29,0.0
2195,14.54,14.54,0.0
2196,-7.99,-7.99,0.0
2197,30.29,30.29,0.0
2198,25.08,25.08,0.0
2199,-26.03,-26.03,0.0
2200,-35.56,-35.56,0.0
2201,16.94,16.94,0.0
2202,226.84,84.61,-37.58
2203,58.3,21.68,54.18
2204,73.62,85.6,68.66
2205,-16.31,3.88,-16.7
2206,1677.5,1651.62,1677.5
2207,-97.11,-99.0,-96.26
2208,-73.49,-937.72,-118.13
2209,-13.93,11111111.11,11111111.11
2210,-558.06,11111111.11,-622.59
2211,-9.06,11111111.11,11111111.11
2212,-15.56,1.8,-16.63
2213,67.12,38.17,71.09
2214,10.71,12.7,12.46
2215,51.69,51.26,49.02
2216,69.72,57.24,70.32
2217,-27.24,-30.11,-27.0
2218,5.81,11.8,6.04
2219,16.59,13.82,16.91
2220,-47.49,-91.21,-54.31
2221,162.83,162.83,0.0
2222,12.98,12.98,0.0
2223,-38.51,-38.51,0.0
2224,66.01,66.01,0.0
2225,25.2,25.2,0.0
2226,-145.86,-145.86,0.0
2227,0.0,11111111.11,0.0
2228,-253.71,-253.71,0.0
2229,38.09,11111111.11,-1.02
2230,39.32,39.78,38.99
2231,-56.53,-56.67,-56.55
2232,67.28,-211.83,67.28
2233,0.0,11111111.11,0.0
2234,0.0,11111111.11,0.0
2235,-408.31,-408.31,0.0
2236,0.0,11111111.11,0.0
