회사명,거래소코드,회계년도,자산(*)(IFRS)(천원),자산(*)(IFRS연결)(천원),유형자산(*)(IFRS)(천원),유형자산(*)(IFRS연결)(천원),유동자산(*)(IFRS)(천원),유동자산(*)(IFRS연결)(천원),자본(*)(IFRS)(천원),자본(*)(IFRS연결)(천원),재고자산(*)(IFRS),재고자산(*)(IFRS연결)
(주)엑사이엔씨,54940,Dec-16,78281592,129431200,23050541,37912714,38191708,80658632,34419192,71984529,4183479,11878259
(주)엑사이엔씨,54940,Dec-17,87448878,142570221,22664459,36776806,52500381,97727823,30768453,66327709,7487450,16319772
(주)엑사이엔씨,54940,Dec-18,71594851,125384299,21105537,33337841,38198552,85269368,30961651,60742131,6954981,18370078
(주)엑사이엔씨,54940,Dec-19,83576665,143107906,21212465,34839218,49598748,101385731,27363177,61279391,6304485,19086833
(주)엑사이엔씨,54940,Dec-20,85490642,162311075,25259439,41652050,47597398,109018230,29931998,69846805,4514770,19053810
(주)엑세스바이오인코퍼레이션,950130,Dec-13,59128547,59189994,9216602,10559090,39855083,42144622,50571069,50196969,4192288,4295782
(주)엑세스바이오인코퍼레이션,950130,Dec-14,67247855,78933427,9977305,16105367,44472698,53088048,57093892,68583949,9475865,9684229
(주)엑세스바이오인코퍼레이션,950130,Dec-15,65728187,81121027,10549457,20677822,32011525,45784331,61665064,76882330,6774464,7673734
(주)엑세스바이오인코퍼레이션,950130,Dec-16,96189633,110244429,11600497,30592852,46108935,58683071,63152029,69661000,6999736,8788073
(주)엑세스바이오인코퍼레이션,950130,Dec-17,83917136,93376260,9851704,31404413,24699840,38541785,55175449,54090036,8916966,12183564
(주)엑세스바이오인코퍼레이션,950130,Dec-18,91740046,94840028,9107774,30378825,28347285,40496734,56572801,43414584,9290994,12147933
(주)엑세스바이오인코퍼레이션,950130,Dec-19,83196219,69730399,10275474,28981150,19386647,25912635,57731296,27900017,6258832,8095298
(주)엑세스바이오인코퍼레이션,950130,Dec-20,178490592,170184240,16779356,35711744,100803845,111945425,117542171,86680796,21123581,27967042
(주)엑셈,205100,Dec-14,,,,,,,,,,
(주)엑셈,205100,Dec-15,30143819,37299037,5635733,6418959,12588741,19278427,24717097,29721636,0,0
(주)엑셈,205100,Dec-16,47143680,55098712,7983592,8687351,25889231,33522643,27036055,32750106,0,0
(주)엑셈,205100,Dec-17,48294026,61720037,6309457,12042263,26083615,34106990,42198432,48550587,0,0
(주)엑셈,205100,Dec-18,64866925,77768734,7597392,12831049,44953373,51750966,58045444,64819253,0,0
(주)엑셈,205100,Dec-19,71355037,86036975,10896673,16165801,49342244,57630263,64177084,71836354,24874,24874
(주)엑셈,205100,Dec-20,78808242,94382155,22709516,28012401,43712333,52994305,71825154,80563050,0,0
(주)엑시콘,92870,Dec-15,90807958,90135933,25799101,25799101,48298745,48427650,66230699,65558674,9801737,9801737
(주)엑시콘,92870,Dec-16,94704141,94550122,25970776,25970776,42076960,43047687,70324492,70144931,9878164,9878164
(주)엑시콘,92870,Dec-17,91375430,91402727,25633317,25640977,38234226,39126292,75206685,75452361,13217121,13233180
(주)엑시콘,92870,Dec-18,107931164,107801498,23796566,23802417,54087536,55732198,80781577,80571200,14341548,14359397
(주)엑시콘,92870,Dec-19,103909825,103959650,25174561,25174561,48522747,50059092,74915967,74888412,10568211,10568211
(주)엑시콘,92870,Dec-20,116070572,117616275,26340941,26340941,50392819,51802390,96682480,98144993,7609890,7609890
(주)엔바이오니아,317870,Dec-19,30141955,,10479114,,17885485,,21553201,,2291716,
(주)엔바이오니아,317870,Dec-20,29232120,,11958222,,16297992,,20048120,,1958767,
(주)엔씨소프트,36570,Dec-10,1012702878,1023541800,179639073,196488472,651132897,722757844,804072624,761258001,200125,1308194
(주)엔씨소프트,36570,Dec-11,1144558297,1113431660,341850809,366332503,599838952,638973439,964066280,868463480,112114,1264002
(주)엔씨소프트,36570,Dec-12,1200513922,1316825985,399739331,425828132,534191268,674303526,1038823073,1020563562,111153,2038585
(주)엔씨소프트,36570,Dec-13,1390187662,1479521682,230439062,248310440,650202682,785504545,1169325796,1158763181,51495,934547
(주)엔씨소프트,36570,Dec-14,1592381848,1698826128,221825102,240839262,875418744,1019545798,1366545165,1375594614,38052,708400
(주)엔씨소프트,36570,Dec-15,2101635883,2219197320,215721100,233821887,924363837,1082774018,1794956169,1788935273,77134,685710
(주)엔씨소프트,36570,Dec-16,2277262883,2360802862,210781671,224654949,1018270459,1191628830,1920769414,1895507788,281104,665606
(주)엔씨소프트,36570,Dec-17,3461508054,3526567161,218360176,229062631,1669239629,1772726949,2753431587,2729239300,207419,513205
(주)엔씨소프트,36570,Dec-18,2882011625,2941278714,222155608,233876559,1475896161,1576408673,2421947241,2378971405,654954,1004089
(주)엔씨소프트,36570,Dec-19,3185181621,3346377400,267016187,350408848,1935418843,2087864327,2502644667,2512165431,1753031,2073250
(주)엔씨소프트,36570,Dec-20,3972964831,4081208897,269946962,368440834,2302172053,2444363386,3185132880,3144687233,415433,714583
(주)엔아이스틸,8260,Dec-10,131949844,,74989470,,48523535,,52971751,,23310359,
(주)엔아이스틸,8260,Dec-11,143559344,,73726823,,61688615,,57551005,,33876480,
(주)엔아이스틸,8260,Dec-12,142242311,,75973740,,56610604,,62905405,,24885631,
(주)엔아이스틸,8260,Dec-13,153991972,,90169157,,54557149,,68842829,,21379581,
(주)엔아이스틸,8260,Dec-14,169173823,,105458672,,54676422,,72547044,,22852686,
(주)엔아이스틸,8260,Dec-15,176627843,,129550443,,39026016,,78380632,,18210799,
(주)엔아이스틸,8260,Dec-16,207262893,,160595741,,37861306,,86854093,,11045504,
(주)엔아이스틸,8260,Dec-17,251330239,,195428559,,47360108,,98124275,,17447600,
(주)엔아이스틸,8260,Dec-18,243908883,,201115814,,38313207,,106298897,,15399783,
(주)엔아이스틸,8260,Dec-19,258675167,,201897621,,51369243,,110884711,,22212076,
(주)엔아이스틸,8260,Dec-20,287376146,,221573643,,57442411,,121439949,,21854798,
(주)엔에스,217820,Dec-15,35658200,,10364575,,24117297,,21916671,,8632367,
(주)엔에스,217820,Dec-16,32587715,33657850,10275228,11988771,19911496,20458688,23349158,23440374,7901970,7901970
(주)엔에스,217820,Dec-17,59422127,61887233,9925671,11871964,46963091,48672465,23280421,23860980,31615613,31615613
(주)엔에스,217820,Dec-18,70802820,73013623,19078767,20421291,49653703,51712581,25955737,27146217,28425706,28425706
(주)엔에스,217820,Dec-19,105242209,107444751,20087627,20913414,83403958,85971313,30620643,32220976,42889515,42889515
(주)엔에스,217820,Dec-20,93976884,95614580,21957618,22198187,69641373,72292581,39474041,40754982,28589140,28589140
(주)엔에스엔,31860,Dec-10,51756157,151365644,214424,36037439,10036558,78577761,43179420,119726169,843892,9958139
(주)엔에스엔,31860,Dec-11,45499465,171106458,182504,41879687,8620989,91881275,35815872,113409111,1893969,24612394
(주)엔에스엔,31860,Dec-12,41702878,196245161,104618,61657237,7332689,106465219,31157352,102589603,2019517,16107961
(주)엔에스엔,31860,Dec-13,41182144,35500289,2454700,2454700,5594098,5794013,30185950,24500462,1450633,1450633
(주)엔에스엔,31860,Dec-14,38413978,38088786,2588770,2588770,11353293,11418152,29856724,29516953,5168039,5168039
(주)엔에스엔,31860,Dec-15,35545931,39203012,7860977,10282330,17454639,20415567,22897607,23858888,4970366,5482664
(주)엔에스엔,31860,Dec-16,38612274,45472371,8679115,11994460,6698955,12290982,25934747,23576458,2421304,2925876
(주)엔에스엔,31860,Dec-17,36018995,32562511,8462105,8791189,7654238,9815347,23602218,20426598,2059962,2144768
(주)엔에스엔,31860,Dec-18,36079908,30673405,8084202,8501689,5948815,7041177,22461186,17305055,1560695,1610491
(주)엔에스엔,31860,Dec-19,71991449,68332140,7883526,8234951,46730973,43266246,29077954,22782661,1350015,1621435
(주)엔에스엔,31860,Dec-20,69684690,61223545,7712127,8018986,26217126,22885550,59980251,49733679,888507,982231
(주)엔에이치엔벅스,104200,Dec-10,72410002,72709100,1100816,1113168,50123442,51335085,35458780,35119207,0,0
(주)엔에이치엔벅스,104200,Dec-11,67184289,67331168,1559329,1572979,47439956,47566761,39648460,39731297,0,0
(주)엔에이치엔벅스,104200,Dec-12,53665027,53838439,1115828,1115828,34537941,34581243,35913319,36082972,0,0
(주)엔에이치엔벅스,104200,Dec-13,61177504,,801845,,36631183,,44831213,,0,
(주)엔에이치엔벅스,104200,Dec-14,70400550,,440947,,49601965,,52967130,,0,
(주)엔에이치엔벅스,104200,Dec-15,94336866,,457103,,74910237,,76301167,,0,
(주)엔에이치엔벅스,104200,Dec-16,91107066,95677069,290005,339635,57551911,64743780,67455039,69778241,0,57724
(주)엔에이치엔벅스,104200,Dec-17,87027259,91004398,99443,221666,55030119,61480454,62762740,64631576,80580,133029
(주)엔에이치엔벅스,104200,Dec-18,86663494,90437496,64843,207069,56230596,65298376,63420989,65921400,147294,147294
(주)엔에이치엔벅스,104200,Dec-19,93502488,99589700,85709,153123,62921744,71863647,68140438,70078489,360632,360632
(주)엔에이치엔벅스,104200,Dec-20,81700226,87952924,83295,204492,41456531,51646900,60250976,62512125,321645,321645
(주)엔에프씨,265740,Dec-20,77595568,77109200,41593311,41593311,33184052,32692569,50911305,50427340,5690785,6020148
(주)엔이능률,53290,Dec-10,52673426,52834686,2241930,2890563,38182235,38424276,41905217,41720377,5129221,5129221
(주)엔이능률,53290,Dec-11,58311594,58207502,2311383,2811859,42955580,43118974,45317707,44974860,4906488,4906488
(주)엔이능률,53290,Dec-12,50170479,50189633,2453685,2888278,27764777,28119832,37652619,37519611,7445778,7445778
(주)엔이능률,53290,Dec-13,58259692,57952354,2244486,2474502,34205883,34745528,41860458,41663684,5520854,5520854
(주)엔이능률,53290,Dec-14,60659355,60446383,2271775,2495268,39651519,40289412,43381125,43174721,7013587,7013587
(주)엔이능률,53290,Dec-15,65683176,65622770,2179144,2261383,45064915,45432422,47636275,47654658,8927993,8927993
(주)엔이능률,53290,Dec-16,73737567,73655413,2206710,2263052,51788261,52110074,56614981,56587693,9770482,9770482
(주)엔이능률,53290,Dec-17,89948183,90041623,3246906,3276188,58894726,59243235,55398013,55540629,18090819,18090819
(주)엔이능률,53290,Dec-18,94960503,,2424058,,67318418,,56990170,,19723148,
(주)엔이능률,53290,Dec-19,92271601,,1392865,,66016364,,57457463,,17749684,
(주)엔이능률,53290,Dec-20,89083697,,737070,,68317275,,63223380,,15467116,
(주)엔젠바이오,354200,Dec-20,49393359,,5691805,,42351452,,41449150,,1273472,
(주)엔지스테크널러지,208860,Dec-16,12291694,,2864541,,6587085,,9352972,,0,
(주)엔지스테크널러지,208860,Dec-17,11052561,,2796627,,3992180,,9368660,,0,
(주)엔지스테크널러지,208860,Dec-18,30992619,,2763386,,18189091,,10598238,,0,
(주)엔지스테크널러지,208860,Dec-19,54473350,86181796,2839174,8711835,9741423,41027069,9107090,25943248,0,3881198
(주)엔지스테크널러지,208860,Dec-20,41791273,90060084,2827884,9072501,9680462,54091243,4939188,32888970,0,4746518
(주)엔지켐생명과학,183490,Dec-18,66748831,67045474,14041227,14061484,49873109,50223760,58564716,58816590,7127739,7127739
(주)엔지켐생명과학,183490,Dec-19,83885134,84991166,14582471,14812659,62959715,63236295,73183286,74040541,7846630,7846630
(주)엔지켐생명과학,183490,Dec-20,123482363,123802206,15504392,15669213,104687888,104998821,72464633,72482540,9177837,9177837
(주)엔케이,85310,Dec-10,258305819,416876733,80919084,173385004,145410426,210418138,149051414,139101304,54801024,93972970
(주)엔케이,85310,Dec-11,270263590,440135252,83941341,176185387,141931328,225701327,144889716,160012448,53410918,93090566
(주)엔케이,85310,Dec-12,273958919,414667374,89239755,173158587,137892868,202686720,139706067,153359688,52194770,97645665
(주)엔케이,85310,Dec-13,248825512,287996685,95838625,121094812,103369029,125808463,119308931,122953627,55285749,65550440
(주)엔케이,85310,Dec-14,282523865,324613903,94803900,111152589,132657708,164965174,157293813,163591663,44510249,48680234
(주)엔케이,85310,Dec-15,282383889,310948108,94804602,109535406,125839736,144520537,166889059,166759937,37034761,41777166
(주)엔케이,85310,Dec-16,231412073,252420279,103190686,115629649,59766017,72096619,135654807,133316428,17579897,20753777
(주)엔케이,85310,Dec-17,212585731,241293977,94876653,115174453,39679189,65353491,164237074,154558677,11337721,23230235
(주)엔케이,85310,Dec-18,191389853,205486074,80137889,89619524,53662482,72180421,126667348,120902601,7709118,13834775
(주)엔케이,85310,Dec-19,130997967,145821945,64742383,73638843,32050729,47903445,89764184,89696648,4248707,9049844
(주)엔케이,85310,Dec-20,141396969,140196786,40861743,40868938,65320243,70938171,90846971,89478356,2569238,2569238
(주)엔케이맥스,182400,Dec-15,32344298,32368511,1392241,1443642,29880181,29965394,28757414,28757414,3114835,3114835
(주)엔케이맥스,182400,Dec-16,64832937,67511554,2290544,2389188,54326626,54707995,38109597,40676303,3869590,4138941
(주)엔케이맥스,182400,Dec-17,53553028,54044211,2984005,3129721,31685618,32081731,39775229,39949814,3912352,4154595
(주)엔케이맥스,182400,Dec-18,73182927,70564688,2708710,2837346,21619479,22102649,37629370,34883686,3183511,3274641
(주)엔케이맥스,182400,Dec-19,174102001,182158965,11695893,31382340,15823608,22201328,114465789,107512736,2645309,4008424
(주)엔케이맥스,182400,Dec-20,205208762,205307526,14493808,33461103,45608034,47017106,136010857,120000863,2995839,3808998
(주)엔텔스,69410,Dec-10,38416953,,105377,,33005073,,21128540,,0,
(주)엔텔스,69410,Dec-11,38184726,,283291,,32132752,,26125290,,0,
(주)엔텔스,69410,Dec-12,50539359,50524789,611418,620087,43302850,43375566,34891918,34905340,0,0
(주)엔텔스,69410,Dec-13,62508777,62619981,890597,904921,53527900,53720736,40865297,40966720,0,0
(주)엔텔스,69410,Dec-14,58561816,59041549,2866241,2920827,31651845,32045416,44908485,45324051,0,0
(주)엔텔스,69410,Dec-15,51167824,51116244,2707075,2750100,23587719,23809006,42141827,42035018,376659,376659
(주)엔텔스,69410,Dec-16,53798633,53274545,2388971,2422185,23872432,24144263,42888679,42234485,376659,376659
(주)엔텔스,69410,Dec-17,55633682,55523372,2265028,2300131,27638018,28132352,38839634,38675684,339058,339058
(주)엔텔스,69410,Dec-18,54963992,56119424,2424757,2492352,29516815,30186561,39586890,40680049,0,0
(주)엔텔스,69410,Dec-19,64698343,65880953,3345149,3437478,40357873,41109384,41097004,42148581,0,0
(주)엔텔스,69410,Dec-20,59828078,60524429,3296110,3421860,44207022,44550102,48123588,49084200,0,0
(주)엔투텍,227950,Dec-15,,,,,,,,,,
(주)엔투텍,227950,Dec-16,,,,,,,,,,
(주)엔투텍,227950,Dec-17,,,,,,,,,,
(주)엔투텍,227950,Dec-18,28645495,28652327,11879148,11879148,13816868,13835255,13696460,13702677,6800298,6800298
(주)엔투텍,227950,Jun-20,107636764,109012108,15463816,16334367,27755819,30900791,46325518,45773142,2620494,2692015
(주)엔피,291230,Dec-18,,,,,,,,,,
(주)엔피,291230,Dec-19,,,,,,,,,,
(주)엔피,291230,Dec-20,,,,,,,,,,
(주)엔피디,198080,Dec-20,116857119,175762635,343580,56050153,53681338,102653487,85527303,82869175,36609,32216499
(주)엔피케이,48830,Dec-10,32364152,39380710,13960590,17442684,10884618,18895357,17895145,21178864,3312836,4072870
(주)엔피케이,48830,Dec-11,37651447,43296964,18376299,21963130,11913792,18975669,18083519,21387312,4106316,5001027
(주)엔피케이,48830,Dec-12,34559654,39235205,16723213,20005458,10442888,16885128,18898132,21611607,4054148,4921899
(주)엔피케이,48830,Dec-13,38776070,42998254,17358834,20393426,13907161,20122347,20013137,22981566,4058061,4856586
(주)엔피케이,48830,Dec-14,50621077,54593939,23570672,26283179,19290282,25244506,27796370,30700788,3900088,4757742
(주)엔피케이,48830,Dec-15,52331301,56610119,35132976,37635457,8714578,15515268,26769232,29740014,3306462,4248918
(주)엔피케이,48830,Dec-16,59317242,64342633,35945846,38406006,14445703,22000872,29233161,31628314,3890683,4909979
(주)엔피케이,48830,Dec-17,70898643,76628791,34656660,37611635,27339193,35237973,41172194,43236237,3317647,4620884
(주)엔피케이,48830,Dec-18,73538841,76952969,32351731,37081579,23417343,32681783,41830964,41476070,3015300,3978102
(주)엔피케이,48830,Dec-19,76431276,76532516,30115552,44410113,16325869,25775431,42063703,40316381,3386682,3454216
(주)엔피케이,48830,Dec-20,75444598,73421232,27185755,44420345,17562919,21414177,42873929,38820923,3181738,3561714
(주)엘디티,96870,Dec-10,21945879,,984900,,13065985,,18320087,,2154329,
(주)엘디티,96870,Dec-11,27337299,,2178435,,15805349,,21743880,,2065638,
(주)엘디티,96870,Dec-12,28072188,,4855516,,13195238,,23494520,,2392124,
(주)엘디티,96870,Dec-13,22324183,,2839063,,10647385,,18884059,,2002084,
(주)엘디티,96870,Dec-14,20575093,,2683344,,9408705,,16601268,,1658604,
(주)엘디티,96870,Dec-15,20326405,,2537557,,9186664,,17014822,,1664782,
(주)엘디티,96870,Dec-16,17224689,,2405438,,7495375,,14617140,,2620368,
(주)엘디티,96870,Dec-17,11690183,,2338433,,5343894,,10852940,,1863698,
(주)엘디티,96870,Dec-18,12055038,,2265257,,5812502,,11280317,,1317829,
(주)엘디티,96870,Dec-19,11824918,,2201600,,5667297,,9881656,,1949990,
(주)엘디티,96870,Dec-20,13910039,,2103025,,8219389,,11230178,,2170525,
(주)엘아이에스,138690,Dec-11,53140768,,13521006,,36596424,,36416230,,9256147,
(주)엘아이에스,138690,Dec-12,45405999,45276856,13191662,13197928,23873691,24071753,22908383,22776527,4623935,4623935
(주)엘아이에스,138690,Dec-13,47276255,46934282,13959432,13964099,22788855,23235323,21270940,20801760,5059475,5059475
(주)엘아이에스,138690,Dec-14,44507880,44833423,13378334,13421968,28467016,28905256,10645042,10848579,5377193,5377193
(주)엘아이에스,138690,Dec-15,87150249,103381228,11870812,27996562,36524795,53462809,54352765,52339571,5358754,7168316
(주)엘아이에스,138690,Dec-16,107605136,132060494,10017980,33482433,53764951,71941728,47940564,50627150,30053092,32574449
(주)엘아이에스,138690,Dec-17,145107137,167464013,38426920,58415314,73666936,75628642,16631857,22226365,49745207,50561672
(주)엘아이에스,138690,Dec-18,126320553,141480969,50515946,69279273,28603161,28158844,37921383,35518286,13342824,13451634
(주)엘아이에스,138690,Dec-19,216697256,217824901,53964941,54024095,108744167,109935940,41735067,41827401,62165712,62659736
(주)엘아이에스,138690,Dec-20,200077353,203289107,45605479,58993160,64891744,55217293,46772450,44147920,40124893,40596017
(주)엘앤씨바이오,290650,Dec-18,56940093,57378891,4362772,4901817,49526618,49905885,52598625,52799430,5580743,5580743
(주)엘앤씨바이오,290650,Dec-19,64048897,66226107,5874079,7287415,44905183,46090063,59116844,60270757,6229655,6229655
(주)엘앤씨바이오,290650,Dec-20,73528772,80575589,6877336,9482536,44475827,45500681,56458545,61252890,8084641,8084641
(주)엘앤에프,66970,Dec-10,65557251,87328369,27987283,37851285,25245882,36378757,41948859,45214619,8574890,15878298
(주)엘앤에프,66970,Dec-11,73830765,120423703,33797772,54591758,25373150,52522026,39386986,47241191,12826933,30336941
(주)엘앤에프,66970,Dec-12,72562196,142804996,33273924,65501348,24904911,62488908,39076284,48578013,11355484,31915594
(주)엘앤에프,66970,Dec-13,87786567,157916669,47943633,79338087,29141343,66010705,43420545,51845390,12773499,28528392
(주)엘앤에프,66970,Dec-14,92569886,162689125,45903418,75019660,35497290,73641226,52758735,60899950,18806923,35021240
(주)엘앤에프,66970,Dec-15,109094064,168390495,58172658,83285806,34522764,70074091,50412615,59089214,18374818,37347477
(주)엘앤에프,66970,Dec-16,176666557,202669011,68781061,84802541,94543034,106903880,91270904,87351068,55546043,63814523
(주)엘앤에프,66970,Dec-17,240064894,265476273,80917081,96528154,143897133,160906484,127703399,123304860,73807775,84581602
(주)엘앤에프,66970,Dec-18,302409617,330981611,103638412,121751799,180975225,199012035,146095525,142989495,106244984,121263134
(주)엘앤에프,66970,Dec-19,393357840,416201279,177736134,196500852,195459034,206225288,133023802,131820533,126870202,138611898
(주)엘앤에프,66970,Dec-20,445906220,466217399,219403394,237424711,200633716,212043544,198734455,197605846,95922513,105275505
(주)엘앤케이바이오메드,156100,Dec-16,86707375,89799774,6401164,8123202,58336159,58308074,60429350,57500893,5855674,11436308
(주)엘앤케이바이오메드,156100,Dec-17,86909995,89594643,6145715,6986945,44096764,49679903,43836305,40398050,7616248,13178697
(주)엘앤케이바이오메드,156100,Dec-18,91005205,91837016,5822289,6781195,44145906,53654811,47198338,42051686,13106390,20213385
(주)엘앤케이바이오메드,156100,Dec-19,72235719,71663905,3588374,4700913,35573955,42967395,39183611,30867474,12100741,19263454
(주)엘앤케이바이오메드,156100,Dec-20,73465624,58963968,4776172,5249651,33876522,32043934,53711509,31735187,11039649,19357838
(주)엘에스,6260,Dec-10,1799072000,8816873000,56026000,2556508000,28267000,4178193000,1634854000,2723841000,0,1294295000
(주)엘에스,6260,Dec-11,1830285000,9957828000,54157000,2850122000,40340000,4860946000,1662893000,2786068000,0,1456780000
(주)엘에스,6260,Dec-12,1828317000,10088230000,52255000,2754689000,37775000,5357499000,1697531000,2890298000,0,1408322000
(주)엘에스,6260,Dec-13,1814856000,10006806000,52049000,2765839000,22574000,5261154000,1725121000,3007137000,0,1812983000
(주)엘에스,6260,Dec-14,2150823000,10335736000,50269000,2669820000,40330000,5603826000,1743135000,3033108000,0,1662810000
(주)엘에스,6260,Dec-15,2211482000,9881465000,48645000,2583443000,86423000,5329537000,1817572000,2953587000,0,1565667000
(주)엘에스,6260,Dec-16,2205888000,9713037000,47214000,2486954000,59713000,5255222000,1822294000,3255234000,0,1494685000
(주)엘에스,6260,Dec-17,2208999000,9978904000,45965000,1957684000,26446000,6104907000,1858248000,3632110000,0,1418465000
(주)엘에스,6260,Dec-18,2315648000,10490289000,47286000,2247103000,62528000,5977496000,2060030000,4359561000,0,1539923000
(주)엘에스,6260,Dec-19,3502957000,10763512000,46911000,2283401000,143311000,6016433000,3196354000,4271328000,0,1512174000
(주)엘에스,6260,Dec-20,3619489000,11660540000,45755000,2386919000,178289000,6692220000,3310573000,4448497000,0,1655435000
(주)엘에스네트웍스,680,Dec-10,1086960534,1224825466,165218307,167513079,154056179,174265756,696875573,794971404,86071843,101583472
(주)엘에스네트웍스,680,Dec-11,1195737795,1342185570,198827775,215418618,201405433,210100286,682409673,792385103,148123634,151234383
(주)엘에스네트웍스,680,Dec-12,1257202779,1403958523,217335499,233685481,265113560,275800394,694768211,801207157,174386887,179821484
(주)엘에스네트웍스,680,Dec-13,1295192276,1432244357,192725807,275630793,274350598,299226600,665921627,760111358,170280431,184238221
(주)엘에스네트웍스,680,Dec-14,1412632454,1590408230,180456356,263276570,410012559,433711852,643658866,769353306,193257145,202138237
(주)엘에스네트웍스,680,Dec-15,1314804965,1521083340,150536582,217047443,361746453,389329292,542119840,689885574,203098703,210505444
(주)엘에스네트웍스,680,Dec-16,1073362855,1261322782,113385622,183017504,149953407,244676781,471155280,602932773,81933592,144146680
(주)엘에스네트웍스,680,Dec-17,1047717136,1273488634,41967021,113680978,170994451,261759827,479499299,622851050,85890783,140180110
(주)엘에스네트웍스,680,Dec-18,1028330122,1273639855,45429157,113120345,179321303,259701337,465041744,638148487,92795657,137428006
(주)엘에스네트웍스,680,Dec-19,1036062846,1168087094,45586439,111191109,197287378,267728910,423435876,519411342,96380123,137582273
(주)엘에스네트웍스,680,Dec-20,1178428091,1228401794,34243622,98329697,211459754,277925725,462198551,493208666,81745775,114736141
(주)엘에프,93050,Dec-10,970269917,976873609,320265549,327585911,449250357,456946773,741620734,741627309,249654962,251542193
(주)엘에프,93050,Dec-11,1152310780,1172742302,342450037,354887645,569949090,604208696,836144983,824935983,412570405,427792876
(주)엘에프,93050,Dec-12,1202450421,1208059897,338118489,350769711,600985604,639692802,904878675,874708113,321041438,333810484
(주)엘에프,93050,Dec-13,1305043867,1291580454,327272884,348381895,688486453,732454175,981050493,914947992,248793907,268292416
(주)엘에프,93050,Dec-14,1418950059,1402966835,319455132,340373680,819809190,868801961,1066022383,982963474,279725700,304467303
(주)엘에프,93050,Dec-15,1374419707,1474852964,298978585,330111770,870765845,945950955,1043073452,1017555480,321903497,357452332
(주)엘에프,93050,Dec-16,1466740985,1581137589,278613509,312021145,990842174,1061103896,1082969127,1052185230,278759560,308640245
(주)엘에프,93050,Dec-17,1460551696,1594829433,331440906,389372234,766848079,871862854,1120390995,1103322258,296291673,338881970
(주)엘에프,93050,Dec-18,1506189440,1651840925,338743732,405402825,843332482,970064184,1186282646,1183428503,320569936,370262587
(주)엘에프,93050,Dec-19,1661805714,2417125014,407914040,522764393,729996355,961976492,1243180957,1391539546,303380495,372749342
(주)엘에프,93050,Dec-20,1709663457,2479439884,343702214,541311747,730542137,1082925012,1258493941,1414420667,226663807,304764061
(주)엘엑스세미콘,108320,Dec-10,241982695,241982695,13950804,13950804,221417693,221417693,204741958,204741958,16695263,16695263
(주)엘엑스세미콘,108320,Dec-11,268735010,268392727,13532724,13678071,235710236,244383505,221267173,220850247,28438297,28438297
(주)엘엑스세미콘,108320,Dec-12,337342406,336188904,13318253,13555478,296621006,300990901,256928588,255763080,42290805,42290805
(주)엘엑스세미콘,108320,Dec-13,346955900,344920968,15715593,15929797,301989271,305353454,276016595,273931893,31220004,31220004
(주)엘엑스세미콘,108320,Dec-14,376450306,376383183,14982236,15007636,336577936,336622735,298863516,298790617,23659651,23659651
(주)엘엑스세미콘,108320,Dec-15,463024484,463008332,15024102,15040487,412445508,412540991,347541803,347578477,59510710,59510710
(주)엘엑스세미콘,108320,Dec-16,485935865,485997742,15261211,15266918,440305213,440498707,380515523,380678080,58285294,58285294
(주)엘엑스세미콘,108320,Dec-17,543846281,544294125,15188032,15208687,496552390,497749254,411511429,412225422,61011274,61011274
(주)엘엑스세미콘,108320,Dec-18,607248819,607558306,21717533,22952603,506873236,508162893,445917236,446613568,104091110,104091110
(주)엘엑스세미콘,108320,Dec-19,629264178,629733290,30647327,31623158,517493203,519232825,471157194,472206795,118843368,118843368
(주)엘엑스세미콘,108320,Dec-20,749887918,750602339,32014044,33160185,627616746,629332380,531018410,532284504,135264908,135264908
(주)엘엑스인터내셔널,1120,Dec-10,2727970783,4305503279,34615395,106869452,1417855984,2801986337,884598084,1031467852,218151705,824830581
(주)엘엑스인터내셔널,1120,Dec-11,3466189083,4941008405,59459292,118280446,1750840998,3113824021,1251874995,1354879473,181508442,657115079
(주)엘엑스인터내셔널,1120,Dec-12,3188100089,4957521910,56644689,133036929,1345113313,2935562557,1463216173,1615613063,81914847,672054722
(주)엘엑스인터내셔널,1120,Dec-13,3093789106,4877002582,40574665,88852964,1150007816,2799016679,1471807500,1613497110,76448454,689356724
(주)엘엑스인터내셔널,1120,Dec-14,2933571676,4896827844,35881735,96305491,1050957219,2830186504,1417621657,1565231283,151810919,1047286099
(주)엘엑스인터내셔널,1120,Dec-15,2925629721,5383467294,29314762,333516484,876444218,3074134953,1273925615,1543314623,131276476,724259538
(주)엘엑스인터내셔널,1120,Dec-16,2842435626,5177266513,33854135,551670385,658810351,2671936984,1252247332,1645358098,84984934,517303438
(주)엘엑스인터내셔널,1120,Dec-17,2728803700,4967601556,29789679,552520113,656716341,2554249852,1199187542,1585460436,135354799,598074634
(주)엘엑스인터내셔널,1120,Dec-18,2697222673,5038072461,27706266,669022392,640795642,2558402868,1134651524,1549537633,126650668,514101141
(주)엘엑스인터내셔널,1120,Dec-19,2527925654,4875982304,18887613,764608221,611125954,2484044502,1207953763,1548616050,132380779,519298712
(주)엘엑스인터내셔널,1120,Dec-20,2610761219,5395942204,16304556,742371969,770389037,3162826737,1369224039,1758330998,53456322,645123144
(주)엘엑스하우시스,108670,Dec-10,1381484000,1519693000,492527000,635898000,698183000,810434000,714782000,695915000,76194000,147922000
