회사명,거래소코드,회계년도,당좌자산회전률(IFRS),당좌자산회전률(IFRS연결),순운전자본회전률(IFRS),순운전자본회전률(IFRS연결),당좌자산회전률,순운전자본회전률
(주)엑시콘,92870,2017/12,2.32,2.28,1.21,1.21,2.28,1.21
(주)엑시콘,92870,2018/12,1.74,1.68,0.98,0.96,1.68,0.96
(주)엑시콘,92870,2019/12,0.98,0.95,0.54,0.53,0.95,0.53
(주)엔바이오니아,317870,2019/12,0.92,,0.55,,0.92,0.55
(주)엔씨소프트,36570,2011/12,0.8,0.9,0.65,0.7,0.9,0.7
(주)엔씨소프트,36570,2012/12,0.84,1.15,0.68,0.86,1.15,0.86
(주)엔씨소프트,36570,2013/12,0.9,1.04,0.72,0.78,1.04,0.78
(주)엔씨소프트,36570,2014/12,0.8,0.93,0.66,0.73,0.93,0.73
(주)엔씨소프트,36570,2015/12,0.69,0.8,0.56,0.62,0.8,0.62
(주)엔씨소프트,36570,2016/12,0.77,0.87,0.63,0.68,0.87,0.68
(주)엔씨소프트,36570,2017/12,1.15,1.19,0.95,0.95,1.19,0.95
(주)엔씨소프트,36570,2018/12,0.97,1.02,0.78,0.8,1.02,0.8
(주)엔씨소프트,36570,2019/12,0.9,0.93,0.74,0.74,0.93,0.74
(주)엔아이스틸,8260,2011/12,4.05,,0.82,,4.05,0.82
(주)엔아이스틸,8260,2012/12,3.54,,0.83,,3.54,0.83
(주)엔아이스틸,8260,2013/12,3.74,,1.1,,3.74,1.1
(주)엔아이스틸,8260,2014/12,3.89,,1.06,,3.89,1.06
(주)엔아이스틸,8260,2015/12,4.5,,0.98,,4.5,0.98
(주)엔아이스틸,8260,2016/12,4.8,,0.94,,4.8,0.94
(주)엔아이스틸,8260,2017/12,5.31,,1.05,,5.31,1.05
(주)엔아이스틸,8260,2018/12,5.71,,1.02,,5.71,1.02
(주)엔아이스틸,8260,2019/12,5.69,,0.93,,5.69,0.93
(주)엔에스,217820,2015/12,2.86,,1.03,,2.86,1.03
(주)엔에스,217820,2016/12,1.95,2.36,0.87,1.04,2.36,1.04
(주)엔에스,217820,2017/12,2.65,2.85,0.66,0.74,2.85,0.74
(주)엔에스,217820,2018/12,2.39,2.51,0.52,0.58,2.51,0.58
(주)엔에스,217820,2019/12,1.88,1.96,0.51,0.56,1.96,0.56
(주)엔에스엔,31860,2011/12,1.44,3.17,0.96,1.57,3.17,1.57
(주)엔에스엔,31860,2012/12,0.88,3.72,0.4,1.86,3.72,1.86
(주)엔에스엔,31860,2013/12,1.18,0.12,0.39,0.06,0.12,0.06
(주)엔에스엔,31860,2014/12,2.6,2.53,0.79,0.78,2.53,0.78
(주)엔에스엔,31860,2015/12,1.94,1.76,0.75,0.7,1.76,0.7
(주)엔에스엔,31860,2016/12,1.04,1.55,0.36,0.57,1.55,0.57
(주)엔에스엔,31860,2017/12,1.06,0.61,0.28,0.19,0.61,0.19
(주)엔에스엔,31860,2018/12,2.06,1.57,0.56,0.51,1.57,0.51
(주)엔에스엔,31860,2019/12,0.37,0.65,0.17,0.29,0.65,0.29
(주)엔에이치엔벅스,104200,2011/12,0.97,0.96,0.59,0.59,0.96,0.59
(주)엔에이치엔벅스,104200,2012/12,1.23,1.23,0.81,0.81,1.23,0.81
(주)엔에이치엔벅스,104200,2013/12,1.62,,1.11,,1.62,1.11
(주)엔에이치엔벅스,104200,2014/12,1.27,,0.92,,1.27,0.92
(주)엔에이치엔벅스,104200,2015/12,0.98,,0.77,,0.98,0.77
(주)엔에이치엔벅스,104200,2016/12,1.08,1.13,0.83,0.82,1.13,0.82
(주)엔에이치엔벅스,104200,2017/12,1.58,1.47,1.12,1.06,1.47,1.06
(주)엔에이치엔벅스,104200,2018/12,1.52,1.42,1.09,1.03,1.42,1.03
(주)엔에이치엔벅스,104200,2019/12,1.37,1.24,1.0,0.92,1.24,0.92
(주)엔이능률,53290,2011/12,1.34,1.33,0.92,0.91,1.33,0.91
(주)엔이능률,53290,2012/12,1.77,1.76,1.1,1.09,1.76,1.09
(주)엔이능률,53290,2013/12,2.27,2.23,1.27,1.26,2.23,1.26
(주)엔이능률,53290,2014/12,1.73,1.69,1.02,1.01,1.69,1.01
(주)엔이능률,53290,2015/12,1.55,1.52,0.92,0.92,1.52,0.92
(주)엔이능률,53290,2016/12,1.37,1.36,0.84,0.84,1.36,0.84
(주)엔이능률,53290,2017/12,1.39,1.38,0.73,0.73,1.38,0.73
(주)엔이능률,53290,2018/12,1.95,,0.92,,1.95,0.92
(주)엔이능률,53290,2019/12,1.77,,0.87,,1.77,0.87
(주)엔지스테크널러지,208860,2016/12,0.56,,0.39,,0.56,0.39
(주)엔지스테크널러지,208860,2017/12,0.64,,0.45,,0.64,0.45
(주)엔지스테크널러지,208860,2018/12,0.38,,0.19,,0.38,0.19
(주)엔지스테크널러지,208860,2019/12,0.31,0.17,0.1,0.08,0.17,0.08
(주)엔지켐생명과학,183490,2018/12,1.03,0.72,0.68,0.55,0.72,0.55
(주)엔지켐생명과학,183490,2019/12,0.64,0.64,0.5,0.49,0.64,0.49
(주)엔케이,85310,2011/12,2.13,2.13,0.8,0.61,2.13,0.61
(주)엔케이,85310,2012/12,2.18,2.07,0.82,0.57,2.07,0.57
(주)엔케이,85310,2013/12,2.55,2.71,0.77,0.67,2.71,0.67
(주)엔케이,85310,2014/12,3.05,2.74,0.93,0.87,2.74,0.87
(주)엔케이,85310,2015/12,2.67,2.29,1.08,0.92,2.29,0.92
(주)엔케이,85310,2016/12,2.41,2.14,0.9,0.77,2.14,0.77
(주)엔케이,85310,2017/12,2.36,2.61,0.73,0.76,2.61,0.76
(주)엔케이,85310,2018/12,2.03,2.16,0.79,0.75,2.16,0.75
(주)엔케이,85310,2019/12,2.39,2.23,0.99,0.88,2.23,0.88
(주)엔케이맥스,182400,2015/12,0.16,0.16,0.13,0.13,0.16,0.13
(주)엔케이맥스,182400,2016/12,0.18,0.18,0.16,0.16,0.18,0.16
(주)엔케이맥스,182400,2017/12,0.12,0.12,0.1,0.1,0.12,0.1
(주)엔케이맥스,182400,2018/12,0.26,0.27,0.16,0.17,0.27,0.17
(주)엔케이맥스,182400,2019/12,0.42,0.47,0.16,0.17,0.47,0.17
(주)엔텔스,69410,2011/12,1.41,,0.98,,1.41,0.98
(주)엔텔스,69410,2012/12,1.43,1.24,1.06,0.92,1.24,0.92
(주)엔텔스,69410,2013/12,1.26,1.26,0.91,0.91,1.26,0.91
(주)엔텔스,69410,2014/12,1.51,1.5,1.07,1.07,1.5,1.07
(주)엔텔스,69410,2015/12,1.65,1.63,1.17,1.16,1.63,1.16
(주)엔텔스,69410,2016/12,2.41,2.39,1.67,1.66,2.39,1.66
(주)엔텔스,69410,2017/12,1.84,1.82,1.18,1.17,1.82,1.17
(주)엔텔스,69410,2018/12,2.18,2.15,1.39,1.38,2.15,1.38
(주)엔텔스,69410,2019/12,1.69,1.69,1.1,1.1,1.69,1.1
(주)엔투텍,227950,2015/12,,,,,,
(주)엔투텍,227950,2016/12,,,,,,
(주)엔투텍,227950,2017/12,,,,,,
(주)엔투텍,227950,2018/12,2.71,2.72,0.75,0.76,2.72,0.76
(주)엔피,291230,2018/12,,,,,,
(주)엔피,291230,2019/12,,,,,,
(주)엔피케이,48830,2011/12,7.34,5.02,2.67,2.14,5.02,2.14
(주)엔피케이,48830,2012/12,7.22,5.4,2.59,2.47,5.4,2.47
(주)엔피케이,48830,2013/12,7.18,4.95,2.9,2.34,4.95,2.34
(주)엔피케이,48830,2014/12,4.2,3.5,1.93,1.76,3.5,1.76
(주)엔피케이,48830,2015/12,4.68,3.72,1.94,1.8,3.72,1.8
(주)엔피케이,48830,2016/12,7.09,4.76,2.49,2.16,4.76,2.16
(주)엔피케이,48830,2017/12,3.62,3.06,1.77,1.6,3.06,1.6
(주)엔피케이,48830,2018/12,2.63,2.27,1.53,1.36,2.27,1.36
(주)엔피케이,48830,2019/12,3.71,2.55,2.03,1.56,2.55,1.56
(주)엘디티,96870,2011/12,2.55,,1.93,,2.55,1.93
(주)엘디티,96870,2012/12,2.51,,1.82,,2.51,1.82
(주)엘디티,96870,2013/12,0.94,,0.66,,0.94,0.66
(주)엘디티,96870,2014/12,0.86,,0.61,,0.86,0.61
(주)엘디티,96870,2015/12,1.24,,0.88,,1.24,0.88
(주)엘디티,96870,2016/12,1.23,,0.8,,1.23,0.8
(주)엘디티,96870,2017/12,2.23,,1.28,,2.23,1.28
(주)엘디티,96870,2018/12,1.8,,1.15,,1.8,1.15
(주)엘디티,96870,2019/12,1.69,,1.01,,1.69,1.01
(주)엘아이에스,138690,2011/12,2.62,,1.26,,2.62,1.26
(주)엘아이에스,138690,2012/12,0.87,1.05,0.49,0.61,1.05,0.61
(주)엘아이에스,138690,2013/12,2.27,2.24,1.07,1.06,2.24,1.06
(주)엘아이에스,138690,2014/12,1.8,1.77,0.71,0.71,1.77,0.71
(주)엘아이에스,138690,2015/12,3.7,3.49,1.61,1.61,3.49,1.61
(주)엘아이에스,138690,2016/12,1.18,2.4,0.39,0.9,2.4,0.9
(주)엘아이에스,138690,2017/12,3.21,2.85,0.53,0.53,2.85,0.53
(주)엘아이에스,138690,2018/12,10.74,10.63,1.4,1.25,10.63,1.25
(주)엘아이에스,138690,2019/12,4.61,4.68,0.79,0.76,4.68,0.76
(주)엘앤씨바이오,290650,2018/12,0.74,0.48,0.57,0.4,0.48,0.4
(주)엘앤씨바이오,290650,2019/12,0.61,0.69,0.5,0.57,0.69,0.57
(주)엘앤에프,66970,2011/12,8.65,9.88,2.69,2.56,9.88,2.56
(주)엘앤에프,66970,2012/12,9.47,9.07,2.52,2.19,9.07,2.19
(주)엘앤에프,66970,2013/12,6.34,6.64,1.76,1.75,6.64,1.75
(주)엘앤에프,66970,2014/12,7.58,6.46,2.1,1.75,6.46,1.75
(주)엘앤에프,66970,2015/12,7.2,6.59,2.01,1.75,6.59,1.75
(주)엘앤에프,66970,2016/12,7.94,6.59,2.05,1.59,6.59,1.59
(주)엘앤에프,66970,2017/12,6.59,6.75,1.9,1.78,6.75,1.78
(주)엘앤에프,66970,2018/12,6.83,6.56,1.91,1.67,6.56,1.67
(주)엘앤에프,66970,2019/12,4.35,4.31,0.95,0.85,4.31,0.85
(주)엘앤케이바이오메드,156100,2016/12,0.69,0.92,0.45,0.49,0.92,0.49
(주)엘앤케이바이오메드,156100,2017/12,0.49,0.76,0.27,0.36,0.76,0.36
(주)엘앤케이바이오메드,156100,2018/12,0.68,0.9,0.28,0.33,0.9,0.33
(주)엘앤케이바이오메드,156100,2019/12,0.71,0.9,0.27,0.29,0.9,0.29
(주)엘에스,6260,2011/12,2.69,3.93,0.64,1.5,3.93,1.5
(주)엘에스,6260,2012/12,2.67,3.23,0.63,1.32,3.23,1.32
(주)엘에스,6260,2013/12,3.44,3.09,0.82,1.21,3.09,1.21
(주)엘에스,6260,2014/12,3.11,2.95,0.85,1.13,2.95,1.13
(주)엘에스,6260,2015/12,2.15,2.6,0.92,1.05,2.6,1.05
(주)엘에스,6260,2016/12,1.14,2.56,0.38,1.02,2.56,1.02
(주)엘에스,6260,2017/12,2.68,2.25,0.48,0.97,2.25,0.97
(주)엘에스,6260,2018/12,5.44,2.22,0.96,1.0,2.22,1.0
(주)엘에스,6260,2019/12,0.85,2.28,0.34,1.02,2.28,1.02
(주)엘에스네트웍스,680,2011/12,6.98,6.9,1.78,1.75,6.9,1.75
(주)엘에스네트웍스,680,2012/12,8.88,8.46,1.43,1.42,8.46,1.42
(주)엘에스네트웍스,680,2013/12,7.14,7.31,1.36,1.44,7.31,1.44
(주)엘에스네트웍스,680,2014/12,5.27,5.49,1.27,1.36,5.49,1.36
(주)엘에스네트웍스,680,2015/12,3.68,3.95,0.84,0.93,3.95,0.93
(주)엘에스네트웍스,680,2016/12,2.96,3.49,0.57,0.72,3.49,0.72
(주)엘에스네트웍스,680,2017/12,3.08,3.99,0.43,0.66,3.99,0.66
(주)엘에스네트웍스,680,2018/12,2.39,3.66,0.4,0.71,3.66,0.71
(주)엘에스네트웍스,680,2019/12,2.32,3.19,0.6,0.89,3.19,0.89
(주)엘에프,93050,2011/12,7.9,8.16,1.96,1.66,8.16,1.66
(주)엘에프,93050,2012/12,6.36,6.08,1.77,1.72,6.08,1.72
(주)엘에프,93050,2013/12,3.94,3.86,1.71,1.63,3.86,1.63
(주)엘에프,93050,2014/12,2.83,2.84,1.47,1.4,2.84,1.4
(주)엘에프,93050,2015/12,2.63,2.73,1.41,1.35,2.73,1.35
(주)엘에프,93050,2016/12,2.19,2.28,1.21,1.14,2.28,1.14
(주)엘에프,93050,2017/12,2.35,2.49,1.25,1.2,2.49,1.2
(주)엘에프,93050,2018/12,2.85,3.01,1.42,1.38,3.01,1.38
(주)엘에프,93050,2019/12,2.96,3.11,1.43,1.26,3.11,1.26
(주)엘엑스세미콘,108320,2011/12,1.46,1.43,1.11,1.1,1.43,1.1
(주)엘엑스세미콘,108320,2012/12,2.05,1.99,1.43,1.41,1.99,1.41
(주)엘엑스세미콘,108320,2013/12,1.56,1.54,1.1,1.09,1.54,1.09
(주)엘엑스세미콘,108320,2014/12,1.34,1.33,1.0,0.99,1.33,0.99
(주)엘엑스세미콘,108320,2015/12,1.61,1.61,1.15,1.15,1.61,1.15
(주)엘엑스세미콘,108320,2016/12,1.66,1.66,1.15,1.15,1.66,1.15
(주)엘엑스세미콘,108320,2017/12,1.69,1.69,1.19,1.19,1.69,1.19
(주)엘엑스세미콘,108320,2018/12,1.89,1.88,1.23,1.23,1.88,1.23
(주)엘엑스세미콘,108320,2019/12,2.16,2.16,1.31,1.31,2.16,1.31
(주)엘엑스인터내셔널,1120,2011/12,5.33,6.31,2.41,2.46,6.31,2.46
(주)엘엑스인터내셔널,1120,2012/12,4.2,5.42,2.11,2.27,5.42,2.27
(주)엘엑스인터내셔널,1120,2013/12,4.76,5.52,2.59,2.32,5.52,2.32
(주)엘엑스인터내셔널,1120,2014/12,3.83,5.84,2.0,2.22,5.84,2.22
(주)엘엑스인터내셔널,1120,2015/12,4.47,6.4,2.19,2.44,6.4,2.44
(주)엘엑스인터내셔널,1120,2016/12,4.29,5.31,2.13,2.29,5.31,2.29
(주)엘엑스인터내셔널,1120,2017/12,5.13,6.24,2.35,2.71,6.24,2.71
(주)엘엑스인터내셔널,1120,2018/12,5.61,4.99,2.2,2.12,4.99,2.12
(주)엘엑스인터내셔널,1120,2019/12,6.21,5.25,2.36,2.26,5.25,2.26
(주)엘엑스하우시스,108670,2011/12,2.89,3.1,1.54,1.43,3.1,1.43
(주)엘엑스하우시스,108670,2012/12,2.83,3.01,1.5,1.36,3.01,1.36
(주)엘엑스하우시스,108670,2013/12,3.4,3.64,1.75,1.58,3.64,1.58
(주)엘엑스하우시스,108670,2014/12,3.74,3.83,1.86,1.62,3.83,1.62
(주)엘엑스하우시스,108670,2015/12,3.76,3.75,1.93,1.62,3.75,1.62
(주)엘엑스하우시스,108670,2016/12,3.79,3.79,1.94,1.63,3.79,1.63
(주)엘엑스하우시스,108670,2017/12,3.93,3.91,2.02,1.7,3.91,1.7
(주)엘엑스하우시스,108670,2018/12,3.94,3.93,2.1,1.72,3.93,1.72
(주)엘엑스하우시스,108670,2019/12,4.21,4.21,2.03,1.67,4.21,1.67
(주)엘엠에스,73110,2011/12,1.4,1.53,0.83,0.78,1.53,0.78
(주)엘엠에스,73110,2012/12,1.18,1.44,0.64,0.67,1.44,0.67
(주)엘엠에스,73110,2013/12,1.61,2.12,0.78,0.79,2.12,0.79
(주)엘엠에스,73110,2014/12,1.38,1.95,0.68,0.69,1.95,0.69
(주)엘엠에스,73110,2015/12,0.8,1.38,0.43,0.54,1.38,0.54
(주)엘엠에스,73110,2016/12,0.8,1.38,0.48,0.6,1.38,0.6
(주)엘엠에스,73110,2017/12,0.81,1.65,0.46,0.77,1.65,0.77
(주)엘엠에스,73110,2018/12,0.88,1.11,0.49,0.59,1.11,0.59
(주)엘엠에스,73110,2019/12,1.32,1.46,0.74,0.76,1.46,0.76
(주)엘오티베큠,83310,2011/12,3.51,3.61,1.33,1.35,3.61,1.35
(주)엘오티베큠,83310,2012/12,6.89,7.31,1.76,1.82,7.31,1.82
(주)엘오티베큠,83310,2013/12,7.17,7.11,1.96,1.93,7.11,1.93
(주)엘오티베큠,83310,2014/12,4.21,4.16,1.63,1.57,4.16,1.57
(주)엘오티베큠,83310,2015/12,5.28,5.87,2.26,2.22,5.87,2.22
(주)엘오티베큠,83310,2016/12,4.75,5.81,1.8,1.86,5.81,1.86
(주)엘오티베큠,83310,2017/12,3.89,4.18,1.97,2.0,4.18,2.0
(주)엘오티베큠,83310,2018/12,2.44,2.55,1.36,1.37,2.55,1.37
(주)엘오티베큠,83310,2019/12,2.15,2.13,1.14,1.06,2.13,1.06
(주)엘지,3550,2011/12,4.27,3.82,1.71,1.82,3.82,1.82
(주)엘지,3550,2012/12,3.91,3.46,1.89,1.71,3.46,1.71
(주)엘지,3550,2013/12,1.95,3.09,1.35,1.61,3.09,1.61
(주)엘지,3550,2014/12,1.94,2.85,1.35,1.5,2.85,1.5
(주)엘지,3550,2015/12,1.95,2.71,1.34,1.46,2.71,1.46
(주)엘지,3550,2016/12,1.79,2.63,1.29,1.42,2.63,1.42
(주)엘지,3550,2017/12,1.33,2.47,0.96,1.35,2.47,1.35
(주)엘지,3550,2018/12,1.35,2.45,0.98,1.41,2.45,1.41
(주)엘지,3550,2019/12,1.43,1.57,1.15,0.95,1.57,0.95
(주)엘지생활건강,51900,2011/12,8.61,8.56,2.29,2.56,8.56,2.56
(주)엘지생활건강,51900,2012/12,8.42,8.33,2.1,2.41,8.33,2.41
(주)엘지생활건강,51900,2013/12,7.26,8.01,2.01,2.34,8.01,2.34
(주)엘지생활건강,51900,2014/12,5.32,6.64,2.01,2.22,6.64,2.22
(주)엘지생활건강,51900,2015/12,5.46,6.3,2.04,2.25,6.3,2.25
(주)엘지생활건강,51900,2016/12,7.27,6.85,2.44,2.41,6.85,2.41
(주)엘지생활건강,51900,2017/12,6.58,6.76,2.33,2.35,6.76,2.35
(주)엘지생활건강,51900,2018/12,6.2,6.61,2.32,2.32,6.61,2.32
(주)엘지생활건강,51900,2019/12,6.91,6.17,2.59,2.2,6.17,2.2
(주)엘지유플러스,32640,2011/12,4.39,4.35,1.63,1.62,4.35,1.62
(주)엘지유플러스,32640,2012/12,4.91,4.87,1.73,1.72,4.87,1.72
(주)엘지유플러스,32640,2013/12,5.11,5.06,1.84,1.83,5.06,1.83
(주)엘지유플러스,32640,2014/12,4.97,4.87,1.79,1.77,4.87,1.77
(주)엘지유플러스,32640,2015/12,4.98,4.85,1.83,1.81,4.85,1.81
(주)엘지유플러스,32640,2016/12,5.08,4.99,1.9,1.89,4.99,1.89
(주)엘지유플러스,32640,2017/12,4.92,4.82,1.92,1.9,4.82,1.9
(주)엘지유플러스,32640,2018/12,3.79,3.71,1.65,1.64,3.71,1.64
(주)엘지유플러스,32640,2019/12,3.18,3.03,1.5,1.41,3.03,1.41
(주)엘지헬로비전,37560,2012/12,3.81,2.61,1.49,1.04,2.61,1.04
(주)엘지헬로비전,37560,2013/12,3.44,3.24,1.59,1.38,3.24,1.38
(주)엘지헬로비전,37560,2014/12,2.96,3.3,1.46,1.46,3.3,1.46
(주)엘지헬로비전,37560,2015/12,3.08,,1.36,,3.08,1.36
(주)엘지헬로비전,37560,2016/12,3.35,,1.24,,3.35,1.24
(주)엘지헬로비전,37560,2017/12,3.73,,1.44,,3.73,1.44
(주)엘지헬로비전,37560,2018/12,3.82,3.71,1.73,1.73,3.71,1.73
(주)엘지헬로비전,37560,2019/12,3.46,3.45,1.39,1.39,3.45,1.39
(주)엘지화학,51910,2011/12,5.26,5.1,2.15,2.01,5.1,2.01
(주)엘지화학,51910,2012/12,5.0,4.84,2.09,1.96,4.84,1.96
(주)엘지화학,51910,2013/12,4.6,4.5,2.06,1.9,4.5,1.9
(주)엘지화학,51910,2014/12,4.19,4.14,1.92,1.76,4.14,1.76
(주)엘지화학,51910,2015/12,3.43,3.44,1.65,1.53,3.44,1.53
(주)엘지화학,51910,2016/12,3.31,3.28,1.69,1.47,3.28,1.47
(주)엘지화학,51910,2017/12,3.69,3.64,1.83,1.58,3.64,1.58
(주)엘지화학,51910,2018/12,3.74,3.6,1.81,1.51,3.6,1.51
(주)엘지화학,51910,2019/12,3.76,3.91,1.7,1.43,3.91,1.43
(주)엠게임,58630,2011/12,0.89,1.35,0.58,0.72,1.35,0.72
(주)엠게임,58630,2012/12,0.88,1.44,0.53,0.66,1.44,0.66
(주)엠게임,58630,2013/12,0.89,1.37,0.42,0.49,1.37,0.49
(주)엠게임,58630,2014/12,1.52,1.97,0.58,0.62,1.97,0.62
(주)엠게임,58630,2015/12,2.27,,0.98,,2.27,0.98
(주)엠게임,58630,2016/12,2.89,,1.41,,2.89,1.41
(주)엠게임,58630,2017/12,2.11,,1.3,,2.11,1.3
(주)엠게임,58630,2018/12,1.91,1.91,1.3,1.28,1.91,1.28
(주)엠게임,58630,2019/12,2.11,2.19,1.59,1.63,2.19,1.63
(주)엠디에스테크,86960,2011/12,1.48,1.29,1.12,0.99,1.29,0.99
(주)엠디에스테크,86960,2012/12,1.14,1.08,0.91,0.88,1.08,0.88
(주)엠디에스테크,86960,2013/12,1.09,1.18,0.88,0.93,1.18,0.93
(주)엠디에스테크,86960,2014/12,1.16,1.3,0.92,0.98,1.3,0.98
(주)엠디에스테크,86960,2015/12,1.16,1.31,0.91,0.97,1.31,0.97
(주)엠디에스테크,86960,2016/12,1.39,1.54,1.01,1.07,1.54,1.07
(주)엠디에스테크,86960,2017/12,1.5,1.52,1.05,1.0,1.52,1.0
(주)엠디에스테크,86960,2018/12,1.5,1.6,1.05,1.05,1.6,1.05
(주)엠디에스테크,86960,2019/12,1.5,1.48,1.02,0.99,1.48,0.99
(주)엠씨넥스,97520,2012/12,2.8,2.39,1.11,0.88,2.39,0.88
(주)엠씨넥스,97520,2013/12,3.79,4.23,1.52,1.34,4.23,1.34
(주)엠씨넥스,97520,2014/12,3.23,4.44,1.4,1.36,4.44,1.36
(주)엠씨넥스,97520,2015/12,2.94,4.72,1.32,1.49,4.72,1.49
(주)엠씨넥스,97520,2016/12,2.54,4.03,1.11,1.18,4.03,1.18
(주)엠씨넥스,97520,2017/12,2.87,4.93,1.34,1.5,4.93,1.5
(주)엠씨넥스,97520,2018/12,2.43,4.21,1.23,1.41,4.21,1.41
(주)엠씨넥스,97520,2019/12,4.0,7.87,2.27,2.65,7.87,2.65
(주)엠아이텍,179290,2018/12,1.25,1.25,0.85,0.85,1.25,0.85
(주)엠아이텍,179290,2019/12,1.06,1.06,0.73,0.73,1.06,0.73
(주)엠에스씨,9780,2011/12,4.65,4.43,0.9,0.86,4.43,0.86
(주)엠에스씨,9780,2012/12,5.17,5.08,0.97,0.97,5.08,0.97
(주)엠에스씨,9780,2013/12,5.89,5.76,1.2,1.19,5.76,1.19
(주)엠에스씨,9780,2014/12,5.68,5.56,1.16,1.15,5.56,1.15
(주)엠에스씨,9780,2015/12,6.68,6.53,1.17,1.16,6.53,1.16
(주)엠에스씨,9780,2016/12,5.64,5.53,1.18,1.17,5.53,1.17
(주)엠에스씨,9780,2017/12,4.96,4.87,1.24,1.23,4.87,1.23
(주)엠에스씨,9780,2018/12,5.26,5.17,1.29,1.28,5.17,1.28
(주)엠에스씨,9780,2019/12,5.65,5.55,1.32,1.31,5.55,1.31
(주)엠에스오토텍,123040,2011/12,1.66,1.9,0.82,0.79,1.9,0.79
(주)엠에스오토텍,123040,2012/12,1.19,1.41,0.63,0.63,1.41,0.63
(주)엠에스오토텍,123040,2013/12,2.25,3.33,1.21,1.32,3.33,1.32
(주)엠에스오토텍,123040,2014/12,2.37,4.52,1.08,1.46,4.52,1.46
(주)엠에스오토텍,123040,2015/12,2.75,5.23,1.04,1.45,5.23,1.45
(주)엠에스오토텍,123040,2016/12,2.2,4.64,0.77,1.23,4.64,1.23
(주)엠에스오토텍,123040,2017/12,2.26,4.24,0.77,1.19,4.24,1.19
(주)엠에스오토텍,123040,2018/12,2.9,4.65,0.94,1.38,4.65,1.38
(주)엠에스오토텍,123040,2019/12,3.14,5.44,0.92,1.5,5.44,1.5
(주)엠투엔,33310,2011/12,3.72,,0.73,,3.72,0.73
(주)엠투엔,33310,2012/12,3.7,,0.74,,3.7,0.74
(주)엠투엔,33310,2013/12,4.22,,1.0,,4.22,1.0
(주)엠투엔,33310,2014/12,4.87,2.37,1.05,0.8,2.37,0.8
(주)엠투엔,33310,2015/12,4.84,2.92,0.92,1.06,2.92,1.06
(주)엠투엔,33310,2016/12,4.96,2.65,0.9,0.99,2.65,0.99
(주)엠투엔,33310,2017/12,4.61,2.55,0.92,0.99,2.55,0.99
(주)엠투엔,33310,2018/12,3.65,2.45,0.84,0.97,2.45,0.97
(주)엠투엔,33310,2019/12,3.04,2.22,0.73,0.84,2.22,0.84
(주)엠플러스,259630,2017/12,2.35,,1.09,,2.35,1.09
(주)엠플러스,259630,2018/12,1.88,,0.86,,1.88,0.86
(주)엠플러스,259630,2019/12,2.36,2.88,0.68,0.54,2.88,0.54
(주)엠피대산,65150,2011/12,4.86,5.39,1.88,1.62,5.39,1.62
(주)엠피대산,65150,2012/12,8.1,9.72,2.18,2.52,9.72,2.52
(주)엠피대산,65150,2013/12,12.37,11.03,2.86,2.83,11.03,2.83
(주)엠피대산,65150,2014/12,8.05,7.98,2.58,2.58,7.98,2.58
(주)엠피대산,65150,2015/12,6.5,5.45,1.89,1.84,5.45,1.84
(주)엠피대산,65150,2016/12,7.8,5.75,1.51,1.79,5.75,1.79
(주)엠피대산,65150,2017/12,7.53,3.96,1.29,1.48,3.96,1.48
(주)엠피대산,65150,2018/12,6.81,3.35,1.47,1.46,3.35,1.46
(주)엠피대산,65150,2019/12,5.34,3.01,1.63,1.32,3.01,1.32
(주)연우,115960,2015/12,3.52,,1.82,,3.52,1.82
(주)연우,115960,2016/12,3.35,3.31,1.96,1.88,3.31,1.88
(주)연우,115960,2017/12,3.53,3.35,1.81,1.74,3.35,1.74
(주)연우,115960,2018/12,4.17,3.96,2.08,1.97,3.96,1.97
(주)연우,115960,2019/12,3.88,3.84,2.08,1.96,3.84,1.96
(주)연이비앤티,90740,2011/12,6.35,4.96,2.8,2.15,4.96,2.15
(주)연이비앤티,90740,2012/12,6.35,4.88,3.21,2.19,4.88,2.19
(주)연이비앤티,90740,2013/12,6.62,7.16,3.0,2.87,7.16,2.87
(주)연이비앤티,90740,2014/12,6.43,5.71,3.06,2.34,5.71,2.34
(주)연이비앤티,90740,2015/12,5.25,5.16,2.48,2.07,5.16,2.07
(주)연이비앤티,90740,2016/12,4.7,6.22,2.19,2.31,6.22,2.31
(주)연이비앤티,90740,2017/12,1.84,5.12,0.92,1.95,5.12,1.95
(주)연이비앤티,90740,2018/12,0.46,5.64,0.24,2.2,5.64,2.2
(주)연이비앤티,90740,2019/12,0.28,4.09,0.14,1.76,4.09,1.76
(주)영우디에스피,143540,2014/12,2.9,,1.58,,2.9,1.58
(주)영우디에스피,143540,2015/12,2.01,,1.17,,2.01,1.17
(주)영우디에스피,143540,2016/12,2.05,1.28,1.19,0.74,1.28,0.74
(주)영우디에스피,143540,2017/12,2.09,2.08,1.17,1.17,2.08,1.17
(주)영우디에스피,143540,2018/12,1.42,1.42,0.69,0.69,1.42,0.69
(주)영우디에스피,143540,2019/12,1.43,1.44,0.59,0.59,1.44,0.59
(주)영원무역,111770,2011/12,4.27,3.04,2.28,1.52,3.04,1.52
(주)영원무역,111770,2012/12,4.23,3.01,2.24,1.56,3.01,1.56
(주)영원무역,111770,2013/12,3.92,2.82,2.17,1.57,2.82,1.57
