회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS)(천원),매출액(수익)(*)(IFRS연결)(천원)
(주)아센디오,12170,Dec-14,7606517,7606517
(주)아센디오,12170,Dec-15,5677606,5677606
(주)아센디오,12170,Dec-16,5787957,
(주)아센디오,12170,Dec-17,34526626,35867441
(주)아센디오,12170,Dec-18,8399543,18081555
(주)아센디오,12170,Dec-19,23296229,31358064
(주)아스타,246720,Dec-17,2073930,1033962
(주)아스타,246720,Dec-18,1099476,1742000
(주)아스타,246720,Dec-19,1817622,1250848
(주)아스트,67390,Dec-14,66551246,
(주)아스트,67390,Dec-15,80804413,
(주)아스트,67390,Dec-16,90103341,87889701
(주)아스트,67390,Dec-17,92788560,97205917
(주)아스트,67390,Dec-18,116937659,117013394
(주)아스트,67390,Dec-19,145441532,144613767
(주)아시아경제,127710,Dec-15,34475334,80516285
(주)아시아경제,127710,Dec-16,33960861,60334065
(주)아시아경제,127710,Dec-17,35016236,54258166
(주)아시아경제,127710,Dec-18,37279579,38402070
(주)아시아경제,127710,Dec-19,37224621,38372830
(주)아우딘퓨쳐스,227610,Dec-17,51015104,
(주)아우딘퓨쳐스,227610,Dec-18,89405999,
(주)아우딘퓨쳐스,227610,Dec-19,44450166,54122517
(주)아이디스,143160,Dec-11,65484032,64613631
(주)아이디스,143160,Dec-12,151909812,152362966
(주)아이디스,143160,Dec-13,117079672,117594446
(주)아이디스,143160,Dec-14,117047229,117446040
(주)아이디스,143160,Dec-15,137685525,146564371
(주)아이디스,143160,Dec-16,106710351,129510825
(주)아이디스,143160,Dec-17,93642353,95158879
(주)아이디스,143160,Dec-18,105771036,109219202
(주)아이디스,143160,Dec-19,108050710,111875143
(주)아이디스홀딩스,54800,Dec-11,3811039,13585177
(주)아이디스홀딩스,54800,Dec-12,5412961,27824034
(주)아이디스홀딩스,54800,Dec-13,9051512,300028869
(주)아이디스홀딩스,54800,Dec-14,10135090,277848350
(주)아이디스홀딩스,54800,Dec-15,9759961,400014263
(주)아이디스홀딩스,54800,Dec-16,10135284,441398463
(주)아이디스홀딩스,54800,Dec-17,10190466,438219714
(주)아이디스홀딩스,54800,Dec-18,7916598,556267195
(주)아이디스홀딩스,54800,Dec-19,7863296,507776368
(주)아이마켓코리아,122900,Dec-11,1682327249,
(주)아이마켓코리아,122900,Dec-12,2045239942,2045538123
(주)아이마켓코리아,122900,Dec-13,2451766901,2496830273
(주)아이마켓코리아,122900,Dec-14,2456139078,2733773271
(주)아이마켓코리아,122900,Dec-15,2605008144,3143908415
(주)아이마켓코리아,122900,Dec-16,2682496235,3400004480
(주)아이마켓코리아,122900,Dec-17,2307870564,3080451880
(주)아이마켓코리아,122900,Dec-18,2248879468,2935242220
(주)아이마켓코리아,122900,Dec-19,2226137935,2923787986
(주)아이비김영,339950,Dec-19,,
(주)아이센스,99190,Dec-13,82555007,82862590
(주)아이센스,99190,Dec-14,91974574,95608058
(주)아이센스,99190,Dec-15,101028825,101920703
(주)아이센스,99190,Dec-16,124070742,132468197
(주)아이센스,99190,Dec-17,137479379,156963801
(주)아이센스,99190,Dec-18,149179805,172996579
(주)아이센스,99190,Dec-19,161094187,189844257
(주)아이스크림에듀,289010,Dec-19,106436331,
(주)아이씨디,40910,Sep-11,143149138,
(주)아이씨디,40910,Sep-12,81236542,
(주)아이씨디,40910,Sep-13,81040019,
(주)아이씨디,40910,Sep-14,7560535,
(주)아이씨디,40910,Sep-15,23887023,
(주)아이씨디,40910,Dec-16,230909154,230909154
(주)아이씨디,40910,Dec-17,311847748,311847748
(주)아이씨디,40910,Dec-18,232668163,233974937
(주)아이씨디,40910,Dec-19,110553213,121604632
(주)아이앤씨테크놀로지,52860,Dec-11,34833884,
(주)아이앤씨테크놀로지,52860,Dec-12,16124994,16659282
(주)아이앤씨테크놀로지,52860,Dec-13,8079451,7257393
(주)아이앤씨테크놀로지,52860,Dec-14,5751355,5324797
(주)아이앤씨테크놀로지,52860,Dec-15,8508349,9618590
(주)아이앤씨테크놀로지,52860,Dec-16,28428226,30300574
(주)아이앤씨테크놀로지,52860,Dec-17,41339721,42928877
(주)아이앤씨테크놀로지,52860,Dec-18,30338163,31303910
(주)아이앤씨테크놀로지,52860,Dec-19,45148780,45567583
(주)아이에스시,95340,Dec-11,42513336,43841089
(주)아이에스시,95340,Dec-12,51682877,53054805
(주)아이에스시,95340,Dec-13,55305882,56824027
(주)아이에스시,95340,Dec-14,62622051,73989286
(주)아이에스시,95340,Dec-15,77878560,99039486
(주)아이에스시,95340,Dec-16,80255704,93636334
(주)아이에스시,95340,Dec-17,98990640,114082893
(주)아이에스시,95340,Dec-18,101879554,115859798
(주)아이에스시,95340,Dec-19,85874871,87678824
(주)아이에스이커머스,69920,Dec-11,31036486,50954164
(주)아이에스이커머스,69920,Dec-12,31628973,48553678
(주)아이에스이커머스,69920,Dec-13,23762694,78425157
(주)아이에스이커머스,69920,Dec-14,18652409,66681397
(주)아이에스이커머스,69920,Dec-15,18076516,56098564
(주)아이에스이커머스,69920,Dec-16,24598502,78625907
(주)아이에스이커머스,69920,Dec-17,36484877,
(주)아이에스이커머스,69920,Dec-18,34926974,
(주)아이에스이커머스,69920,Dec-19,28978026,36135279
(주)아이에이,38880,Dec-11,19469438,19469438
(주)아이에이,38880,Dec-12,29039139,30989135
(주)아이에이,38880,Dec-13,43526228,46721828
(주)아이에이,38880,Dec-14,55941935,61156935
(주)아이에이,38880,Dec-15,62715169,71088040
(주)아이에이,38880,Dec-16,55964170,75870439
(주)아이에이,38880,Dec-17,43547754,60756810
(주)아이에이,38880,Dec-18,41805860,67262017
(주)아이에이,38880,Dec-19,58941794,67834575
(주)아이에이치큐,3560,Dec-11,48299840,49169803
(주)아이에이치큐,3560,Dec-12,37680158,44910784
(주)아이에이치큐,3560,Dec-13,37577558,61942542
(주)아이에이치큐,3560,Dec-14,35945675,71113677
(주)아이에이치큐,3560,Dec-15,92862614,106178242
(주)아이에이치큐,3560,Dec-16,97313233,109404923
(주)아이에이치큐,3560,Dec-17,118073079,126795065
(주)아이에이치큐,3560,Dec-18,100747386,109447251
(주)아이에이치큐,3560,Dec-19,93504246,99287415
(주)아이엘사이언스,307180,Dec-18,,
(주)아이엘사이언스,307180,Dec-19,20281482,
(주)아이엠,101390,Dec-11,78299716,320074150
(주)아이엠,101390,Dec-12,107439405,334118752
(주)아이엠,101390,Dec-13,162569427,345226432
(주)아이엠,101390,Dec-14,130079182,250220969
(주)아이엠,101390,Dec-15,161484457,240984166
(주)아이엠,101390,Dec-16,153657473,192429817
(주)아이엠,101390,Dec-17,232605382,249371615
(주)아이엠,101390,Dec-18,86427485,191078977
(주)아이엠,101390,Dec-19,82764059,202192400
(주)아이엠비씨,52220,Dec-11,54130784,
(주)아이엠비씨,52220,Dec-12,49026026,
(주)아이엠비씨,52220,Dec-13,51766008,
(주)아이엠비씨,52220,Dec-14,53062264,54747997
(주)아이엠비씨,52220,Dec-15,58175452,64470533
(주)아이엠비씨,52220,Dec-16,60344209,67239151
(주)아이엠비씨,52220,Dec-17,50649210,57402132
(주)아이엠비씨,52220,Dec-18,51034398,58074993
(주)아이엠비씨,52220,Dec-19,44570903,51552466
(주)아이오케이컴퍼니,78860,Dec-11,10562713,
(주)아이오케이컴퍼니,78860,Dec-12,16622981,
(주)아이오케이컴퍼니,78860,Dec-13,11716314,11879721
(주)아이오케이컴퍼니,78860,Dec-14,6027850,6128115
(주)아이오케이컴퍼니,78860,Dec-15,10899688,
(주)아이오케이컴퍼니,78860,Dec-16,13482393,
(주)아이오케이컴퍼니,78860,Dec-17,18156364,18379991
(주)아이오케이컴퍼니,78860,Dec-18,24049995,29736551
(주)아이오케이컴퍼니,78860,Dec-19,27612482,48736408
(주)아이윈,90150,Dec-11,70149269,84717074
(주)아이윈,90150,Dec-12,79422414,94303495
(주)아이윈,90150,Dec-13,78131326,92206816
(주)아이윈,90150,Dec-14,81546300,94777884
(주)아이윈,90150,Dec-15,80774359,96998049
(주)아이윈,90150,Dec-16,87644016,105799217
(주)아이윈,90150,Dec-17,88397474,97190531
(주)아이윈,90150,Dec-18,88537565,93786701
(주)아이윈,90150,Dec-19,88335340,95380947
(주)아이윈플러스,123010,Dec-16,28780467,
(주)아이윈플러스,123010,Dec-17,14183309,
(주)아이윈플러스,123010,Dec-18,9236824,
(주)아이윈플러스,123010,Dec-19,5448365,
(주)아이즈비전,31310,Dec-11,84667443,149916342
(주)아이즈비전,31310,Dec-12,63293380,144051403
(주)아이즈비전,31310,Dec-13,61387978,166115838
(주)아이즈비전,31310,Dec-14,47803635,127199464
(주)아이즈비전,31310,Dec-15,44050068,136867367
(주)아이즈비전,31310,Dec-16,38153741,159805659
(주)아이즈비전,31310,Dec-17,27539736,167068035
(주)아이즈비전,31310,Dec-18,24766761,160165349
(주)아이즈비전,31310,Dec-19,18146822,131548342
(주)아이컴포넌트,59100,Dec-11,46695346,
(주)아이컴포넌트,59100,Dec-12,32281473,
(주)아이컴포넌트,59100,Dec-13,27823519,
(주)아이컴포넌트,59100,Dec-14,28270028,
(주)아이컴포넌트,59100,Dec-15,57253854,
(주)아이컴포넌트,59100,Dec-16,53616520,
(주)아이컴포넌트,59100,Dec-17,24520294,
(주)아이컴포넌트,59100,Dec-18,25711081,
(주)아이컴포넌트,59100,Dec-19,29041712,
(주)아이톡시,52770,Dec-11,44768478,
(주)아이톡시,52770,Dec-12,33024869,36657762
(주)아이톡시,52770,Dec-13,29173630,34541745
(주)아이톡시,52770,Dec-14,24341101,27461546
(주)아이톡시,52770,Dec-15,43949261,
(주)아이톡시,52770,Dec-16,37422701,
(주)아이톡시,52770,Dec-17,21083673,
(주)아이톡시,52770,Dec-18,14466261,14499261
(주)아이톡시,52770,Dec-19,3774569,3774569
(주)아이티센,124500,Mar-15,170290100,239266192
(주)아이티센,124500,Dec-16,141084763,273654423
(주)아이티센,124500,Dec-17,154028752,311549095
(주)아이티센,124500,Dec-18,117544352,697948340
(주)아이티센,124500,Dec-19,134543196,1542384997
(주)아이티엑스에이아이,99520,Dec-11,43188579,
(주)아이티엑스에이아이,99520,Dec-12,45167478,
(주)아이티엑스에이아이,99520,Dec-13,82584633,
(주)아이티엑스에이아이,99520,Dec-14,67453006,
(주)아이티엑스에이아이,99520,Dec-15,35491021,
(주)아이티엑스에이아이,99520,Dec-16,24517261,
(주)아이티엑스에이아이,99520,Dec-17,31094349,
(주)아이티엑스에이아이,99520,Dec-18,27666210,
(주)아이티엑스에이아이,99520,Dec-19,30858558,31861192
(주)아이티엠반도체,84850,Dec-19,395351385,397697086
(주)아즈텍더블유비이,32080,Dec-11,59150079,
(주)아즈텍더블유비이,32080,Dec-12,50466598,
(주)아즈텍더블유비이,32080,Dec-13,49026276,
(주)아즈텍더블유비이,32080,Dec-14,47574966,
(주)아즈텍더블유비이,32080,Dec-15,52180744,
(주)아즈텍더블유비이,32080,Dec-16,52568059,
(주)아즈텍더블유비이,32080,Dec-17,34436524,
(주)아즈텍더블유비이,32080,Dec-18,47006133,
(주)아즈텍더블유비이,32080,Dec-19,44574103,
(주)아진엑스텍,59120,Dec-14,20118213,
(주)아진엑스텍,59120,Dec-15,18034376,
(주)아진엑스텍,59120,Dec-16,17565366,
(주)아진엑스텍,59120,Dec-17,30704497,
(주)아진엑스텍,59120,Dec-18,26576021,
(주)아진엑스텍,59120,Dec-19,20619941,
(주)아톤,158430,Dec-19,28938772,32525173
(주)아프리카티비,67160,Dec-11,45872374,47877174
(주)아프리카티비,67160,Dec-12,49094598,
(주)아프리카티비,67160,Dec-13,47373552,48101419
(주)아프리카티비,67160,Dec-14,49919902,50455001
(주)아프리카티비,67160,Dec-15,62368597,62867913
(주)아프리카티비,67160,Dec-16,78984486,79830292
(주)아프리카티비,67160,Dec-17,94003216,94552465
(주)아프리카티비,67160,Dec-18,120649540,126627786
(주)아프리카티비,67160,Dec-19,154983900,167868522
(주)안랩,53800,Dec-11,98789234,103168895
(주)안랩,53800,Dec-12,126756869,131665371
(주)안랩,53800,Dec-13,133413813,137329001
(주)안랩,53800,Dec-14,132879812,135422446
(주)안랩,53800,Dec-15,132314221,134452685
(주)안랩,53800,Dec-16,140810131,142879622
(주)안랩,53800,Dec-17,147618546,150259297
(주)안랩,53800,Dec-18,156550808,159815065
(주)안랩,53800,Dec-19,163005453,166992214
(주)안트로젠,65660,Dec-16,4896068,
(주)안트로젠,65660,Dec-17,5357319,
(주)안트로젠,65660,Dec-18,3607167,
(주)안트로젠,65660,Dec-19,4147568,
(주)알로이스,297570,Dec-18,,
(주)알로이스,297570,Dec-19,30188225,
(주)알루코,1780,Dec-11,239732553,372925440
(주)알루코,1780,Dec-12,220020514,349549374
(주)알루코,1780,Dec-13,256476559,376198466
(주)알루코,1780,Dec-14,246303198,382033178
(주)알루코,1780,Dec-15,274375467,433853367
(주)알루코,1780,Dec-16,284837755,428583721
(주)알루코,1780,Dec-17,228950568,461688892
(주)알루코,1780,Dec-18,230339170,506772982
(주)알루코,1780,Dec-19,223429536,454372346
(주)알에프세미,96610,Dec-11,37067699,37082561
(주)알에프세미,96610,Dec-12,42588985,42461674
(주)알에프세미,96610,Dec-13,52293976,52500596
(주)알에프세미,96610,Dec-14,55823356,55409738
(주)알에프세미,96610,Dec-15,57217251,57248130
(주)알에프세미,96610,Dec-16,60033005,64179251
(주)알에프세미,96610,Dec-17,60373884,62185137
(주)알에프세미,96610,Dec-18,52083203,51873304
(주)알에프세미,96610,Dec-19,41430968,42446601
(주)알에프텍,61040,Dec-11,142082576,276923588
(주)알에프텍,61040,Dec-12,275375590,499364258
(주)알에프텍,61040,Dec-13,239263269,500173065
(주)알에프텍,61040,Dec-14,212502533,406630607
(주)알에프텍,61040,Dec-15,206223584,397125105
(주)알에프텍,61040,Dec-16,159514610,321992443
(주)알에프텍,61040,Dec-17,133329132,287143154
(주)알에프텍,61040,Dec-18,115379924,240344983
(주)알에프텍,61040,Dec-19,130548771,284492015
(주)알엔투테크놀로지,148250,Dec-16,12040103,
(주)알엔투테크놀로지,148250,Dec-17,14390958,
(주)알엔투테크놀로지,148250,Dec-18,17281800,
(주)알엔투테크놀로지,148250,Dec-19,20964927,
(주)알테오젠,196170,Dec-14,6892300,7042578
(주)알테오젠,196170,Dec-15,4628878,4726609
(주)알테오젠,196170,Dec-16,2334238,6843720
(주)알테오젠,196170,Dec-17,2469485,12104356
(주)알테오젠,196170,Dec-18,1298358,13703079
(주)알테오젠,196170,Dec-19,13322561,29229182
(주)알톤스포츠,123750,Dec-11,40945418,70386414
(주)알톤스포츠,123750,Dec-12,53691948,65973565
(주)알톤스포츠,123750,Dec-13,51414187,61493639
(주)알톤스포츠,123750,Dec-14,58599042,68386922
(주)알톤스포츠,123750,Dec-15,55232820,62283136
(주)알톤스포츠,123750,Dec-16,52367346,52560248
(주)알톤스포츠,123750,Dec-17,42617058,43446206
(주)알톤스포츠,123750,Dec-18,46501941,49080045
(주)알톤스포츠,123750,Dec-19,29226026,31187516
(주)알티캐스트,85810,Dec-13,73675699,73675699
(주)알티캐스트,85810,Dec-14,77137145,77137145
(주)알티캐스트,85810,Dec-15,62392713,62727442
(주)알티캐스트,85810,Dec-16,59423299,65415904
(주)알티캐스트,85810,Dec-17,62148556,70643136
(주)알티캐스트,85810,Dec-18,64731260,76200156
(주)알티캐스트,85810,Dec-19,39938134,53178375
(주)알파홀딩스,117670,Dec-11,22201991,
(주)알파홀딩스,117670,Dec-12,32223368,32223368
(주)알파홀딩스,117670,Dec-13,31734810,
(주)알파홀딩스,117670,Dec-14,38137646,39384206
(주)알파홀딩스,117670,Dec-15,50827475,
(주)알파홀딩스,117670,Dec-16,56641148,56639827
(주)알파홀딩스,117670,Dec-17,69674265,69995825
(주)알파홀딩스,117670,Dec-18,83041188,85086013
(주)알파홀딩스,117670,Dec-19,70084692,73164302
(주)애니플러스,310200,Dec-18,,
(주)애니플러스,310200,Dec-19,,
(주)애드바이오텍,179530,Dec-19,,
(주)액션스퀘어,205500,Dec-14,,
(주)액션스퀘어,205500,Dec-15,6663082,
(주)액션스퀘어,205500,Dec-16,3958085,
(주)액션스퀘어,205500,Dec-17,9402123,9402123
(주)액션스퀘어,205500,Dec-18,7471298,7471298
(주)액션스퀘어,205500,Dec-19,7200905,5838397
(주)액토즈소프트,52790,Dec-11,98798904,99270630
(주)액토즈소프트,52790,Dec-12,82359263,82978009
(주)액토즈소프트,52790,Dec-13,113863410,139365154
(주)액토즈소프트,52790,Dec-14,78950049,102829670
(주)액토즈소프트,52790,Dec-15,48873964,100752238
(주)액토즈소프트,52790,Dec-16,36063675,72386383
(주)액토즈소프트,52790,Dec-17,34798015,55399431
(주)액토즈소프트,52790,Dec-18,24386489,37652204
(주)액토즈소프트,52790,Dec-19,55683567,62665219
(주)액트로,290740,Dec-18,67135255,105631916
(주)액트로,290740,Dec-19,47107733,107845425
(주)앤디포스,238090,Dec-16,70582568,
(주)앤디포스,238090,Dec-17,52344188,
(주)앤디포스,238090,Dec-18,44246149,47757634
(주)앤디포스,238090,Dec-19,56931775,84122729
(주)앤씨앤,92600,Dec-11,45830370,
(주)앤씨앤,92600,Dec-12,53108560,53108560
(주)앤씨앤,92600,Dec-13,36693560,36693560
(주)앤씨앤,92600,Dec-14,35866618,35866618
(주)앤씨앤,92600,Dec-15,63174936,63184945
(주)앤씨앤,92600,Dec-16,60989966,64056482
(주)앤씨앤,92600,Dec-17,41222922,53399310
(주)앤씨앤,92600,Dec-18,30033773,58778225
(주)앤씨앤,92600,Dec-19,75197020,78473813
(주)야스,255440,Dec-17,86244464,86546664
(주)야스,255440,Dec-18,184507976,184507976
(주)야스,255440,Dec-19,86643451,86853451
(주)양지사,30960,Jun-11,46754328,
(주)양지사,30960,Jun-12,51687603,
(주)양지사,30960,Jun-13,47289084,
(주)양지사,30960,Jun-14,46720575,
(주)양지사,30960,Jun-15,47685103,
(주)양지사,30960,Jun-16,49567226,
(주)양지사,30960,Jun-17,50876075,
(주)양지사,30960,Jun-18,48272264,
(주)양지사,30960,Jun-19,52678733,
(주)어스앤에어로스페이스,263540,Dec-17,30086064,
(주)어스앤에어로스페이스,263540,Dec-18,31186869,
(주)어스앤에어로스페이스,263540,Dec-19,26308494,
(주)얼라인드제네틱스,238120,Dec-16,4478562,4711534
(주)얼라인드제네틱스,238120,Dec-17,4975639,5636108
(주)얼라인드제네틱스,238120,Dec-18,4876003,5675117
(주)얼라인드제네틱스,238120,Dec-19,6607194,7793683
(주)에너토크,19990,Dec-11,26476551,
(주)에너토크,19990,Dec-12,31827045,
(주)에너토크,19990,Dec-13,27503544,
(주)에너토크,19990,Dec-14,32010303,
(주)에너토크,19990,Dec-15,28667714,
(주)에너토크,19990,Dec-16,26023692,26023692
(주)에너토크,19990,Dec-17,24468473,24468473
(주)에너토크,19990,Dec-18,23058748,23055729
(주)에너토크,19990,Dec-19,23480773,23483475
(주)에넥스,11090,Dec-11,183720306,189018767
(주)에넥스,11090,Dec-12,191205292,196849999
(주)에넥스,11090,Dec-13,228198998,233610285
(주)에넥스,11090,Dec-14,258340636,261923145
(주)에넥스,11090,Dec-15,302974225,308322444
(주)에넥스,11090,Dec-16,390127229,394111411
(주)에넥스,11090,Dec-17,427955549,434532818
(주)에넥스,11090,Dec-18,442044789,445687610
(주)에넥스,11090,Dec-19,361491410,363611210
(주)에스디생명공학,217480,Dec-17,102299024,127402379
(주)에스디생명공학,217480,Dec-18,118775592,156623550
(주)에스디생명공학,217480,Dec-19,111151086,156259210
(주)에스디시스템,121890,Dec-11,39206437,
(주)에스디시스템,121890,Dec-12,69813863,
(주)에스디시스템,121890,Dec-13,62160462,
(주)에스디시스템,121890,Dec-14,52580564,
(주)에스디시스템,121890,Dec-15,67901789,
(주)에스디시스템,121890,Dec-16,63561565,
(주)에스디시스템,121890,Dec-17,55362066,
(주)에스디시스템,121890,Dec-18,45562197,
(주)에스디시스템,121890,Dec-19,38144085,
(주)에스비에스,34120,Dec-11,720570910,744226189
(주)에스비에스,34120,Dec-12,757064138,780275796
(주)에스비에스,34120,Dec-13,707622140,727084654
(주)에스비에스,34120,Dec-14,795687038,822594585
(주)에스비에스,34120,Dec-15,772594035,792884229
(주)에스비에스,34120,Dec-16,798556102,829073609
(주)에스비에스,34120,Dec-17,737690106,773225040
(주)에스비에스,34120,Dec-18,872490410,914043242
(주)에스비에스,34120,Dec-19,750481928,817664244
(주)에스비에스콘텐츠허브,46140,Dec-11,200330022,200694022
(주)에스비에스콘텐츠허브,46140,Dec-12,192985556,193515017
(주)에스비에스콘텐츠허브,46140,Dec-13,196393107,197205407
(주)에스비에스콘텐츠허브,46140,Dec-14,198071538,198639567
(주)에스비에스콘텐츠허브,46140,Dec-15,214622895,215442747
(주)에스비에스콘텐츠허브,46140,Dec-16,257673244,257673244
(주)에스비에스콘텐츠허브,46140,Dec-17,178248870,197964758
(주)에스비에스콘텐츠허브,46140,Dec-18,138094955,159763051
(주)에스비에스콘텐츠허브,46140,Dec-19,142543813,162067187
(주)에스씨디,42110,Dec-11,67487493,
(주)에스씨디,42110,Dec-12,75536976,
(주)에스씨디,42110,Dec-13,94587343,
(주)에스씨디,42110,Dec-14,114826082,
(주)에스씨디,42110,Dec-15,119720726,122555787
(주)에스씨디,42110,Dec-16,131572665,134535550
(주)에스씨디,42110,Dec-17,141249252,146294275
(주)에스씨디,42110,Dec-18,152209557,159268818
(주)에스씨디,42110,Dec-19,166587622,174946389
(주)에스아이리소스,65420,Dec-11,24376061,45974059
(주)에스아이리소스,65420,Dec-12,29877290,42353488
(주)에스아이리소스,65420,Dec-13,29119775,38128120
(주)에스아이리소스,65420,Dec-14,26921909,37185028
(주)에스아이리소스,65420,Dec-15,19439587,28232846
(주)에스아이리소스,65420,Dec-16,13410932,25212000
(주)에스아이리소스,65420,Dec-17,17472745,33368170
(주)에스아이리소스,65420,Dec-18,10439056,28204423
(주)에스아이리소스,65420,Dec-19,12830794,
(주)에스앤더블류,103230,Dec-11,86447592,
(주)에스앤더블류,103230,Dec-12,70545756,
(주)에스앤더블류,103230,Dec-13,49820826,
(주)에스앤더블류,103230,Dec-14,50822260,
(주)에스앤더블류,103230,Dec-15,48783037,
(주)에스앤더블류,103230,Dec-16,42197864,
(주)에스앤더블류,103230,Dec-17,32736658,
(주)에스앤더블류,103230,Dec-18,30239761,
(주)에스앤더블류,103230,Dec-19,36022930,
(주)에스앤에스텍,101490,Dec-11,50118523,51020273
(주)에스앤에스텍,101490,Dec-12,46495754,51816919
(주)에스앤에스텍,101490,Dec-13,46930528,68041854
(주)에스앤에스텍,101490,Dec-14,44426846,45730574
(주)에스앤에스텍,101490,Dec-15,51210649,
(주)에스앤에스텍,101490,Dec-16,54012868,
(주)에스앤에스텍,101490,Dec-17,53899317,
(주)에스앤에스텍,101490,Dec-18,61016170,
(주)에스앤에스텍,101490,Dec-19,84466768,
(주)에스에너지,95910,Dec-11,204240500,195326879
(주)에스에너지,95910,Dec-12,204481287,225361171
(주)에스에너지,95910,Dec-13,258533769,268744747
(주)에스에너지,95910,Dec-14,260301003,273413971
(주)에스에너지,95910,Dec-15,299268140,313049193
(주)에스에너지,95910,Dec-16,281185930,304638920
(주)에스에너지,95910,Dec-17,198474507,231105250
(주)에스에너지,95910,Dec-18,105828779,165548046
(주)에스에너지,95910,Dec-19,153975497,216932737
(주)에스에스알,275630,Dec-18,12067624,
(주)에스에스알,275630,Dec-19,12954946,
(주)에스에이엠티,31330,Dec-11,969646753,969528355
(주)에스에이엠티,31330,Dec-12,1024177007,1024177007
(주)에스에이엠티,31330,Dec-13,1022798914,1022798914
(주)에스에이엠티,31330,Dec-14,983166045,983166045
(주)에스에이엠티,31330,Dec-15,1059342878,1059342878
(주)에스에이엠티,31330,Dec-16,1063479333,1063479333
(주)에스에이엠티,31330,Dec-17,1212024348,1212024348
(주)에스에이엠티,31330,Dec-18,1176014835,1176014835
(주)에스에이엠티,31330,Dec-19,1213833610,1213833610
(주)에스에이티,60540,Dec-11,5802944,31641818
(주)에스에이티,60540,Dec-12,3745287,16595080
(주)에스에이티,60540,Dec-13,6726197,7626719
(주)에스에이티,60540,Dec-14,16443144,16795970
(주)에스에이티,60540,Dec-15,20376179,38862501
(주)에스에이티,60540,Dec-16,29815304,84693323
(주)에스에이티,60540,Dec-17,43531527,97309966
(주)에스에이티,60540,Dec-18,17761011,133941225
(주)에스에이티,60540,Dec-19,20271145,140167604
(주)에스에프에이,56190,Dec-11,753373519,781451480
(주)에스에프에이,56190,Dec-12,480891735,507482440
(주)에스에프에이,56190,Dec-13,450831580,478500787
(주)에스에프에이,56190,Dec-14,378490183,415136598
(주)에스에프에이,56190,Dec-15,496565363,526063549
(주)에스에프에이,56190,Dec-16,849971815,1319748301
(주)에스에프에이,56190,Dec-17,1313864576,1920384917
(주)에스에프에이,56190,Dec-18,944309684,1560055023
(주)에스에프에이,56190,Dec-19,860849403,1577746351
(주)에스에프에이반도체,36540,Dec-11,422532647,463505699
(주)에스에프에이반도체,36540,Dec-12,388469613,537854912
(주)에스에프에이반도체,36540,Dec-13,326951166,540775785
(주)에스에프에이반도체,36540,Dec-14,335631204,550931474
(주)에스에프에이반도체,36540,Dec-15,326941822,516477480
(주)에스에프에이반도체,36540,Dec-16,269659372,429214599
(주)에스에프에이반도체,36540,Dec-17,293000759,449558231
(주)에스에프에이반도체,36540,Dec-18,296190099,457853090
(주)에스에프에이반도체,36540,Dec-19,461843674,588938238
(주)에스엘바이오닉스,214310,Dec-15,57249639,57249639
(주)에스엘바이오닉스,214310,Dec-16,59174840,59330985
(주)에스엘바이오닉스,214310,Dec-17,47652516,48020218
(주)에스엘바이오닉스,214310,Dec-18,31686653,32126457
(주)에스엘바이오닉스,214310,Dec-19,24150312,24150312
(주)에스엠라이프디자인그룹,63440,Dec-11,21201500,
(주)에스엠라이프디자인그룹,63440,Dec-12,17340050,
(주)에스엠라이프디자인그룹,63440,Dec-13,14816806,15527152
(주)에스엠라이프디자인그룹,63440,Dec-14,17801643,22980973
(주)에스엠라이프디자인그룹,63440,Dec-15,11202926,16460156
(주)에스엠라이프디자인그룹,63440,Dec-16,11371357,11371357
(주)에스엠라이프디자인그룹,63440,Dec-17,31503168,33280384
(주)에스엠라이프디자인그룹,63440,Dec-18,20031354,20031354
(주)에스엠라이프디자인그룹,63440,Dec-19,33325088,36981225
(주)에스엠벡셀,10580,Dec-11,95831997,
(주)에스엠벡셀,10580,Dec-12,88689945,
(주)에스엠벡셀,10580,Dec-13,91201607,
(주)에스엠벡셀,10580,Dec-14,92396215,
(주)에스엠벡셀,10580,Dec-15,87071516,
(주)에스엠벡셀,10580,Dec-16,77234738,
(주)에스엠벡셀,10580,Dec-17,72104140,
(주)에스엠벡셀,10580,Dec-18,79623082,
(주)에스엠벡셀,10580,Dec-19,78268988,
(주)에스엠엔터테인먼트,41510,Dec-11,109936174,143002535
(주)에스엠엔터테인먼트,41510,Dec-12,168560156,241325968
(주)에스엠엔터테인먼트,41510,Dec-13,164258711,268700179
(주)에스엠엔터테인먼트,41510,Dec-14,169480324,286980060
(주)에스엠엔터테인먼트,41510,Dec-15,195445281,325439247
(주)에스엠엔터테인먼트,41510,Dec-16,202127701,349870229
(주)에스엠엔터테인먼트,41510,Dec-17,216128551,365386504
(주)에스엠엔터테인먼트,41510,Dec-18,281638319,612227479
(주)에스엠엔터테인먼트,41510,Dec-19,307504375,657825612
(주)에스엠컬처앤콘텐츠,48550,Dec-11,12402856,16312677
(주)에스엠컬처앤콘텐츠,48550,Dec-12,16582761,19551687
(주)에스엠컬처앤콘텐츠,48550,Dec-13,54648483,57588578
(주)에스엠컬처앤콘텐츠,48550,Dec-14,60616267,62680400
(주)에스엠컬처앤콘텐츠,48550,Dec-15,75189434,75502152
