회사명,거래소코드,회계년도
현대위아(주),11210,201512
현대위아(주),11210,201612
현대위아(주),11210,201712
현대위아(주),11210,201812
현대위아(주),11210,201912
(주)네오리진,94860,201112
(주)네오리진,94860,201212
(주)네오리진,94860,201312
(주)네오리진,94860,201412
(주)네오리진,94860,201512
(주)네오리진,94860,201612
(주)네오리진,94860,201712
(주)네오리진,94860,201812
(주)네오리진,94860,201912
(주)누리플렉스,40160,201112
(주)누리플렉스,40160,201212
(주)누리플렉스,40160,201312
(주)누리플렉스,40160,201412
(주)누리플렉스,40160,201512
(주)누리플렉스,40160,201612
(주)누리플렉스,40160,201712
(주)누리플렉스,40160,201812
(주)누리플렉스,40160,201912
(주)브리지텍,64480,201112
(주)브리지텍,64480,201212
(주)브리지텍,64480,201312
(주)브리지텍,64480,201412
(주)브리지텍,64480,201512
(주)브리지텍,64480,201612
(주)브리지텍,64480,201712
(주)브리지텍,64480,201812
(주)브리지텍,64480,201912
(주)비트컴퓨터,32850,201112
(주)비트컴퓨터,32850,201212
(주)비트컴퓨터,32850,201312
(주)비트컴퓨터,32850,201412
(주)비트컴퓨터,32850,201512
(주)비트컴퓨터,32850,201612
(주)비트컴퓨터,32850,201712
(주)비트컴퓨터,32850,201812
(주)비트컴퓨터,32850,201912
(주)시큐브,131090,201112
(주)시큐브,131090,201212
(주)시큐브,131090,201312
(주)시큐브,131090,201412
(주)시큐브,131090,201512
(주)시큐브,131090,201612
(주)시큐브,131090,201712
(주)시큐브,131090,201812
(주)시큐브,131090,201912
(주)이루온,65440,201112
(주)이루온,65440,201212
(주)이루온,65440,201312
(주)이루온,65440,201412
(주)이루온,65440,201512
(주)이루온,65440,201612
(주)이루온,65440,201712
(주)이루온,65440,201812
(주)이루온,65440,201912
(주)이스트소프트,47560,201112
(주)이스트소프트,47560,201212
(주)이스트소프트,47560,201312
(주)이스트소프트,47560,201412
(주)이스트소프트,47560,201512
(주)이스트소프트,47560,201612
(주)이스트소프트,47560,201712
(주)이스트소프트,47560,201812
(주)이스트소프트,47560,201912
(주)지어소프트,51160,201112
(주)지어소프트,51160,201212
(주)지어소프트,51160,201312
(주)지어소프트,51160,201412
(주)지어소프트,51160,201512
(주)지어소프트,51160,201612
(주)지어소프트,51160,201712
(주)지어소프트,51160,201812
(주)지어소프트,51160,201912
(주)케이사인,192250,201412
(주)케이사인,192250,201512
(주)케이사인,192250,201612
(주)케이사인,192250,201712
(주)케이사인,192250,201812
(주)케이사인,192250,201912
(주)토탈소프트뱅크,45340,201112
(주)토탈소프트뱅크,45340,201212
(주)토탈소프트뱅크,45340,201312
(주)토탈소프트뱅크,45340,201412
(주)토탈소프트뱅크,45340,201512
(주)토탈소프트뱅크,45340,201612
(주)토탈소프트뱅크,45340,201712
(주)토탈소프트뱅크,45340,201812
(주)토탈소프트뱅크,45340,201912
(주)투비소프트,79970,201112
(주)투비소프트,79970,201212
(주)투비소프트,79970,201312
(주)투비소프트,79970,201412
(주)투비소프트,79970,201512
(주)투비소프트,79970,201612
(주)투비소프트,79970,201712
(주)투비소프트,79970,201812
(주)투비소프트,79970,201912
(주)파수,150900,201312
(주)파수,150900,201412
(주)파수,150900,201512
(주)파수,150900,201612
(주)파수,150900,201712
(주)파수,150900,201812
(주)파수,150900,201912
(주)폴라리스오피스,41020,201112
(주)폴라리스오피스,41020,201212
(주)폴라리스오피스,41020,201312
(주)폴라리스오피스,41020,201412
(주)폴라리스오피스,41020,201512
(주)폴라리스오피스,41020,201612
(주)폴라리스오피스,41020,201712
(주)폴라리스오피스,41020,201812
(주)폴라리스오피스,41020,201912
(주)한컴위드,54920,201112
(주)한컴위드,54920,201212
(주)한컴위드,54920,201312
(주)한컴위드,54920,201412
(주)한컴위드,54920,201512
(주)한컴위드,54920,201612
(주)한컴위드,54920,201712
(주)한컴위드,54920,201812
(주)한컴위드,54920,201912
유비벨록스(주),89850,201112
유비벨록스(주),89850,201212
유비벨록스(주),89850,201312
유비벨록스(주),89850,201412
유비벨록스(주),89850,201512
유비벨록스(주),89850,201612
유비벨록스(주),89850,201712
유비벨록스(주),89850,201812
유비벨록스(주),89850,201912
커머스마이너 (주),223310,201512
커머스마이너 (주),223310,201612
커머스마이너 (주),223310,201712
커머스마이너 (주),223310,201812
커머스마이너 (주),223310,201912
코나아이(주),52400,201112
코나아이(주),52400,201212
코나아이(주),52400,201312
코나아이(주),52400,201412
코나아이(주),52400,201512
코나아이(주),52400,201612
코나아이(주),52400,201712
코나아이(주),52400,201812
코나아이(주),52400,201912
(주)네이블커뮤니케이션즈,153460,201212
(주)네이블커뮤니케이션즈,153460,201312
(주)네이블커뮤니케이션즈,153460,201412
(주)네이블커뮤니케이션즈,153460,201512
(주)네이블커뮤니케이션즈,153460,201612
(주)네이블커뮤니케이션즈,153460,201712
(주)네이블커뮤니케이션즈,153460,201812
(주)네이블커뮤니케이션즈,153460,201912
(주)모바일리더,100030,201112
(주)모바일리더,100030,201212
(주)모바일리더,100030,201312
(주)모바일리더,100030,201412
(주)모바일리더,100030,201512
(주)모바일리더,100030,201612
(주)모바일리더,100030,201712
(주)모바일리더,100030,201812
(주)모바일리더,100030,201912
(주)알티캐스트,85810,201312
(주)알티캐스트,85810,201412
(주)알티캐스트,85810,201512
(주)알티캐스트,85810,201612
(주)알티캐스트,85810,201712
(주)알티캐스트,85810,201812
(주)알티캐스트,85810,201912
(주)엔지스테크널러지,208860,201612
(주)엔지스테크널러지,208860,201712
(주)엔지스테크널러지,208860,201812
(주)엔지스테크널러지,208860,201912
(주)티사이언티픽,57680,201112
(주)티사이언티픽,57680,201212
(주)티사이언티픽,57680,201312
(주)티사이언티픽,57680,201412
(주)티사이언티픽,57680,201512
(주)티사이언티픽,57680,201612
(주)티사이언티픽,57680,201712
(주)티사이언티픽,57680,201812
(주)티사이언티픽,57680,201912
(주)핸디소프트,220180,201612
(주)핸디소프트,220180,201712
(주)핸디소프트,220180,201812
(주)핸디소프트,220180,201912
엑스큐어(주),70300,201112
엑스큐어(주),70300,201212
엑스큐어(주),70300,201312
엑스큐어(주),70300,201412
엑스큐어(주),70300,201512
엑스큐어(주),70300,201612
엑스큐어(주),70300,201712
엑스큐어(주),70300,201812
엑스큐어(주),70300,201912
(주)디에스케이,109740,201112
(주)디에스케이,109740,201212
(주)디에스케이,109740,201312
(주)디에스케이,109740,201412
(주)디에스케이,109740,201512
(주)디에스케이,109740,201612
(주)디에스케이,109740,201712
(주)디에스케이,109740,201812
(주)디에스케이,109740,201912
(주)리드,197210,201512
(주)리드,197210,201612
(주)리드,197210,201712
(주)리드,197210,201812
(주)리드,197210,201912
(주)베셀,177350,201512
(주)베셀,177350,201612
(주)베셀,177350,201712
(주)베셀,177350,201812
(주)베셀,177350,201912
(주)비아트론,141000,201212
(주)비아트론,141000,201312
(주)비아트론,141000,201412
(주)비아트론,141000,201512
(주)비아트론,141000,201612
(주)비아트론,141000,201712
(주)비아트론,141000,201812
(주)비아트론,141000,201912
(주)스마트솔루션즈,136510,201112
(주)스마트솔루션즈,136510,201212
(주)스마트솔루션즈,136510,201312
(주)스마트솔루션즈,136510,201412
(주)스마트솔루션즈,136510,201512
(주)스마트솔루션즈,136510,201612
(주)스마트솔루션즈,136510,201712
(주)스마트솔루션즈,136510,201812
(주)스마트솔루션즈,136510,201912
(주)아바코,83930,201112
(주)아바코,83930,201212
(주)아바코,83930,201312
(주)아바코,83930,201412
(주)아바코,83930,201512
(주)아바코,83930,201612
(주)아바코,83930,201712
(주)아바코,83930,201812
(주)아바코,83930,201912
(주)영우디에스피,143540,201412
(주)영우디에스피,143540,201512
(주)영우디에스피,143540,201612
(주)영우디에스피,143540,201712
(주)영우디에스피,143540,201812
(주)영우디에스피,143540,201912
(주)위지트,36090,201112
(주)위지트,36090,201212
(주)위지트,36090,201312
(주)위지트,36090,201412
(주)위지트,36090,201512
(주)위지트,36090,201612
(주)위지트,36090,201712
(주)위지트,36090,201812
(주)위지트,36090,201912
(주)이큐셀,160600,201512
(주)이큐셀,160600,201612
(주)이큐셀,160600,201712
(주)이큐셀,160600,201812
(주)이큐셀,160600,201912
(주)케이피에스,256940,201712
(주)케이피에스,256940,201812
(주)케이피에스,256940,201912
(주)필옵틱스,161580,201712
(주)필옵틱스,161580,201812
(주)필옵틱스,161580,201912
(주)힘스,238490,201712
(주)힘스,238490,201812
(주)힘스,238490,201912
에프엔에스테크(주),83500,201712
에프엔에스테크(주),83500,201812
에프엔에스테크(주),83500,201912
인베니아(주),79950,201112
인베니아(주),79950,201212
인베니아(주),79950,201312
인베니아(주),79950,201412
인베니아(주),79950,201512
인베니아(주),79950,201612
인베니아(주),79950,201712
인베니아(주),79950,201812
인베니아(주),79950,201912
한솔아이원스(주),114810,201312
한솔아이원스(주),114810,201412
한솔아이원스(주),114810,201512
한솔아이원스(주),114810,201612
한솔아이원스(주),114810,201712
한솔아이원스(주),114810,201812
한솔아이원스(주),114810,201912
(주)에스코넥,96630,201112
(주)에스코넥,96630,201212
(주)에스코넥,96630,201312
(주)에스코넥,96630,201412
(주)에스코넥,96630,201512
(주)에스코넥,96630,201612
(주)에스코넥,96630,201712
(주)에스코넥,96630,201812
(주)에스코넥,96630,201912
(주)장원테크,174880,201612
(주)장원테크,174880,201712
(주)장원테크,174880,201812
(주)장원테크,174880,201912
(주)케스피온,79190,201112
(주)케스피온,79190,201212
(주)케스피온,79190,201312
(주)케스피온,79190,201412
(주)케스피온,79190,201512
(주)케스피온,79190,201612
(주)케스피온,79190,201712
(주)케스피온,79190,201812
(주)케스피온,79190,201912
(주)버킷스튜디오,66410,201112
(주)버킷스튜디오,66410,201212
(주)버킷스튜디오,66410,201312
(주)버킷스튜디오,66410,201412
(주)버킷스튜디오,66410,201512
(주)버킷스튜디오,66410,201612
(주)버킷스튜디오,66410,201712
(주)버킷스튜디오,66410,201812
(주)버킷스튜디오,66410,201912
(주)아이즈비전,31310,201112
(주)아이즈비전,31310,201212
(주)아이즈비전,31310,201312
(주)아이즈비전,31310,201412
(주)아이즈비전,31310,201512
(주)아이즈비전,31310,201612
(주)아이즈비전,31310,201712
(주)아이즈비전,31310,201812
(주)아이즈비전,31310,201912
(주)엘지유플러스,32640,201112
(주)엘지유플러스,32640,201212
(주)엘지유플러스,32640,201312
(주)엘지유플러스,32640,201412
(주)엘지유플러스,32640,201512
(주)엘지유플러스,32640,201612
(주)엘지유플러스,32640,201712
(주)엘지유플러스,32640,201812
(주)엘지유플러스,32640,201912
(주)케이티,30200,201112
(주)케이티,30200,201212
(주)케이티,30200,201312
(주)케이티,30200,201412
(주)케이티,30200,201512
(주)케이티,30200,201612
(주)케이티,30200,201712
(주)케이티,30200,201812
(주)케이티,30200,201912
(주)코센,9730,201112
(주)코센,9730,201212
(주)코센,9730,201312
(주)코센,9730,201412
(주)코센,9730,201512
(주)코센,9730,201612
(주)코센,9730,201712
(주)코센,9730,201812
(주)코센,9730,201912
(주)하이스틸,71090,201112
(주)하이스틸,71090,201212
(주)하이스틸,71090,201312
(주)하이스틸,71090,201412
(주)하이스틸,71090,201512
(주)하이스틸,71090,201612
(주)하이스틸,71090,201712
(주)하이스틸,71090,201812
(주)하이스틸,71090,201912
(주)휴스틸,5010,201112
(주)휴스틸,5010,201212
(주)휴스틸,5010,201312
(주)휴스틸,5010,201412
(주)휴스틸,5010,201512
(주)휴스틸,5010,201612
(주)휴스틸,5010,201712
(주)휴스틸,5010,201812
(주)휴스틸,5010,201912
금강공업(주),14280,201112
금강공업(주),14280,201212
금강공업(주),14280,201312
금강공업(주),14280,201412
금강공업(주),14280,201512
금강공업(주),14280,201612
금강공업(주),14280,201712
금강공업(주),14280,201812
금강공업(주),14280,201912
동양철관(주),8970,201112
동양철관(주),8970,201212
동양철관(주),8970,201312
동양철관(주),8970,201412
동양철관(주),8970,201512
동양철관(주),8970,201612
동양철관(주),8970,201712
동양철관(주),8970,201812
동양철관(주),8970,201912
삼강엠앤티(주),100090,201112
삼강엠앤티(주),100090,201212
삼강엠앤티(주),100090,201312
삼강엠앤티(주),100090,201412
삼강엠앤티(주),100090,201512
삼강엠앤티(주),100090,201612
삼강엠앤티(주),100090,201712
삼강엠앤티(주),100090,201812
삼강엠앤티(주),100090,201912
흥구석유(주),24060,201112
흥구석유(주),24060,201212
흥구석유(주),24060,201312
흥구석유(주),24060,201412
흥구석유(주),24060,201512
흥구석유(주),24060,201612
흥구석유(주),24060,201712
흥구석유(주),24060,201812
흥구석유(주),24060,201912
(주)비엠티,86670,201112
(주)비엠티,86670,201212
(주)비엠티,86670,201312
(주)비엠티,86670,201412
(주)비엠티,86670,201512
(주)비엠티,86670,201612
(주)비엠티,86670,201712
(주)비엠티,86670,201812
(주)비엠티,86670,201912
(주)에쎈테크,43340,201112
(주)에쎈테크,43340,201212
(주)에쎈테크,43340,201312
(주)에쎈테크,43340,201412
(주)에쎈테크,43340,201512
(주)에쎈테크,43340,201612
(주)에쎈테크,43340,201712
(주)에쎈테크,43340,201812
(주)에쎈테크,43340,201912
한국조선해양(주),9540,201112
한국조선해양(주),9540,201212
한국조선해양(주),9540,201312
한국조선해양(주),9540,201412
한국조선해양(주),9540,201512
한국조선해양(주),9540,201612
한국조선해양(주),9540,201712
한국조선해양(주),9540,201812
한국조선해양(주),9540,201912
인선이엔티(주),60150,201112
인선이엔티(주),60150,201212
인선이엔티(주),60150,201312
인선이엔티(주),60150,201412
인선이엔티(주),60150,201512
인선이엔티(주),60150,201612
인선이엔티(주),60150,201712
인선이엔티(주),60150,201812
인선이엔티(주),60150,201912
삼성엔지니어링(주),28050,201112
삼성엔지니어링(주),28050,201212
삼성엔지니어링(주),28050,201312
삼성엔지니어링(주),28050,201412
삼성엔지니어링(주),28050,201512
삼성엔지니어링(주),28050,201612
삼성엔지니어링(주),28050,201712
삼성엔지니어링(주),28050,201812
삼성엔지니어링(주),28050,201912
에이치엘비생명과학(주),67630,201112
에이치엘비생명과학(주),67630,201212
에이치엘비생명과학(주),67630,201312
에이치엘비생명과학(주),67630,201412
에이치엘비생명과학(주),67630,201512
에이치엘비생명과학(주),67630,201612
에이치엘비생명과학(주),67630,201712
에이치엘비생명과학(주),67630,201812
에이치엘비생명과학(주),67630,201912
(주)에스에이티,60540,201112
(주)에스에이티,60540,201212
(주)에스에이티,60540,201312
(주)에스에이티,60540,201412
(주)에스에이티,60540,201512
(주)에스에이티,60540,201612
(주)에스에이티,60540,201712
(주)에스에이티,60540,201812
(주)에스에이티,60540,201912
(주)아스트,67390,201412
(주)아스트,67390,201512
(주)아스트,67390,201612
(주)아스트,67390,201712
(주)아스트,67390,201812
(주)아스트,67390,201912
(주)어스앤에어로스페이스,263540,201712
(주)어스앤에어로스페이스,263540,201812
(주)어스앤에어로스페이스,263540,201912
하이즈항공(주),221840,201512
하이즈항공(주),221840,201612
하이즈항공(주),221840,201712
하이즈항공(주),221840,201812
하이즈항공(주),221840,201912
한국항공우주산업(주),47810,201112
한국항공우주산업(주),47810,201212
한국항공우주산업(주),47810,201312
한국항공우주산업(주),47810,201412
한국항공우주산업(주),47810,201512
한국항공우주산업(주),47810,201612
한국항공우주산업(주),47810,201712
한국항공우주산업(주),47810,201812
한국항공우주산업(주),47810,201912
한화에어로스페이스(주),12450,201112
한화에어로스페이스(주),12450,201212
한화에어로스페이스(주),12450,201312
한화에어로스페이스(주),12450,201412
한화에어로스페이스(주),12450,201512
한화에어로스페이스(주),12450,201612
한화에어로스페이스(주),12450,201712
한화에어로스페이스(주),12450,201812
한화에어로스페이스(주),12450,201912
(주)광무,29480,201112
(주)광무,29480,201212
(주)광무,29480,201312
(주)광무,29480,201412
(주)광무,29480,201512
(주)광무,29480,201612
(주)광무,29480,201712
(주)광무,29480,201812
(주)광무,29480,201912
(주)다산네트웍스,39560,201112
(주)다산네트웍스,39560,201212
(주)다산네트웍스,39560,201312
(주)다산네트웍스,39560,201412
(주)다산네트웍스,39560,201512
(주)다산네트웍스,39560,201612
(주)다산네트웍스,39560,201712
(주)다산네트웍스,39560,201812
(주)다산네트웍스,39560,201912
(주)대유플러스,300,201112
(주)대유플러스,300,201212
(주)대유플러스,300,201312
(주)대유플러스,300,201412
(주)대유플러스,300,201512
(주)대유플러스,300,201612
(주)대유플러스,300,201712
(주)대유플러스,300,201812
(주)대유플러스,300,201912
(주)오이솔루션,138080,201412
(주)오이솔루션,138080,201512
(주)오이솔루션,138080,201612
(주)오이솔루션,138080,201712
(주)오이솔루션,138080,201812
(주)오이솔루션,138080,201912
(주)우리넷,115440,201112
(주)우리넷,115440,201212
(주)우리넷,115440,201312
(주)우리넷,115440,201412
(주)우리넷,115440,201512
(주)우리넷,115440,201612
(주)우리넷,115440,201712
(주)우리넷,115440,201812
(주)우리넷,115440,201912
(주)텔레필드,91440,201112
(주)텔레필드,91440,201212
(주)텔레필드,91440,201312
(주)텔레필드,91440,201412
(주)텔레필드,91440,201512
(주)텔레필드,91440,201612
(주)텔레필드,91440,201712
(주)텔레필드,91440,201812
(주)텔레필드,91440,201912
(주)파이오링크,170790,201312
(주)파이오링크,170790,201412
(주)파이오링크,170790,201512
(주)파이오링크,170790,201612
(주)파이오링크,170790,201712
(주)파이오링크,170790,201812
(주)파이오링크,170790,201912
코위버(주),56360,201112
코위버(주),56360,201212
코위버(주),56360,201312
코위버(주),56360,201412
코위버(주),56360,201512
코위버(주),56360,201612
코위버(주),56360,201712
코위버(주),56360,201812
코위버(주),56360,201912
현대에이치티(주),39010,201112
현대에이치티(주),39010,201212
현대에이치티(주),39010,201312
현대에이치티(주),39010,201412
현대에이치티(주),39010,201512
현대에이치티(주),39010,201612
현대에이치티(주),39010,201712
현대에이치티(주),39010,201812
현대에이치티(주),39010,201912
(주)넥스트아이,137940,201112
(주)넥스트아이,137940,201212
(주)넥스트아이,137940,201312
(주)넥스트아이,137940,201412
(주)넥스트아이,137940,201512
(주)넥스트아이,137940,201612
(주)넥스트아이,137940,201712
(주)넥스트아이,137940,201812
(주)넥스트아이,137940,201912
(주)우진,105840,201112
(주)우진,105840,201212
(주)우진,105840,201312
(주)우진,105840,201412
(주)우진,105840,201512
(주)우진,105840,201612
(주)우진,105840,201712
(주)우진,105840,201812
(주)우진,105840,201912
(주)원익피앤이,131390,201112
(주)원익피앤이,131390,201212
(주)원익피앤이,131390,201312
(주)원익피앤이,131390,201412
(주)원익피앤이,131390,201512
(주)원익피앤이,131390,201612
(주)원익피앤이,131390,201712
(주)원익피앤이,131390,201812
(주)원익피앤이,131390,201912
(주)파루,43200,201112
(주)파루,43200,201212
(주)파루,43200,201312
(주)파루,43200,201412
(주)파루,43200,201512
(주)파루,43200,201612
(주)파루,43200,201712
(주)파루,43200,201812
(주)파루,43200,201912
제룡전기(주),33100,201112
제룡전기(주),33100,201212
제룡전기(주),33100,201312
제룡전기(주),33100,201412
제룡전기(주),33100,201512
제룡전기(주),33100,201612
제룡전기(주),33100,201712
제룡전기(주),33100,201812
제룡전기(주),33100,201912
현대일렉트릭앤에너지시스템(주),267260,201712
현대일렉트릭앤에너지시스템(주),267260,201812
현대일렉트릭앤에너지시스템(주),267260,201912
(주)엘앤에프,66970,201112
(주)엘앤에프,66970,201212
(주)엘앤에프,66970,201312
(주)엘앤에프,66970,201412
(주)엘앤에프,66970,201512
(주)엘앤에프,66970,201612
(주)엘앤에프,66970,201712
(주)엘앤에프,66970,201812
(주)엘앤에프,66970,201912
삼성SDI(주),6400,201112
삼성SDI(주),6400,201212
삼성SDI(주),6400,201312
삼성SDI(주),6400,201412
삼성SDI(주),6400,201512
삼성SDI(주),6400,201612
삼성SDI(주),6400,201712
삼성SDI(주),6400,201812
삼성SDI(주),6400,201912
상신이디피(주),91580,201112
상신이디피(주),91580,201212
상신이디피(주),91580,201312
상신이디피(주),91580,201412
상신이디피(주),91580,201512
상신이디피(주),91580,201612
상신이디피(주),91580,201712
상신이디피(주),91580,201812
상신이디피(주),91580,201912
대원전선(주),6340,201112
대원전선(주),6340,201212
대원전선(주),6340,201312
대원전선(주),6340,201412
대원전선(주),6340,201512
대원전선(주),6340,201612
대원전선(주),6340,201712
대원전선(주),6340,201812
대원전선(주),6340,201912
대한전선(주),1440,201112
대한전선(주),1440,201212
대한전선(주),1440,201312
대한전선(주),1440,201412
대한전선(주),1440,201512
대한전선(주),1440,201612
대한전선(주),1440,201712
대한전선(주),1440,201812
대한전선(주),1440,201912
(주)티피씨메카트로닉스,48770,201412
(주)티피씨메카트로닉스,48770,201512
(주)티피씨메카트로닉스,48770,201612
(주)티피씨메카트로닉스,48770,201712
(주)티피씨메카트로닉스,48770,201812
(주)티피씨메카트로닉스,48770,201912
우림피티에스(주),101170,201112
우림피티에스(주),101170,201212
우림피티에스(주),101170,201312
우림피티에스(주),101170,201412
우림피티에스(주),101170,201512
우림피티에스(주),101170,201612
우림피티에스(주),101170,201712
우림피티에스(주),101170,201812
우림피티에스(주),101170,201912
(주)로보스타,90360,201112
(주)로보스타,90360,201212
(주)로보스타,90360,201312
(주)로보스타,90360,201412
(주)로보스타,90360,201512
(주)로보스타,90360,201612
(주)로보스타,90360,201712
(주)로보스타,90360,201812
(주)로보스타,90360,201912
참존글로벌(주),158310,201312
참존글로벌(주),158310,201412
참존글로벌(주),158310,201512
참존글로벌(주),158310,201612
참존글로벌(주),158310,201712
참존글로벌(주),158310,201812
참존글로벌(주),158310,201912
휴림로봇(주),90710,201112
휴림로봇(주),90710,201212
휴림로봇(주),90710,201312
휴림로봇(주),90710,201412
휴림로봇(주),90710,201512
휴림로봇(주),90710,201612
휴림로봇(주),90710,201712
휴림로봇(주),90710,201812
휴림로봇(주),90710,201912
(주)디비아이엔씨,12030,201112
(주)디비아이엔씨,12030,201212
(주)디비아이엔씨,12030,201312
(주)디비아이엔씨,12030,201412
(주)디비아이엔씨,12030,201512
(주)디비아이엔씨,12030,201612
(주)디비아이엔씨,12030,201712
(주)디비아이엔씨,12030,201812
(주)디비아이엔씨,12030,201912
(주)리노스,39980,201112
(주)리노스,39980,201212
(주)리노스,39980,201312
(주)리노스,39980,201412
(주)리노스,39980,201512
(주)리노스,39980,201612
(주)리노스,39980,201712
(주)리노스,39980,201812
(주)리노스,39980,201912
(주)미래아이앤지,7120,201112
(주)미래아이앤지,7120,201212
(주)미래아이앤지,7120,201312
(주)미래아이앤지,7120,201412
(주)미래아이앤지,7120,201512
(주)미래아이앤지,7120,201612
(주)미래아이앤지,7120,201712
(주)미래아이앤지,7120,201812
(주)미래아이앤지,7120,201912
(주)시티랩스,139050,201112
(주)시티랩스,139050,201212
(주)시티랩스,139050,201312
(주)시티랩스,139050,201412
(주)시티랩스,139050,201512
(주)시티랩스,139050,201612
(주)시티랩스,139050,201712
(주)시티랩스,139050,201812
(주)시티랩스,139050,201912
(주)아이티센,124500,201612
(주)아이티센,124500,201712
(주)아이티센,124500,201812
(주)아이티센,124500,201912
(주)오픈베이스,49480,201112
(주)오픈베이스,49480,201212
(주)오픈베이스,49480,201312
(주)오픈베이스,49480,201412
(주)오픈베이스,49480,201512
(주)오픈베이스,49480,201612
(주)오픈베이스,49480,201712
(주)오픈베이스,49480,201812
(주)오픈베이스,49480,201912
(주)율호,72770,201112
(주)율호,72770,201212
(주)율호,72770,201312
(주)율호,72770,201412
(주)율호,72770,201512
(주)율호,72770,201612
(주)율호,72770,201712
(주)율호,72770,201812
(주)율호,72770,201912
(주)인성정보,33230,201112
(주)인성정보,33230,201212
(주)인성정보,33230,201312
(주)인성정보,33230,201412
(주)인성정보,33230,201512
(주)인성정보,33230,201612
(주)인성정보,33230,201712
(주)인성정보,33230,201812
(주)인성정보,33230,201912
(주)정원엔시스,45510,201112
(주)정원엔시스,45510,201212
(주)정원엔시스,45510,201312
(주)정원엔시스,45510,201412
(주)정원엔시스,45510,201512
(주)정원엔시스,45510,201612
(주)정원엔시스,45510,201712
(주)정원엔시스,45510,201812
(주)정원엔시스,45510,201912
(주)주연테크,44380,201112
(주)주연테크,44380,201212
(주)주연테크,44380,201312
(주)주연테크,44380,201412
(주)주연테크,44380,201512
(주)주연테크,44380,201612
(주)주연테크,44380,201712
(주)주연테크,44380,201812
(주)주연테크,44380,201912
(주)콤텍시스템,31820,201112
(주)콤텍시스템,31820,201212
(주)콤텍시스템,31820,201312
(주)콤텍시스템,31820,201412
(주)콤텍시스템,31820,201512
(주)콤텍시스템,31820,201612
(주)콤텍시스템,31820,201712
(주)콤텍시스템,31820,201812
(주)콤텍시스템,31820,201912
(주)큐로컴,40350,201112
(주)큐로컴,40350,201212
(주)큐로컴,40350,201312
(주)큐로컴,40350,201412
(주)큐로컴,40350,201512
(주)큐로컴,40350,201612
(주)큐로컴,40350,201712
(주)큐로컴,40350,201812
(주)큐로컴,40350,201912
(주)휴맥스홀딩스,28080,201112
(주)휴맥스홀딩스,28080,201212
(주)휴맥스홀딩스,28080,201312
(주)휴맥스홀딩스,28080,201412
(주)휴맥스홀딩스,28080,201512
(주)휴맥스홀딩스,28080,201612
(주)휴맥스홀딩스,28080,201712
(주)휴맥스홀딩스,28080,201812
(주)휴맥스홀딩스,28080,201912
비케이탑스(주),30790,201112
비케이탑스(주),30790,201212
비케이탑스(주),30790,201312
비케이탑스(주),30790,201412
비케이탑스(주),30790,201512
비케이탑스(주),30790,201612
비케이탑스(주),30790,201712
비케이탑스(주),30790,201812
비케이탑스(주),30790,201912
쌍용정보통신(주),10280,201112
쌍용정보통신(주),10280,201212
쌍용정보통신(주),10280,201312
쌍용정보통신(주),10280,201412
쌍용정보통신(주),10280,201512
쌍용정보통신(주),10280,201612
쌍용정보통신(주),10280,201712
쌍용정보통신(주),10280,201812
쌍용정보통신(주),10280,201912
아이크래프트(주),52460,201112
아이크래프트(주),52460,201212
아이크래프트(주),52460,201312
아이크래프트(주),52460,201412
아이크래프트(주),52460,201512
아이크래프트(주),52460,201612
아이크래프트(주),52460,201712
아이크래프트(주),52460,201812
아이크래프트(주),52460,201912
에스넷시스템(주),38680,201112
에스넷시스템(주),38680,201212
에스넷시스템(주),38680,201312
에스넷시스템(주),38680,201412
에스넷시스템(주),38680,201512
에스넷시스템(주),38680,201612
에스넷시스템(주),38680,201712
에스넷시스템(주),38680,201812
에스넷시스템(주),38680,201912
에스트래픽(주),234300,201712
에스트래픽(주),234300,201812
에스트래픽(주),234300,201912
오상자이엘(주),53980,201112
오상자이엘(주),53980,201212
오상자이엘(주),53980,201312
오상자이엘(주),53980,201412
오상자이엘(주),53980,201512
오상자이엘(주),53980,201612
오상자이엘(주),53980,201712
오상자이엘(주),53980,201812
오상자이엘(주),53980,201912
한솔인티큐브(주),70590,201112
한솔인티큐브(주),70590,201212
한솔인티큐브(주),70590,201312
한솔인티큐브(주),70590,201412
한솔인티큐브(주),70590,201512
한솔인티큐브(주),70590,201612
한솔인티큐브(주),70590,201712
한솔인티큐브(주),70590,201812
한솔인티큐브(주),70590,201912
(주)벽산,7210,201112
(주)벽산,7210,201212
(주)벽산,7210,201312
(주)벽산,7210,201412
(주)벽산,7210,201512
(주)벽산,7210,201612
(주)벽산,7210,201712
(주)벽산,7210,201812
(주)벽산,7210,201912
(주)멕아이씨에스,58110,201512
(주)멕아이씨에스,58110,201612
(주)멕아이씨에스,58110,201712
(주)멕아이씨에스,58110,201812
(주)멕아이씨에스,58110,201912
(주)씨유메디칼시스템,115480,201112
(주)씨유메디칼시스템,115480,201212
(주)씨유메디칼시스템,115480,201312
(주)씨유메디칼시스템,115480,201412
(주)씨유메디칼시스템,115480,201512
(주)씨유메디칼시스템,115480,201612
(주)씨유메디칼시스템,115480,201712
(주)씨유메디칼시스템,115480,201812
(주)씨유메디칼시스템,115480,201912
한일네트웍스(주),46110,201112
한일네트웍스(주),46110,201212
한일네트웍스(주),46110,201312
한일네트웍스(주),46110,201412
한일네트웍스(주),46110,201512
