,순이익증가율,순이익증가률개별,순이익증가률연결,순이익증가율1
3979,1254789.63,11111111.11,11111111.11,1254789.63
3980,-72.96,36.92,-72.96,-72.96
3981,269.82,20.6,269.82,269.82
3982,-74.81,21.74,-74.81,-74.81
3983,296.92,-42.62,296.92,296.92
3984,-476.98,-1756.28,-476.98,-476.98
3985,1254789.63,11111111.11,11111111.11,1254789.63
3986,1254789.63,11111111.11,11111111.11,1254789.63
3987,1254789.63,11111111.11,11111111.11,1254789.63
3988,1254789.63,11111111.11,11111111.11,1254789.63
3989,0.0,0.0,0.0,0.0
3990,0.0,0.0,0.0,0.0
3991,0.0,0.0,0.0,0.0
3992,0.0,-173.69,0.0,0.0
3993,0.0,11111111.11,0.0,0.0
3994,-210.33,11111111.11,-210.33,-210.33
3995,1254789.63,11111111.11,11111111.11,1254789.63
3996,1254789.63,11111111.11,11111111.11,1254789.63
3997,1254789.63,11111111.11,11111111.11,1254789.63
3998,21.36,-14.23,21.36,21.36
3999,56.38,50.08,56.38,56.38
4000,-557.69,-521.16,-557.69,-557.69
4001,1254789.63,11111111.11,11111111.11,1254789.63
4002,-320.11,-320.11,11111111.11,-320.11
4003,1254789.63,11111111.11,11111111.11,1254789.63
4004,-4924.62,-4924.62,11111111.11,-4924.62
4005,1254789.63,11111111.11,11111111.11,1254789.63
4006,-34.1,-23.77,-34.1,-34.1
4007,6.61,-56.43,6.61,6.61
4008,-23.87,71.19,-23.87,-23.87
4009,0.0,-45.93,0.0,0.0
4010,-222.42,-197.33,-222.42,-222.42
4011,1254789.63,11111111.11,11111111.11,1254789.63
4012,246.2,246.2,11111111.11,246.2
4013,-71.26,-49.4,-71.26,-71.26
4014,-682.83,-682.83,-682.83,-682.83
4015,1254789.63,11111111.11,11111111.11,1254789.63
4016,1254789.63,11111111.11,11111111.11,1254789.63
4017,-90.32,-77.01,-90.32,-90.32
4018,-1205.5,-317.93,-1205.5,-1205.5
4019,1254789.63,11111111.11,11111111.11,1254789.63
4020,1254789.63,11111111.11,11111111.11,1254789.63
4021,333.97,333.97,11111111.11,333.97
4022,121.83,121.83,121.83,121.83
4023,-54.71,-54.71,-54.71,-54.71
4024,-31.91,-69.65,-31.91,-31.91
4025,0.0,-42.42,0.0,0.0
4026,0.0,-50.25,0.0,0.0
4027,0.0,-40.05,0.0,0.0
4028,0.0,-264.84,0.0,0.0
4029,0.0,11111111.11,0.0,0.0
4030,0.0,26.04,0.0,0.0
4031,0.0,-27.28,0.0,0.0
4032,0.0,-11.01,0.0,0.0
4033,0.0,-67.74,0.0,0.0
4034,0.0,-376.06,0.0,0.0
4035,0.0,11111111.11,0.0,0.0
4036,-114.0,11111111.11,-114.0,-114.0
4037,1254789.63,11111111.11,11111111.11,1254789.63
4038,1254789.63,11111111.11,11111111.11,1254789.63
4039,1254789.63,11111111.11,11111111.11,1254789.63
4040,9417.99,11111111.11,9417.99,9417.99
4041,0.0,10.73,0.0,0.0
4042,0.0,-31.35,0.0,0.0
4043,0.0,4.42,0.0,0.0
4044,0.0,-27.71,0.0,0.0
4045,-82.25,-0.58,-82.25,-82.25
4046,-79.71,-68.99,-79.71,-79.71
4047,233.3,199.21,233.3,233.3
4048,-63.35,-37.04,-63.35,-63.35
4049,807.36,464.42,807.36,807.36
4050,-328.67,-286.2,-328.67,-328.67
4051,1254789.63,11111111.11,11111111.11,1254789.63
4052,64.95,27.33,64.95,64.95
4053,67.66,56.71,67.66,67.66
4054,-77.94,-79.22,-77.94,-77.94
4055,10.12,-20.02,10.12,10.12
4056,-43.97,-40.75,-43.97,-43.97
4057,-426.87,-593.53,-426.87,-426.87
4058,1254789.63,11111111.11,11111111.11,1254789.63
4059,-54.98,-99.05,-54.98,-54.98
4060,-423.93,-7692.11,-423.93,-423.93
4061,1254789.63,11111111.11,11111111.11,1254789.63
4062,0.0,11111111.11,0.0,0.0
4063,0.0,-10601.75,0.0,0.0
4064,0.0,11111111.11,0.0,0.0
4065,0.0,-11.92,0.0,0.0
4066,0.0,-339.68,0.0,0.0
4067,0.0,11111111.11,0.0,0.0
4068,0.0,11111111.11,0.0,0.0
4069,0.0,11111111.11,0.0,0.0
4070,438.45,11111111.11,438.45,438.45
4071,-55.3,-50.22,-55.3,-55.3
4072,-18.32,-7.76,-18.32,-18.32
4073,-133.96,-112.58,-133.96,-133.96
4074,1254789.63,11111111.11,11111111.11,1254789.63
4075,-101.46,-103.14,-101.46,-101.46
4076,1254789.63,11111111.11,11111111.11,1254789.63
4077,-63.25,-89.29,-63.25,-63.25
4078,258.59,118.43,258.59,258.59
4079,6.97,595.63,6.97,6.97
4080,3.12,-5.07,3.12,3.12
4081,6.78,14.61,6.78,6.78
4082,-64.42,-64.38,-64.42,-64.42
4083,-30.76,-25.9,-30.76,-30.76
4084,-48.62,-57.56,-48.62,-48.62
4085,-294.46,-311.97,-294.46,-294.46
4086,1254789.63,11111111.11,11111111.11,1254789.63
4087,-93.28,-67.41,-93.28,-93.28
4088,1902.77,8.05,1902.77,1902.77
4089,0.0,-85.82,0.0,0.0
4090,0.0,2786.76,0.0,0.0
4091,0.0,25.39,0.0,0.0
4092,4.34,5.44,4.34,4.34
4093,-39.5,-40.87,-39.5,-39.5
4094,-50.62,-55.95,-50.62,-50.62
4095,125.9,126.71,125.9,125.9
4096,-112.68,-147.28,-112.68,-112.68
4097,1254789.63,11111111.11,11111111.11,1254789.63
4098,-301.42,-301.42,11111111.11,-301.42
4099,1254789.63,11111111.11,11111111.11,1254789.63
4100,-7358.19,-10692.17,-7358.19,-7358.19
4101,1254789.63,11111111.11,11111111.11,1254789.63
4102,1254789.63,11111111.11,11111111.11,1254789.63
4103,1254789.63,11111111.11,11111111.11,1254789.63
4104,-201.36,-201.36,11111111.11,-201.36
4105,1254789.63,11111111.11,11111111.11,1254789.63
4106,0.0,11111111.11,0.0,0.0
4107,0.0,11111111.11,0.0,0.0
4108,0.0,-77.95,0.0,0.0
4109,0.0,-64.58,0.0,0.0
4110,0.0,1205.22,0.0,0.0
4111,0.0,-141.01,0.0,0.0
4112,0.0,11111111.11,0.0,0.0
4113,0.0,11111111.11,0.0,0.0
4114,0.0,11111111.11,0.0,0.0
4115,-76.75,11111111.11,-76.75,-76.75
4116,-268.25,-4.76,-268.25,-268.25
4117,-270.41,-270.41,11111111.11,-270.41
4118,1254789.63,11111111.11,11111111.11,1254789.63
4119,1254789.63,11111111.11,11111111.11,1254789.63
4120,0.0,21.54,0.0,0.0
4121,0.0,-65.05,0.0,0.0
4122,0.0,47.61,0.0,0.0
4123,0.0,118.46,0.0,0.0
4124,-104.28,-93.3,-104.28,-104.28
4125,1427.32,1427.32,11111111.11,1427.32
4126,-13.54,-10.7,-13.54,-13.54
4127,-66.3,-44.63,-66.3,-66.3
4128,8.15,-41.33,8.15,8.15
4129,-6.8,-5.21,-6.8,-6.8
4130,-193.68,-245.63,-193.68,-193.68
4131,1254789.63,11111111.11,11111111.11,1254789.63
4132,-165.06,-165.06,11111111.11,-165.06
4133,1254789.63,11111111.11,11111111.11,1254789.63
4134,0.0,14.99,0.0,0.0
4135,-0.32,892.81,-0.32,-0.32
4136,-6.65,41.6,-6.65,-6.65
4137,37.33,6.64,37.33,37.33
4138,-123.6,-166.02,-123.6,-123.6
4139,1254789.63,11111111.11,11111111.11,1254789.63
4140,14.39,40.37,14.39,14.39
4141,-23.77,-18.6,-23.77,-23.77
4142,8.11,-6.3,8.11,8.11
4143,18.03,12.4,18.03,18.03
4144,-100.36,-109.05,-100.36,-100.36
4145,1254789.63,11111111.11,11111111.11,1254789.63
4146,-157.52,-76.74,-157.52,-157.52
4147,62.71,62.71,11111111.11,62.71
4148,201.88,-26.67,201.88,201.88
4149,-28.44,35.4,-28.44,-28.44
4150,69.77,5.3,69.77,69.77
4151,-1.44,33.52,-1.44,-1.44
4152,40.23,33.22,40.23,40.23
4153,832.21,1323.29,832.21,832.21
4154,-19.77,-9.63,-19.77,-19.77
4155,-11.54,-12.5,-11.54,-11.54
4156,-34.53,-36.54,-34.53,-34.53
4157,-25.35,-8.7,-25.35,-25.35
4158,158.02,161.08,158.02,158.02
4159,155.56,97.62,155.56,155.56
4160,-16.56,-20.24,-16.56,-16.56
4161,-13.38,13.9,-13.38,-13.38
4162,-92.45,-91.33,-92.45,-92.45
4163,-100.2,-157.3,-100.2,-100.2
4164,1254789.63,11111111.11,11111111.11,1254789.63
4165,1254789.63,11111111.11,11111111.11,1254789.63
4166,-5333.16,-5333.16,11111111.11,-5333.16
4167,1254789.63,11111111.11,11111111.11,1254789.63
4168,30.1,96.84,30.1,30.1
4169,34.56,1.48,34.56,34.56
4170,56.84,74.36,56.84,56.84
4171,-75.38,-56.68,-75.38,-75.38
4172,-333.82,-331.43,-333.82,-333.82
4173,1254789.63,11111111.11,11111111.11,1254789.63
4174,1254789.63,11111111.11,11111111.11,1254789.63
4175,1254789.63,11111111.11,11111111.11,1254789.63
4176,1254789.63,11111111.11,11111111.11,1254789.63
4177,0.0,-1320.52,0.0,0.0
4178,-172.29,11111111.11,-172.29,-172.29
4179,1254789.63,11111111.11,11111111.11,1254789.63
4180,1254789.63,11111111.11,11111111.11,1254789.63
4181,1254789.63,11111111.11,11111111.11,1254789.63
4182,1254789.63,11111111.11,11111111.11,1254789.63
4183,-367.78,-354.92,-367.78,-367.78
4184,1254789.63,11111111.11,11111111.11,1254789.63
4185,1254789.63,11111111.11,11111111.11,1254789.63
4186,0.0,11111111.11,0.0,0.0
4187,0.0,11111111.11,0.0,0.0
4188,0.0,11111111.11,0.0,0.0
4189,0.0,11111111.11,0.0,0.0
4190,0.0,11111111.11,0.0,0.0
4191,0.0,11111111.11,0.0,0.0
4192,0.0,11111111.11,0.0,0.0
4193,0.0,-494.87,0.0,0.0
4194,85.2,11111111.11,85.2,85.2
4195,78.65,125.49,78.65,78.65
4196,-36.44,-52.76,-36.44,-36.44
4197,-92.18,-89.26,-92.18,-92.18
4198,906.31,139.68,906.31,906.31
4199,-77.02,17.09,-77.02,-77.02
4200,-211.45,252.73,-211.45,-211.45
4201,-33.65,-33.65,11111111.11,-33.65
4202,-169.1,-0.52,-169.1,-169.1
4203,-93.36,-93.36,11111111.11,-93.36
4204,-3681.84,-1380.59,-3681.84,-3681.84
4205,1254789.63,11111111.11,11111111.11,1254789.63
4206,-1058.0,-1058.0,11111111.11,-1058.0
4207,1254789.63,11111111.11,11111111.11,1254789.63
4208,1254789.63,11111111.11,11111111.11,1254789.63
