회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS),이자보상배율(이자비용)(IFRS연결),이자보상배율
(주)CMG제약,58820,11-Dec,3.94,3.53,3.53
(주)DB하이텍,990,11-Dec,-0.69,-0.75,-0.75
(주)ST,11810,11-Dec,0.67,1.66,1.66
(주)TCC스틸,2710,11-Dec,1.8,1.41,1.41
(주)강스템바이오텍,217730,15-Dec,-5.41,77777777.77,-5.41
(주)강원에너지,114190,11-Nov,393.9,77777777.77,393.9
(주)갤럭시아에스엠,11420,11-Dec,6.14,6.31,6.31
(주)골드앤에스,35290,11-Dec,1.25,1.13,1.13
(주)골드퍼시픽,38530,11-Dec,14.16,77777777.77,14.16
(주)광림,14200,11-Dec,4.55,77777777.77,4.55
(주)광무,29480,11-Dec,-2.59,-3.01,-3.01
(주)국보,1140,11-Dec,0.81,0.75,0.75
(주)국순당,43650,11-Dec,77777777.77,167.22,167.22
(주)국영지앤엠,6050,11-Dec,-170.81,77777777.77,-170.81
(주)기가레인,49080,13-Dec,5.66,5.72,5.72
(주)기산텔레콤,35460,11-Dec,-5.27,-3.73,-3.73
(주)까뮤이앤씨,13700,11-Dec,-14.28,77777777.77,-14.28
(주)나노,187790,14-Dec,77777777.77,77777777.77,11111111.11
(주)나노엔텍,39860,11-Dec,-8.71,-12.31,-12.31
(주)나이벡,138610,11-Dec,-3.91,77777777.77,-3.91
(주)내츄럴엔도텍,168330,13-Dec,675.61,77777777.77,675.61
(주)네오리진,94860,11-Dec,1.82,1.61,1.61
(주)네이처셀,7390,11-Dec,-1.42,77777777.77,-1.42
(주)네패스,33640,11-Dec,7.47,3.47,3.47
(주)넥스트엔터테인먼트월드,160550,14-Dec,12.47,13.68,13.68
(주)넥슨게임즈,225570,15-Dec,12.43,77777777.77,12.43
(주)넵튠,217270,15-Dec,-3.35,77777777.77,-3.35
(주)노블엠앤비,106520,12-Dec,13.46,11.2,11.2
(주)녹십자엠에스,142280,14-Dec,9.68,77777777.77,9.68
(주)녹원씨엔아이,65560,11-Dec,2.19,2.99,2.99
(주)누리플랜,69140,11-Dec,6.36,5.57,5.57
(주)뉴로스,126870,12-Dec,5.75,5.1,5.1
(주)뉴프렉스,85670,11-Dec,1.92,0.81,0.81
(주)다날,64260,11-Dec,4.56,-0.33,-0.33
(주)다산네트웍스,39560,11-Dec,0.5,-1.06,-1.06
(주)다이나믹디자인,145210,15-Dec,5.86,2.92,2.92
(주)대구백화점,6370,11-Mar,77777777.77,77777777.77,11111111.11
(주)대동,490,11-Dec,1.8,2.44,2.44
(주)대명소노시즌,7720,11-Dec,-23.88,-10.93,-10.93
(주)대성엘텍,25440,11-Dec,-0.73,-1.38,-1.38
(주)대유플러스,300,11-Dec,0.56,0.65,0.65
(주)대창,12800,11-Dec,1.22,1.4,1.4
(주)대창솔루션,96350,11-Dec,2.11,77777777.77,2.11
(주)대한항공,3490,11-Dec,0.79,0.81,0.81
(주)대호에이엘,69460,11-Dec,2.75,2.82,2.82
(주)대호특수강,21040,11-Dec,0.54,77777777.77,0.54
(주)더 미동,161570,13-Dec,455.03,449.88,449.88
(주)더블유아이,73570,11-Dec,0.12,0.05,0.05
(주)덴티스,261200,17-Dec,-2.33,77777777.77,-2.33
(주)동방선기,99410,11-Dec,0.75,2,2.0
(주)동양,1520,11-Dec,0.18,-0.13,-0.13
(주)동운아나텍,94170,15-Dec,41.32,77777777.77,41.32
(주)듀오백,73190,11-Dec,77777777.77,10.84,10.84
(주)드래곤플라이,30350,11-Dec,77777777.77,77777777.77,11111111.11
(주)드림시큐리티,203650,14-Dec,-1.48,77777777.77,-1.48
(주)드림어스컴퍼니,60570,11-Dec,-30.72,-30.53,-30.53
(주)디아이,3160,11-Dec,-0.78,-2.08,-2.08
(주)디에스앤엘,141020,13-Dec,-20.48,-20.8,-20.8
(주)디엔에이링크,127120,11-Dec,3.27,77777777.77,3.27
(주)디엠에스,68790,11-Dec,1.54,0.83,0.83
(주)디이엔티,79810,11-Dec,-7.69,77777777.77,-7.69
(주)디지아이,43360,11-Dec,-4.28,77777777.77,-4.28
(주)레고켐바이오사이언스,141080,13-Dec,-119.36,77777777.77,-119.36
(주)레드로버,60300,11-Dec,10.36,77777777.77,10.36
(주)레이크머티리얼즈,281740,17-Dec,-4.74,77777777.77,-4.74
(주)루멘스,38060,11-Dec,4.36,5.56,5.56
(주)루트로닉,85370,11-Dec,2.79,-2.06,-2.06
(주)룽투코리아,60240,11-Dec,-13.45,-18.61,-18.61
(주)리더스코스메틱,16100,11-Dec,6.86,77777777.77,6.86
(주)리드,197210,15-Dec,5.95,5.84,5.84
(주)마니커,27740,11-Dec,0.28,0.58,0.58
(주)마이크로컨텍솔루션,98120,11-Dec,363.23,77777777.77,363.23
(주)매직마이크로,127160,15-Dec,1.59,-1.22,-1.22
(주)메디콕스,54180,11-Jun,1.19,77777777.77,1.19
(주)메디프론디비티,65650,11-Dec,2.96,77777777.77,2.96
(주)메지온,140410,12-Dec,77777777.77,77777777.77,11111111.11
(주)메타랩스,90370,11-Dec,1.37,1.44,1.44
(주)멕아이씨에스,58110,15-Dec,-0.74,77777777.77,-0.74
(주)멜파스,96640,11-Dec,37.14,77777777.77,37.14
(주)모베이스전자,12860,11-Dec,0.59,5.89,5.89
(주)모비스,250060,16-Dec,77777777.77,77777777.77,11111111.11
(주)모아텍,33200,11-Dec,77777777.77,13.79,13.79
(주)미래아이앤지,7120,11-Dec,2.9,3.14,3.14
(주)바른손,18700,11-Mar,-1.25,-1.35,-1.35
(주)바른손이앤에이,35620,11-Dec,9.13,7.6,7.6
(주)바른전자,64520,11-Dec,-6.99,-7.08,-7.08
(주)바이넥스,53030,11-Dec,3.67,3.53,3.53
(주)바이오니아,64550,11-Dec,-0.97,-3.43,-3.43
(주)바이오톡스텍,86040,11-Dec,7.67,7.02,7.02
(주)백금티앤에이,46310,11-Dec,-0.71,0.32,0.32
(주)베노홀딩스,206400,14-Dec,-2043.63,77777777.77,-2043.63
(주)브이티지엠피,18290,11-Dec,-0.54,77777777.77,-0.54
(주)블루베리엔에프티,44480,11-Dec,77777777.77,-26.11,-26.11
(주)비덴트,121800,12-Jun,66.78,77777777.77,66.78
(주)비보존헬스케어,82800,11-Dec,-2.93,77777777.77,-2.93
(주)비비안,2070,11-Dec,14.74,7.35,7.35
(주)비엔지티,32790,11-Dec,-3.06,-3.65,-3.65
(주)비엘,142760,16-Dec,-89.65,77777777.77,-89.65
(주)비츠로시스,54220,11-Mar,1.44,4.16,4.16
(주)비케이홀딩스,50090,11-Dec,-0.84,-0.76,-0.76
(주)빅텍,65450,11-Dec,-55.71,77777777.77,-55.71
(주)삼에스코리아,60310,11-Mar,3.01,3.2,3.2
(주)삼표시멘트,38500,11-Dec,-0.71,-0.51,-0.51
(주)상보,27580,11-Dec,3.65,77777777.77,3.65
(주)상상인인더스트리,101000,11-Dec,-11.53,-11.5,-11.5
(주)상지카일룸,42940,11-Dec,-3.08,77777777.77,-3.08
(주)서부티엔디,6730,11-Dec,0.88,0.88,0.88
(주)서울리거,43710,11-Dec,77777777.77,77777777.77,11111111.11
(주)서울제약,18680,11-Dec,2.73,77777777.77,2.73
(주)서원,21050,11-Dec,2.33,0.95,0.95
(주)서진오토모티브,122690,11-Dec,77777777.77,77777777.77,11111111.11
(주)선앤엘,2820,11-Dec,4.03,2.31,2.31
(주)성안,11300,11-Dec,1.81,2.1,2.1
(주)세동,53060,11-Dec,0.38,0.6,0.6
(주)세원물산,24830,11-Dec,7.3,77777777.77,7.3
(주)세원정공,21820,11-Jun,38.49,44.1,44.1
(주)세진티에스,67770,11-Dec,77777777.77,77777777.77,11111111.11
(주)세토피아,222810,15-Dec,77777777.77,77777777.77,11111111.11
(주)센트럴인사이트,12600,11-Dec,-15.85,-15.07,-15.07
(주)셀루메드,49180,11-Dec,-3.95,-5.37,-5.37
(주)셀바스에이아이,108860,11-Dec,3.84,7.36,7.36
(주)셀바스헬스케어,208370,14-Dec,6.17,6.17,6.17
(주)셀트리온제약,68760,11-Dec,8.14,9.86,9.86
(주)셀피글로벌,68940,11-Dec,20.86,20.86,20.86
(주)손오공,66910,11-Dec,1.62,1.07,1.07
(주)솔고바이오메디칼,43100,11-Dec,-0.41,-2.22,-2.22
(주)스카이문스테크놀로지,33790,11-Dec,-2052578.47,-2052578,-2052578.0
(주)스킨앤스킨,159910,12-Dec,83.42,83.42,83.42
(주)스타플렉스,115570,11-Dec,4.14,-1.11,-1.11
(주)스튜디오산타클로스엔터테인먼트,204630,14-Dec,77777777.77,77777777.77,11111111.11
(주)시너지이노베이션,48870,11-Dec,0.55,-0.98,-0.98
(주)시티랩스,139050,11-Dec,8.98,8.98,8.98
(주)신성이엔지,11930,11-Dec,-1.67,-1.67,-1.67
(주)신원,9270,11-Dec,0.66,0.22,0.22
(주)쌍방울,102280,11-Dec,3.92,4.38,4.38
(주)썸에이지,208640,14-Dec,-1.82,-1.82,-1.82
(주)쎌마테라퓨틱스,15540,11-Dec,-13.07,-6.83,-6.83
(주)씨아이테크,4920,11-Dec,-37.97,-37.97,-37.97
(주)씨에스,65770,11-Dec,-2.59,-1.31,-1.31
(주)씨에스에이코스믹,83660,11-Dec,-1.86,-2.27,-2.27
(주)씨엔플러스,115530,11-Dec,28.32,31.87,31.87
(주)씨유메디칼시스템,115480,11-Dec,56.22,56.22,56.22
(주)씨티씨바이오,60590,11-Dec,0.26,0.27,0.27
(주)아가방앤컴퍼니,13990,11-Dec,33.61,28.43,28.43
(주)아리온테크놀로지,58220,11-Dec,21.5,21.5,21.5
(주)아미노로직스,74430,11-Dec,0.73,-10.38,-10.38
(주)아센디오,12170,11-Dec,13.19,13.19,13.19
(주)아스타,246720,17-Dec,-26.21,-47.72,-47.72
(주)아이앤씨테크놀로지,52860,11-Dec,77777777.77,77777777.77,11111111.11
(주)아이에스이커머스,69920,11-Dec,-2.5,0,0.0
(주)아이에이,38880,11-Dec,-9.2,-9.2,-9.2
(주)아이에이치큐,3560,11-Dec,-1.77,-1.27,-1.27
(주)아이엠,101390,11-Dec,152.1,4.97,4.97
(주)아이오케이컴퍼니,78860,11-Dec,2.71,2.71,2.71
(주)아이컴포넌트,59100,11-Dec,1.11,1.11,1.11
(주)아이톡시,52770,11-Dec,-4.31,-4.31,-4.31
(주)아이티엑스에이아이,99520,11-Dec,-0.6,-0.6,-0.6
(주)알루코,1780,11-Dec,0.73,0.99,0.99
(주)알에프세미,96610,11-Dec,19.66,20.01,20.01
(주)알테오젠,196170,14-Dec,6.28,7.41,7.41
(주)알톤스포츠,123750,11-Dec,2.16,2.54,2.54
(주)알파홀딩스,117670,11-Dec,25.8,25.8,25.8
(주)액션스퀘어,205500,14-Dec,116.41,116.41,116.41
(주)앤씨앤,92600,11-Dec,48.17,48.17,48.17
(주)에스디시스템,121890,11-Dec,77777777.77,77777777.77,11111111.11
(주)에스앤더블류,103230,11-Dec,0.91,0.91,0.91
(주)에스엘바이오닉스,214310,15-Dec,25.57,25.56,25.56
(주)에스엠라이프디자인그룹,63440,11-Dec,5.68,5.68,5.68
(주)에스엠벡셀,10580,11-Dec,-0.11,-0.11,-0.11
(주)에스엠컬처앤콘텐츠,48550,11-Dec,7.88,2.4,2.4
(주)에스지글로벌,1380,11-Dec,1.66,1,1.0
(주)에스지세계물산,4060,11-Dec,7.15,4.4,4.4
(주)에스티오,98660,11-Dec,5.12,4.08,4.08
(주)에스티큐브,52020,11-Dec,-141.6,-116.44,-116.44
(주)에쎈테크,43340,11-Dec,-1.77,-1.77,-1.77
(주)에이디칩스,54630,11-Dec,43.56,40,40.0
(주)에이루트,96690,11-Dec,73.37,73.37,73.37
(주)에이비프로바이오,195990,15-Dec,24.32,19.81,19.81
(주)에이스테크놀로지,88800,11-Dec,5.03,4.11,4.11
(주)에이엔피,15260,11-Dec,-1.52,0.92,0.92
(주)에이트원,230980,16-Dec,77777777.77,77777777.77,11111111.11
(주)에이티세미콘,89530,11-Dec,2.69,2.69,2.69
(주)에이프로젠헬스케어앤게임즈,109960,11-Dec,-21.05,-21.05,-21.05
(주)에프알텍,73540,11-Dec,77777777.77,77777777.77,11111111.11
(주)에프앤리퍼블릭,64090,11-Dec,-0.56,-1.37,-1.37
(주)엑세스바이오인코퍼레이션,950130,13-Dec,210.67,201.97,201.97
(주)엔에스엔,31860,11-Dec,-3.23,-0.99,-0.99
(주)엔지스테크널러지,208860,16-Dec,17.8,17.8,17.8
(주)엔케이,85310,11-Dec,1.29,1,1.0
(주)엔케이맥스,182400,15-Dec,-91.02,-135.11,-135.11
(주)엔피,291230,18-Dec,-1.36,-1.36,-1.36
(주)엘아이에스,138690,11-Dec,23.37,23.37,23.37
(주)엘앤에프,66970,11-Dec,1.63,1.88,1.88
(주)엘앤케이바이오메드,156100,16-Dec,6.91,3.27,3.27
(주)엘에스네트웍스,680,11-Dec,0.78,0.37,0.37
(주)엠게임,58630,11-Dec,2.06,-0.15,-0.15
(주)엠피대산,65150,11-Dec,6.34,5.01,5.01
(주)영풍,670,11-Dec,24.01,22.44,22.44
(주)영흥,12160,11-Dec,34.64,36.67,36.67
(주)예선테크,250930,16-Dec,-3.62,-3.62,-3.62
(주)오리엔트바이오,2630,11-Mar,2.88,2.17,2.17
(주)오리엔트정공,65500,11-Dec,-4.65,-4.65,-4.65
(주)오스코텍,39200,11-Dec,0.18,0.55,0.55
(주)오킨스전자,80580,14-Dec,7.1,7.69,7.69
(주)와이오엠,66430,11-Jun,-5.68,-5.68,-5.68
(주)와이지플러스,37270,11-Dec,21.38,5.6,5.6
(주)와이투솔루션,11690,11-Dec,-0.56,-0.67,-0.67
(주)와이티엔,40300,11-Dec,3.2,3.2,3.2
(주)우리기술,32820,11-Dec,2.42,1.32,1.32
(주)우리로,46970,12-Dec,5.76,5.76,5.76
(주)우성,6980,11-Dec,8.85,9.26,9.26
(주)우진,105840,11-Dec,53.41,50.18,50.18
(주)우진플라임,49800,11-Dec,7.06,6.5,6.5
(주)웅진,16880,11-Dec,0.97,-0.73,-0.73
(주)원익큐브,14190,11-Dec,1.3,1.3,1.3
(주)월덱스,101160,11-Dec,5.22,3.73,3.73
(주)웨이브일렉트로닉스,95270,11-Dec,-26.69,-15.27,-15.27
(주)웰크론한텍,76080,11-Dec,4.42,10.78,10.78
(주)위메이드맥스,101730,11-Dec,24.29,79.27,79.27
(주)윈팩,97800,13-Dec,-6.05,-6.05,-6.05
(주)유니켐,11330,11-Dec,-7.33,-7.33,-7.33
(주)유성티엔에스,24800,11-Dec,0.88,0.87,0.87
(주)유수홀딩스,700,11-Dec,77777777.77,77777777.77,11111111.11
(주)유신,54930,11-Dec,-12.47,-12.47,-12.47
(주)유씨아이,38340,11-Dec,0.12,-0.38,-0.38
(주)유아이디,69330,11-Dec,9.54,9.54,9.54
(주)유진로봇,56080,11-Dec,1.04,1.04,1.04
(주)유테크,178780,15-Dec,3.44,3.44,3.44
(주)이글루코퍼레이션,67920,11-Dec,364.23,364.23,364.23
(주)이노와이어리스,73490,11-Dec,29.87,43.06,43.06
(주)이랜시스,264850,17-Dec,-0.92,-0.92,-0.92
(주)이브이수성,84180,11-Dec,8.61,8.61,8.61
(주)이브이첨단소재,131400,11-Dec,52.9,42.82,42.82
(주)이수앱지스,86890,11-Dec,-173.62,-173.62,-173.62
(주)이수페타시스,7660,11-Dec,6.97,2.58,2.58
(주)이수화학,5950,11-Dec,4.42,2.56,2.56
(주)이스타코,15020,11-Dec,-0.68,-0.68,-0.68
(주)이스트소프트,47560,11-Dec,37.22,21.85,21.85
(주)이아이디,93230,11-Dec,-57.39,-26.29,-26.29
(주)이엔코퍼레이션,66980,11-Dec,-2.29,-2.42,-2.42
(주)이엔플러스,74610,11-Dec,-1.8,-5.61,-5.61
(주)이엠앤아이,83470,11-Dec,-0.56,0.11,0.11
(주)이원,17940,11-Dec,3.02,2.2,2.2
(주)이월드,84680,11-Dec,-0.26,-0.26,-0.26
(주)이퓨쳐,134060,11-Dec,-16.18,-16.18,-16.18
(주)인디에프,14990,11-Dec,-3.15,-3.54,-3.54
(주)인바이오젠,101140,11-Dec,4.62,4.62,4.62
(주)인스코비,6490,11-Dec,-35.46,-35.46,-35.46
(주)인지디스플레이,37330,11-Dec,25.17,17.61,17.61
(주)인터플렉스,51370,11-Dec,9.73,9.73,9.73
(주)인텍플러스,64290,11-Dec,16.83,16.83,16.83
(주)인트로메딕,150840,13-Dec,23.1,22.79,22.79
(주)인트론바이오테크놀로지,48530,11-Dec,0.65,0.65,0.65
(주)인포마크,175140,15-Dec,-1.55,-1.55,-1.55
(주)일신바이오베이스,68330,11-Dec,8.62,8.62,8.62
(주)일신석재,7110,11-Dec,3.04,3.04,3.04
(주)일야,58450,11-Dec,-65.25,-57.51,-57.51
(주)일지테크,19540,11-Dec,6.65,6.18,6.18
(주)잉크테크,49550,11-Dec,-3.64,-3.46,-3.46
(주)자비스,254120,16-Dec,-0.67,-0.67,-0.67
(주)자연과환경,43910,11-Dec,-7.94,-7.76,-7.76
(주)제넥신,95700,11-Dec,-27.59,-28.26,-28.26
(주)제넨바이오,72520,11-Dec,1.97,2.09,2.09
(주)제닉,123330,11-Dec,87.76,87.76,87.76
(주)제로투세븐,159580,13-Dec,6.55,15.88,15.88
(주)제이에스티나,26040,11-Dec,5.17,4.83,4.83
(주)제이와이피엔터테인먼트,35900,11-Jun,0.58,0.58,0.58
(주)제이웨이,58420,11-Dec,-34.74,-34.74,-34.74
(주)제이티,89790,11-Dec,5.85,5.85,5.85
(주)제주반도체,80220,11-Dec,465.15,433.55,433.55
(주)젬백스&카엘,82270,11-Dec,-1.12,77777777.77,-1.12
(주)젬백스링크,64800,11-Dec,5.5,16.62,16.62
(주)조비,1550,11-Dec,-2.7,-2.7,-2.7
(주)조이시티,67000,11-Dec,354.39,26.59,26.59
(주)좋은사람들,33340,11-Dec,1.72,0.86,0.86
(주)주연테크,44380,11-Dec,77777777.77,77777777.77,11111111.11
(주)중앙디앤엠,51980,11-Dec,23.4,17.07,17.07
(주)지어소프트,51160,11-Dec,-56.46,-54.28,-54.28
(주)지엔코,65060,11-Dec,7.38,7.22,7.22
(주)진매트릭스,109820,11-Dec,-6.62,-4.46,-4.46
(주)체시스,33250,11-Jun,3.93,3.51,3.51
(주)초록뱀미디어,47820,11-Dec,48.2,28.58,28.58
(주)초록뱀이앤엠,131100,11-Dec,5.77,5.77,5.77
(주)초록뱀컴퍼니,52300,11-Dec,41.64,-38.52,-38.52
(주)초록뱀헬스케어,118000,11-Dec,-1.63,-1.63,-1.63
(주)카스,16920,11-Dec,1.72,0.25,0.25
(주)카프로,6380,11-Dec,41.07,41.07,41.07
(주)컴투스홀딩스,63080,11-Dec,330.92,344.01,344.01
(주)케스피온,79190,11-Dec,-7.2,-6.4,-6.4
(주)케이씨씨건설,21320,11-Dec,5.06,5.09,5.09
(주)케이씨피드,25880,11-Dec,3.41,4.18,4.18
(주)케이에스피,73010,11-Dec,35.52,35.52,35.52
(주)케이에이치바텍,60720,11-Dec,25.5,6.57,6.57
(주)케이엑스하이텍,52900,11-Dec,-0.44,-0.4,-0.4
(주)케이엔더블유,105330,11-Dec,4.05,4.61,4.61
(주)케이엠더블유,32500,11-Dec,-1.4,-2.13,-2.13
(주)케이이씨,92220,11-Dec,-1.88,-1.92,-1.92
(주)케이프,64820,11-Dec,3.52,3.52,3.52
(주)케이피엠테크,42040,11-Dec,-1.02,-0.98,-0.98
(주)켐온,217600,15-Dec,-1.31,-1.31,-1.31
(주)켐트로닉스,89010,11-Dec,5.13,4.37,4.37
(주)코다코,46070,11-Dec,1.66,1.66,1.66
(주)코데즈컴바인,47770,11-Dec,3.99,3.74,3.74
(주)코디,80530,11-Dec,4.85,4.85,4.85
(주)코디엠,224060,15-Dec,6.69,6.69,6.69
(주)코미팜,41960,11-Dec,0.41,0.34,0.34
(주)코세스,89890,11-Dec,22.5,22.5,22.5
(주)코센,9730,11-Dec,-9.21,-9.21,-9.21
(주)코스나인,82660,11-Dec,-4.57,-9.06,-9.06
(주)코스온,69110,11-Dec,1.14,1.14,1.14
(주)코썬바이오,204990,16-Dec,0,0,0.0
(주)코아스,71950,11-Dec,1.68,1.68,1.68
(주)코아시아,45970,11-Dec,77777777.77,1.18,1.18
